,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Matches
45,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,36,36,"3,201",35.6,42,1.18,141,96,73.0,18,9,9,12,33.3,8,4,4,0,50.0,Matches
46,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31,"2,790",31.0,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,0,25.0,Matches
47,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,38,"3,420",38.0,58,1.53,195,139,71.3,11,11,16,11,28.9,2,2,0,0,0.0,Matches
48,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,35,35,"3,071",34.1,28,0.82,95,68,73.7,24,3,8,16,45.7,3,3,0,0,0.0,Matches
49,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,3,270,3.0,3,1.00,14,11,78.6,1,0,2,1,33.3,0,0,0,0,,Matches
50,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,25,25,"2,117",23.5,34,1.45,104,71,70.2,8,7,10,5,20.0,4,3,1,0,25.0,Matches
51,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,2,2,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
52,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,1,1,21,0.2,1,4.29,2,1,100.0,,,1,,,,1,,,,Matches
53,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,2,180,2.0,5,2.50,13,8,69.2,0,1,1,0,0.0,1,1,0,0,0.0,Matches
54,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36,36,"3,240",36.0,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,0,40.0,Matches
55,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4,4,360,4.0,8,2.00,19,12,73.7,1,2,1,1,25.0,3,3,0,0,0.0,Matches
56,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,10,900,10.0,14,1.40,69,55,79.7,4,3,3,3,30.0,1,0,0,1,,Matches
57,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,38,"3,420",38.0,64,1.68,178,116,68.5,8,10,20,9,23.7,9,8,1,0,11.1,Matches
58,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
59,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,34,34,"2,997",33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,0,16.7,Matches
60,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,18,17,"1,613",17.9,26,1.45,82,56,72.0,5,5,7,2,11.8,4,3,1,0,25.0,Matches
61,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38,38,"3,420",38.0,36,0.95,131,96,74.8,18,12,8,13,34.2,3,3,0,0,0.0,Matches
62,Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33,33,"2,970",33.0,54,1.64,159,105,67.9,12,5,16,8,24.2,4,3,1,0,25.0,Matches
63,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2,2,180,2.0,5,2.50,13,8,61.5,0,0,2,0,0.0,0,0,0,0,,Matches
64,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,33,33,"2,884",32.0,42,1.31,120,81,70.0,19,9,5,8,24.2,6,6,0,0,0.0,Matches
65,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,19,19,"1,620",18.0,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,0.0,Matches
66,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,32,1987,35,35,"3,150",35.0,42,1.20,149,109,71.8,11,9,15,10,28.6,1,0,0,1,,Matches
67,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,29,1990,32,32,"2,880",32.0,34,1.06,116,82,72.4,16,12,4,10,31.3,2,2,0,0,0.0,Matches
68,Angus Gunn,sct SCO,GK,Southampton,eng Premier League,23,1996,10,10,900,10.0,25,2.50,55,30,58.2,2,2,6,2,20.0,2,2,0,0,0.0,Matches
69,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,32,1986,28,28,"2,520",28.0,50,1.79,142,93,65.5,4,11,13,5,17.9,1,1,0,0,0.0,Matches
70,Samir Handanović,si SVN,GK,Inter,it Serie A,35,1984,35,35,"3,150",35.0,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,0,33.3,Matches
71,Tom Heaton,eng ENG,GK,Aston Villa,eng Premier League,33,1986,20,20,"1,794",19.9,35,1.76,102,68,68.6,6,3,11,4,20.0,3,3,0,0,0.0,Matches
72,Dean Henderson,eng ENG,GK,Sheffield Utd,eng Premier League,22,1997,36,36,"3,240",36.0,33,0.92,128,94,75.0,14,11,11,13,36.1,3,1,1,1,50.0,Matches
73,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,32,1987,3,3,270,3.0,8,2.67,23,15,65.2,0,1,2,0,0.0,0,0,0,0,,Matches
74,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,26,1993,19,18,"1,655",18.4,27,1.47,80,53,67.5,7,3,8,7,38.9,1,1,0,0,0.0,Matches
75,Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,31,1988,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,Matches
76,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,31,1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100.0,0,0,0,0,,Matches
77,Timo Horn,de GER,GK,Köln,de Bundesliga,26,1993,34,34,"3,060",34.0,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3,Matches
78,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,29,1989,34,34,"3,060",34.0,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0.0,Matches
79,Jannik Huth,de GER,GK,Paderborn 07,de Bundesliga,25,1994,6,6,540,6.0,17,2.83,33,16,51.5,0,1,5,0,0.0,1,1,0,0,0.0,Matches
80,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,34,1984,29,29,"2,547",28.3,46,1.63,143,99,72.7,11,5,13,9,31.0,7,7,0,0,0.0,Matches
81,Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29,29,"2,610",29.0,59,2.03,181,124,72.4,5,6,18,5,17.2,10,9,1,0,10.0,Matches
82,Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,4,4,306,3.4,4,1.18,15,11,73.3,0,1,3,1,25.0,0,0,0,0,,Matches
83,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
84,Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17,17,"1,530",17.0,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,0,33.3,Matches
85,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,24,"2,160",24.0,51,2.12,122,72,58.2,6,6,12,4,16.7,1,0,1,0,100.0,Matches
86,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4,4,360,4.0,9,2.25,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,Matches
87,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36,36,"3,240",36.0,68,1.89,195,128,66.7,5,6,25,5,13.9,5,3,2,0,40.0,Matches
88,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27,27,"2,430",27.0,29,1.07,95,64,72.6,11,4,12,10,37.0,6,3,2,1,40.0,Matches
89,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,27,27,"2,398",26.6,34,1.28,132,96,76.5,7,10,10,7,25.9,5,3,2,0,40.0,Matches
90,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,28,"2,520",28.0,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0,Matches
91,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,90,1.0,3,3.00,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
92,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,30,30,"2,649",29.4,39,1.33,151,111,78.1,9,13,8,7,23.3,7,6,1,0,14.3,Matches
93,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,2,1,122,1.4,3,2.21,11,8,81.8,1,0,0,1,100.0,1,1,0,0,0.0,Matches
94,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,10,900,10.0,29,2.90,65,36,55.4,0,1,9,0,0.0,1,0,1,0,100.0,Matches
95,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,21,21,"1,807",20.1,21,1.05,99,78,80.8,11,6,4,6,28.6,3,2,1,0,33.3,Matches
96,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,26,"2,340",26.0,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0.0,Matches
97,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,36,36,"3,232",35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3,Matches
98,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,32,"2,880",32.0,45,1.41,132,86,72.0,18,6,8,5,15.6,9,8,1,0,11.1,Matches
99,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,10,900,10.0,12,1.20,33,22,63.6,3,3,4,3,30.0,0,0,0,0,,Matches
100,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,28,28,"2,520",28.0,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0,Matches
101,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,27,27,"2,371",26.3,27,1.02,92,67,75.0,15,8,4,11,40.7,4,4,0,0,0.0,Matches
102,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,6,5,531,5.9,12,2.03,24,12,50.0,1,0,4,1,20.0,0,0,0,0,,Matches
103,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,5,4,436,4.8,6,1.24,21,15,71.4,2,0,2,2,50.0,0,0,0,0,,Matches
104,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,9,8,771,8.6,9,1.05,42,33,81.0,5,1,2,3,37.5,1,1,0,0,0.0,Matches
105,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,35,"3,150",35.0,39,1.11,125,85,73.6,8,15,12,11,31.4,7,6,1,0,14.3,Matches
106,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,28,"2,520",28.0,35,1.25,113,78,69.9,13,5,10,7,25.0,2,1,1,0,50.0,Matches
107,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,2,1,159,1.8,6,3.40,13,6,53.8,0,0,1,0,0.0,1,0,1,0,100.0,Matches
108,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,24,"2,160",24.0,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,0,25.0,Matches
109,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,22,21,"1,951",21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,0,16.7,Matches
110,Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5,5,450,5.0,5,1.00,24,19,83.3,2,1,2,2,40.0,1,1,0,0,0.0,Matches
111,Simon Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,6,3.00,11,5,45.5,0,1,1,0,0.0,0,0,0,0,,Matches
112,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5.0,4,0.80,23,19,91.3,2,2,1,2,40.0,2,2,0,0,0.0,Matches
113,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,13,12,"1,125",12.5,25,2.00,66,40,65.2,3,2,7,2,16.7,3,2,1,0,33.3,Matches
114,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38,38,"3,420",38.0,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0,Matches
115,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,3,1.50,5,2,40.0,2,0,0,0,0.0,0,0,0,0,,Matches
116,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21,21,"1,890",21.0,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,0,,Matches
117,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2.0,2,1.00,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,Matches
118,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,33,"2,970",33.0,31,0.94,110,79,74.5,25,4,4,15,45.5,4,3,1,0,25.0,Matches
119,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
120,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,22,1996,26,26,"2,315",25.7,40,1.56,118,80,69.5,8,9,9,5,19.2,4,4,0,0,0.0,Matches
121,Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,28,1990,7,5,539,6.0,12,2.00,27,15,55.6,0,2,3,1,20.0,0,0,0,0,,Matches
122,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,26,1993,38,38,"3,395",37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,1,0.0,Matches
123,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,29,1989,2,2,180,2.0,0,0.00,3,3,100.0,1,1,0,2,100.0,0,0,0,0,,Matches
124,Robin Olsen,se SWE,GK,Cagliari,it Serie A,29,1990,17,17,"1,524",16.9,24,1.42,89,67,77.5,8,5,4,4,23.5,4,4,0,0,0.0,Matches
125,David Ospina,co COL,GK,Napoli,it Serie A,30,1988,17,17,"1,469",16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,0.0,Matches
126,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,31,1988,27,27,"2,385",26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0.0,Matches
127,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,27,1992,27,27,"2,358",26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3,Matches
128,Daniele Padelli,it ITA,GK,Inter,it Serie A,33,1985,4,4,270,3.0,4,1.33,8,4,62.5,2,0,1,1,25.0,1,1,0,0,0.0,Matches
129,Miquel Parera,es ESP,GK,Mallorca,es La Liga,23,1996,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,Matches
130,Rui Patrício,pt POR,GK,Wolves,eng Premier League,31,1988,38,38,"3,420",38.0,40,1.05,129,88,69.8,15,14,9,13,34.2,3,1,2,0,66.7,Matches
131,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,27,1992,33,33,"2,970",33.0,67,2.03,169,105,60.9,8,6,19,4,12.1,1,1,0,0,0.0,Matches
132,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,38,1981,5,5,450,5.0,4,0.80,27,24,85.2,2,2,1,2,40.0,0,0,0,0,,Matches
133,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,36,1982,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0.0,1,0,1,0,100.0,Matches
134,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,34,1985,4,4,360,4.0,4,1.00,21,17,85.7,2,0,2,1,25.0,1,1,0,0,0.0,Matches
135,Juan Pérez,es ESP,GK,Osasuna,es La Liga,23,1996,2,2,180,2.0,3,1.50,9,6,77.8,1,1,0,0,0.0,1,1,0,0,0.0,Matches
136,Samu Pérez,es ESP,GK,Valladolid,es La Liga,22,1997,1,0,26,0.3,1,3.46,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
137,Mattia Perin,it ITA,GK,Genoa,it Serie A,26,1992,21,21,"1,890",21.0,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,1,0.0,Matches
138,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,31,1987,8,8,720,8.0,8,1.00,37,30,81.1,2,4,2,3,37.5,1,1,0,0,0.0,Matches
139,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,26,1993,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,,Matches
140,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,31,1988,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
141,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,25,1994,38,38,"3,420",38.0,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0.0,Matches
142,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,29,1990,1,0,19,0.2,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
143,Nick Pope,eng ENG,GK,Burnley,eng Premier League,27,1992,38,38,"3,420",38.0,50,1.32,167,117,72.5,15,9,14,15,39.5,5,4,1,0,20.0,Matches
144,Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17,17,"1,530",17.0,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,1,0.0,Matches
145,Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3,3,270,3.0,8,2.67,15,7,60.0,1,0,2,1,33.3,2,2,0,0,0.0,Matches
146,Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,6,5,454,5.0,11,2.18,17,6,47.1,1,1,3,0,0.0,3,2,0,1,0.0,Matches
147,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,27,"2,430",27.0,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80.0,Matches
148,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,37,"3,330",37.0,62,1.68,187,124,69.5,9,7,21,5,13.5,6,5,1,0,16.7,Matches
149,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2,2,180,2.0,5,2.50,11,6,63.6,0,1,1,0,0.0,1,1,0,0,0.0,Matches
150,Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36,36,"3,240",36.0,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,Matches
151,Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,12,"1,080",12.0,20,1.67,53,32,66.0,3,3,6,2,16.7,3,2,1,0,33.3,Matches
