,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won,Matches
483,Alberto Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,1,0,0,4,4,2,0,2,1,0,1,0,6,26,17,60.5,Matches
484,Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,1,1,0,10,6,0,0,15,7,0,0,0,32,16,10,61.5,Matches
485,Florian Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,0,0,0,1,1,0,1,0,0,0,0,0,4,0,0,,Matches
486,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,1,0,0,18,20,0,50,26,21,0,1,0,109,12,12,50.0,Matches
487,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,1,0,0,3,1,0,0,3,0,0,1,0,8,2,1,66.7,Matches
488,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,1,0,0,7,8,0,21,18,11,0,0,0,64,19,14,57.6,Matches
489,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,5,0,0,18,4,0,34,16,10,0,1,0,69,36,30,54.5,Matches
490,Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,3,0,0,21,7,3,0,34,14,0,0,1,103,61,41,59.8,Matches
491,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,de Bundesliga,29,1990,13.6,4,0,0,16,11,4,64,13,10,0,0,0,57,38,31,55.1,Matches
492,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,de Bundesliga,25,1994,7.5,0,0,0,4,21,3,18,7,4,1,0,0,40,18,23,43.9,Matches
493,Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,fr Ligue 1,30,1988,22.9,5,0,0,40,33,9,31,7,16,1,0,0,66,43,87,33.1,Matches
494,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,4,0,0,7,5,0,2,15,6,0,2,0,45,31,18,63.3,Matches
495,Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,8,0,0,41,22,7,2,7,5,1,0,0,34,64,82,43.8,Matches
496,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,6,0,0,40,9,4,107,36,52,0,0,0,131,11,18,37.9,Matches
497,Pablo Chavarría,ar ARG,"FW,MF",Mallorca,es La Liga,31,1988,2.3,1,0,0,14,4,7,5,1,1,0,0,0,6,19,9,67.9,Matches
498,Aurélien Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,4,1,1,14,11,0,0,40,19,0,1,0,155,37,36,50.7,Matches
499,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,5,1,1,23,17,0,0,5,4,0,0,0,41,5,8,38.5,Matches
500,Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,4,0,0,7,1,1,1,5,3,0,0,0,18,12,14,46.2,Matches
501,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,15,2003,1.6,0,0,0,1,6,0,5,0,2,0,0,0,14,0,2,0.0,Matches
502,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,28,1990,10.3,5,0,0,23,13,2,40,7,9,1,1,0,53,11,17,39.3,Matches
503,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,0,0,0,4,2,0,0,1,0,0,0,0,8,4,3,57.1,Matches
504,Federico Chiesa,it ITA,"FW,DF",Fiorentina,it Serie A,21,1997,29.3,7,0,0,54,47,7,53,6,22,2,0,0,107,8,24,25.0,Matches
505,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,3,0,0,29,30,1,103,28,26,0,0,0,161,55,38,59.1,Matches
506,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,0,0,0,8,3,1,1,11,9,0,0,0,51,16,14,53.3,Matches
507,Tahith Chong,nl NED,"FW,DF",Manchester Utd,eng Premier League,19,1999,0.4,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0.0,Matches
508,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,5,1,1,27,22,1,10,20,18,0,0,0,93,22,14,61.1,Matches
509,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,4,1,1,12,7,0,4,24,8,0,0,0,51,12,10,54.5,Matches
510,Mounir Chouiar,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,16.7,4,1,0,34,20,4,91,13,23,0,0,0,110,13,13,50.0,Matches
511,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,5,0,0,17,10,0,0,29,21,0,0,0,107,68,49,58.1,Matches
512,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,20,1999,22.8,2,0,0,16,50,12,34,10,14,2,0,0,126,13,27,32.5,Matches
513,Darko Churlinov,mk MKD,MF,Köln,de Bundesliga,19,2000,0.2,0,0,0,1,0,1,2,1,1,0,0,0,2,0,0,,Matches
514,Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,100.0,Matches
515,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,8,1,1,37,28,0,83,20,20,0,0,0,137,9,10,47.4,Matches
516,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,4,0,0,22,9,0,5,23,30,0,0,0,106,14,17,45.2,Matches
517,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,1,0,0,0,4,0,0,3,0,0,0,0,20,7,0,100.0,Matches
518,Thiago Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,11,0,0,52,54,0,60,46,32,1,1,0,127,42,29,59.2,Matches
519,Ibrahim Cissé,ci CIV,DF,Nice,fr Ligue 1,20,1999,0.6,0,0,0,0,1,0,0,0,1,0,0,0,3,3,3,50.0,Matches
520,Ibrahim Cissé,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,1,0,0,2,0,0,1,0,1,0,0,0,8,1,1,50.0,Matches
521,Andrea Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,7,1,0,24,14,1,4,33,8,0,2,0,89,47,46,50.5,Matches
522,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,3,0,0,9,7,0,0,11,12,0,0,0,46,29,37,43.9,Matches
523,Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,34,1985,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40.0,Matches
524,Alexis Claude-Maurice,fr FRA,"FW,MF",Nice,fr Ligue 1,21,1998,18.1,2,0,0,13,44,1,28,11,16,0,0,0,73,9,7,56.3,Matches
525,Christian Clemens,de GER,FW,Köln,de Bundesliga,27,1991,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
526,Óscar Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
527,Yannis Clementia,mq MTQ,GK,Nice,fr Ligue 1,22,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
528,Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,2,0,0,2,1,0,0,1,0,0,0,0,3,0,1,0.0,Matches
529,Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,4,0,0,24,20,2,60,22,16,0,0,0,96,30,25,54.5,Matches
530,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,2,0,0,16,10,0,29,10,15,0,0,0,51,9,12,42.9,Matches
531,Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,5,0,0,17,7,0,0,28,23,0,1,0,244,33,24,57.9,Matches
532,Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
533,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,3,0,0,20,4,1,22,8,20,0,0,0,54,14,9,60.9,Matches
534,Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,3,0,0,17,11,1,25,13,18,0,0,0,63,17,14,54.8,Matches
535,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,5,1,1,19,19,1,43,24,31,0,0,0,118,29,20,59.2,Matches
536,Álex Collado,es ESP,FW,Barcelona,es La Liga,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
537,Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,1,0,0,3,4,0,0,1,1,0,0,0,9,1,1,50.0,Matches
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,10,0,0,40,16,2,5,59,26,0,2,0,192,83,51,61.9,Matches
539,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,9,1,1,45,28,0,41,70,43,0,2,1,214,31,29,51.7,Matches
540,Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
541,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
542,Racine Coly,sn SEN,"DF,FW",Nice,fr Ligue 1,23,1995,7.2,5,2,2,12,8,1,9,12,13,0,0,0,36,15,10,60.0,Matches
543,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,2,0,0,11,34,4,75,4,11,1,0,0,87,18,17,51.4,Matches
544,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,4,0,0,16,16,0,7,47,27,1,0,1,95,49,35,58.3,Matches
545,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,0,0,0,16,38,14,9,0,6,2,0,0,31,18,40,31.0,Matches
546,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,1,0,0,1,2,0,0,4,0,0,0,0,40,7,1,87.5,Matches
547,Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,8,0,0,37,22,0,24,43,25,0,1,0,90,12,14,46.2,Matches
548,Lewis Cook,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1997,15.0,5,0,0,23,11,0,8,17,14,0,0,0,109,12,14,46.2,Matches
549,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,6,1,0,16,15,1,1,44,11,0,2,0,112,113,65,63.5,Matches
550,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,8,1,1,34,28,2,3,38,21,1,2,0,149,24,12,66.7,Matches
551,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,1,0,0,0,0,0,1,4,1,0,0,0,5,1,1,50.0,Matches
552,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,1,0,0,4,5,0,25,5,1,0,0,0,7,0,0,,Matches
553,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,4,0,0,28,14,4,36,16,20,0,0,0,86,17,19,47.2,Matches
554,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,5,0,0,57,65,26,10,5,6,0,0,0,58,89,80,52.7,Matches
555,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,21,1997,4.1,0,0,0,6,12,1,2,0,0,0,0,0,11,14,32,30.4,Matches
556,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,32,1987,2.9,0,0,0,3,3,0,9,2,1,0,0,0,8,11,12,47.8,Matches
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,1,0,0,33,25,1,6,28,24,0,0,0,171,54,69,43.9,Matches
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,1,0,0,42,30,3,7,2,4,1,0,0,41,101,59,63.1,Matches
559,Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,1,0,0,15,29,2,79,21,19,0,0,0,88,16,17,48.5,Matches
560,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,0,0,0,6,5,1,47,6,3,0,0,0,26,2,2,50.0,Matches
561,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,5,0,0,26,41,9,34,14,9,0,0,0,105,11,39,22.0,Matches
562,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,24,1994,22.2,0,0,0,18,49,7,9,7,7,3,0,0,63,14,33,29.8,Matches
563,Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,3,0,0,15,10,0,33,16,6,0,0,0,47,29,27,51.8,Matches
564,Edmilson Correia,gw GNB,"FW,DF",Saint-Étienne,fr Ligue 1,19,2000,0.5,0,0,0,2,3,0,0,1,0,0,0,0,2,1,0,100.0,Matches
565,Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,0,0,0,3,8,0,3,2,3,0,0,0,15,4,5,44.4,Matches
566,Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,2,0,0,6,3,0,4,0,1,0,0,0,7,4,6,40.0,Matches
567,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,26,1993,15.4,0,0,0,7,5,4,83,15,17,0,0,0,80,25,31,44.6,Matches
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,5,0,0,20,20,19,4,3,5,0,0,1,29,67,92,42.1,Matches
569,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,1,0,0,10,10,3,38,5,1,0,0,0,35,1,5,16.7,Matches
570,Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,2,1,0,20,20,2,29,24,23,0,0,0,60,16,23,41.0,Matches
571,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
572,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,28,1991,5.9,4,0,0,13,13,0,6,4,10,0,0,0,18,21,14,60.0,Matches
573,David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,1,0,0,5,2,0,0,8,3,0,0,0,22,6,7,46.2,Matches
574,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,1,0,0,0,2,0,0,2,0,0,0,0,44,3,0,100.0,Matches
575,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,1,0,0,34,12,23,9,6,7,0,0,0,29,98,91,51.9,Matches
576,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,0,0,0,7,5,0,1,10,7,0,0,0,32,14,7,66.7,Matches
577,Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,6,0,0,23,22,6,70,15,26,1,0,0,64,11,21,34.4,Matches
578,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1,0,0,0,4,0,0,2,0,0,0,0,48,5,0,100.0,Matches
579,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,0,0,0,5,23,3,41,6,15,1,0,0,64,4,11,26.7,Matches
580,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,1,0,0,4,6,1,0,9,5,0,0,0,32,9,9,50.0,Matches
581,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,1,0,0,0,1,0,0,0,0,0,0,0,16,7,0,100.0,Matches
582,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,7,0,0,16,17,2,127,35,26,0,0,0,172,45,39,53.6,Matches
583,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,7,0,0,30,41,0,76,53,33,0,1,0,136,23,19,54.8,Matches
584,Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,7,1,0,32,5,0,7,22,15,0,1,0,102,19,25,43.2,Matches
585,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,0,0,0,0,2,0,5,1,5,0,0,0,6,0,2,0.0,Matches
586,Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,1,0,0,21,24,2,18,8,19,0,0,0,58,9,17,34.6,Matches
587,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,31,1988,29.5,7,1,0,28,80,3,86,35,43,1,0,0,169,13,23,36.1,Matches
588,Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,5,1,1,16,37,4,24,10,8,0,1,0,58,55,58,48.7,Matches
589,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,9,0,0,77,62,6,127,36,51,1,0,0,243,51,79,39.2,Matches
590,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,4,1,1,0,6,0,0,0,0,0,0,0,21,7,0,100.0,Matches
591,Jaume Cuéllar,bo BOL,"MF,FW",SPAL,it Serie A,17,2001,0.8,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0.0,Matches
592,Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,1,0,0,11,3,0,15,3,1,1,0,0,17,1,2,33.3,Matches
593,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,3,0,0,25,29,2,5,10,5,1,0,0,35,6,16,27.3,Matches
594,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,0,0,0,9,6,3,1,1,2,0,0,0,11,4,8,33.3,Matches
595,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25,1993,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,Matches
596,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,0,0,0,5,9,4,6,2,2,0,0,0,14,8,20,28.6,Matches
597,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,1,0,0,8,10,11,6,2,2,1,0,0,25,12,35,25.5,Matches
598,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,3,1,1,13,32,1,97,19,11,0,1,0,122,14,10,58.3,Matches
599,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,4,1,1,25,23,1,5,35,34,0,2,1,156,70,51,57.9,Matches
600,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
601,Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,0,1,0,3,9,1,28,5,8,0,0,0,34,1,7,12.5,Matches
602,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,6,0,0,35,19,4,17,14,16,0,0,0,83,25,19,56.8,Matches
603,Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
604,Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,25.0,Matches
605,Jacopo Da Riva,it ITA,MF,Atalanta,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
606,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,3,0,0,25,12,2,4,26,14,0,1,1,111,81,41,66.4,Matches
607,Moanes Dabbur,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0.0,Matches
608,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,4,0,0,23,22,4,4,4,5,1,0,0,39,11,22,33.3,Matches
609,Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,4,0,0,17,22,1,4,9,10,0,0,0,68,11,8,57.9,Matches
610,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,1,0,0,13,3,2,25,6,4,0,0,0,39,2,6,25.0,Matches
611,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,1,0,0,12,6,0,4,8,6,0,0,0,45,3,5,37.5,Matches
612,Leon Dajaku,de GER,"DF,MF",Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
613,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,5,0,0,20,9,1,4,9,6,0,1,0,46,15,8,65.2,Matches
614,Christian Dalle Mura,it ITA,FW,Fiorentina,it Serie A,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
615,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,20,1999,0.7,0,0,0,1,0,0,3,2,2,0,0,0,5,3,0,100.0,Matches
616,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,0,0,0,5,1,1,0,0,0,11,2,0,100.0,Matches
617,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,4,1,1,20,14,2,29,26,20,0,1,0,78,18,14,56.3,Matches
618,Arnaut Danjuma,nl NED,MF,Bournemouth,eng Premier League,22,1997,7.0,0,0,0,0,5,6,9,8,2,0,0,0,29,2,11,15.4,Matches
619,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,0,0,5,0,0,2,14,4,0,0,0,73,39,31,55.7,Matches
620,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,2,1,1,4,2,0,4,2,4,0,0,0,13,7,12,36.8,Matches
621,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,7,0,0,17,6,1,1,26,21,0,1,1,133,51,28,64.6,Matches
622,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
623,Sergi Darder,es ESP,MF,Espanyol,es La Liga,25,1993,29.5,4,0,0,34,26,2,57,24,23,0,0,0,142,26,19,57.8,Matches
624,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,8,1,1,38,24,2,99,27,27,0,0,0,146,17,43,28.3,Matches
625,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,6,0,0,38,45,3,45,25,42,0,1,0,148,38,35,52.1,Matches
626,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,4,1,1,25,34,7,64,31,43,0,0,0,212,30,26,53.6,Matches
627,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,6,0,0,27,8,1,29,22,15,0,0,0,61,45,21,68.2,Matches
628,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,8,0,0,30,40,1,8,35,17,0,0,0,138,35,36,49.3,Matches
629,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,0,0,0,12,11,3,2,0,1,0,0,0,15,27,46,37.0,Matches
630,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,4,2,1,19,8,1,2,12,12,0,2,0,48,24,13,64.9,Matches
631,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,6,0,0,31,12,0,4,34,18,0,1,0,123,100,42,70.4,Matches
632,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,3,0,0,26,28,3,304,18,24,0,0,0,136,17,16,51.5,Matches
633,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,1,0,0,10,8,3,6,32,11,0,0,0,88,34,37,47.9,Matches
634,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,5,1,0,33,76,2,240,29,31,0,0,0,220,1,9,10.0,Matches
635,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,1,0,0,0,3,0,8,8,8,0,0,0,28,7,7,50.0,Matches
636,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,2,0,0,34,15,7,81,19,8,0,1,0,89,59,33,64.1,Matches
637,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,2,0,0,26,22,2,15,15,26,0,0,0,120,66,35,65.3,Matches
638,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,2,0,0,32,23,2,63,43,26,0,3,0,96,90,47,65.7,Matches
639,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,3,0,0,37,36,12,10,11,12,1,0,0,62,195,275,41.5,Matches
640,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,1,0,0,17,12,4,4,3,8,0,0,0,27,10,17,37.0,Matches
641,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
642,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,3,0,0,7,8,0,10,8,9,0,0,0,46,3,6,33.3,Matches
643,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,2,0,0,21,22,4,24,7,14,0,0,0,79,20,32,38.5,Matches
644,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,4,0,0,22,11,0,67,15,16,0,0,0,58,6,12,33.3,Matches
645,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,4,0,0,20,12,1,1,26,10,0,0,1,44,22,14,61.1,Matches
646,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
647,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,2,1,1,16,10,0,27,16,12,0,0,0,54,18,11,62.1,Matches
648,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,5,0,0,69,39,21,93,3,18,0,0,0,62,75,71,51.4,Matches
649,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,5,1,1,18,7,0,8,15,12,0,0,0,94,15,9,62.5,Matches
650,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,3,0,0,43,24,11,5,5,7,2,0,0,47,68,75,47.6,Matches
651,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,1,1,0,1,5,4,20,0,2,0,0,0,14,1,2,33.3,Matches
652,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,0,0,5,1,1,1,4,7,0,1,0,14,20,5,80.0,Matches
653,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,4,1,1,24,18,1,122,22,19,0,0,0,131,19,14,57.6,Matches
654,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,6,0,0,25,11,0,3,8,8,0,0,0,55,3,10,23.1,Matches
