,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal
2000,2372,Jonathan Schmid,fr FRA,"MF,DF",Freiburg,de Bundesliga,30,1990,26.6,59.0,2.22,44.0,9.0,3.0,1.0,2.0,0.0,7.0,0.26,4.0,3.0,0.0,0.0,0.0,0.0
2001,2373,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,20,2000,13.1,36.0,2.76,30.0,0.0,1.0,2.0,3.0,0.0,8.0,0.61,7.0,0.0,0.0,0.0,1.0,0.0
2002,2374,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,14.0,3.02,10.0,3.0,0.0,0.0,1.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
2003,2375,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,33.0,1.35,31.0,0.0,1.0,0.0,0.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
2004,2376,Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,de Bundesliga,26,1994,10.5,15.0,1.43,9.0,2.0,2.0,1.0,1.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
2005,2377,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,56.0,2.01,49.0,0.0,3.0,1.0,2.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
2006,2378,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,10.0,1.48,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.44,2.0,1.0,0.0,0.0,0.0,0.0
2007,2380,Christopher Scott,de GER,"MF,FW",Bayern Munich,de Bundesliga,18,2002,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2381,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,11.0,6.51,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2383,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,6.0,2.83,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.94,1.0,0.0,0.0,1.0,0.0,0.0
2010,2384,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,20.0,2.21,14.0,0.0,0.0,5.0,1.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0
2011,2385,Malik Sellouki,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2000,0.7,2.0,2.69,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,2387,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,26,1993,33.1,70.0,2.11,56.0,7.0,2.0,3.0,1.0,1.0,7.0,0.21,6.0,0.0,0.0,1.0,0.0,0.0
2013,2388,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,21.0,2.14,18.0,1.0,0.0,0.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
2014,2389,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,34.0,5.07,26.0,4.0,1.0,3.0,0.0,0.0,4.0,0.6,0.0,2.0,0.0,2.0,0.0,0.0
2015,2390,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,44.0,1.92,34.0,1.0,3.0,1.0,4.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
2016,2392,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,36.0,1.66,25.0,1.0,1.0,2.0,6.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
2017,2393,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,16.0,2.04,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
2018,2394,Femi Seriki,eng ENG,MF,Sheffield Utd,eng Premier League,18,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2395,Ryan Sessegnon,eng ENG,"DF,FW",Hoffenheim,de Bundesliga,20,2000,17.5,31.0,1.77,28.0,1.0,1.0,1.0,0.0,0.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0
2020,2396,Nils Seufert,de GER,"MF,FW",Arminia,de Bundesliga,23,1997,3.8,8.0,2.1,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0
2021,2397,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2398,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,27,1992,6.4,30.0,4.72,24.0,0.0,3.0,1.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
2023,2399,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,eng Premier League,20,1999,5.1,8.0,1.56,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
2024,2400,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,eng Premier League,28,1991,6.2,32.0,5.18,29.0,2.0,0.0,0.0,0.0,1.0,2.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0
2025,2401,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,6.0,0.73,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2402,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,115.0,3.9,75.0,33.0,2.0,1.0,4.0,0.0,9.0,0.31,6.0,2.0,0.0,0.0,1.0,0.0
2027,2403,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,72.0,2.48,39.0,25.0,1.0,6.0,1.0,0.0,8.0,0.28,4.0,4.0,0.0,0.0,0.0,0.0
2028,2404,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,48.0,2.58,32.0,0.0,4.0,8.0,2.0,2.0,6.0,0.32,4.0,0.0,1.0,1.0,0.0,0.0
2029,2405,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2406,Mahame Siby,ml MLI,MF,Strasbourg,fr Ligue 1,24,1996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,2407,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,2408,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,55.0,2.5,34.0,19.0,0.0,0.0,1.0,1.0,3.0,0.14,1.0,2.0,0.0,0.0,0.0,0.0
2033,2409,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,2410,Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,22,1998,7.2,18.0,2.48,15.0,0.0,1.0,1.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
2035,2411,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,2412,Gylfi Sigurðsson,is ISL,"MF,FW",Everton,eng Premier League,30,1989,25.0,75.0,2.99,42.0,23.0,2.0,6.0,2.0,0.0,7.0,0.28,4.0,2.0,0.0,1.0,0.0,0.0
2037,2415,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,17.8,32.0,1.8,29.0,2.0,0.0,0.0,0.0,1.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0
2038,2416,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,30.7,88.0,2.87,60.0,2.0,8.0,11.0,6.0,1.0,15.0,0.49,7.0,0.0,1.0,3.0,4.0,0.0
2039,2417,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,25,1994,22.9,84.0,3.66,69.0,3.0,6.0,4.0,2.0,0.0,12.0,0.52,11.0,0.0,0.0,1.0,0.0,0.0
2040,2418,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,57.0,2.17,44.0,5.0,1.0,2.0,3.0,2.0,10.0,0.38,8.0,0.0,0.0,0.0,1.0,1.0
2041,2419,David Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,15.5,70.0,4.51,52.0,7.0,4.0,3.0,3.0,1.0,13.0,0.84,11.0,1.0,1.0,0.0,0.0,0.0
2042,2420,Fábio Silva,pt POR,FW,Wolves,eng Premier League,18,2002,15.2,29.0,1.91,17.0,0.0,2.0,7.0,3.0,0.0,3.0,0.2,2.0,0.0,0.0,0.0,1.0,0.0
2043,2421,Florent da Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,2422,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,7.0,1.77,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,2423,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,6.0,0.9,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,2425,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,25.0,1.16,24.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
2047,2427,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,17.9,18.0,1.0,13.0,0.0,2.0,1.0,2.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0
2048,2428,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,19.3,32.0,1.66,21.0,0.0,4.0,4.0,3.0,0.0,5.0,0.26,4.0,0.0,0.0,1.0,0.0,0.0
2049,2429,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,25,1995,25.8,68.0,2.63,46.0,10.0,6.0,4.0,2.0,0.0,7.0,0.27,5.0,1.0,1.0,0.0,0.0,0.0
2050,2431,Xavi Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,0.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,2432,Jóan Símun Edmundsson,fo FRO,"FW,MF",Arminia,de Bundesliga,29,1991,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,2433,Wilfried Singo,ci CIV,DF,Torino,it Serie A,19,2000,20.6,41.0,1.99,31.0,2.0,2.0,2.0,4.0,0.0,4.0,0.19,3.0,0.0,0.0,0.0,1.0,0.0
2053,2434,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,17.4,33.0,1.89,27.0,3.0,1.0,0.0,1.0,1.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0
2054,2435,Dimitris Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,34.1,25.0,0.73,18.0,0.0,0.0,5.0,2.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
2055,2438,Issouf Sissokho,ml MLI,"MF,DF",Bordeaux,fr Ligue 1,18,2002,0.9,1.0,1.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.15,1.0,0.0,0.0,0.0,0.0,0.0
2056,2439,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,28.7,34.0,1.19,27.0,0.0,0.0,2.0,2.0,3.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
2057,2440,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,17.6,17.0,0.97,16.0,0.0,1.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
2058,2441,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,5.3,6.0,1.14,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,2443,Jacques Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,1.9,5.0,2.66,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0
2060,2444,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,30.9,49.0,1.58,36.0,4.0,2.0,4.0,1.0,2.0,5.0,0.16,2.0,0.0,2.0,1.0,0.0,0.0
2061,2446,Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,it Serie A,20,1999,13.1,40.0,3.05,30.0,6.0,3.0,0.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
2062,2447,Robert Skov,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,24,1996,12.9,36.0,2.78,22.0,10.0,2.0,2.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
2063,2448,Milan Škriniar,sk SVK,DF,Inter,it Serie A,25,1995,30.9,25.0,0.81,21.0,0.0,0.0,3.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
2064,2449,Steven Skrzybski,de GER,"FW,DF",Schalke 04,de Bundesliga,27,1992,4.7,10.0,2.15,4.0,2.0,0.0,2.0,2.0,0.0,1.0,0.21,0.0,0.0,0.0,1.0,0.0,0.0
2065,2450,Petar Škuletić,rs SRB,"FW,MF",Montpellier,fr Ligue 1,30,1990,2.6,6.0,2.3,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,2453,William Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,1.9,4.0,2.09,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,2454,Chris Smalling,eng ENG,DF,Roma,it Serie A,30,1989,12.3,5.0,0.41,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
2068,2455,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,20,2000,16.0,49.0,3.06,40.0,0.0,4.0,2.0,3.0,0.0,7.0,0.44,6.0,0.0,0.0,1.0,0.0,0.0
2069,2458,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,8.3,15.0,1.81,10.0,2.0,2.0,0.0,1.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
2070,2459,Rafa Soares,pt POR,DF,Eibar,es La Liga,25,1995,12.6,28.0,2.22,24.0,4.0,0.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0
2071,2462,Simon Sohm,ch SUI,MF,Parma,it Serie A,19,2001,10.0,11.0,1.1,7.0,0.0,3.0,0.0,0.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0
2072,2463,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,5.4,15.0,2.78,14.0,1.0,0.0,0.0,0.0,0.0,3.0,0.56,3.0,0.0,0.0,0.0,0.0,0.0
2073,2464,Roberto Soldado,es ESP,FW,Granada,es La Liga,35,1985,16.0,22.0,1.38,16.0,1.0,0.0,2.0,3.0,0.0,3.0,0.19,1.0,0.0,0.0,1.0,1.0,0.0
2074,2465,Carlos Soler,es ESP,MF,Valencia,es La Liga,23,1997,30.4,83.0,2.73,36.0,35.0,4.0,3.0,5.0,0.0,14.0,0.46,3.0,8.0,1.0,1.0,1.0,0.0
2075,2467,Son,es ESP,"DF,MF",Levante,es La Liga,26,1994,12.3,35.0,2.85,28.0,4.0,1.0,0.0,2.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0
2076,2468,Brandon Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,6.2,11.0,1.77,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,2470,Roberto Soriano,it ITA,MF,Bologna,it Serie A,29,1991,36.1,110.0,3.05,93.0,0.0,3.0,5.0,7.0,2.0,14.0,0.39,10.0,0.0,0.0,2.0,1.0,1.0
2078,2471,Alberto Soro,es ESP,"FW,MF",Granada,es La Liga,21,1999,4.4,9.0,2.06,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.46,2.0,0.0,0.0,0.0,0.0,0.0
2079,2472,Borna Sosa,hr CRO,"DF,FW",Stuttgart,de Bundesliga,22,1998,22.7,85.0,3.75,58.0,20.0,1.0,2.0,3.0,1.0,12.0,0.53,9.0,3.0,0.0,0.0,0.0,0.0
2080,2473,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,16,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,2474,Florian Sotoca,fr FRA,FW,Lens,fr Ligue 1,29,1990,26.8,68.0,2.54,50.0,0.0,3.0,4.0,10.0,1.0,7.0,0.26,6.0,0.0,0.0,0.0,1.0,0.0
2082,2475,Riccardo Sottil,it ITA,"FW,MF",Cagliari,it Serie A,21,1999,13.2,40.0,3.04,29.0,1.0,3.0,4.0,3.0,0.0,4.0,0.3,3.0,0.0,0.0,1.0,0.0,0.0
2083,2476,Cheick Souaré,fr FRA,MF,Marseille,fr Ligue 1,17,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,2477,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,25,1995,38.0,58.0,1.53,44.0,1.0,1.0,6.0,5.0,1.0,8.0,0.21,7.0,0.0,0.0,1.0,0.0,0.0
2085,2478,Rayan Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,2479,Cebio Soukou,bj BEN,"FW,MF",Arminia,de Bundesliga,27,1992,5.1,10.0,1.97,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,2482,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,21,1999,21.3,35.0,1.64,31.0,0.0,3.0,0.0,0.0,1.0,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0
2088,2483,Yaya Soumaré,fr FRA,MF,Lyon,fr Ligue 1,20,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,2484,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28,1992,13.6,27.0,1.98,21.0,2.0,1.0,1.0,1.0,1.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0
2090,2485,Ansou Sow,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,2486,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,23,1997,24.2,46.0,1.9,40.0,1.0,0.0,0.0,5.0,0.0,6.0,0.25,5.0,0.0,0.0,0.0,1.0,0.0
2092,2487,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18,2002,11.1,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,2488,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,24,1996,20.2,11.0,0.54,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,2489,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,27,1993,23.6,71.0,3.14,55.0,2.0,12.0,1.0,1.0,0.0,9.0,0.4,8.0,0.0,1.0,0.0,0.0,0.0
2095,2491,Mattia Sprocati,it ITA,"MF,FW",Parma,it Serie A,27,1993,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,2492,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,23,1996,32.0,29.0,0.91,22.0,1.0,2.0,1.0,2.0,1.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0
2097,2493,Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,29,1990,21.7,23.0,1.06,17.0,3.0,0.0,0.0,2.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
2098,2494,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,20,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,2495,Niklas Stark,de GER,"DF,MF",Hertha BSC,de Bundesliga,25,1995,31.0,10.0,0.32,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,2496,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,28,1991,17.4,56.0,3.22,42.0,1.0,4.0,4.0,4.0,1.0,8.0,0.46,7.0,0.0,0.0,0.0,1.0,0.0
2101,2498,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,24,1996,14.2,15.0,1.06,12.0,1.0,0.0,2.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
2102,2499,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,31,1989,2.9,4.0,1.38,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,2500,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,26,1994,17.1,17.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,2501,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,25,1994,28.2,107.0,3.8,76.0,0.0,14.0,8.0,9.0,0.0,15.0,0.53,9.0,0.0,3.0,2.0,1.0,0.0
2105,2502,Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,30,1990,30.0,39.0,1.3,36.0,0.0,0.0,1.0,2.0,0.0,4.0,0.13,3.0,0.0,0.0,0.0,1.0,0.0
2106,2503,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,31,1988,21.8,85.0,3.9,62.0,12.0,0.0,7.0,3.0,1.0,13.0,0.6,8.0,1.0,0.0,3.0,1.0,0.0
2107,2504,Kevin Stöger,at AUT,"MF,FW",Mainz 05,de Bundesliga,26,1993,6.0,25.0,4.17,19.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,2505,John Stones,eng ENG,DF,Manchester City,eng Premier League,26,1994,21.5,18.0,0.84,15.0,0.0,1.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
2109,2507,Tobias Strobl,de GER,MF,Augsburg,de Bundesliga,30,1990,20.5,28.0,1.37,27.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
2110,2510,Pascal Struijk,nl NED,"DF,MF",Leeds United,eng Premier League,20,1999,23.1,15.0,0.65,14.0,0.0,0.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
2111,2511,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,29,1991,29.3,33.0,1.13,27.0,0.0,3.0,1.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
2112,2514,Damián Suárez,uy URU,DF,Getafe,es La Liga,32,1988,27.0,38.0,1.41,20.0,11.0,1.0,1.0,4.0,1.0,2.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0
2113,2515,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,26,1994,31.7,89.0,2.81,56.0,23.0,3.0,2.0,4.0,1.0,15.0,0.47,10.0,4.0,0.0,0.0,0.0,1.0
2114,2516,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,33,1987,27.9,64.0,2.3,39.0,0.0,3.0,13.0,9.0,0.0,8.0,0.29,4.0,0.0,0.0,1.0,3.0,0.0
2115,2517,Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,32,1988,3.4,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,2518,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,24,1995,16.7,26.0,1.55,23.0,0.0,1.0,2.0,0.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
2117,2519,Suso,es ESP,FW,Sevilla,es La Liga,26,1993,24.6,108.0,4.4,82.0,6.0,14.0,3.0,3.0,0.0,14.0,0.57,12.0,1.0,0.0,1.0,0.0,0.0
2118,2520,Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,20,2000,2.6,4.0,1.55,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,2521,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,21,1999,20.6,49.0,2.38,34.0,1.0,4.0,5.0,3.0,2.0,6.0,0.29,5.0,0.0,1.0,0.0,0.0,0.0
2120,2522,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,20,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,2523,Issiaga Sylla,gn GUI,"DF,MF",Lens,fr Ligue 1,26,1994,12.4,20.0,1.61,13.0,3.0,1.0,1.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
2122,2524,Eddy Sylvestre,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,1.1,2.0,1.86,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.93,0.0,0.0,0.0,0.0,1.0,0.0
