,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal
490,571,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,1988,3.9,9.0,2.31,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0
491,573,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,575,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,83.0,2.45,62.0,13.0,1.0,2.0,3.0,2.0,10.0,0.29,10.0,0.0,0.0,0.0,0.0,0.0
493,576,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,19.0,1.74,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0
494,577,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,16.0,0.85,14.0,0.0,0.0,0.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
495,578,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,7.0,3.42,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,579,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,5.0,0.23,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
497,580,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,de Bundesliga,19,2001,16.7,38.0,2.27,27.0,0.0,6.0,2.0,2.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
498,582,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,28,1992,7.3,27.0,3.72,21.0,1.0,1.0,1.0,3.0,0.0,6.0,0.83,6.0,0.0,0.0,0.0,0.0,0.0
499,583,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,12.0,0.79,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
500,586,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,103.0,2.92,51.0,44.0,1.0,5.0,2.0,0.0,14.0,0.4,6.0,5.0,0.0,2.0,1.0,0.0
501,587,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,20.0,1.04,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
502,588,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,1995,23.9,41.0,1.79,35.0,0.0,1.0,4.0,0.0,1.0,8.0,0.35,7.0,0.0,0.0,0.0,0.0,1.0
503,589,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,590,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,19.0,0.87,17.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
505,591,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,1988,24.2,116.0,4.8,72.0,25.0,9.0,2.0,7.0,1.0,16.0,0.66,9.0,4.0,1.0,0.0,2.0,0.0
506,592,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,21.0,0.84,18.0,0.0,1.0,0.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
507,593,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,594,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,1999,16.3,40.0,2.46,31.0,0.0,2.0,2.0,4.0,1.0,6.0,0.37,5.0,0.0,0.0,1.0,0.0,0.0
509,595,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,86.0,2.39,68.0,5.0,3.0,0.0,9.0,1.0,3.0,0.08,2.0,0.0,1.0,0.0,0.0,0.0
510,598,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21,1999,23.9,110.0,4.61,48.0,27.0,16.0,7.0,8.0,4.0,9.0,0.38,5.0,1.0,0.0,2.0,1.0,0.0
511,599,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,603,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,16.0,3.52,11.0,3.0,0.0,0.0,2.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
513,604,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,25.0,1.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,605,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,8.0,0.61,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,606,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,9.0,1.16,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,607,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,20.0,0.68,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,608,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,28,1992,11.1,26.0,2.34,20.0,0.0,2.0,1.0,3.0,0.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0
518,609,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,23.0,1.85,22.0,0.0,0.0,0.0,1.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0
519,610,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,24.0,1.59,19.0,0.0,2.0,0.0,3.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
520,612,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,35.0,2.5,27.0,0.0,3.0,3.0,1.0,1.0,6.0,0.43,5.0,0.0,0.0,0.0,0.0,1.0
521,613,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,614,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,1991,37.9,89.0,2.35,75.0,3.0,4.0,4.0,1.0,2.0,7.0,0.18,7.0,0.0,0.0,0.0,0.0,0.0
523,615,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,21.0,1.73,16.0,1.0,2.0,2.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0
524,616,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,2000,19.7,59.0,3.0,44.0,4.0,2.0,4.0,3.0,2.0,9.0,0.46,6.0,1.0,2.0,0.0,0.0,0.0
525,617,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,14.0,0.85,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,618,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,1991,32.4,66.0,2.04,61.0,1.0,1.0,2.0,1.0,0.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0
527,619,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,5.0,0.33,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
528,620,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,2.0,2.61,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,621,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,8.0,0.93,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
530,622,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,1999,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,623,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,10.0,2.78,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,624,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,2002,9.1,9.0,0.99,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
533,625,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,66.0,3.12,46.0,11.0,3.0,0.0,6.0,0.0,9.0,0.43,9.0,0.0,0.0,0.0,0.0,0.0
534,629,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,72.0,2.75,55.0,1.0,4.0,6.0,6.0,0.0,13.0,0.5,9.0,0.0,1.0,1.0,2.0,0.0
535,630,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,63.0,3.22,53.0,0.0,6.0,0.0,3.0,1.0,7.0,0.36,5.0,0.0,1.0,0.0,0.0,1.0
536,631,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15.0,18.0,1.2,12.0,1.0,1.0,0.0,2.0,2.0,4.0,0.27,2.0,0.0,1.0,0.0,1.0,0.0
537,632,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,26.0,1.65,24.0,0.0,1.0,0.0,1.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
538,633,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,1998,3.1,14.0,4.53,7.0,0.0,4.0,2.0,1.0,0.0,2.0,0.65,1.0,0.0,1.0,0.0,0.0,0.0
539,634,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,635,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,15.0,0.73,8.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,636,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,7.0,0.33,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,637,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,148.0,6.67,102.0,23.0,10.0,5.0,5.0,3.0,18.0,0.81,15.0,0.0,2.0,0.0,1.0,0.0
543,638,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,7.0,0.74,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,639,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,180.0,5.06,104.0,37.0,15.0,9.0,13.0,2.0,18.0,0.51,12.0,1.0,2.0,2.0,1.0,0.0
545,642,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,26.0,1.09,20.0,3.0,0.0,1.0,1.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0
546,643,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,10.0,1.81,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,644,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,1988,19.5,40.0,2.05,34.0,0.0,1.0,3.0,0.0,2.0,7.0,0.36,7.0,0.0,0.0,0.0,0.0,0.0
548,645,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,41.0,1.75,27.0,3.0,1.0,8.0,1.0,1.0,4.0,0.17,2.0,0.0,0.0,2.0,0.0,0.0
549,646,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,1991,14.8,37.0,2.49,31.0,1.0,1.0,1.0,3.0,0.0,5.0,0.34,4.0,0.0,0.0,0.0,1.0,0.0
550,649,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1996,7.2,38.0,5.24,23.0,6.0,5.0,2.0,1.0,1.0,6.0,0.83,3.0,2.0,1.0,0.0,0.0,0.0
551,650,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,651,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,1992,19.8,29.0,1.47,24.0,0.0,3.0,1.0,1.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
553,652,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,17.0,1.19,13.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,653,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,1.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,654,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,23.0,2.29,20.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
556,655,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,656,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,657,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,95.0,3.44,68.0,4.0,7.0,8.0,8.0,0.0,15.0,0.54,11.0,0.0,2.0,1.0,1.0,0.0
559,658,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,1989,3.0,4.0,1.35,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,661,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,82.0,4.16,57.0,9.0,6.0,6.0,3.0,1.0,8.0,0.41,6.0,0.0,0.0,2.0,0.0,0.0
561,662,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,9.0,0.86,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0
562,663,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,81.0,4.17,50.0,20.0,3.0,5.0,3.0,0.0,7.0,0.36,3.0,2.0,1.0,1.0,0.0,0.0
563,664,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,34.0,2.04,20.0,0.0,4.0,4.0,6.0,0.0,9.0,0.54,5.0,0.0,1.0,2.0,1.0,0.0
564,665,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,34.0,1.92,31.0,0.0,0.0,0.0,0.0,3.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
565,666,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,14.0,0.48,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,667,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,1995,27.8,46.0,1.65,39.0,0.0,0.0,4.0,1.0,2.0,6.0,0.22,4.0,0.0,0.0,2.0,0.0,0.0
567,668,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,8.0,1.37,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
568,669,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,7.0,1.33,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,670,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,2.0,1.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,674,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,675,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,5.0,0.33,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,676,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1992,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,677,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,678,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,2000,21.2,43.0,2.03,39.0,1.0,1.0,1.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
575,679,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,17.0,0.95,9.0,0.0,4.0,2.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
576,680,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,1994,6.6,20.0,3.01,15.0,1.0,1.0,0.0,3.0,0.0,4.0,0.6,2.0,0.0,1.0,0.0,1.0,0.0
577,681,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,21.0,2.16,15.0,0.0,1.0,1.0,3.0,1.0,4.0,0.41,1.0,0.0,0.0,1.0,1.0,1.0
578,682,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,1992,0.9,2.0,2.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,685,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,116.0,3.22,94.0,6.0,7.0,3.0,5.0,1.0,18.0,0.5,12.0,1.0,2.0,1.0,2.0,0.0
580,686,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,1988,20.6,132.0,6.41,82.0,24.0,9.0,7.0,9.0,1.0,18.0,0.87,13.0,1.0,1.0,1.0,2.0,0.0
581,687,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,1999,0.2,2.0,12.86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,688,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,2001,3.2,8.0,2.47,5.0,0.0,0.0,2.0,1.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0
583,689,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,1996,32.6,75.0,2.3,48.0,0.0,11.0,8.0,7.0,1.0,9.0,0.28,1.0,0.0,5.0,2.0,1.0,0.0
584,690,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
585,691,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,1999,26.5,82.0,3.09,59.0,0.0,14.0,6.0,2.0,1.0,19.0,0.72,11.0,0.0,5.0,2.0,1.0,0.0
586,692,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,22.0,1.67,16.0,0.0,2.0,1.0,2.0,1.0,5.0,0.38,3.0,0.0,0.0,1.0,0.0,1.0
587,693,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,7.0,0.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,694,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,6.0,0.36,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
589,701,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,702,Grady Diangana,eng ENG,"MF,FW",West Brom,eng Premier League,22,1998,13.7,26.0,1.89,15.0,2.0,0.0,3.0,5.0,1.0,1.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0
591,703,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,1998,2.2,9.0,4.11,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,704,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,22.0,0.7,20.0,0.0,0.0,1.0,1.0,0.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0
593,705,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,1999,4.3,7.0,1.62,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
594,706,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,7.3,7.0,1.1,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
595,707,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,20,1999,13.6,48.0,3.51,29.0,5.0,3.0,3.0,8.0,0.0,10.0,0.73,7.0,1.0,1.0,0.0,1.0,0.0
596,708,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,11.0,1.2,7.0,3.0,0.0,1.0,0.0,0.0,3.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0
597,709,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,1990,10.8,40.0,3.72,31.0,4.0,1.0,2.0,2.0,0.0,5.0,0.46,3.0,1.0,0.0,1.0,0.0,0.0
598,710,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,2000,1.4,2.0,1.4,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.4,1.0,0.0,0.0,0.0,1.0,0.0
599,711,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28.0,24.0,0.86,21.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,712,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,713,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,1993,29.8,76.0,2.55,52.0,18.0,0.0,5.0,1.0,0.0,12.0,0.4,7.0,3.0,0.0,2.0,0.0,0.0
602,714,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,19.0,1.15,14.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,715,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,1998,5.9,12.0,2.04,6.0,1.0,4.0,0.0,0.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
604,716,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29.0,117.0,4.17,51.0,54.0,3.0,5.0,4.0,0.0,6.0,0.21,5.0,1.0,0.0,0.0,0.0,0.0
605,717,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,2000,23.8,65.0,2.73,49.0,0.0,8.0,5.0,3.0,0.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0
606,718,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,719,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,2001,1.2,3.0,2.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,720,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,8.0,0.64,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,721,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,19.4,34.0,1.75,23.0,0.0,2.0,5.0,4.0,0.0,2.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0
610,722,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,4.0,0.26,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
611,723,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,25.8,31.0,1.2,25.0,1.0,0.0,3.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
612,724,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2000,22.5,68.0,3.03,51.0,3.0,4.0,5.0,2.0,3.0,11.0,0.49,6.0,0.0,1.0,2.0,0.0,2.0
613,725,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,727,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,728,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,8.0,0.36,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
