,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received
25,26,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,8.9,563.0,26.0,165.0,338.0,68.0,1.0,563.0,8.0,6.0,75.0,2.0,25.0,308.0,1391.0,569.0,6.0,6.0,1.0,9.0,8.0,368.0,7.0
26,27,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,7.8,409.0,21.0,152.0,180.0,80.0,7.0,409.0,11.0,5.0,45.5,6.0,54.5,160.0,841.0,345.0,7.0,4.0,1.0,21.0,7.0,191.0,33.0
27,28,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,1998,15.1,544.0,2.0,58.0,233.0,271.0,56.0,544.0,76.0,44.0,57.9,32.0,42.1,325.0,2764.0,1424.0,50.0,35.0,24.0,35.0,25.0,357.0,82.0
28,29,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35.0,3016.0,241.0,1281.0,1679.0,75.0,38.0,3016.0,11.0,9.0,81.8,2.0,18.2,1885.0,7924.0,4548.0,14.0,16.0,1.0,11.0,10.0,2257.0,2.0
29,30,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,1988,6.2,234.0,0.0,5.0,99.0,131.0,45.0,232.0,13.0,8.0,61.5,5.0,38.5,155.0,769.0,330.0,12.0,10.0,3.0,15.0,11.0,191.0,39.0
30,31,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,1993,24.7,1876.0,53.0,371.0,890.0,633.0,58.0,1876.0,29.0,12.0,41.4,17.0,58.6,944.0,5100.0,2717.0,74.0,52.0,4.0,40.0,14.0,1171.0,231.0
31,32,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2002,2.8,154.0,4.0,32.0,104.0,22.0,2.0,154.0,12.0,11.0,91.7,1.0,8.3,108.0,760.0,344.0,8.0,2.0,2.0,6.0,5.0,117.0,3.0
32,33,Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,1999,10.0,450.0,13.0,95.0,286.0,80.0,12.0,450.0,29.0,19.0,65.5,10.0,34.5,303.0,2040.0,1166.0,31.0,14.0,3.0,26.0,16.0,302.0,17.0
33,36,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,14.3,816.0,121.0,498.0,304.0,22.0,12.0,816.0,3.0,2.0,66.7,1.0,33.3,470.0,2286.0,1311.0,11.0,3.0,1.0,10.0,3.0,463.0,1.0
34,37,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,29.6,2052.0,105.0,781.0,957.0,330.0,17.0,2052.0,33.0,21.0,63.6,12.0,36.4,1070.0,5595.0,3024.0,63.0,40.0,5.0,27.0,10.0,1254.0,50.0
35,40,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,30.9,1325.0,223.0,691.0,559.0,86.0,43.0,1325.0,18.0,10.0,55.6,8.0,44.4,536.0,3098.0,1537.0,13.0,10.0,2.0,24.0,5.0,652.0,7.0
36,41,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,33.0,1251.0,62.0,122.0,597.0,539.0,159.0,1246.0,23.0,10.0,43.5,13.0,56.5,611.0,2404.0,953.0,33.0,25.0,15.0,74.0,31.0,940.0,224.0
37,42,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,26.1,2358.0,189.0,943.0,1331.0,96.0,29.0,2358.0,10.0,9.0,90.0,1.0,10.0,1543.0,8495.0,5042.0,26.0,15.0,2.0,9.0,9.0,1804.0,7.0
38,43,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,468.0,42.0,211.0,190.0,71.0,3.0,468.0,10.0,6.0,60.0,4.0,40.0,162.0,980.0,537.0,12.0,8.0,2.0,11.0,3.0,149.0,15.0
39,44,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,1.6,56.0,2.0,8.0,24.0,25.0,7.0,56.0,8.0,4.0,50.0,4.0,50.0,35.0,258.0,98.0,4.0,2.0,0.0,4.0,5.0,43.0,12.0
40,45,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,819.0,40.0,182.0,570.0,67.0,6.0,819.0,1.0,0.0,0.0,1.0,100.0,569.0,2748.0,1678.0,12.0,22.0,0.0,2.0,1.0,658.0,6.0
41,46,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,4.2,231.0,10.0,57.0,156.0,19.0,0.0,231.0,4.0,3.0,75.0,1.0,25.0,122.0,716.0,338.0,4.0,4.0,0.0,3.0,2.0,143.0,1.0
42,47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,522.0,20.0,116.0,289.0,132.0,21.0,522.0,26.0,15.0,57.7,11.0,42.3,270.0,1381.0,603.0,11.0,11.0,3.0,26.0,13.0,282.0,31.0
43,48,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,13.2,863.0,77.0,370.0,453.0,45.0,5.0,863.0,10.0,6.0,60.0,4.0,40.0,517.0,2441.0,1247.0,10.0,4.0,1.0,10.0,1.0,579.0,14.0
44,49,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,2539.0,146.0,836.0,1396.0,329.0,24.0,2539.0,19.0,16.0,84.2,3.0,15.8,1654.0,9691.0,5512.0,56.0,38.0,2.0,20.0,12.0,1856.0,70.0
45,50,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,1127.0,46.0,376.0,530.0,228.0,9.0,1127.0,36.0,18.0,50.0,18.0,50.0,545.0,2292.0,1350.0,35.0,22.0,4.0,26.0,17.0,605.0,47.0
46,51,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,25.0,0.0,11.0,10.0,4.0,1.0,25.0,4.0,4.0,100.0,0.0,0.0,13.0,78.0,31.0,1.0,0.0,0.0,1.0,1.0,13.0,1.0
47,52,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,462.0,14.0,40.0,194.0,233.0,74.0,460.0,21.0,16.0,76.2,5.0,23.8,226.0,921.0,284.0,7.0,5.0,4.0,46.0,16.0,361.0,75.0
48,53,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,33.6,3199.0,77.0,636.0,1277.0,1300.0,118.0,3199.0,32.0,17.0,53.1,15.0,46.9,1972.0,7428.0,3552.0,48.0,44.0,14.0,32.0,14.0,2389.0,354.0
49,54,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,2254.0,14.0,240.0,1244.0,817.0,63.0,2254.0,95.0,51.0,53.7,44.0,46.3,1344.0,8588.0,5655.0,143.0,124.0,19.0,46.0,39.0,1577.0,132.0
50,55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,2327.0,286.0,1186.0,1098.0,55.0,11.0,2327.0,6.0,4.0,66.7,2.0,33.3,1420.0,8867.0,5461.0,19.0,13.0,1.0,10.0,6.0,1634.0,2.0
51,56,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,19.4,1163.0,37.0,246.0,462.0,476.0,37.0,1163.0,66.0,37.0,56.1,29.0,43.9,615.0,3494.0,1576.0,46.0,33.0,7.0,33.0,29.0,725.0,139.0
52,57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,381.0,9.0,33.0,167.0,182.0,69.0,379.0,11.0,8.0,72.7,3.0,27.3,194.0,624.0,267.0,12.0,3.0,8.0,31.0,9.0,267.0,77.0
53,58,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,389.0,75.0,228.0,158.0,5.0,4.0,389.0,1.0,1.0,100.0,0.0,0.0,175.0,836.0,433.0,1.0,4.0,0.0,0.0,0.0,183.0,0.0
54,59,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,1946.0,31.0,296.0,1226.0,438.0,16.0,1946.0,48.0,33.0,68.8,15.0,31.3,1252.0,5861.0,2930.0,27.0,58.0,4.0,23.0,18.0,1475.0,25.0
55,60,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,1383.0,61.0,337.0,877.0,186.0,23.0,1383.0,19.0,14.0,73.7,5.0,26.3,759.0,3942.0,1891.0,25.0,26.0,1.0,25.0,14.0,841.0,21.0
56,61,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,1058.0,107.0,586.0,459.0,21.0,10.0,1058.0,18.0,15.0,83.3,3.0,16.7,653.0,3162.0,1834.0,8.0,6.0,0.0,6.0,3.0,718.0,3.0
57,62,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,1687.0,267.0,932.0,726.0,35.0,14.0,1687.0,4.0,4.0,100.0,0.0,0.0,987.0,4485.0,2370.0,3.0,5.0,0.0,2.0,2.0,1114.0,1.0
58,63,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,9.2,348.0,14.0,64.0,106.0,185.0,20.0,348.0,25.0,13.0,52.0,12.0,48.0,202.0,2031.0,1030.0,46.0,25.0,5.0,27.0,14.0,219.0,79.0
59,67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,3318.0,73.0,699.0,1494.0,1151.0,81.0,3318.0,61.0,32.0,52.5,29.0,47.5,1992.0,9462.0,5442.0,98.0,95.0,24.0,31.0,22.0,2202.0,249.0
60,68,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,0.4,21.0,0.0,0.0,6.0,15.0,2.0,21.0,2.0,1.0,50.0,1.0,50.0,20.0,81.0,39.0,0.0,1.0,0.0,3.0,0.0,20.0,5.0
61,69,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,3.9,173.0,0.0,13.0,66.0,98.0,16.0,173.0,11.0,5.0,45.5,6.0,54.5,114.0,750.0,382.0,15.0,10.0,2.0,16.0,12.0,121.0,26.0
62,70,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,1951.0,75.0,560.0,902.0,503.0,41.0,1951.0,26.0,11.0,42.3,15.0,57.7,1007.0,5508.0,3290.0,77.0,43.0,5.0,37.0,15.0,1197.0,122.0
63,71,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,11.0,0.0,3.0,3.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0
64,74,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,1310.0,68.0,382.0,816.0,136.0,3.0,1310.0,49.0,31.0,63.3,18.0,36.7,721.0,4220.0,2314.0,30.0,31.0,2.0,21.0,18.0,831.0,8.0
65,75,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,6.9,444.0,7.0,64.0,241.0,146.0,23.0,444.0,25.0,11.0,44.0,14.0,56.0,276.0,1588.0,641.0,15.0,18.0,5.0,13.0,16.0,303.0,30.0
66,76,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,27.0,1179.0,33.0,230.0,557.0,421.0,40.0,1179.0,73.0,39.0,53.4,34.0,46.6,773.0,5516.0,2516.0,70.0,48.0,14.0,48.0,34.0,792.0,109.0
67,77,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,729.0,32.0,199.0,300.0,238.0,38.0,729.0,17.0,9.0,52.9,8.0,47.1,362.0,1815.0,1095.0,24.0,18.0,4.0,13.0,9.0,450.0,74.0
68,78,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,869.0,35.0,187.0,544.0,143.0,19.0,869.0,10.0,8.0,80.0,2.0,20.0,392.0,1754.0,624.0,9.0,11.0,1.0,21.0,12.0,459.0,15.0
69,79,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,1294.0,119.0,607.0,649.0,48.0,15.0,1294.0,12.0,11.0,91.7,1.0,8.3,681.0,4512.0,2621.0,19.0,11.0,0.0,8.0,2.0,769.0,2.0
70,80,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,1096.0,173.0,611.0,446.0,41.0,17.0,1096.0,2.0,1.0,50.0,1.0,50.0,636.0,2915.0,1445.0,0.0,4.0,1.0,1.0,1.0,721.0,6.0
71,81,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10.0,536.0,17.0,105.0,308.0,128.0,12.0,536.0,16.0,8.0,50.0,8.0,50.0,323.0,1638.0,807.0,16.0,8.0,1.0,13.0,9.0,393.0,16.0
72,82,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,837.0,34.0,208.0,549.0,87.0,12.0,837.0,15.0,10.0,66.7,5.0,33.3,477.0,1929.0,898.0,14.0,9.0,3.0,14.0,17.0,534.0,14.0
73,83,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,1.3,68.0,3.0,12.0,36.0,21.0,0.0,68.0,1.0,0.0,0.0,1.0,100.0,51.0,284.0,159.0,3.0,2.0,0.0,1.0,2.0,48.0,8.0
74,84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,18.0,0.0,4.0,11.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,113.0,64.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0
75,85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,572.0,61.0,286.0,256.0,33.0,6.0,572.0,3.0,1.0,33.3,2.0,66.7,301.0,1291.0,682.0,4.0,4.0,0.0,5.0,3.0,344.0,0.0
76,86,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,569.0,36.0,205.0,260.0,112.0,8.0,569.0,20.0,12.0,60.0,8.0,40.0,275.0,1532.0,676.0,17.0,19.0,2.0,13.0,9.0,300.0,33.0
77,87,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,8.4,336.0,5.0,13.0,164.0,164.0,35.0,336.0,31.0,18.0,58.1,13.0,41.9,223.0,1444.0,580.0,26.0,17.0,9.0,33.0,26.0,277.0,77.0
78,88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,7.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
79,89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,1351.0,19.0,158.0,764.0,443.0,30.0,1351.0,39.0,21.0,53.8,18.0,46.2,777.0,4342.0,2040.0,45.0,34.0,8.0,50.0,23.0,1011.0,82.0
80,90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,23.2,1374.0,138.0,516.0,670.0,202.0,6.0,1374.0,15.0,13.0,86.7,2.0,13.3,678.0,4063.0,2384.0,25.0,28.0,0.0,16.0,5.0,765.0,23.0
81,91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,1603.0,33.0,270.0,1091.0,266.0,12.0,1603.0,71.0,47.0,66.2,24.0,33.8,1051.0,6212.0,2510.0,38.0,33.0,3.0,33.0,48.0,1143.0,46.0
82,92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,317.0,24.0,101.0,179.0,38.0,7.0,317.0,3.0,2.0,66.7,1.0,33.3,112.0,364.0,129.0,0.0,2.0,0.0,8.0,5.0,134.0,3.0
83,95,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,37.0,1.0,7.0,15.0,15.0,0.0,37.0,2.0,0.0,0.0,2.0,100.0,20.0,116.0,37.0,2.0,0.0,0.0,1.0,1.0,20.0,4.0
84,96,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
85,97,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,0.0,7.0,0.0,0.0,4.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,78.0,51.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0
86,98,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,377.0,13.0,27.0,199.0,155.0,53.0,376.0,6.0,4.0,66.7,2.0,33.3,154.0,631.0,267.0,6.0,7.0,5.0,44.0,9.0,271.0,55.0
87,100,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,2442.0,78.0,462.0,1614.0,392.0,39.0,2442.0,44.0,29.0,65.9,15.0,34.1,1374.0,5783.0,2712.0,28.0,43.0,3.0,40.0,40.0,1629.0,64.0
88,101,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,1737.0,62.0,441.0,1041.0,273.0,21.0,1737.0,26.0,19.0,73.1,7.0,26.9,857.0,4119.0,1616.0,25.0,28.0,3.0,35.0,12.0,1079.0,31.0
89,102,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,1026.0,20.0,193.0,662.0,179.0,10.0,1026.0,31.0,21.0,67.7,10.0,32.3,648.0,3001.0,1393.0,20.0,18.0,1.0,23.0,30.0,713.0,30.0
90,104,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,775.0,24.0,172.0,401.0,212.0,3.0,775.0,8.0,8.0,100.0,0.0,0.0,396.0,1953.0,982.0,14.0,19.0,1.0,11.0,5.0,416.0,24.0
91,105,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,74.0,12.0,50.0,23.0,1.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,27.0,107.0,22.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
92,106,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,1997,24.0,1723.0,35.0,339.0,743.0,649.0,79.0,1723.0,32.0,16.0,50.0,16.0,50.0,848.0,4039.0,2112.0,47.0,36.0,14.0,26.0,13.0,1072.0,242.0
93,107,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,4.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
94,108,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,109,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,1986,21.6,1205.0,60.0,305.0,481.0,435.0,31.0,1204.0,54.0,28.0,51.9,26.0,48.1,645.0,4747.0,2501.0,91.0,58.0,8.0,26.0,17.0,658.0,93.0
96,110,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,2415.0,359.0,1273.0,1068.0,84.0,28.0,2415.0,17.0,13.0,76.5,4.0,23.5,1480.0,8920.0,4907.0,24.0,16.0,5.0,24.0,25.0,1663.0,12.0
97,111,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,21.9,783.0,11.0,34.0,299.0,460.0,120.0,783.0,87.0,43.0,49.4,44.0,50.6,473.0,2817.0,1365.0,59.0,31.0,25.0,78.0,49.0,638.0,177.0
98,112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,0.3,20.0,0.0,0.0,7.0,13.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,14.0,106.0,46.0,2.0,1.0,0.0,1.0,2.0,17.0,3.0
