,Unnamed: 0,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
497,579,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,28,1992,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17.3,0.0,0,0,4.0,4.0,0.14,-2.0,-2.0
498,580,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,0,1,0,0.0,0.07,0.0,0.0,0.0,6.4,0.0,0,0,0.3,0.3,0.26,-0.3,-0.3
499,583,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,0,19,4,21.1,0.54,0.11,0.0,0.0,25.4,11.0,0,0,1.0,1.0,0.05,-1.0,-1.0
500,584,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1,5,1,20.0,0.26,0.05,0.0,0.0,29.2,0.0,1,1,0.9,0.1,0.03,0.1,-0.1
501,585,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,1995,23.9,1,28,8,28.6,1.17,0.33,0.04,0.13,19.0,1.0,0,0,2.4,2.4,0.08,-1.4,-1.4
502,586,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
503,587,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,0,1,0,0.0,0.05,0.0,0.0,0.0,20.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
504,588,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,1988,24.2,2,18,6,33.3,0.74,0.25,0.06,0.17,17.8,0.0,1,1,2.3,1.5,0.09,-0.3,-0.5
505,589,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,1,11,5,45.5,0.44,0.2,0.09,0.2,23.7,0.0,0,0,0.4,0.4,0.04,0.6,0.6
506,590,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
507,591,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,1999,16.3,2,28,11,39.3,1.72,0.68,0.07,0.18,16.0,1.0,0,0,2.7,2.7,0.1,-0.7,-0.7
508,592,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,3,26,8,30.8,0.72,0.22,0.12,0.38,18.6,0.0,0,0,1.9,1.8,0.07,1.1,1.2
509,595,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21,1999,23.9,7,67,31,46.3,2.81,1.3,0.07,0.16,23.6,8.0,2,3,8.4,6.1,0.09,-1.4,-1.1
510,596,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,0,2,0,0.0,0.22,0.0,0.0,0.0,8.7,0.0,0,0,0.2,0.2,0.11,-0.2,-0.2
511,600,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,0,6,1,16.7,1.32,0.22,0.0,0.0,27.8,3.0,0,0,0.3,0.3,0.04,-0.3,-0.3
512,601,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1,10,2,20.0,0.4,0.08,0.1,0.5,7.1,0.0,0,0,1.8,1.8,0.18,-0.8,-0.8
513,602,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,1,5,2,40.0,0.38,0.15,0.2,0.5,19.2,0.0,0,0,0.2,0.2,0.04,0.8,0.8
514,603,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,3,8,6,75.0,1.03,0.77,0.38,0.5,11.2,0.0,0,0,1.3,1.3,0.16,1.7,1.7
515,604,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,4,23,11,47.8,0.78,0.37,0.17,0.36,13.3,0.0,0,0,2.1,2.1,0.09,1.9,1.9
516,605,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,28,1992,11.1,4,27,13,48.1,2.43,1.17,0.15,0.31,15.1,1.0,0,1,5.3,4.5,0.17,-1.3,-0.5
517,606,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,0,12,2,16.7,0.97,0.16,0.0,0.0,19.4,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7
518,607,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,1,7,1,14.3,0.46,0.07,0.14,1.0,20.0,0.0,0,0,0.7,0.7,0.1,0.3,0.3
519,609,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,1,16,5,31.3,1.14,0.36,0.06,0.2,27.5,1.0,0,0,0.6,0.6,0.04,0.4,0.4
520,610,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
521,611,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,1991,37.9,8,48,18,37.5,1.27,0.48,0.17,0.44,20.5,0.0,0,0,4.2,4.2,0.09,3.8,3.8
522,612,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,1,10,5,50.0,0.83,0.41,0.1,0.2,21.4,0.0,0,0,0.4,0.4,0.04,0.6,0.6
523,613,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,2000,19.7,2,25,8,32.0,1.27,0.41,0.08,0.25,19.7,3.0,0,0,2.9,2.9,0.12,-0.9,-0.9
524,614,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1,9,2,22.2,0.55,0.12,0.11,0.5,17.7,0.0,0,0,0.6,0.6,0.07,0.4,0.4
525,615,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,1991,32.4,1,19,2,10.5,0.59,0.06,0.05,0.5,22.6,0.0,0,0,1.9,1.9,0.1,-0.9,-0.9
526,616,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,1,4,1,25.0,0.27,0.07,0.25,1.0,10.2,0.0,0,0,0.3,0.3,0.07,0.7,0.7
527,617,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
528,618,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,2,7,2,28.6,0.81,0.23,0.29,1.0,12.3,1.0,0,0,0.9,0.9,0.12,1.1,1.1
529,619,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,1999,1.2,0,1,0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
530,620,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,0,3,0,0.0,0.84,0.0,0.0,0.0,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
531,621,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,2002,9.1,0,2,0,0.0,0.22,0.0,0.0,0.0,21.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
532,622,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,1,27,7,25.9,1.28,0.33,0.04,0.14,23.2,1.0,0,0,1.7,1.7,0.06,-0.7,-0.7
533,626,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,13,55,33,60.0,2.1,1.26,0.24,0.39,15.2,0.0,0,0,9.1,9.1,0.17,3.9,3.9
534,627,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,1,4,3,75.0,0.2,0.15,0.25,0.33,23.2,0.0,0,0,0.2,0.2,0.04,0.8,0.8
535,628,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15.0,0,3,0,0.0,0.2,0.0,0.0,0.0,13.0,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
536,629,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,0,7,0,0.0,0.44,0.0,0.0,0.0,25.8,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
537,630,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,1998,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,10.6,0.0,0,0,1.5,1.5,0.16,-0.5,-0.5
538,631,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
539,632,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,0,15,4,26.7,0.73,0.19,0.0,0.0,12.0,0.0,0,0,1.9,1.9,0.13,-1.9,-1.9
540,633,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,3,16,5,31.3,0.75,0.23,0.19,0.6,10.1,0.0,0,0,1.9,1.9,0.12,1.1,1.1
541,634,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,6,77,24,31.2,3.47,1.08,0.05,0.17,21.0,10.0,2,3,9.3,6.9,0.09,-3.3,-2.9
542,635,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,0,6,1,16.7,0.63,0.11,0.0,0.0,12.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
543,636,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,9,79,19,24.1,2.22,0.53,0.08,0.32,25.5,10.0,3,3,6.2,3.8,0.05,2.8,2.2
544,639,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,2,11,6,54.5,0.46,0.25,0.18,0.33,11.6,0.0,0,0,2.1,2.1,0.19,-0.1,-0.1
545,640,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
546,641,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,1988,19.5,1,13,4,30.8,0.67,0.21,0.08,0.25,18.9,0.0,0,0,1.2,1.2,0.09,-0.2,-0.2
547,642,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,2,26,7,26.9,1.11,0.3,0.08,0.29,13.5,0.0,0,0,2.7,2.7,0.1,-0.7,-0.7
548,643,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,1991,14.8,3,22,9,40.9,1.48,0.61,0.14,0.33,18.1,0.0,0,0,2.1,2.1,0.1,0.9,0.9
549,646,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1996,7.2,0,16,5,31.3,2.21,0.69,0.0,0.0,19.7,1.0,0,0,1.1,1.1,0.07,-1.1,-1.1
550,647,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
551,648,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,1992,19.8,3,18,10,55.6,0.91,0.51,0.17,0.3,21.1,0.0,0,0,1.7,1.7,0.09,1.3,1.3
552,649,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.5,0.0,0,0,0.6,0.6,0.07,0.4,0.4
553,650,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,0,1,0,0.0,2.25,0.0,0.0,0.0,13.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0
554,651,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,0,5,0,0.0,0.5,0.0,0.0,0.0,21.3,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
555,652,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
556,653,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,0,1,0,0.0,0.34,0.0,0.0,0.0,7.6,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
557,654,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,15,90,35,38.9,3.26,1.27,0.17,0.43,16.7,2.0,0,1,12.8,12.0,0.14,2.2,3.0
558,655,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,1989,3.0,0,1,0,0.0,0.34,0.0,0.0,0.0,31.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0
559,658,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,6,55,21,38.2,2.79,1.07,0.11,0.29,17.1,0.0,0,0,5.6,5.6,0.1,0.4,0.4
560,659,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,0,6,2,33.3,0.57,0.19,0.0,0.0,11.1,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5
561,660,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,4,44,13,29.5,2.27,0.67,0.09,0.31,24.2,5.0,0,0,3.5,3.5,0.08,0.5,0.5
562,661,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,5,42,19,45.2,2.52,1.14,0.12,0.26,14.3,0.0,0,0,4.9,4.9,0.12,0.1,0.1
563,662,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,2,14,6,42.9,0.79,0.34,0.14,0.33,16.3,0.0,0,0,1.2,1.2,0.08,0.8,0.8
564,663,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,1,5,1,20.0,0.17,0.03,0.2,1.0,18.5,0.0,0,0,0.5,0.5,0.09,0.5,0.5
565,664,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,15.0,0.0,0,0,3.1,3.1,0.1,-2.1,-2.1
566,665,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,1,18,8,44.4,3.09,1.37,0.06,0.13,14.6,0.0,0,0,2.1,2.1,0.12,-1.1,-1.1
567,666,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,0,5,0,0.0,0.95,0.0,0.0,0.0,13.4,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6
568,667,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
569,671,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
570,672,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,0,5,2,40.0,0.33,0.13,0.0,0.0,11.1,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
571,673,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1992,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
572,674,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
573,675,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.4,15.3,0.0,0,0,1.7,1.7,0.12,0.3,0.3
574,676,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,11,37,22,59.5,2.07,1.23,0.3,0.5,12.1,0.0,0,0,6.2,6.2,0.17,4.8,4.8
575,677,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,1994,6.6,1,17,9,52.9,2.56,1.35,0.06,0.11,16.1,1.0,0,0,1.4,1.4,0.08,-0.4,-0.4
576,678,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,1,14,2,14.3,1.44,0.21,0.07,0.5,16.6,0.0,0,0,1.5,1.5,0.1,-0.5,-0.5
577,679,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,1992,0.9,0,1,0,0.0,1.14,0.0,0.0,0.0,21.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
578,682,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,3,28,12,42.9,0.78,0.33,0.11,0.25,12.4,0.0,0,0,3.8,3.8,0.14,-0.8,-0.8
579,683,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,1988,20.6,4,60,17,28.3,2.91,0.83,0.07,0.24,21.5,6.0,0,0,4.7,4.7,0.08,-0.7,-0.7
580,684,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,1999,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
581,685,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,2001,3.2,0,4,2,50.0,1.23,0.62,0.0,0.0,16.6,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6
582,686,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,1996,32.6,14,58,22,37.9,1.78,0.68,0.16,0.41,16.2,0.0,5,5,12.5,8.6,0.15,1.5,0.4
583,687,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,0,1,0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0,0,0.3,0.3,0.26,-0.3,-0.3
584,688,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,1999,26.5,4,50,25,50.0,1.88,0.94,0.08,0.16,18.6,0.0,0,0,4.6,4.6,0.09,-0.6,-0.6
585,689,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,3,25,9,36.0,1.89,0.68,0.12,0.33,10.4,0.0,0,0,6.6,6.6,0.27,-3.6,-3.6
586,690,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,11.7,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2
587,691,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,0,4,0,0.0,0.24,0.0,0.0,0.0,14.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
588,698,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
589,699,Grady Diangana,cd COD,"MF,FW",West Brom,eng Premier League,22,1998,13.7,1,14,4,28.6,1.02,0.29,0.07,0.25,17.4,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1
590,700,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,1998,2.2,0,2,2,100.0,0.91,0.91,0.0,0.0,23.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
591,701,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,1,14,6,42.9,0.44,0.19,0.07,0.17,8.3,0.0,0,0,1.9,1.9,0.13,-0.9,-0.9
592,702,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,1999,4.3,1,3,1,33.3,0.69,0.23,0.33,1.0,16.0,0.0,0,0,0.4,0.4,0.14,0.6,0.6
593,703,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,18.1,0.0,0,0,0.9,0.9,0.18,0.1,0.1
594,704,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,20,1999,13.6,4,26,8,30.8,1.91,0.59,0.15,0.5,16.8,0.0,0,0,3.4,3.4,0.13,0.6,0.6
595,705,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,0,5,1,20.0,0.54,0.11,0.0,0.0,26.6,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4
596,706,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,1990,10.8,4,23,7,30.4,2.13,0.65,0.17,0.57,18.6,4.0,0,0,2.8,2.8,0.12,1.2,1.2
597,707,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,2000,1.4,0,1,0,0.0,0.7,0.0,0.0,0.0,4.3,0.0,0,0,0.2,0.2,0.25,-0.2,-0.2
598,708,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28.0,0,14,2,14.3,0.5,0.07,0.0,0.0,22.2,8.0,0,0,1.2,1.2,0.08,-1.2,-1.2
599,709,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
600,710,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,1993,29.8,0,13,0,0.0,0.44,0.0,0.0,0.0,23.7,3.0,0,0,0.5,0.5,0.04,-0.5,-0.5
601,711,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,0,2,0,0.0,0.12,0.0,0.0,0.0,13.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
602,712,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,1998,5.9,0,8,1,12.5,1.36,0.17,0.0,0.0,18.3,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
603,713,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29.0,5,38,12,31.6,1.31,0.41,0.13,0.42,21.0,6.0,0,0,2.8,2.8,0.08,2.2,2.2
604,714,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,2000,23.8,1,45,13,28.9,1.89,0.55,0.02,0.08,18.3,0.0,0,0,3.4,3.4,0.08,-2.4,-2.4
605,715,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
606,716,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,2001,1.2,1,3,2,66.7,2.5,1.67,0.33,0.5,12.9,0.0,0,0,0.5,0.5,0.17,0.5,0.5
607,717,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,0,16,3,18.8,1.27,0.24,0.0,0.0,15.4,0.0,0,0,1.3,1.3,0.08,-1.3,-1.3
608,718,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,19.4,5,28,13,46.4,1.44,0.67,0.14,0.31,15.3,0.0,1,1,4.0,3.3,0.12,1.0,0.7
609,719,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,2,3,2,66.7,0.2,0.13,0.67,1.0,9.6,0.0,0,0,0.5,0.5,0.16,1.5,1.5
610,720,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,18.7,0.0,0,0,1.7,1.6,0.06,-0.7,-0.6
611,721,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2000,22.5,7,44,17,38.6,1.96,0.76,0.16,0.41,19.8,1.0,0,0,4.8,4.8,0.11,2.2,2.2
612,722,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
613,724,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
614,725,Jonas Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
615,726,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,3,18,6,33.3,0.81,0.27,0.17,0.5,11.6,0.0,0,0,2.4,2.4,0.14,0.6,0.6
616,727,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,9.7,0,2,0,0.0,0.21,0.0,0.0,0.0,28.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
617,728,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,32.7,0,2,0,0.0,0.06,0.0,0.0,0.0,9.9,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2
618,729,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.5,20.2,0.0,0,0,0.8,0.8,0.06,0.2,0.2
619,730,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,16.9,1,4,2,50.0,0.24,0.12,0.25,0.5,10.8,0.0,0,0,0.3,0.3,0.07,0.7,0.7
620,731,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,25,1994,28.4,0,16,3,18.8,0.56,0.11,0.0,0.0,17.1,1.0,0,0,2.0,2.0,0.14,-2.0,-2.0
621,732,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,29.2,0,20,1,5.0,0.69,0.03,0.0,0.0,11.2,0.0,0,0,1.7,1.7,0.09,-1.7,-1.7
622,734,Ritsu Doan,jp JPN,"MF,FW",Arminia,de Bundesliga,22,1998,30.8,5,69,21,30.4,2.24,0.68,0.07,0.24,19.9,7.0,0,0,5.2,5.1,0.07,-0.2,-0.1
623,735,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,5.9,0,9,1,11.1,1.53,0.17,0.0,0.0,16.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
624,736,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,13.8,0,3,1,33.3,0.22,0.07,0.0,0.0,16.7,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4
625,737,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,18,2002,25.7,2,36,7,19.4,1.4,0.27,0.06,0.29,18.2,0.0,0,0,2.8,2.8,0.08,-0.8,-0.8
626,738,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,21.4,6,35,16,45.7,1.63,0.75,0.11,0.25,13.5,1.0,2,2,8.4,6.8,0.19,-2.4,-2.8
627,739,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,5.0,0,5,0,0.0,1.0,0.0,0.0,0.0,26.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
628,741,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,8.4,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1
629,742,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,13.9,1,18,5,27.8,1.29,0.36,0.06,0.2,19.7,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2
