,Unnamed: 0,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won
5770,6935,Pablo Hernández,es ESP,MF,Leeds United,eng Premier League,35,1985,4.7,1,0,0,1,6,0,13,0,3,0.0,0.0,0,35.0,0.0,2.0,0.0
5771,6936,Theo Hernández,fr FRA,DF,Milan,it Serie A,22,1997,32.6,9,0,0,39,81,6,76,34,29,2.0,0.0,0,211.0,50.0,25.0,66.7
5772,6937,Hernani,br BRA,MF,Parma,it Serie A,26,1994,24.3,11,0,0,50,23,1,85,31,25,0.0,0.0,0,108.0,29.0,21.0,58.0
5773,6938,Ander Herrera,es ESP,MF,Paris S-G,fr Ligue 1,30,1989,20.6,6,0,0,32,16,0,13,31,35,0.0,0.0,0,139.0,8.0,12.0,40.0
5774,6939,Héctor Herrera,mx MEX,MF,Atlético Madrid,es La Liga,30,1990,7.6,2,0,0,9,6,1,5,14,7,0.0,0.0,0,59.0,15.0,14.0,51.7
5775,6941,Yangel Herrera,ve VEN,MF,Granada,es La Liga,22,1998,25.7,7,0,0,69,59,5,11,26,26,1.0,1.0,0,145.0,122.0,115.0,51.5
5776,6942,Patrick Herrmann,de GER,"FW,MF",M'Gladbach,de Bundesliga,29,1991,9.7,3,0,0,13,15,7,47,10,6,0.0,0.0,0,49.0,4.0,11.0,26.7
5777,6943,Pablo Hervías,es ESP,"DF,MF",Valladolid,es La Liga,27,1993,13.4,1,0,0,8,17,0,124,11,12,0.0,0.0,0,108.0,9.0,10.0,47.4
5778,6944,Përparim Hetemaj,fi FIN,MF,Benevento,it Serie A,33,1986,24.6,5,0,0,41,78,1,43,22,27,0.0,0.0,0,158.0,14.0,28.0,33.3
5779,6945,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,28,1992,34.6,0,0,0,14,54,16,148,14,18,0.0,0.0,0,145.0,20.0,62.0,24.4
5780,6946,Aaron Hickey,sct SCO,DF,Bologna,it Serie A,18,2002,8.4,3,1,0,11,14,0,7,15,8,0.0,0.0,0,51.0,6.0,5.0,54.5
5781,6947,Vitorino Hilton,br BRA,DF,Montpellier,fr Ligue 1,42,1977,23.5,4,2,0,18,16,0,4,38,10,0.0,3.0,0,148.0,44.0,29.0,60.3
5782,6948,Martin Hinteregger,at AUT,DF,Eint Frankfurt,de Bundesliga,27,1992,28.1,4,0,0,33,35,0,5,44,49,2.0,1.0,1,192.0,106.0,47.0,69.3
5783,6950,Wesley Hoedt,nl NED,DF,Lazio,it Serie A,26,1994,10.6,6,0,0,11,2,0,1,17,16,0.0,2.0,0,76.0,19.0,9.0,67.9
5784,6951,Ki-Jana Hoever,nl NED,"DF,MF",Wolves,eng Premier League,18,2002,6.4,1,0,0,4,4,1,21,9,6,0.0,0.0,0,45.0,6.0,9.0,40.0
5785,6952,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,30,1990,30.3,11,0,0,70,34,0,10,66,28,1.0,2.0,0,183.0,62.0,45.0,57.9
5786,6953,Jonas Hofmann,de GER,"FW,MF",M'Gladbach,de Bundesliga,28,1992,20.2,1,0,0,19,19,9,141,27,20,0.0,0.0,0,121.0,7.0,15.0,31.8
5787,6954,Marco Höger,de GER,"DF,MF",Köln,de Bundesliga,30,1989,0.6,0,0,0,0,1,0,2,2,0,0.0,0.0,0,1.0,4.0,5.0,44.4
5788,6955,Rob Holding,eng ENG,DF,Arsenal,eng Premier League,24,1995,28.4,2,0,0,25,5,2,2,24,20,0.0,0.0,1,138.0,71.0,60.0,54.2
5789,6956,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,26,1994,23.2,5,0,0,26,77,13,22,16,24,1.0,0.0,0,103.0,71.0,65.0,52.2
5790,6957,Mason Holgate,eng ENG,DF,Everton,eng Premier League,23,1996,25.4,9,0,0,29,29,1,26,35,36,0.0,0.0,0,139.0,39.0,20.0,66.1
5791,6958,Jordan Holsgrove,sct SCO,MF,Celta Vigo,es La Liga,20,1999,1.6,0,0,0,3,3,0,3,2,4,0.0,0.0,0,8.0,0.0,0.0,0.0
5792,6959,Franck Honorat,fr FRA,"MF,FW",Brest,fr Ligue 1,23,1996,27.3,3,0,0,37,14,3,185,11,13,0.0,1.0,0,124.0,22.0,25.0,46.8
5793,6960,Matthew Hoppe,us USA,FW,Schalke 04,de Bundesliga,19,2001,14.5,3,0,0,21,16,8,4,4,6,0.0,0.0,0,25.0,22.0,67.0,24.7
5794,6961,Jannes Horn,de GER,DF,Köln,de Bundesliga,23,1997,19.6,6,0,0,15,22,0,51,10,19,0.0,0.0,0,100.0,23.0,22.0,51.1
5795,6963,Fraser Hornby,sct SCO,"FW,MF",Reims,fr Ligue 1,20,1999,0.4,1,0,0,1,0,0,0,1,0,0.0,0.0,0,2.0,2.0,2.0,50.0
5796,6964,Conor Hourihane,ie IRL,MF,Aston Villa,eng Premier League,29,1991,2.5,0,0,0,1,0,0,27,0,0,0.0,0.0,0,11.0,2.0,0.0,100.0
5797,6966,Ajdin Hrustic,au AUS,"MF,DF",Eint Frankfurt,de Bundesliga,24,1996,3.0,2,0,0,7,5,0,26,4,5,0.0,0.0,0,24.0,3.0,1.0,75.0
5798,6967,Florian Hübner,de GER,DF,Union Berlin,de Bundesliga,29,1991,5.8,3,0,0,10,8,0,1,13,5,0.0,0.0,0,26.0,19.0,11.0,63.3
5799,6968,Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,eng Premier League,19,2000,11.8,0,0,0,11,8,5,58,6,15,0.0,0.0,0,47.0,1.0,9.0,10.0
5800,6969,Niall Huggins,wls WAL,DF,Leeds United,eng Premier League,19,2000,0.4,0,0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0
5801,6970,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,31,1988,31.3,6,0,0,27,15,7,1,73,40,0.0,0.0,0,232.0,127.0,46.0,73.4
5802,6971,Adrien Hunou,fr FRA,"FW,MF",Rennes,fr Ligue 1,26,1994,6.5,1,0,0,7,8,1,1,1,3,0.0,0.0,0,14.0,9.0,13.0,40.9
5803,6972,Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,de Bundesliga,36,1983,6.5,2,0,0,12,11,4,2,2,2,0.0,1.0,0,10.0,13.0,16.0,44.8
5804,6973,Elseid Hysaj,al ALB,DF,Napoli,it Serie A,26,1994,19.6,2,0,0,16,20,0,18,30,17,0.0,1.0,0,116.0,18.0,13.0,58.1
5805,6974,Pierre Højbjerg,dk DEN,MF,Tottenham,eng Premier League,24,1995,38.0,9,0,0,69,53,0,6,48,51,0.0,1.0,0,296.0,43.0,36.0,54.4
5806,6975,Simone Iacoponi,it ITA,DF,Parma,it Serie A,33,1987,13.3,3,1,0,15,14,2,13,11,12,0.0,0.0,2,72.0,12.0,9.0,57.1
5807,6976,Iago,br BRA,DF,Augsburg,de Bundesliga,23,1997,17.3,2,0,0,11,11,0,48,22,27,0.0,1.0,0,80.0,21.0,28.0,42.9
5808,6977,Roger Ibanez,br BRA,DF,Roma,it Serie A,21,1998,26.6,7,1,1,53,30,0,5,68,37,0.0,1.0,1,187.0,56.0,36.0,60.9
5809,6978,Vedad Ibišević,ba BIH,FW,Schalke 04,de Bundesliga,35,1984,1.7,1,0,0,3,0,3,0,1,0,0.0,0.0,0,0.0,7.0,7.0,50.0
5810,6979,Vicente Iborra,es ESP,MF,Villarreal,es La Liga,32,1988,10.3,4,0,0,15,8,0,0,14,8,0.0,0.0,0,68.0,20.0,16.0,55.6
5811,6980,Didier Ibrahim Ndong,ga GAB,MF,Dijon,fr Ligue 1,26,1994,29.0,7,0,0,40,17,1,21,37,32,0.0,0.0,0,207.0,25.0,29.0,46.3
5812,6981,Zlatan Ibrahimović,se SWE,FW,Milan,it Serie A,38,1981,16.6,2,1,0,33,25,40,15,6,4,2.0,0.0,0,21.0,83.0,41.0,66.9
5813,6982,Mauro Icardi,ar ARG,FW,Paris S-G,fr Ligue 1,27,1993,12.0,1,0,0,9,11,6,3,3,2,2.0,0.0,0,20.0,15.0,11.0,57.7
5814,6983,Oussama Idrissi,ma MAR,"FW,MF",Sevilla,es La Liga,24,1996,0.3,0,0,0,1,0,0,3,1,1,0.0,0.0,0,2.0,0.0,1.0,0.0
5815,6984,Blendi Idrizi,xk KVX,MF,Schalke 04,de Bundesliga,22,1998,2.6,1,0,0,3,1,0,1,3,4,0.0,0.0,0,25.0,4.0,10.0,28.6
5816,6985,Odion Ighalo,ng NGA,FW,Manchester Utd,eng Premier League,31,1989,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0
5817,6986,Iglesias,es ESP,"DF,MF",Getafe,es La Liga,22,1998,6.7,2,0,0,15,16,1,18,17,15,0.0,0.0,0,33.0,10.0,10.0,50.0
5818,6987,Borja Iglesias,es ESP,FW,Betis,es La Liga,27,1993,15.7,2,0,0,20,21,6,4,3,1,4.0,0.0,0,26.0,30.0,38.0,44.1
5819,6988,Igor,br BRA,DF,Fiorentina,it Serie A,22,1998,13.0,5,0,0,21,6,1,4,23,9,0.0,1.0,0,59.0,10.0,13.0,43.5
5820,6989,Kelechi Iheanacho,ng NGA,FW,Leicester City,eng Premier League,23,1996,16.2,1,0,0,26,13,9,13,2,5,0.0,1.0,0,59.0,7.0,38.0,15.6
5821,6990,Jonathan Ikone,fr FRA,"MF,FW",Lille,fr Ligue 1,22,1998,24.2,0,0,0,13,23,6,7,7,12,0.0,0.0,0,96.0,17.0,40.0,29.8
5822,6991,Yun Il-lok,kr KOR,"MF,FW",Montpellier,fr Ligue 1,28,1992,3.5,1,0,0,4,1,1,7,5,0,0.0,0.0,0,17.0,8.0,7.0,53.3
5823,6992,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,19,2001,20.4,2,0,0,23,29,0,40,27,14,0.0,0.0,0,125.0,35.0,25.0,58.3
5824,6993,Josip Iličić,si SVN,"MF,FW",Atalanta,it Serie A,32,1988,17.0,2,0,0,22,71,8,97,2,4,2.0,0.0,0,75.0,0.0,18.0,0.0
5825,6994,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,30,1990,3.7,2,0,0,6,10,0,6,5,2,0.0,0.0,0,11.0,11.0,9.0,55.0
5826,6995,Stefan Ilsanker,at AUT,"MF,DF",Eint Frankfurt,de Bundesliga,31,1989,17.5,4,0,0,29,12,1,6,30,20,0.0,1.0,0,121.0,28.0,23.0,54.9
5827,6996,Ciro Immobile,it ITA,FW,Lazio,it Serie A,30,1990,31.7,4,1,0,37,44,30,18,6,13,3.0,0.0,0,79.0,26.0,54.0,32.5
5828,6997,Riccardo Improta,it ITA,"DF,MF",Benevento,it Serie A,26,1993,25.9,7,0,0,23,55,2,77,28,23,0.0,0.0,1,121.0,49.0,49.0,50.0
5829,6998,Roberto Inglese,it ITA,FW,Parma,it Serie A,28,1991,6.4,2,0,0,14,10,8,4,0,2,0.0,0.0,0,19.0,15.0,15.0,50.0
5830,6999,Danny Ings,eng ENG,FW,Southampton,eng Premier League,28,1992,24.1,1,0,0,19,18,18,19,3,13,0.0,1.0,0,73.0,23.0,72.0,24.2
5831,7000,Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,de Bundesliga,24,1996,21.8,4,0,0,44,29,5,50,18,11,1.0,1.0,0,126.0,39.0,46.0,45.9
5832,7001,Lorenzo Insigne,it ITA,FW,Napoli,it Serie A,29,1991,31.8,2,1,0,9,39,11,113,37,18,0.0,0.0,0,199.0,2.0,5.0,28.6
5833,7002,Roberto Insigne,it ITA,"MF,FW",Benevento,it Serie A,26,1994,17.8,2,0,0,13,15,3,47,7,10,0.0,0.0,0,79.0,5.0,19.0,20.8
5834,7003,Pablo Insua,es ESP,DF,Huesca,es La Liga,26,1993,17.6,9,0,0,27,5,1,1,24,18,0.0,0.0,0,60.0,40.0,31.0,56.3
5835,7004,Takashi Inui,jp JPN,"MF,FW",Eibar,es La Liga,32,1988,20.2,0,0,0,28,18,7,87,12,8,1.0,0.0,0,89.0,6.0,20.0,23.1
5836,7005,Artur Ioniță,md MDA,MF,Benevento,it Serie A,29,1990,31.5,6,0,0,59,23,1,25,19,22,2.0,0.0,0,125.0,65.0,91.0,41.7
5837,7006,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,20,1999,26.0,4,0,0,26,33,22,18,3,5,3.0,0.0,0,50.0,38.0,68.0,35.8
5838,7007,Isco,es ESP,MF,Real Madrid,es La Liga,28,1992,10.1,1,0,0,17,18,0,30,2,9,0.0,0.0,0,48.0,5.0,15.0,25.0
5839,7008,Ardian Ismajli,al ALB,DF,Spezia,it Serie A,23,1996,14.4,3,1,1,19,13,0,0,23,9,0.0,0.0,0,68.0,40.0,28.0,58.8
5840,7009,Branislav Ivanović,rs SRB,DF,West Brom,eng Premier League,36,1984,8.5,2,0,0,11,4,1,1,8,5,0.0,0.0,0,36.0,13.0,10.0,56.5
5841,7010,Alex Iwobi,ng NGA,"FW,MF",Everton,eng Premier League,24,1996,17.1,0,0,0,13,12,0,69,16,10,0.0,0.0,0,93.0,3.0,8.0,27.3
5842,7011,Jairo Izquierdo,es ESP,"MF,DF",Cádiz,es La Liga,26,1993,14.2,4,0,0,12,16,3,40,14,13,0.0,0.0,0,91.0,10.0,12.0,45.5
5843,7012,José Izquierdo,co COL,DF,Brighton,eng Premier League,28,1992,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5844,7013,Armando Izzo,it ITA,DF,Torino,it Serie A,28,1992,22.3,3,0,0,43,35,2,22,53,16,0.0,1.0,0,134.0,48.0,37.0,56.5
5845,7014,Phil Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,37,1982,5.8,1,1,0,8,1,0,1,10,4,0.0,0.0,1,36.0,13.0,11.0,54.2
5846,7015,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,eng Premier League,26,1993,5.9,3,0,0,7,4,0,30,8,7,0.0,0.0,0,25.0,5.0,11.0,31.3
5847,7016,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,32,1988,0.4,0,0,0,0,1,0,0,2,1,0.0,0.0,0,3.0,0.0,0.0,0.0
5848,7017,Ismail Jakobs,sn SEN,"MF,FW",Köln,de Bundesliga,20,1999,19.2,6,0,0,23,13,3,77,16,10,1.0,0.0,0,84.0,25.0,18.0,58.1
5849,7018,Daniel James,wls WAL,FW,Manchester Utd,eng Premier League,22,1997,10.1,3,0,0,14,14,4,20,0,9,0.0,0.0,0,45.0,5.0,15.0,25.0
5850,7019,Reece James,eng ENG,DF,Chelsea,eng Premier League,20,1999,26.4,3,0,0,31,17,1,144,17,35,0.0,1.0,0,153.0,40.0,24.0,62.5
5851,7020,Alexandre Jankewitz,ch SUI,MF,Southampton,eng Premier League,18,2001,0.0,0,1,0,1,1,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
5852,7021,Saidy Janko,gm GAM,DF,Valladolid,es La Liga,24,1995,13.6,4,0,0,14,2,3,46,18,10,0.0,0.0,0,55.0,28.0,15.0,65.1
5853,7022,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,24,1996,26.8,6,0,0,18,28,7,81,24,17,0.0,1.0,0,141.0,9.0,22.0,29.0
5854,7023,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,30,1990,3.0,1,0,0,3,3,0,0,4,2,0.0,0.0,0,26.0,3.0,4.0,42.9
5855,7024,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,es La Liga,25,1995,11.3,2,0,0,8,36,2,73,3,8,1.0,0.0,0,60.0,8.0,11.0,42.1
5856,7026,Jason,es ESP,"MF,DF",Valencia,es La Liga,26,1994,4.9,4,1,1,6,15,0,15,10,3,0.0,0.0,0,23.0,5.0,9.0,35.7
5857,7027,Luis Javier Suárez,co COL,"FW,MF",Granada,es La Liga,22,1997,18.5,6,0,0,28,32,4,11,8,11,1.0,0.0,0,62.0,25.0,74.0,25.3
5858,7028,Corentin Jean,fr FRA,"FW,MF",Lens,fr Ligue 1,25,1995,6.4,3,0,0,14,16,2,17,2,3,2.0,0.0,0,19.0,5.0,17.0,22.7
5859,7029,Daniel Jebbison,eng ENG,FW,Sheffield Utd,eng Premier League,16,2003,3.2,0,0,0,6,4,1,1,1,2,0.0,0.0,0,15.0,5.0,21.0,19.2
5860,7030,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,24,1995,1.7,0,0,0,4,0,0,2,2,2,0.0,0.0,0,9.0,1.0,3.0,25.0
5861,7031,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,22,1997,4.2,0,0,0,7,2,1,4,2,2,0.0,0.0,0,23.0,3.0,14.0,17.6
5862,7032,Jesé,es ESP,FW,Paris S-G,fr Ligue 1,27,1993,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5863,7033,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,23,1997,22.9,2,0,0,28,46,17,11,15,6,1.0,1.0,0,86.0,18.0,53.0,25.4
5864,7034,Juan Jesus,br BRA,DF,Roma,it Serie A,29,1991,1.7,0,0,0,4,0,0,0,2,1,0.0,0.0,0,7.0,2.0,2.0,50.0
5865,7035,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,29,1991,9.1,0,0,0,9,17,4,4,8,2,0.0,0.0,1,32.0,14.0,18.0,43.8
5866,7036,Joaquín,es ESP,"FW,MF",Betis,es La Liga,39,1981,14.3,2,0,0,10,12,2,66,17,3,0.0,0.0,0,55.0,13.0,20.0,39.4
5867,7037,John Joe,ie IRL,"MF,FW",Getafe,es La Liga,16,2003,0.7,0,0,0,2,0,0,3,0,0,0.0,0.0,0,2.0,1.0,4.0,20.0
5868,7038,Joelinton,br BRA,"FW,MF",Newcastle Utd,eng Premier League,23,1996,22.0,3,0,0,24,36,6,12,9,21,1.0,0.0,0,105.0,81.0,118.0,40.7
5869,7039,Marco John,de GER,DF,Hoffenheim,de Bundesliga,18,2002,11.1,1,0,0,5,14,1,27,16,15,0.0,1.0,0,57.0,8.0,23.0,25.8
5870,7040,Ben Johnson,eng ENG,"DF,FW",West Ham,eng Premier League,20,2000,5.8,1,0,0,6,3,0,19,11,5,0.0,0.0,0,29.0,6.0,7.0,46.2
5871,7042,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,19,2001,13.1,2,0,0,18,13,1,7,19,6,0.0,0.0,0,80.0,14.0,18.0,43.8
5872,7043,Frenkie de Jong,nl NED,"MF,DF",Barcelona,es La Liga,23,1997,35.0,5,0,0,25,44,4,7,38,27,0.0,1.0,0,215.0,39.0,30.0,56.5
5873,7044,Luuk de Jong,nl NED,FW,Sevilla,es La Liga,29,1990,14.1,3,0,0,20,32,11,2,5,5,0.0,0.0,0,38.0,69.0,55.0,55.6
5874,7045,Jony,es ESP,"MF,FW",Osasuna,es La Liga,29,1991,9.7,0,0,0,10,8,1,83,14,3,0.0,0.0,0,37.0,4.0,7.0,36.4
5875,7046,Joan Jordán,es ESP,MF,Sevilla,es La Liga,26,1994,26.7,8,1,1,54,42,0,50,27,28,0.0,0.0,0,170.0,17.0,16.0,51.5
5876,7047,Jorginho,it ITA,MF,Chelsea,eng Premier League,28,1991,22.3,2,0,0,32,29,0,3,40,30,0.0,1.0,0,168.0,17.0,13.0,56.7
5877,7048,Josan,es ESP,"MF,DF",Elche,es La Liga,30,1989,21.4,3,0,0,23,29,1,102,21,18,0.0,0.0,0,101.0,6.0,11.0,35.3
5878,7051,Joselu,es ESP,FW,Alavés,es La Liga,30,1990,33.6,1,0,0,43,74,14,26,15,14,1.0,0.0,0,118.0,249.0,109.0,69.6
5879,7052,Josema,es ESP,DF,Elche,es La Liga,24,1996,21.8,3,0,0,22,18,1,33,37,28,0.0,0.0,0,91.0,35.0,33.0,51.5
5880,7053,Jota,pt POR,"MF,FW",Valladolid,es La Liga,21,1999,7.4,1,0,0,6,9,1,16,6,3,0.0,0.0,0,42.0,2.0,7.0,22.2
5881,7054,Jota,es ESP,MF,Alavés,es La Liga,29,1991,15.5,5,1,1,18,4,2,36,9,14,0.0,0.0,0,83.0,4.0,9.0,30.8
5882,7055,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,23,1996,12.4,2,0,0,25,20,1,18,5,6,0.0,0.0,0,53.0,14.0,37.0,27.5
5883,7056,Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,30,1989,8.9,1,0,0,16,14,4,25,3,4,1.0,0.0,0,45.0,10.0,20.0,33.3
5884,7059,Juanmi,es ESP,"FW,MF",Betis,es La Liga,27,1993,6.7,1,0,0,12,3,7,0,2,9,0.0,0.0,0,21.0,12.0,16.0,42.9
5885,7060,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,20,2000,19.9,6,0,0,25,19,3,62,18,17,1.0,0.0,0,77.0,13.0,20.0,39.4
5886,7061,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,20,2000,21.9,3,0,0,26,54,8,39,7,22,1.0,1.0,0,91.0,4.0,11.0,26.7
5887,7062,James Justin,eng ENG,DF,Leicester City,eng Premier League,22,1998,23.0,4,0,0,16,38,3,59,30,37,2.0,0.0,0,103.0,26.0,42.0,38.2
5888,7063,Musa Juwara,gm GAM,"MF,DF",Bologna,it Serie A,18,2001,0.5,1,0,0,1,2,0,5,0,2,0.0,0.0,0,2.0,0.0,0.0,0.0
5889,7064,Jens Jønsson,dk DEN,MF,Cádiz,es La Liga,27,1993,29.1,6,0,0,34,24,0,3,51,29,0.0,1.0,0,143.0,40.0,34.0,54.1
5890,7067,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,26,1994,10.2,2,0,0,8,41,0,39,7,3,0.0,0.0,0,71.0,4.0,10.0,28.6
5891,7068,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,de Bundesliga,28,1992,17.6,3,0,0,20,13,4,85,18,12,0.0,0.0,0,53.0,46.0,46.0,50.0
5892,7069,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,24,1996,22.3,4,0,0,35,25,9,33,21,22,1.0,0.0,0,115.0,33.0,38.0,46.5
5893,7070,Damian Kądzior,pl POL,"FW,MF",Eibar,es La Liga,28,1992,2.2,0,0,0,4,3,2,27,0,0,0.0,0.0,0,9.0,0.0,3.0,0.0
5894,7071,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,27,1992,5.0,0,0,0,6,14,0,23,3,2,0.0,0.0,0,33.0,3.0,5.0,37.5
5895,7072,Gaël Kakuta,cd COD,"MF,FW",Lens,fr Ligue 1,29,1991,26.6,3,0,0,31,38,2,114,17,23,0.0,1.0,0,129.0,21.0,51.0,29.2
5896,7073,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,23,1997,23.7,1,0,0,31,35,3,4,9,12,1.0,0.0,0,61.0,93.0,72.0,56.4
5897,7076,Nikola Kalinić,hr CRO,FW,Hellas Verona,it Serie A,32,1988,11.8,2,0,0,27,34,10,1,1,1,0.0,0.0,0,22.0,17.0,51.0,25.0
5898,7077,Yayah Kallon,sl SLE,FW,Genoa,it Serie A,19,2001,0.5,0,0,0,0,0,2,1,0,0,0.0,0.0,0,1.0,2.0,1.0,66.7
5899,7078,Samuel Kalu,ng NGA,"FW,MF",Bordeaux,fr Ligue 1,22,1997,10.7,3,0,0,16,36,5,28,9,12,0.0,0.0,0,61.0,14.0,12.0,53.8
5900,7079,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,20,2000,8.1,1,0,0,9,2,0,17,19,14,0.0,1.0,0,51.0,11.0,13.0,45.8
5901,7080,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,23,1996,26.2,3,0,0,41,30,7,96,14,28,1.0,0.0,0,126.0,16.0,34.0,32.0
5902,7084,Boubacar Kamara,fr FRA,MF,Marseille,fr Ligue 1,20,1999,32.2,6,0,0,49,55,0,3,34,51,0.0,0.0,0,211.0,63.0,42.0,60.0
5903,7085,Hassane Kamara,ci CIV,"DF,FW",Nice,fr Ligue 1,26,1994,32.9,3,0,0,22,31,1,112,55,39,0.0,0.0,0,178.0,36.0,38.0,48.6
5904,7086,Marcin Kamiński,pl POL,DF,Stuttgart,de Bundesliga,28,1992,2.4,0,0,0,2,0,0,3,1,1,0.0,0.0,0,10.0,7.0,5.0,58.3
5905,7087,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,29,1990,21.5,6,0,0,45,23,0,6,29,26,0.0,1.0,0,168.0,14.0,16.0,46.7
5906,7088,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,27,1993,34.2,1,0,0,26,60,13,38,11,12,2.0,0.0,0,89.0,75.0,113.0,39.9
5907,7089,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,22,1998,1.5,0,0,0,2,1,0,1,0,0,0.0,0.0,0,0.0,1.0,7.0,12.5
5908,7090,Lee Kangin,kr KOR,"FW,MF",Valencia,es La Liga,19,2001,14.0,1,0,0,14,42,2,39,2,11,0.0,0.0,0,59.0,4.0,29.0,12.1
5909,7091,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,29,1991,23.8,7,0,0,36,7,0,8,59,42,0.0,0.0,0,194.0,17.0,28.0,37.8
5910,7092,Jimmy Kaparos,de GER,MF,Schalke 04,de Bundesliga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5911,7093,Yann Karamoh,fr FRA,"FW,MF",Parma,it Serie A,22,1998,14.4,3,0,0,14,13,7,21,4,17,1.0,0.0,0,69.0,8.0,13.0,38.1
5912,7094,Isaac Karamoko,fr FRA,DF,Sassuolo,it Serie A,18,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
5913,7095,Atakan Karazor,de GER,"DF,MF",Stuttgart,de Bundesliga,23,1996,11.5,3,0,0,15,16,0,0,21,12,0.0,1.0,0,76.0,29.0,30.0,49.2
5914,7096,Augustus Kargbo,sl SLE,FW,Crotone,it Serie A,20,1999,0.4,0,0,0,0,1,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
5915,7098,Rick Karsdorp,nl NED,DF,Roma,it Serie A,25,1995,28.3,2,0,0,36,13,3,55,30,23,0.0,0.0,0,141.0,6.0,21.0,22.2
5916,7099,Silas Katompa,cd COD,"DF,FW",Stuttgart,de Bundesliga,21,1998,21.3,6,0,0,33,41,13,29,22,29,1.0,0.0,0,126.0,14.0,26.0,35.0
5917,7100,Noah Katterbach,de GER,"DF,MF",Köln,de Bundesliga,19,2001,12.3,1,0,0,9,17,1,32,23,11,0.0,0.0,0,81.0,18.0,27.0,40.0
5918,7104,Michael Keane,eng ENG,DF,Everton,eng Premier League,27,1993,33.2,4,0,0,15,8,0,1,51,15,0.0,0.0,0,125.0,109.0,48.0,69.4
5919,7105,Neeskens Kebano,cd COD,"FW,MF",Fulham,eng Premier League,28,1992,1.3,0,0,0,3,1,1,7,0,0,0.0,0.0,0,10.0,0.0,3.0,0.0
5920,7106,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,23,1996,18.0,3,0,0,26,9,1,10,15,26,0.0,0.0,0,106.0,30.0,19.0,61.2
5921,7107,Habib Keita,ml MLI,MF,Lyon,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
