,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
1742,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,29,1989,12,878,73,25.7,9.8,12,73,7,0,,10,1.83,16,9,+7,+0.72,+0.15,14.7,10.2,+4.5,+0.46,-0.44,Matches
1743,Iván Marcano,es ESP,DF,Roma,it Serie A,31,1987,10,810,81,23.7,9.0,9,85,8,1,45,28,1.60,14,13,+1,+0.11,-0.48,14.4,10.9,+3.4,+0.38,+0.08,Matches
1744,Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,23,"1,853",81,54.2,20.6,21,88,18,2,8,8,1.43,30,33,-3,-0.15,-1.29,38.2,29.2,+9.0,+0.44,-0.17,Matches
1745,Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,33,"2,878",87,84.2,32.0,33,87,31,0,,4,1.97,59,34,+25,+0.78,+1.11,59.9,35.1,+24.7,+0.77,-0.07,Matches
1746,Solly March,eng ENG,"FW,MF",Brighton,eng Premier League,24,1994,35,"2,463",70,72.0,27.4,30,78,16,5,24,1,0.94,26,40,-14,-0.51,+0.52,28.8,42.7,-14.0,-0.51,+0.42,Matches
1747,Federico Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4,360,90,10.5,4.0,4,90,4,0,,27,1.50,7,10,-3,-0.75,-0.31,4.3,7.0,-2.7,-0.67,-0.56,Matches
1748,Giuseppe Marcianò,it ITA,GK,Frosinone,it Serie A,18,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1749,Michał Marcjanik,pl POL,DF,Empoli,it Serie A,23,1994,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
1750,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31,"2,790",90,81.6,31.0,31,90,31,0,,6,1.19,45,45,0,0.00,+1.00,38.7,45.1,-6.4,-0.21,+0.15,Matches
1751,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,29,1989,30,"2,421",81,70.8,26.9,28,86,20,2,9,5,1.47,31,32,-1,-0.04,+0.23,32.3,32.4,-0.1,0.00,+0.19,Matches
1752,Andrea Marcucci,it ITA,MF,Roma,it Serie A,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1753,Issa Marega,fr FRA,DF,Caen,fr Ligue 1,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1754,Davide Marfella,it ITA,GK,Napoli,it Serie A,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1755,Georg Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,27,"2,064",76,67.5,22.9,22,90,22,5,16,2,0.59,20,55,-35,-1.53,-0.89,25.1,36.6,-11.5,-0.50,+0.01,Matches
1756,Miguel Marí,es ESP,MF,Eibar,es La Liga,21,1997,2,69,35,2.0,0.8,0,,0,2,34,4,0.00,0,2,-2,-2.61,-2.55,0.9,0.8,+0.1,+0.07,-0.17,Matches
1757,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,21,"1,772",84,51.8,19.7,19,86,17,2,68,4,2.00,29,12,+17,+0.86,+0.37,27.2,21.1,+6.0,+0.31,+0.34,Matches
1758,Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,13,447,34,13.1,5.0,3,90,2,10,18,5,1.38,8,10,-2,-0.40,-0.98,10.5,8.4,+2.1,+0.43,-0.10,Matches
1759,Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,3,143,48,4.2,1.6,2,70,0,1,4,0,2.00,2,1,+1,+0.63,+0.03,2.0,0.8,+1.2,+0.74,-0.04,Matches
1760,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,26,"1,927",74,56.3,21.4,20,90,20,6,20,10,1.38,29,32,-3,-0.14,+0.10,24.6,29.9,-5.3,-0.25,+0.09,Matches
1761,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,26,1991,26,"1,803",69,52.7,20.0,20,86,15,6,15,6,1.04,15,34,-19,-0.95,-0.39,19.2,29.8,-10.7,-0.53,-0.10,Matches
1762,Adrián Marín,es ESP,"DF,MF",Alavés,es La Liga,21,1997,6,290,48,8.5,3.2,2,92,2,4,27,9,1.50,5,6,-1,-0.31,-0.02,4.3,7.9,-3.6,-1.12,-0.88,Matches
1763,João Mário,pt POR,"MF,FW",Inter,it Serie A,25,1993,20,"1,082",54,31.6,12.0,12,79,5,8,17,16,1.90,19,5,+14,+1.16,+0.78,20.5,8.8,+11.7,+0.98,+0.44,Matches
1764,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,24,1994,23,"2,008",87,58.7,22.3,22,90,21,1,30,5,1.61,27,26,+1,+0.04,+0.81,25.3,31.5,-6.2,-0.28,+0.09,Matches
1765,Lazar Marković,rs SRB,MF,Fulham,eng Premier League,24,1994,1,45,45,1.3,0.5,0,,0,1,45,1,0.00,0,1,-1,-2.00,-0.77,0.1,0.7,-0.6,-1.18,-0.48,Matches
1766,Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,18,"1,508",84,44.1,16.8,18,84,15,0,,6,1.06,21,24,-3,-0.18,+0.01,20.4,22.3,-1.9,-0.11,+0.22,Matches
1767,Alessandro Marongiu,it ITA,MF,Cagliari,it Serie A,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1768,Marquinhos,br BRA,"DF,MF",Paris S-G,fr Ligue 1,24,1994,30,"2,693",90,78.7,29.9,30,90,28,0,,1,2.57,86,22,+64,+2.14,+1.40,69.3,27.0,+42.3,+1.41,+0.31,Matches
1769,George Marsh,eng ENG,"DF,MF",Tottenham,eng Premier League,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1770,Roger Martí,es ESP,FW,Levante,es La Liga,27,1991,31,"1,887",61,55.2,21.0,23,78,9,8,13,6,0.84,32,41,-9,-0.43,-0.55,30.0,46.2,-16.2,-0.77,-0.42,Matches
1771,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,27,"1,621",60,47.4,18.0,18,80,7,9,20,3,1.63,30,25,+5,+0.28,-0.02,28.2,24.3,+3.8,+0.21,-0.14,Matches
1772,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,21,1997,33,"2,878",87,94.1,32.0,32,89,30,1,27,1,1.30,46,50,-4,-0.13,+3.34,50.0,55.7,-5.7,-0.18,+0.99,Matches
1773,Iván Martín,es ESP,"FW,MF",Villarreal,es La Liga,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1774,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,23,"2,059",90,60.2,22.9,23,90,21,0,,1,1.35,36,28,+8,+0.35,+0.22,24.6,26.6,-2.1,-0.09,+0.43,Matches
1775,Marvin Martin,fr FRA,MF,Reims,fr Ligue 1,30,1988,13,623,48,18.2,6.9,8,65,0,5,21,18,2.00,8,4,+4,+0.58,+0.80,6.2,5.1,+1.1,+0.16,+0.42,Matches
1776,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,25,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1777,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,27,1991,33,"2,902",88,84.9,32.2,33,88,32,0,,1,1.30,33,40,-7,-0.22,-0.74,34.9,39.4,-4.4,-0.14,-0.52,Matches
1778,Javi Martínez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,21,"1,309",62,42.8,14.5,16,79,9,5,10,9,2.57,37,15,+22,+1.51,-0.23,32.6,14.1,+18.4,+1.27,-0.79,Matches
1779,Lautaro Martínez,ar ARG,"FW,MF",Inter,it Serie A,20,1997,27,"1,344",50,39.3,14.9,13,85,9,14,17,7,1.74,29,17,+12,+0.80,+0.28,29.2,13.4,+15.8,+1.06,+0.63,Matches
1780,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,32,"2,815",88,82.3,31.3,32,88,29,0,,1,1.41,54,39,+15,+0.48,+1.22,32.8,41.9,-9.1,-0.29,-0.17,Matches
1781,Christopher Martins,lu LUX,"DF,MF",Lyon,fr Ligue 1,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1782,Gelson Martins,pt POR,"FW,MF",Atlético Madrid,es La Liga,23,1995,8,229,29,6.7,2.5,1,94,0,7,19,7,2.25,6,2,+4,+1.57,+0.95,2.8,4.6,-1.8,-0.70,-0.90,Matches
1783,Gelson Martins,pt POR,"FW,MF",Monaco,fr Ligue 1,23,1995,16,"1,389",87,40.6,15.4,16,87,12,0,,0,1.31,18,19,-1,-0.06,+0.73,21.8,19.3,+2.5,+0.16,+0.40,Matches
1784,Adam Marušić,me MNE,DF,Lazio,it Serie A,25,1992,26,"2,111",81,61.7,23.5,24,87,20,2,12,7,1.58,32,29,+3,+0.13,-0.35,34.5,29.3,+5.2,+0.22,-0.34,Matches
1785,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,14,993,71,32.5,11.0,11,84,8,3,24,10,1.36,13,14,-1,-0.09,+0.65,13.3,14.6,-1.3,-0.12,+0.02,Matches
1786,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,24,"1,836",77,53.7,20.4,22,82,15,2,18,8,1.67,34,23,+11,+0.54,-0.60,35.6,21.1,+14.4,+0.71,-0.24,Matches
1787,Adam Masina,ma MAR,DF,Watford,eng Premier League,24,1994,14,"1,004",72,29.4,11.2,11,89,9,3,10,24,1.21,15,20,-5,-0.45,-0.37,12.2,19.4,-7.2,-0.64,-0.50,Matches
1788,Jordi Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35,"3,150",90,92.1,35.0,35,90,35,0,,3,1.11,28,45,-17,-0.49,+0.18,36.7,54.3,-17.6,-0.50,-0.54,Matches
1789,Han-Noah Massengo,fr FRA,MF,Monaco,fr Ligue 1,17,2001,3,61,20,1.8,0.7,0,,0,3,20,3,1.00,1,0,+1,+1.48,+2.01,1.1,0.2,+0.8,+1.22,+1.32,Matches
1790,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,24,1993,23,"1,759",76,51.4,19.5,19,88,18,4,23,12,1.61,31,29,+2,+0.10,+0.37,27.9,33.6,-5.6,-0.29,+0.18,Matches
1791,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,29,1988,34,"2,432",72,71.1,27.0,27,83,16,7,27,2,1.56,38,24,+14,+0.52,+0.61,32.3,31.0,+1.3,+0.05,-0.07,Matches
1792,Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,30,1988,22,"1,289",59,37.7,14.3,16,71,5,6,26,11,1.82,28,15,+13,+0.91,+0.99,23.1,19.5,+3.5,+0.25,-0.06,Matches
1793,Luca Matarese,it ITA,FW,Frosinone,it Serie A,20,1998,2,16,8,0.5,0.2,0,,0,2,8,5,0.00,0,1,-1,-5.63,-4.59,0.0,0.0,0.0,+0.05,+0.66,Matches
1794,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,21,1997,34,"2,483",73,81.1,27.6,29,81,15,5,29,0,1.26,38,49,-11,-0.40,-0.40,41.7,49.4,-7.8,-0.28,-0.24,Matches
1795,Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,22,"1,932",88,63.1,21.5,22,88,21,0,,7,0.45,17,40,-23,-1.07,+0.44,22.5,34.4,-11.9,-0.55,-0.12,Matches
1796,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,29,1988,28,"2,436",87,71.2,27.1,28,87,23,0,,2,1.86,50,37,+13,+0.48,+0.66,45.5,36.6,+8.9,+0.33,+0.15,Matches
1797,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,26,1991,22,"1,537",70,44.9,17.1,17,90,17,5,0,9,2.55,41,12,+29,+1.70,-0.12,30.9,12.0,+18.8,+1.10,-0.15,Matches
1798,Isaac Matondo,fr FRA,FW,Rennes,fr Ligue 1,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1799,Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,de Bundesliga,17,2000,7,189,27,6.2,2.1,1,94,0,6,16,4,1.00,1,3,-2,-0.95,-0.45,1.8,2.1,-0.3,-0.14,-0.01,Matches
1800,Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,33,1984,19,603,32,17.6,6.7,6,68,1,13,15,18,1.16,8,12,-4,-0.60,-0.50,12.5,9.2,+3.3,+0.50,+0.89,Matches
1801,Federico Mattiello,it ITA,"DF,FW",Bologna,it Serie A,23,1995,17,"1,333",78,39.0,14.8,16,83,13,1,5,5,0.82,9,20,-11,-0.74,-0.87,13.0,20.4,-7.5,-0.51,-0.73,Matches
1802,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,31,1987,31,"2,418",78,70.7,26.9,29,83,17,2,13,4,2.58,50,17,+33,+1.23,+0.60,43.2,24.5,+18.7,+0.70,+0.14,Matches
1803,José Mauri,it ITA,MF,Milan,it Serie A,22,1996,5,208,42,6.1,2.3,2,59,0,3,30,27,2.00,3,2,+1,+0.43,-0.07,1.9,1.8,+0.1,+0.04,-0.17,Matches
1804,Stephy Mavididi,eng ENG,FW,Juventus,it Serie A,20,1998,1,22,22,0.6,0.2,0,,0,1,22,3,0.00,0,1,-1,-4.09,-5.18,0.2,0.3,-0.1,-0.50,-1.16,Matches
1805,Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,20,1997,4,148,37,4.3,1.6,3,46,0,1,11,3,1.50,1,1,0,0.00,-0.61,2.9,2.4,+0.5,+0.29,+0.15,Matches
1806,Alfie Mawson,eng ENG,DF,Fulham,eng Premier League,24,1994,15,"1,131",75,33.1,12.6,13,83,11,2,25,4,0.93,8,26,-18,-1.43,-0.29,11.3,23.9,-12.6,-1.00,-0.44,Matches
1807,Philipp Max,de GER,"DF,MF",Augsburg,de Bundesliga,24,1993,30,"2,569",86,84.0,28.5,30,86,24,0,,1,0.87,41,50,-9,-0.32,+1.70,36.9,48.9,-12.0,-0.42,+0.27,Matches
1808,Alexandru Maxim,ro ROU,"MF,FW",Mainz 05,de Bundesliga,28,1990,22,579,26,18.9,6.4,3,83,1,19,17,10,1.23,13,6,+7,+1.09,+1.74,16.3,9.3,+7.0,+1.09,+1.64,Matches
1809,Eric Maxim Choupo-Moting,cm CMR,FW,Paris S-G,fr Ligue 1,29,1989,22,802,36,23.5,8.9,8,76,4,14,14,9,2.18,17,9,+8,+0.90,-1.23,19.5,9.4,+10.1,+1.13,-0.28,Matches
1810,Florian Mayer,de GER,DF,M'Gladbach,de Bundesliga,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1811,Borja Mayoral,es ESP,FW,Real Madrid,es La Liga,21,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1812,Borja Mayoral,es ESP,FW,Levante,es La Liga,21,1997,29,"1,621",56,47.4,18.0,16,86,10,13,19,5,1.00,28,34,-6,-0.33,-0.28,24.7,37.7,-13.0,-0.72,-0.26,Matches
1813,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,24,1994,1,90,90,2.6,1.0,1,90,1,0,,2,0.00,0,2,-2,-2.00,-1.81,0.6,1.4,-0.8,-0.77,-0.40,Matches
1814,Luca Mazzitelli,it ITA,MF,Genoa,it Serie A,22,1995,10,323,32,9.4,3.6,3,65,0,7,18,12,1.40,2,4,-2,-0.56,-0.09,2.8,3.9,-1.1,-0.32,-0.16,Matches
1815,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,19,1998,29,"2,343",81,68.5,26.0,24,90,22,5,39,0,2.48,81,21,+60,+2.30,+1.47,67.2,23.5,+43.7,+1.68,+1.04,Matches
1816,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,23,1994,23,"2,010",87,58.8,22.3,22,90,22,1,30,13,1.65,37,26,+11,+0.49,+1.71,32.3,27.1,+5.2,+0.23,+0.71,Matches
1817,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,17,2001,2,180,90,5.3,2.0,2,90,2,0,,3,3.00,6,1,+5,+2.50,+0.69,4.4,3.2,+1.2,+0.60,-0.79,Matches
1818,Nolan Mbemba,cg CGO,"MF,DF",Reims,fr Ligue 1,23,1995,8,357,45,10.4,4.0,4,73,2,4,16,13,1.13,1,6,-5,-1.26,-1.32,3.0,5.7,-2.7,-0.67,-0.55,Matches
1819,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,24,1993,11,739,67,21.6,8.2,8,81,5,3,31,10,0.55,5,12,-7,-0.85,-0.25,7.0,14.5,-7.5,-0.91,-0.06,Matches
1820,Isaac Mbenza,be BEL,"FW,MF",Huddersfield,eng Premier League,22,1996,22,986,45,28.8,11.0,10,77,3,12,18,6,0.55,6,25,-19,-1.73,-0.44,8.9,20.0,-11.1,-1.01,-0.24,Matches
1821,Stéphane Mbia,cm CMR,"DF,MF",Toulouse,fr Ligue 1,32,1986,5,446,89,13.0,5.0,5,89,4,0,,2,1.20,4,10,-6,-1.21,-0.73,5.9,8.5,-2.6,-0.53,-0.29,Matches
1822,Kara Mbodji,sn SEN,DF,Nantes,fr Ligue 1,28,1989,6,506,84,14.8,5.6,6,84,5,0,,7,1.67,8,5,+3,+0.53,+0.63,7.3,7.4,-0.2,-0.03,-0.10,Matches
1823,Jean-Manuel Mbom,de GER,MF,Werder Bremen,de Bundesliga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1824,Jordi Mboula,es ESP,"FW,MF",Monaco,fr Ligue 1,19,1999,7,276,39,8.1,3.1,3,60,0,4,24,3,0.71,2,3,-1,-0.33,+0.19,2.9,3.2,-0.2,-0.08,-0.01,Matches
1825,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,30,1987,38,"3,058",80,89.4,34.0,36,83,21,2,32,0,1.29,44,49,-5,-0.15,-0.89,41.0,43.6,-2.6,-0.08,-0.11,Matches
1826,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25,"2,250",90,65.8,25.0,25,90,25,0,,8,0.92,28,44,-16,-0.64,-0.33,30.7,36.8,-6.1,-0.24,-0.08,Matches
1827,James McCarthy,ie IRL,MF,Everton,eng Premier League,27,1990,1,15,15,0.4,0.2,0,,0,1,14,6,3.00,0,0,0,0.00,-0.21,0.0,0.0,0.0,+0.12,+0.01,Matches
1828,Kevin McDonald,sct SCO,MF,Fulham,eng Premier League,29,1988,15,841,56,24.6,9.3,10,78,5,5,12,4,0.40,10,26,-16,-1.71,-0.63,7.2,19.6,-12.4,-1.33,-0.83,Matches
1829,Levan Mchedlidze,ge GEO,FW,Empoli,it Serie A,28,1990,11,208,19,6.1,2.3,0,,0,11,19,10,0.55,4,5,-1,-0.43,+0.07,2.8,3.1,-0.2,-0.11,+0.20,Matches
1830,Weston McKennie,us USA,"MF,FW",Schalke 04,de Bundesliga,19,1998,24,"1,746",73,57.1,19.4,19,86,14,5,21,1,1.00,18,32,-14,-0.72,-0.45,27.3,24.9,+2.3,+0.12,+0.59,Matches
1831,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,18,1999,21,"1,591",76,46.5,17.7,19,81,9,2,24,4,1.33,22,25,-3,-0.17,+0.81,21.9,25.4,-3.5,-0.20,+0.50,Matches
1832,Scott McTominay,sct SCO,"MF,DF",Manchester Utd,eng Premier League,21,1996,16,867,54,25.4,9.6,9,86,8,7,14,7,1.75,12,18,-6,-0.62,-1.22,12.4,13.7,-1.3,-0.14,-0.57,Matches
1833,Iuri Medeiros,pt POR,"MF,FW",Genoa,it Serie A,24,1994,2,106,53,3.1,1.2,2,53,0,0,,14,0.00,2,6,-4,-3.40,-3.02,1.4,2.8,-1.4,-1.19,-1.06,Matches
1834,Nicky Medja,ch SUI,"FW,MF",Fiorentina,it Serie A,18,2000,1,45,45,1.3,0.5,0,,0,1,45,2,0.00,0,0,0,0.00,-0.05,0.3,0.2,+0.1,+0.11,-0.24,Matches
1835,Zech Medley,eng ENG,DF,Arsenal,eng Premier League,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1836,Álvaro Medrán,es ESP,MF,Rayo Vallecano,es La Liga,24,1994,21,"1,149",55,33.6,12.8,12,77,4,9,25,4,0.81,13,24,-11,-0.86,-0.15,18.1,20.7,-2.6,-0.21,+0.14,Matches
1837,Ben Mee,eng ENG,DF,Burnley,eng Premier League,28,1989,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.05,45,68,-23,-0.61,,44.4,62.1,-17.7,-0.47,,Matches
1838,Riccardo Meggiorini,it ITA,FW,Chievo,it Serie A,32,1985,24,"1,548",65,45.3,17.2,18,77,8,6,26,12,0.50,10,33,-23,-1.34,-0.04,13.8,26.9,-13.1,-0.76,-0.22,Matches
1839,Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,27,1991,26,"1,692",65,55.3,18.8,20,78,7,6,22,1,1.69,35,25,+10,+0.53,+0.40,25.9,25.2,+0.7,+0.04,+0.13,Matches
1840,Jonathan Meier,de GER,"DF,MF",Bayern Munich,de Bundesliga,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1841,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,24,1994,35,"2,659",76,77.7,29.5,30,85,21,5,24,0,1.71,39,29,+10,+0.34,-0.25,36.0,34.6,+1.4,+0.05,+0.34,Matches
1842,Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,21,1997,18,328,18,9.6,3.6,0,,0,18,18,8,1.39,7,4,+3,+0.82,+1.06,8.9,5.2,+3.7,+1.03,+1.06,Matches
1843,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,20,1997,32,"1,997",62,58.4,22.2,22,81,6,10,22,6,1.34,34,20,+14,+0.63,+1.64,33.2,29.6,+3.5,+0.16,+0.69,Matches
1844,Gonzalo Melero,es ESP,MF,Huesca,es La Liga,24,1994,22,"1,345",61,39.3,14.9,14,79,7,8,30,0,0.91,13,25,-12,-0.80,-0.37,20.7,24.0,-3.3,-0.22,+0.04,Matches
1845,Arthur Melo,br BRA,MF,Barcelona,es La Liga,21,1996,27,"1,430",53,41.8,15.9,19,67,0,8,20,3,2.33,32,15,+17,+1.07,-0.60,29.9,18.8,+11.0,+0.69,-0.19,Matches
1846,Memphis,nl NED,"FW,MF",Lyon,fr Ligue 1,24,1994,36,"2,737",76,80.0,30.4,29,87,22,7,30,2,1.89,54,34,+20,+0.66,+0.26,58.0,35.1,+22.9,+0.75,-0.16,Matches
1847,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,27,1990,31,"2,667",86,78.0,29.6,31,86,29,0,,0,1.68,41,24,+17,+0.57,+1.29,40.0,25.9,+14.2,+0.48,+1.19,Matches
1848,Thiago Mendes,br BRA,MF,Lille,fr Ligue 1,26,1992,35,"3,074",88,89.9,34.2,35,88,27,0,,0,2.11,64,24,+40,+1.17,+2.47,54.0,35.1,+18.9,+0.55,+0.94,Matches
1849,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,21,1997,31,"2,349",76,68.7,26.1,27,85,19,4,14,3,0.97,34,44,-10,-0.38,-0.47,28.5,42.2,-13.7,-0.53,-0.47,Matches
1850,Nathaniel Mendez-Laing,gt GUA,"MF,FW",Cardiff City,eng Premier League,26,1992,20,985,49,28.8,10.9,11,72,3,9,21,6,0.60,11,18,-7,-0.64,+0.40,12.4,18.9,-6.5,-0.60,-0.13,Matches
1851,Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,26,1992,25,"1,877",75,54.9,20.9,22,83,13,3,16,1,1.08,15,28,-13,-0.62,-0.16,16.9,26.1,-9.2,-0.44,-0.13,Matches
1852,Alexandre Mendy,gw GNB,FW,Guingamp,fr Ligue 1,24,1994,16,767,48,22.4,8.5,8,72,2,8,24,3,0.69,6,16,-10,-1.17,-0.16,9.3,15.4,-6.1,-0.72,-0.48,Matches
1853,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,24,1994,10,900,90,26.3,10.0,10,90,10,0,,1,2.60,29,6,+23,+2.30,+0.55,22.7,7.2,+15.5,+1.55,-0.03,Matches
1854,Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.45,39,42,-3,-0.08,,38.1,45.0,-6.9,-0.18,,Matches
1855,Ferland Mendy,fr FRA,DF,Lyon,fr Ligue 1,23,1995,30,"2,531",84,74.0,28.1,27,89,26,3,40,1,1.87,52,34,+18,+0.64,+0.13,51.5,33.4,+18.1,+0.64,-0.54,Matches
1856,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,26,1992,31,"2,092",67,61.2,23.2,23,87,19,8,12,4,1.52,31,29,+2,+0.09,+0.02,30.1,28.0,+2.1,+0.09,-0.36,Matches
1857,Hamza Mendyl,ma MAR,DF,Schalke 04,de Bundesliga,20,1997,9,544,60,17.8,6.0,7,70,4,2,29,8,0.89,4,8,-4,-0.66,-0.16,6.7,6.7,0.0,0.00,+0.16,Matches
1858,Phillip Menzel,de GER,GK,Wolfsburg,de Bundesliga,19,1998,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
1859,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,20,1997,13,850,65,24.9,9.4,10,82,8,3,10,2,0.92,15,17,-2,-0.21,+0.21,14.6,14.0,+0.5,+0.05,+0.21,Matches
1860,Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,31,1987,23,"1,738",76,50.8,19.3,19,81,15,4,48,4,1.61,37,23,+14,+0.72,+0.67,37.7,22.7,+15.0,+0.78,+0.44,Matches
1861,Alex Meret,it ITA,GK,Napoli,it Serie A,21,1997,14,"1,151",82,33.7,12.8,13,85,12,1,47,11,2.21,28,9,+19,+1.49,+0.73,21.2,12.6,+8.6,+0.67,+0.08,Matches
1862,Mehdi Merghem,fr FRA,"FW,MF",Guingamp,fr Ligue 1,21,1997,9,721,80,21.1,8.0,9,80,4,0,,1,0.78,7,12,-5,-0.62,+0.54,8.8,13.0,-4.1,-0.52,-0.22,Matches
1863,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,22,1996,29,"2,055",71,60.1,22.8,24,81,14,5,23,1,1.38,27,29,-2,-0.09,-0.15,31.7,30.8,+0.9,+0.04,+0.02,Matches
1864,Sabin Merino,es ESP,"FW,MF",Leganés,es La Liga,26,1992,12,295,25,8.6,3.3,2,72,0,10,15,5,1.58,3,5,-2,-0.61,-0.49,4.9,4.2,+0.7,+0.21,+0.24,Matches
1865,Martín Merquelanz,es ESP,MF,Real Sociedad,es La Liga,23,1995,1,6,6,0.2,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+0.03,0.0,0.0,0.0,0.00,-0.03,Matches
1866,Dries Mertens,be BEL,FW,Napoli,it Serie A,31,1987,35,"2,252",64,65.8,25.0,23,82,13,12,31,2,2.00,55,19,+36,+1.44,+1.28,41.8,23.6,+18.2,+0.73,+0.31,Matches
1867,Roque Mesa,es ESP,MF,Sevilla,es La Liga,29,1989,31,"1,746",56,51.1,19.4,20,77,11,11,18,4,1.58,34,27,+7,+0.36,-0.07,34.0,23.4,+10.5,+0.54,-0.03,Matches
