,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
237,Dušan Basta,rs SRB,"DF,MF",Lazio,it Serie A,33,1984,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
238,Borja Bastón,es ESP,FW,Alavés,es La Liga,25,1992,27,"1,439",53,42.1,16.0,18,72,3,9,16,4,1.26,16,25,-9,-0.56,-0.47,18.3,24.0,-5.7,-0.36,-0.07,Matches
239,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,24,"1,690",70,49.4,18.8,18,89,17,6,13,9,1.21,22,31,-9,-0.48,+0.09,21.6,33.9,-12.2,-0.65,+0.02,Matches
240,Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,18,"1,139",63,33.3,12.7,11,88,8,7,25,19,1.44,15,20,-5,-0.40,-0.99,16.6,20.0,-3.3,-0.26,-0.92,Matches
241,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,11,750,68,21.9,8.3,9,79,1,2,19,3,2.00,18,11,+7,+0.84,+1.14,12.4,9.6,+2.8,+0.34,+0.51,Matches
242,Michy Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,15,527,35,15.4,5.9,4,74,1,11,21,2,1.00,6,4,+2,+0.34,-0.09,7.2,4.6,+2.6,+0.44,-0.03,Matches
243,Thomas Battistella,it ITA,MF,Udinese,it Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
244,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,22,"1,722",78,56.3,19.1,19,87,14,3,24,7,0.41,13,39,-26,-1.36,-0.28,20.5,28.6,-8.1,-0.42,+0.19,Matches
245,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33,"2,970",90,97.1,33.0,33,90,33,0,,0,1.45,67,51,+16,+0.48,-1.52,74.0,50.3,+23.7,+0.72,+1.04,Matches
246,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,"1,620",90,52.9,18.0,18,90,18,0,,8,0.83,14,41,-27,-1.50,-0.81,20.9,29.4,-8.5,-0.47,+0.26,Matches
247,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,21,"1,559",74,50.9,17.3,16,89,14,5,28,4,2.19,43,23,+20,+1.15,+1.33,33.1,17.1,+16.0,+0.92,+1.03,Matches
248,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,2,85,43,2.8,0.9,1,40,0,1,45,5,0.00,2,0,+2,+2.12,+1.63,1.6,1.5,+0.2,+0.19,-0.51,Matches
249,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,18,597,33,17.5,6.6,4,84,2,14,19,13,0.89,6,9,-3,-0.45,-0.52,9.3,7.7,+1.6,+0.24,+0.26,Matches
250,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,1,74,74,2.2,0.8,0,,0,1,74,0,0.00,0,2,-2,-2.43,-2.27,0.2,1.5,-1.3,-1.57,-1.24,Matches
251,Paul Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,20,"1,788",89,52.3,19.9,20,89,19,0,,6,0.75,18,27,-9,-0.45,+0.43,18.1,29.8,-11.6,-0.58,+0.59,Matches
252,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,de Bundesliga,21,1996,3,155,52,5.1,1.7,3,52,0,0,,1,1.00,3,3,0,0.00,+1.24,3.4,3.0,+0.5,+0.26,+1.23,Matches
253,Claudio Beauvue,gp GLP,"FW,MF",Caen,fr Ligue 1,30,1988,25,"1,499",60,43.8,16.7,16,82,8,9,21,3,0.68,13,23,-10,-0.60,+0.10,15.0,27.3,-12.3,-0.74,+0.23,Matches
254,Bebé,cv CPV,"FW,MF",Rayo Vallecano,es La Liga,28,1990,27,"1,302",48,38.1,14.5,13,81,7,14,18,8,0.96,16,28,-12,-0.83,-0.11,18.9,24.8,-5.9,-0.41,-0.18,Matches
255,Bebé,cv CPV,MF,Eibar,es La Liga,28,1990,2,62,31,1.8,0.7,1,56,0,1,6,0,0.00,0,3,-3,-4.35,-4.33,0.5,2.4,-1.9,-2.72,-3.01,Matches
256,Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,de Bundesliga,24,1994,12,"1,066",89,34.8,11.8,12,89,10,0,,0,0.92,15,22,-7,-0.59,+0.90,15.6,20.8,-5.2,-0.44,+0.70,Matches
257,Uffe Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,2,19,10,0.6,0.2,0,,0,2,9,3,0.00,0,2,-2,-9.47,-8.35,0.7,0.1,+0.6,+2.78,+3.71,Matches
258,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,31,1987,24,"1,776",74,58.0,19.7,21,83,15,3,9,5,1.00,23,35,-12,-0.61,+1.21,22.8,33.6,-10.9,-0.55,+0.10,Matches
259,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,25,"2,151",86,62.9,23.9,24,88,23,1,35,1,1.20,32,37,-5,-0.21,+0.85,28.8,34.1,-5.2,-0.22,-0.01,Matches
260,Andrea Beghetto,it ITA,DF,Frosinone,it Serie A,23,1994,27,"2,226",82,65.1,24.7,25,87,22,2,21,11,0.85,20,37,-17,-0.69,+1.05,24.6,36.0,-11.4,-0.46,+0.42,Matches
261,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,"2,160",90,63.2,24.0,24,90,24,0,,12,1.13,32,47,-15,-0.62,-0.70,32.4,35.7,-3.2,-0.14,-0.09,Matches
262,Valon Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,19,"1,361",72,39.8,15.1,17,78,8,2,16,4,1.16,12,15,-3,-0.20,+0.28,16.7,22.0,-5.3,-0.35,+0.17,Matches
263,Hanno Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,30,"2,639",88,86.2,29.3,30,88,26,0,,0,0.63,25,58,-33,-1.13,+0.80,30.7,44.4,-13.7,-0.47,+0.29,Matches
264,Felix Beijmo,se SWE,"DF,MF",Werder Bremen,de Bundesliga,20,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
265,Luca Belardinelli,it ITA,MF,Empoli,it Serie A,17,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
266,Vid Belec,si SVN,GK,Sampdoria,it Serie A,28,1990,0,,,,,0,,0,0,,37,,,,,,,,,,,,Matches
267,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,26,1992,28,"1,863",67,60.9,20.7,20,84,13,8,22,5,1.36,45,28,+17,+0.82,+0.75,49.4,29.0,+20.4,+0.99,+0.77,Matches
268,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25,"2,250",90,73.5,25.0,25,90,25,0,,3,1.08,26,44,-18,-0.72,-1.50,29.0,42.1,-13.1,-0.53,-1.09,Matches
269,Raoul Bellanova,it ITA,"DF,MF",Milan,it Serie A,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
270,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,28,1990,19,"1,057",56,34.5,11.7,14,70,7,5,14,1,1.68,25,13,+12,+1.02,+0.80,19.8,14.6,+5.2,+0.44,+0.03,Matches
271,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,1995,19,"1,533",81,44.8,17.0,18,84,15,1,21,0,1.95,36,21,+15,+0.88,+0.55,24.7,20.4,+4.3,+0.25,+0.18,Matches
272,Andrea Belotti,it ITA,FW,Torino,it Serie A,24,1993,37,"3,299",89,96.5,36.7,37,89,35,0,,0,1.68,51,35,+16,+0.44,+1.18,45.0,46.1,-1.1,-0.03,+0.01,Matches
273,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,19,1999,30,"1,517",51,44.4,16.9,16,82,9,14,15,6,1.03,24,31,-7,-0.42,-0.32,19.2,29.2,-9.9,-0.59,-0.38,Matches
274,Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
275,Hatem Ben Arfa,fr FRA,"FW,MF",Rennes,fr Ligue 1,31,1987,26,"2,033",78,59.4,22.6,23,85,16,3,24,2,1.27,30,30,0,0.00,-0.19,32.2,26.4,+5.7,+0.25,+0.11,Matches
276,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,35,"2,812",80,82.2,31.2,31,86,21,4,36,2,1.57,56,33,+23,+0.74,+1.92,57.7,34.7,+22.9,+0.73,+0.98,Matches
277,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,23,"2,058",89,60.2,22.9,22,90,22,1,78,11,0.78,20,38,-18,-0.79,-0.72,25.9,33.1,-7.2,-0.31,-0.60,Matches
278,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,32,"2,282",71,66.7,25.4,29,76,12,3,23,4,1.16,31,28,+3,+0.12,+0.20,35.1,24.0,+11.2,+0.44,+0.29,Matches
279,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5,450,90,13.2,5.0,5,90,5,0,,14,2.60,10,3,+7,+1.40,+0.40,8.4,3.7,+4.8,+0.95,+0.34,Matches
280,Lars Bender,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1989,20,"1,361",68,44.5,15.1,18,75,9,2,8,1,1.50,29,24,+5,+0.33,-0.31,27.3,16.7,+10.6,+0.70,+0.51,Matches
281,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,27,"1,991",74,65.1,22.1,25,79,19,2,3,2,1.81,49,35,+14,+0.63,+0.38,38.4,27.5,+10.9,+0.49,+0.21,Matches
282,László Bénes,sk SVK,"MF,FW",M'Gladbach,de Bundesliga,20,1997,1,27,27,0.9,0.3,0,,0,1,26,4,1.00,0,0,0,0.00,-0.39,0.1,2.7,-2.6,-8.70,-8.78,Matches
283,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,fr Ligue 1,27,1991,25,"1,666",67,48.7,18.5,18,82,12,7,28,0,0.68,11,28,-17,-0.92,+0.26,18.6,23.9,-5.3,-0.28,+0.11,Matches
284,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35,"3,150",90,92.1,35.0,35,90,35,0,,3,1.57,29,29,0,0.00,+1.67,42.4,46.7,-4.3,-0.12,-0.33,Matches
285,Bilal Benkhedim,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
286,Ismaël Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,37,"2,961",80,86.6,32.9,32,88,28,5,27,0,1.00,44,60,-16,-0.49,+0.10,45.2,57.3,-12.0,-0.37,-0.52,Matches
287,Joe Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,30,"2,639",88,77.2,29.3,30,88,28,0,,7,0.83,25,50,-25,-0.85,+0.30,32.7,49.1,-16.5,-0.56,-0.26,Matches
288,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34,"3,060",90,89.5,34.0,34,90,34,0,,2,1.65,44,38,+6,+0.18,+1.43,49.5,36.5,+13.0,+0.38,+1.12,Matches
289,Yassine Benrahou,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,19,1999,4,177,44,5.2,2.0,1,90,1,3,29,2,0.00,0,2,-2,-1.02,-0.85,1.3,1.4,-0.1,-0.05,+0.33,Matches
290,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,25,"2,152",86,62.9,23.9,24,86,21,1,78,1,1.36,33,33,0,0.00,-0.21,34.6,28.3,+6.2,+0.26,+0.14,Matches
291,Josh Benson,eng ENG,MF,Burnley,eng Premier League,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
292,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,25,"1,792",72,58.6,19.9,19,84,14,6,32,0,0.84,22,38,-16,-0.80,-0.66,28.0,29.9,-1.9,-0.10,+0.09,Matches
293,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,31,"2,003",65,58.6,22.3,21,86,18,10,20,3,2.42,39,16,+23,+1.03,-0.05,32.7,20.4,+12.3,+0.55,-0.25,Matches
294,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,16,814,51,23.8,9.0,9,80,3,7,14,4,1.25,11,13,-2,-0.22,-0.22,12.5,15.1,-2.6,-0.29,-0.29,Matches
295,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,36,"2,953",82,86.3,32.8,35,84,24,1,30,0,1.81,56,39,+17,+0.52,+0.52,57.6,40.0,+17.6,+0.54,+0.16,Matches
296,Yassine Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,2,160,80,4.7,1.8,2,80,0,0,,0,2.00,3,1,+2,+1.13,+0.21,2.1,1.7,+0.4,+0.22,-0.24,Matches
297,Domenico Berardi,it ITA,"FW,MF",Sassuolo,it Serie A,23,1994,35,"2,875",82,84.1,31.9,32,86,26,3,36,1,1.11,45,46,-1,-0.03,+0.96,42.4,45.3,-2.9,-0.09,+0.90,Matches
298,Yuri Berchiche,es ESP,"DF,FW",Athletic Club,es La Liga,28,1990,35,"3,120",89,91.2,34.7,35,89,34,0,,0,1.40,38,40,-2,-0.06,+0.54,38.0,41.0,-2.9,-0.08,-0.28,Matches
299,Álex Berenguer,es ESP,"MF,DF",Torino,it Serie A,23,1995,31,"1,486",48,43.5,16.5,15,82,7,16,16,7,1.68,25,16,+9,+0.55,+0.27,22.5,19.9,+2.6,+0.16,+0.33,Matches
