,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
77,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,435,370,64,4,0,2,3,60,0,0,0,0,357,1,6,Matches
78,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,1295,1206,83,76,2,34,0,7,0,0,0,0,1064,6,14,Matches
79,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,210,204,2,0,1,1,11,0,1,0,1,0,142,4,13,Matches
80,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,1282,1029,250,18,1,2,82,232,0,0,0,0,961,3,38,Matches
81,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,1208,956,248,34,0,3,21,214,0,0,0,0,942,4,23,Matches
82,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,375,360,14,8,2,1,11,6,0,0,0,0,320,1,7,Matches
83,Yanis Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Luke Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,2036,1939,93,90,0,33,1,3,0,0,0,0,1804,4,10,Matches
86,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,25,1993,33.8,1824,1681,133,57,22,32,122,26,49,17,25,0,1325,10,72,Matches
87,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,170,164,6,0,0,0,5,0,0,0,0,0,113,0,8,Matches
88,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,1505,1458,36,27,5,11,13,0,0,0,0,0,1174,11,26,Matches
89,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,72,71,1,1,0,0,0,0,0,0,0,0,65,0,0,Matches
90,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,250,245,4,4,0,1,0,0,0,0,0,0,194,1,1,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
92,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,2173,1640,521,63,2,43,260,413,45,2,41,2,1386,12,69,Matches
93,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11.0,363,257,104,27,0,0,0,0,0,0,0,0,292,2,0,Matches
94,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,31,1986,20.1,888,671,210,32,3,25,147,152,25,7,3,1,574,7,29,Matches
95,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,541,498,43,2,0,1,29,4,1,0,0,0,410,0,20,Matches
96,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,1733,1644,86,74,0,17,5,12,0,0,0,0,1444,3,25,Matches
97,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,381,322,55,8,0,2,8,46,0,0,0,0,271,4,11,Matches
98,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,39,36,3,3,0,0,0,0,0,0,0,0,31,0,1,Matches
99,Michail Antonio,jm JAM,"MF,FW",West Ham,eng Premier League,28,1990,23.4,773,713,58,2,5,7,50,53,0,0,0,0,496,2,37,Matches
100,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,30,1987,20.7,896,734,157,9,1,2,93,148,0,0,0,0,644,5,31,Matches
101,Vitorino Antunes,pt POR,"DF,MF",Getafe,es La Liga,31,1987,24.2,1198,820,366,64,0,20,141,256,46,11,19,3,701,12,41,Matches
102,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,23,1995,12.0,400,390,7,5,1,5,2,0,1,0,0,0,296,3,11,Matches
103,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,580,522,55,20,0,9,52,8,27,11,16,0,474,3,8,Matches
104,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,20,1998,34.0,2078,2034,37,29,8,11,7,6,2,0,2,0,1793,7,43,Matches
105,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,es La Liga,21,1996,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,Matches
106,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,776,743,23,15,2,36,24,3,2,0,1,1,519,10,16,Matches
107,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7.0,289,236,51,3,0,0,19,48,0,0,0,0,231,2,13,Matches
108,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21.0,1661,1593,60,43,2,11,24,3,14,7,7,0,1457,8,25,Matches
109,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,22,1996,8.7,317,283,29,10,2,5,30,8,10,2,6,0,232,5,7,Matches
110,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,1502,1450,49,43,1,9,2,6,0,0,0,0,1291,3,8,Matches
111,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,1152,1077,71,47,1,42,8,24,0,0,0,0,863,4,14,Matches
112,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
113,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21.0,516,354,162,23,0,2,0,0,0,0,0,0,445,0,1,Matches
114,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,1015,832,182,9,0,2,51,173,0,0,0,0,787,1,25,Matches
115,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,639,592,45,44,1,1,1,1,0,0,0,0,528,2,3,Matches
116,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,25,22,3,0,1,0,0,3,0,0,0,0,20,0,0,Matches
117,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,901,713,187,7,0,3,71,180,0,0,0,0,635,1,18,Matches
118,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,26,1992,15.9,648,607,37,4,0,6,25,6,13,4,3,4,492,4,29,Matches
119,José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,23,1995,1.3,32,32,0,0,0,0,2,0,0,0,0,0,25,0,1,Matches
120,Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,667,617,48,1,6,1,18,7,0,0,0,0,490,2,21,Matches
121,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,1473,1258,207,113,4,38,134,23,71,30,25,3,1111,8,20,Matches
122,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,1161,863,296,40,0,2,0,0,0,0,0,0,1011,2,1,Matches
123,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,680,612,65,11,3,7,17,2,0,0,0,0,539,3,12,Matches
124,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,2217,1986,230,25,1,26,74,205,0,0,0,0,1927,1,31,Matches
125,Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,162,160,1,0,0,0,9,1,0,0,0,0,110,1,11,Matches
126,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,1111,1085,22,17,1,5,11,5,0,0,0,0,888,4,24,Matches
127,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,826,477,343,89,0,2,0,0,0,0,0,0,544,6,1,Matches
128,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,1024,957,58,6,7,8,78,25,25,3,6,0,839,9,30,Matches
129,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,30,1987,25.0,919,875,38,13,7,9,32,13,3,1,0,0,731,6,24,Matches
130,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,37,32,5,0,0,0,1,5,0,0,0,0,21,0,1,Matches
131,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,22,1996,25.1,1261,1056,204,27,3,7,72,175,2,0,1,0,1024,1,28,Matches
132,Christian Atsu,gh GHA,MF,Newcastle Utd,eng Premier League,26,1992,16.6,435,423,8,0,3,1,42,5,3,1,1,0,328,4,17,Matches
133,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,744,701,37,0,3,1,43,3,0,0,0,0,524,6,28,Matches
134,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,1161,773,384,87,0,0,0,0,0,0,0,0,868,4,1,Matches
135,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,88,85,3,0,0,0,2,0,0,0,0,0,69,0,3,Matches
136,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,1972,1615,354,37,0,12,129,301,16,9,7,0,1546,3,54,Matches
137,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,348,289,59,4,0,1,24,55,0,0,0,0,253,0,13,Matches
138,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,200,191,7,1,0,0,0,0,0,0,0,0,116,2,5,Matches
139,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,583,546,31,1,6,19,40,14,1,0,1,0,296,6,32,Matches
140,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,283,263,18,0,2,1,15,1,0,0,0,0,207,2,13,Matches
141,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,1440,1348,90,79,3,48,4,11,0,0,0,0,1265,2,9,Matches
142,Floyd Ayité,tg TOG,"FW,MF",Fulham,eng Premier League,29,1988,5.3,200,195,5,1,0,1,6,2,2,1,1,0,156,0,7,Matches
143,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,2950,2563,381,38,2,4,118,343,0,0,0,0,2494,6,74,Matches
144,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,1054,1006,46,44,1,7,1,2,0,0,0,0,867,2,6,Matches
145,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,90,74,16,1,0,0,1,15,0,0,0,0,69,0,1,Matches
147,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,306,268,38,0,1,1,3,4,0,0,0,0,249,0,9,Matches
148,Ryan Babel,nl NED,"FW,MF",Fulham,eng Premier League,31,1986,13.9,513,483,28,5,3,1,38,4,15,7,4,0,403,2,17,Matches
149,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,277,259,18,0,2,3,6,1,1,0,0,0,185,0,9,Matches
150,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,eng Premier League,20,1997,15.7,770,699,69,28,6,13,34,19,16,8,6,1,565,2,19,Matches
151,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,163,145,16,6,1,3,7,9,1,0,1,0,105,2,4,Matches
152,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,879,846,28,19,0,6,17,3,5,1,2,1,743,5,12,Matches
153,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,1091,1063,28,27,1,11,0,1,0,0,0,0,977,0,6,Matches
154,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,266,257,9,8,0,4,0,1,0,0,0,0,243,0,2,Matches
155,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,480,416,64,2,2,0,29,7,0,0,0,0,336,0,26,Matches
156,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,1626,1536,83,56,3,9,20,25,0,0,0,0,1229,7,31,Matches
157,Leon Bailey,jm JAM,FW,Leverkusen,de Bundesliga,20,1997,21.3,950,831,117,21,0,13,163,24,71,37,30,1,623,2,45,Matches
158,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,305,295,9,7,0,3,0,2,0,0,0,0,264,1,1,Matches
159,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,262,188,74,13,0,2,18,53,8,4,3,0,208,0,6,Matches
160,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,405,394,9,8,0,2,9,1,0,0,0,0,301,2,16,Matches
161,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,1335,1310,21,21,0,7,2,0,0,0,0,0,1151,4,11,Matches
162,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,451,438,12,8,0,4,4,4,0,0,0,0,367,1,10,Matches
163,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,836,806,28,27,1,5,1,1,0,0,0,0,662,2,8,Matches
164,Keita Baldé,sn SEN,FW,Inter,it Serie A,23,1995,9.9,340,327,11,4,1,0,52,3,3,1,1,0,256,2,21,Matches
165,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,1989,19.8,791,756,28,2,2,21,70,24,0,0,0,0,567,7,25,Matches
166,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,227,183,44,2,0,0,8,42,0,0,0,0,169,0,7,Matches
167,Andrija Balić,hr CRO,"FW,MF",Udinese,it Serie A,20,1997,0.3,26,21,5,4,0,1,1,0,1,0,0,0,25,0,0,Matches
168,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,771,601,169,14,0,1,26,155,0,0,0,0,572,1,22,Matches
169,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,1997,17.7,858,666,190,10,3,0,71,180,0,0,0,0,645,2,24,Matches
170,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12.0,708,652,54,34,2,4,40,0,19,8,9,0,574,2,17,Matches
171,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,222,212,8,4,0,0,0,4,0,0,0,0,168,2,4,Matches
172,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,231,213,18,5,2,10,1,1,0,0,0,0,160,0,4,Matches
173,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,231,206,24,1,1,5,2,0,0,0,0,0,157,1,3,Matches
174,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,1281,971,308,14,1,1,70,294,0,0,0,0,968,2,36,Matches
