,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked
1883,2261,Rodrygo,br BRA,FW,Real Madrid,es La Liga,22.0,2001.0,26.4,1007.0,961.0,42.0,6.0,3.0,1.0,32,10.0,13.0,1.0,6.0,0.0,883.0,4.0,17.0
1884,2262,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24.0,1999.0,22.1,742.0,664.0,74.0,3.0,1.0,3.0,62,71.0,0.0,0.0,0.0,0.0,496.0,4.0,29.0
1885,2263,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,25.0,1998.0,10.1,552.0,441.0,111.0,13.0,0.0,5.0,27,98.0,0.0,0.0,0.0,0.0,455.0,0.0,12.0
1886,2264,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,21.0,2002.0,7.1,195.0,182.0,10.0,0.0,2.0,2.0,2,2.0,0.0,0.0,0.0,0.0,147.0,3.0,7.0
1887,2265,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,21.0,2002.0,16.4,458.0,454.0,4.0,4.0,1.0,2.0,16,0.0,0.0,0.0,0.0,0.0,365.0,0.0,14.0
1888,2266,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,28.0,1995.0,26.8,1759.0,1625.0,128.0,57.0,1.0,3.0,1,2.0,0.0,0.0,0.0,0.0,1604.0,6.0,3.0
1889,2267,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,33.0,1990.0,30.2,1421.0,1256.0,165.0,76.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1221.0,0.0,9.0
1890,2268,Carlos Romero,es ESP,DF,Villarreal,es La Liga,21.0,2001.0,2.9,164.0,130.0,33.0,0.0,0.0,1.0,11,33.0,0.0,0.0,0.0,0.0,113.0,1.0,9.0
1891,2269,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,25.0,1998.0,31.0,2606.0,2456.0,147.0,123.0,6.0,4.0,3,14.0,0.0,0.0,0.0,0.0,2390.0,3.0,24.0
1892,2272,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,31.0,1991.0,10.4,806.0,793.0,13.0,12.0,4.0,7.0,6,1.0,0.0,0.0,0.0,0.0,717.0,0.0,9.0
1893,2273,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28.0,1994.0,9.5,577.0,557.0,19.0,17.0,8.0,7.0,3,2.0,0.0,0.0,0.0,0.0,504.0,1.0,6.0
1894,2274,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26.0,1997.0,0.8,42.0,39.0,3.0,0.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0
1895,2275,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,32.0,1991.0,28.9,1712.0,1636.0,74.0,60.0,5.0,22.0,16,13.0,0.0,0.0,0.0,0.0,1446.0,2.0,17.0
1896,2276,Unai Ropero,es ESP,MF,Alavés,es La Liga,21.0,2001.0,0.1,5.0,3.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0
1897,2277,Vitor Roque,br BRA,FW,Barcelona,es La Liga,18.0,2005.0,3.6,67.0,65.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,49.0,1.0,6.0
1898,2278,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,26.0,1997.0,22.3,1187.0,1103.0,81.0,32.0,5.0,0.0,6,49.0,0.0,0.0,0.0,0.0,1056.0,3.0,15.0
1899,2279,Valentin Rosier,fr FRA,"DF,MF",Nice,fr Ligue 1,26.0,1996.0,0.6,33.0,27.0,6.0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
1900,2281,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,28.0,1995.0,4.3,216.0,194.0,20.0,11.0,0.0,1.0,12,0.0,8.0,6.0,0.0,1.0,179.0,2.0,3.0
1901,2282,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,22.0,2001.0,11.2,931.0,881.0,49.0,17.0,2.0,5.0,3,28.0,0.0,0.0,0.0,0.0,824.0,1.0,12.0
1902,2283,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,30.0,1993.0,8.4,355.0,266.0,87.0,7.0,0.0,2.0,21,80.0,0.0,0.0,0.0,0.0,263.0,2.0,7.0
1903,2284,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,21.0,2001.0,14.6,976.0,925.0,48.0,30.0,2.0,7.0,20,2.0,16.0,2.0,11.0,0.0,851.0,3.0,18.0
1904,2285,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,29.0,1994.0,28.9,2255.0,2153.0,97.0,72.0,0.0,45.0,4,6.0,0.0,0.0,0.0,0.0,2028.0,5.0,8.0
1905,2286,Ruan,br BRA,DF,Sassuolo,it Serie A,24.0,1999.0,16.8,698.0,636.0,62.0,33.0,0.0,1.0,2,17.0,0.0,0.0,0.0,0.0,593.0,0.0,10.0
1906,2287,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,30.0,1993.0,12.2,364.0,338.0,24.0,7.0,0.0,7.0,11,8.0,2.0,0.0,0.0,0.0,268.0,2.0,13.0
1907,2288,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,30.0,1993.0,30.1,1815.0,1761.0,50.0,30.0,3.0,10.0,4,9.0,0.0,0.0,0.0,0.0,1630.0,4.0,9.0
1908,2289,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,26.0,1997.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1909,2290,Javier Rueda Garcia,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,2002.0,0.2,16.0,13.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
1910,2291,Daniele Rugani,it ITA,DF,Juventus,it Serie A,29.0,1994.0,13.2,636.0,611.0,24.0,8.0,0.0,4.0,1,1.0,0.0,0.0,0.0,0.0,564.0,1.0,4.0
1911,2292,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,21.0,2002.0,27.2,1562.0,1343.0,218.0,8.0,0.0,9.0,101,200.0,10.0,1.0,4.0,0.0,1250.0,1.0,33.0
1912,2293,Mário Rui,pt POR,DF,Napoli,it Serie A,32.0,1991.0,13.4,1068.0,906.0,162.0,40.0,2.0,11.0,62,106.0,16.0,0.0,15.0,0.0,860.0,0.0,16.0
1913,2294,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,27.0,1996.0,11.3,586.0,490.0,95.0,11.0,0.0,4.0,28,84.0,0.0,0.0,0.0,0.0,445.0,1.0,27.0
1914,2295,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,27.0,1996.0,13.3,872.0,843.0,29.0,21.0,0.0,4.0,11,1.0,2.0,2.0,0.0,0.0,778.0,0.0,12.0
1915,2296,Sergio Ruiz,es ESP,MF,Granada,es La Liga,28.0,1994.0,27.7,1283.0,1231.0,46.0,35.0,3.0,11.0,17,3.0,6.0,2.0,2.0,0.0,1080.0,6.0,19.0
1916,2297,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,25.0,1997.0,19.6,1129.0,997.0,129.0,9.0,0.0,2.0,40,120.0,0.0,0.0,0.0,0.0,974.0,3.0,19.0
1917,2300,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,30.0,1993.0,11.6,656.0,561.0,92.0,6.0,0.0,0.0,27,86.0,0.0,0.0,0.0,0.0,540.0,3.0,17.0
1918,2301,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,25.0,1997.0,17.6,368.0,353.0,12.0,5.0,2.0,1.0,20,5.0,1.0,1.0,0.0,0.0,258.0,3.0,24.0
1919,2302,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,30.0,1993.0,27.0,977.0,781.0,192.0,7.0,1.0,6.0,99,185.0,0.0,0.0,0.0,0.0,611.0,4.0,43.0
1920,2303,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,29.0,1994.0,21.8,1067.0,993.0,72.0,19.0,1.0,4.0,30,14.0,17.0,7.0,8.0,0.0,868.0,2.0,19.0
1921,2304,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,28.0,1995.0,15.4,784.0,636.0,148.0,10.0,0.0,2.0,27,138.0,0.0,0.0,0.0,0.0,605.0,0.0,20.0
1922,2305,Dominic Sadi,eng ENG,FW,Bournemouth,eng Premier League,19.0,2003.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,2306,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26.0,1997.0,12.0,192.0,176.0,16.0,0.0,0.0,1.0,12,0.0,0.0,0.0,0.0,0.0,131.0,0.0,10.0
1924,2307,Alexis Saelemaekers,be BEL,"FW,MF",Bologna,it Serie A,24.0,1999.0,21.0,1008.0,908.0,92.0,25.0,5.0,8.0,86,14.0,50.0,27.0,21.0,0.0,786.0,8.0,36.0
1925,2308,Pablo Saenz,0,MF,Granada,es La Liga,0.0,0.0,0.2,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
1926,2309,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,24.0,1999.0,11.7,517.0,500.0,15.0,10.0,0.0,5.0,1,2.0,0.0,0.0,0.0,0.0,442.0,2.0,6.0
1927,2310,Wesley Saïd,fr FRA,"FW,MF",Lens,fr Ligue 1,28.0,1995.0,11.3,268.0,239.0,27.0,1.0,2.0,1.0,15,5.0,0.0,0.0,0.0,0.0,193.0,2.0,3.0
1928,2311,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1998.0,3.8,172.0,134.0,36.0,4.0,0.0,0.0,7,32.0,0.0,0.0,0.0,0.0,136.0,2.0,4.0
1929,2312,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21.0,2001.0,32.4,1512.0,1365.0,138.0,7.0,4.0,3.0,181,12.0,119.0,99.0,0.0,0.0,1143.0,9.0,50.0
1930,2313,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33.0,1990.0,0.1,16.0,15.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
1931,2314,Ibrahim Salah,ma MAR,"FW,MF",Rennes,fr Ligue 1,21.0,2001.0,5.8,232.0,230.0,2.0,0.0,1.0,1.0,20,0.0,2.0,0.0,1.0,0.0,177.0,0.0,6.0
1932,2315,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,31.0,1992.0,28.2,1010.0,968.0,28.0,4.0,18.0,3.0,41,20.0,0.0,0.0,0.0,0.0,737.0,14.0,42.0
1933,2316,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,23.0,2000.0,3.5,73.0,70.0,3.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,48.0,0.0,4.0
1934,2317,Kike Salas,es ESP,DF,Sevilla,es La Liga,21.0,2002.0,17.8,1009.0,951.0,54.0,23.0,2.0,4.0,7,31.0,0.0,0.0,0.0,0.0,794.0,4.0,13.0
1935,2318,William Saliba,fr FRA,DF,Arsenal,eng Premier League,22.0,2001.0,38.0,2851.0,2794.0,55.0,33.0,3.0,2.0,3,7.0,0.0,0.0,0.0,0.0,2635.0,2.0,11.0
1936,2319,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,24.0,1999.0,11.5,778.0,751.0,27.0,19.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,657.0,0.0,9.0
1937,2320,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,26.0,1997.0,20.4,588.0,567.0,17.0,6.0,5.0,1.0,73,2.0,9.0,7.0,1.0,0.0,416.0,4.0,32.0
1938,2321,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,30.0,1992.0,17.4,767.0,679.0,86.0,25.0,1.0,2.0,9,59.0,0.0,0.0,0.0,0.0,612.0,2.0,9.0
1939,2322,Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32.0,1991.0,0.3,12.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1940,2323,Lazar Samardzic,rs SRB,MF,Udinese,it Serie A,21.0,2002.0,26.4,987.0,809.0,171.0,58.0,4.0,20.0,124,18.0,86.0,39.0,37.0,0.0,733.0,7.0,16.0
1941,2326,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,27.0,1995.0,6.1,135.0,132.0,3.0,0.0,2.0,1.0,5,0.0,0.0,0.0,0.0,0.0,88.0,0.0,7.0
1942,2328,Albert Sambi Lokonga,be BEL,MF,Luton Town,eng Premier League,23.0,1999.0,14.5,766.0,694.0,67.0,28.0,5.0,11.0,13,8.0,2.0,1.0,1.0,0.0,669.0,5.0,3.0
1943,2329,Junior Sambia,fr FRA,"DF,MF",Salernitana,it Serie A,26.0,1996.0,11.5,508.0,419.0,88.0,8.0,0.0,1.0,28,75.0,5.0,1.0,4.0,0.0,397.0,1.0,10.0
1944,2330,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,26.0,1997.0,1.7,52.0,50.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,43.0,1.0,1.0
1945,2331,Antonio Sanabria,py PAR,"FW,MF",Torino,it Serie A,27.0,1996.0,23.7,624.0,587.0,37.0,2.0,0.0,5.0,6,2.0,0.0,0.0,0.0,0.0,494.0,0.0,17.0
1946,2332,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23.0,2000.0,21.9,802.0,783.0,13.0,1.0,9.0,0.0,30,0.0,0.0,0.0,0.0,0.0,641.0,6.0,21.0
1947,2333,Renato Sanches,pt POR,MF,Roma,it Serie A,25.0,1997.0,1.6,77.0,76.0,1.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0
1948,2334,Ricard Sánchez ,es ESP,DF,Granada,es La Liga,23.0,2000.0,25.5,1091.0,839.0,247.0,17.0,3.0,6.0,82,226.0,4.0,1.0,2.0,0.0,820.0,5.0,33.0
1949,2335,Alexis Sánchez,cl CHI,"FW,MF",Inter,it Serie A,34.0,1988.0,8.5,367.0,335.0,31.0,6.0,5.0,6.0,31,0.0,21.0,10.0,6.0,0.0,276.0,1.0,13.0
1950,2336,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,26.0,1997.0,16.1,545.0,511.0,25.0,5.0,1.0,2.0,36,10.0,2.0,1.0,1.0,0.0,378.0,9.0,34.0
1951,2337,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,27.0,1996.0,0.9,75.0,73.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
1952,2338,Juanlu Sánchez,es ESP,DF,Sevilla,es La Liga,19.0,2003.0,13.1,730.0,605.0,125.0,8.0,0.0,1.0,61,117.0,0.0,0.0,0.0,0.0,577.0,0.0,24.0
1953,2339,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,es La Liga,22.0,2000.0,19.7,866.0,678.0,186.0,13.0,0.0,1.0,57,169.0,4.0,3.0,1.0,0.0,656.0,2.0,38.0
1954,2343,Alex Sandro,br BRA,DF,Juventus,it Serie A,32.0,1991.0,8.0,555.0,474.0,79.0,11.0,0.0,2.0,5,59.0,0.0,0.0,0.0,0.0,479.0,2.0,4.0
1955,2344,Ibou Sané,sn SEN,"MF,FW",Metz,fr Ligue 1,18.0,2005.0,1.4,46.0,40.0,6.0,0.0,0.0,0.0,4,3.0,1.0,0.0,1.0,0.0,37.0,0.0,2.0
1956,2345,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,27.0,1996.0,23.7,1098.0,987.0,106.0,14.0,8.0,6.0,86,11.0,63.0,29.0,26.0,0.0,878.0,5.0,31.0
1957,2346,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19.0,2004.0,9.4,317.0,290.0,27.0,4.0,0.0,1.0,8,23.0,0.0,0.0,0.0,0.0,254.0,0.0,3.0
1958,2347,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,21.0,2002.0,29.9,1521.0,1315.0,202.0,61.0,0.0,13.0,15,139.0,0.0,0.0,0.0,0.0,1233.0,4.0,29.0
1959,2348,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,25.0,1997.0,11.5,425.0,414.0,8.0,7.0,3.0,6.0,2,1.0,0.0,0.0,0.0,0.0,339.0,3.0,16.0
1960,2349,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,28.0,1994.0,21.8,836.0,735.0,94.0,27.0,4.0,4.0,114,3.0,64.0,20.0,35.0,0.0,630.0,7.0,24.0
1961,2350,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,31.0,1991.0,8.5,277.0,253.0,22.0,6.0,1.0,5.0,28,0.0,16.0,8.0,7.0,0.0,207.0,2.0,5.0
1962,2351,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28.0,1995.0,21.4,1207.0,1175.0,30.0,30.0,2.0,10.0,0,0.0,0.0,0.0,0.0,0.0,1055.0,2.0,14.0
1963,2352,Jesús Santiago,es ESP,MF,Getafe,es La Liga,19.0,2004.0,7.3,189.0,184.0,4.0,3.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,144.0,1.0,8.0
1964,2355,Tiago santos,pt POR,DF,Lille,fr Ligue 1,21.0,2002.0,26.3,1396.0,1129.0,266.0,58.0,1.0,9.0,83,208.0,0.0,0.0,0.0,0.0,1113.0,1.0,30.0
1965,2356,Paco Sanz,es ESP,DF,Almería,es La Liga,18.0,2004.0,0.3,10.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1966,2357,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,31.0,1991.0,3.8,124.0,118.0,4.0,3.0,1.0,2.0,8,1.0,0.0,0.0,0.0,0.0,87.0,2.0,8.0
1967,2358,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,31.0,1992.0,19.4,976.0,837.0,130.0,34.0,9.0,7.0,131,7.0,71.0,37.0,19.0,10.0,684.0,9.0,44.0
1968,2361,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,31.0,1992.0,1.2,104.0,92.0,12.0,1.0,0.0,0.0,1,11.0,0.0,0.0,0.0,0.0,92.0,0.0,1.0
1969,2362,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25.0,1998.0,16.1,483.0,476.0,6.0,0.0,0.0,3.0,38,4.0,0.0,0.0,0.0,0.0,366.0,1.0,14.0
1970,2363,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,17.0,2005.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1971,2364,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22.0,2001.0,20.7,456.0,447.0,8.0,2.0,1.0,10.0,11,6.0,0.0,0.0,0.0,0.0,325.0,1.0,11.0
1972,2365,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31.0,1991.0,30.7,1888.0,1549.0,322.0,137.0,10.0,47.0,231,13.0,125.0,32.0,83.0,0.0,1306.0,17.0,31.0
1973,2366,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32.0,1991.0,18.1,989.0,941.0,40.0,33.0,3.0,8.0,3,7.0,0.0,0.0,0.0,0.0,820.0,8.0,7.0
1974,2367,Sávio,br BRA,"FW,MF",Girona,es La Liga,19.0,2004.0,33.1,1064.0,1042.0,17.0,2.0,1.0,9.0,120,11.0,4.0,3.0,0.0,0.0,812.0,5.0,42.0
1975,2368,Zanos Savva,cy CYP,"DF,MF",Torino,it Serie A,17.0,2005.0,0.3,11.0,10.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1976,2369,Saba Sazonov,ge GEO,DF,Torino,it Serie A,21.0,2002.0,4.0,187.0,184.0,3.0,1.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,163.0,0.0,1.0
1977,2370,Joe Scally,us USA,DF,Gladbach,de Bundesliga,20.0,2002.0,24.8,1312.0,1083.0,228.0,21.0,0.0,9.0,46,207.0,0.0,0.0,0.0,0.0,1052.0,1.0,42.0
1978,2371,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,19.0,2003.0,28.3,1564.0,1500.0,57.0,33.0,1.0,10.0,5,24.0,0.0,0.0,0.0,0.0,1272.0,7.0,23.0
1979,2372,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,24.0,1999.0,16.1,434.0,420.0,9.0,1.0,4.0,16.0,6,0.0,0.0,0.0,0.0,0.0,293.0,5.0,18.0
1980,2373,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,19.0,2004.0,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1981,2374,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,21.0,2001.0,3.7,95.0,93.0,0.0,0.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,58.0,2.0,4.0
1982,2375,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24.0,1999.0,13.5,557.0,528.0,27.0,2.0,2.0,2.0,18,17.0,5.0,0.0,1.0,0.0,418.0,2.0,17.0
1983,2376,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,31.0,1991.0,33.9,2129.0,2045.0,76.0,67.0,6.0,41.0,8,6.0,0.0,0.0,0.0,0.0,1760.0,8.0,15.0
1984,2377,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27.0,1996.0,11.8,231.0,220.0,11.0,0.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,184.0,0.0,5.0
1985,2378,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29.0,1994.0,1.7,45.0,44.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0
1986,2379,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,25.0,1997.0,27.5,1798.0,1738.0,56.0,45.0,10.0,15.0,14,11.0,0.0,0.0,0.0,0.0,1587.0,4.0,20.0
1987,2380,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26.0,1997.0,24.3,1027.0,970.0,51.0,18.0,0.0,2.0,12,5.0,0.0,0.0,0.0,0.0,802.0,6.0,5.0
1988,2381,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,23.0,1999.0,31.8,2681.0,2540.0,136.0,72.0,4.0,42.0,8,11.0,0.0,0.0,0.0,0.0,2381.0,5.0,23.0
1989,2382,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30.0,1992.0,15.0,334.0,329.0,4.0,2.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,247.0,1.0,10.0
1990,2383,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,23.0,2000.0,28.9,1211.0,1176.0,29.0,11.0,12.0,5.0,62,6.0,9.0,3.0,5.0,0.0,941.0,6.0,29.0
1991,2384,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21.0,2002.0,0.8,48.0,41.0,7.0,1.0,0.0,0.0,2,6.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0
1992,2385,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,25.0,1998.0,14.1,840.0,777.0,56.0,25.0,3.0,11.0,50,7.0,18.0,6.0,9.0,0.0,679.0,7.0,14.0
1993,2386,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28.0,1994.0,12.8,709.0,563.0,142.0,7.0,0.0,2.0,40,135.0,0.0,0.0,0.0,0.0,502.0,4.0,27.0
1994,2387,Fabian Schnellhardt,de GER,MF,Darmstadt 98,de Bundesliga,29.0,1994.0,2.6,172.0,164.0,8.0,4.0,0.0,1.0,4,0.0,4.0,3.0,1.0,0.0,149.0,0.0,2.0
1995,2388,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24.0,1999.0,22.2,668.0,656.0,12.0,10.0,4.0,8.0,7,1.0,0.0,0.0,0.0,0.0,444.0,0.0,23.0
1996,2390,Perr Schuurs,nl NED,DF,Torino,it Serie A,23.0,1999.0,8.6,406.0,393.0,12.0,9.0,0.0,6.0,2,3.0,0.0,0.0,0.0,0.0,359.0,1.0,4.0
1997,2393,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,19.0,2003.0,11.3,474.0,429.0,43.0,10.0,2.0,4.0,36,4.0,26.0,22.0,1.0,0.0,361.0,2.0,10.0
1998,2395,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,20.0,2003.0,4.4,74.0,72.0,2.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0
1999,2396,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,19.0,2004.0,1.3,49.0,49.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
2000,2399,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,31.0,1991.0,10.5,405.0,387.0,17.0,11.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,343.0,1.0,1.0
2001,2402,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22.0,2001.0,8.0,390.0,377.0,10.0,7.0,2.0,3.0,4,0.0,3.0,2.0,0.0,0.0,320.0,3.0,5.0
2002,2403,Nikola Sekulov,it ITA,FW,Juventus,it Serie A,21.0,2002.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,2404,Davie Selke,de GER,FW,Köln,de Bundesliga,28.0,1995.0,14.1,234.0,211.0,22.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,144.0,1.0,9.0
2004,2407,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,29.0,1993.0,34.3,1849.0,1571.0,273.0,25.0,2.0,9.0,80,248.0,0.0,0.0,0.0,0.0,1474.0,5.0,42.0
2005,2408,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18.0,2005.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,2409,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,23.0,2000.0,23.4,647.0,632.0,11.0,0.0,5.0,3.0,45,11.0,0.0,0.0,0.0,0.0,452.0,4.0,26.0
2007,2410,Marvin Senaya,tg TOG,"DF,MF",Strasbourg,fr Ligue 1,22.0,2001.0,23.8,1120.0,903.0,216.0,31.0,1.0,3.0,79,184.0,1.0,0.0,1.0,0.0,871.0,1.0,23.0
2008,2411,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26.0,1997.0,24.9,1297.0,1244.0,47.0,40.0,4.0,6.0,25,7.0,0.0,0.0,0.0,0.0,1005.0,6.0,17.0
