,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
844,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,22,"1,356",62,44.3,15.1,15,89,13,7,3,12,1.14,10,25,-15,-1.00,-0.41,10.8,27.8,-17.0,-1.13,-0.77,Matches
845,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1992,2,100,50,2.9,1.1,1,90,1,1,10,1,1.50,1,1,0,0.00,+1.19,1.1,1.5,-0.4,-0.33,+0.16,Matches
846,Axel Desjardins,ca CAN,GK,Spezia,it Serie A,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
847,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,1,11,11,0.3,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,+0.42,0.1,0.0,+0.1,+0.92,+1.31,Matches
848,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,2000,30,"1,909",64,55.8,21.2,23,77,9,7,19,5,1.93,43,18,+25,+1.18,-0.13,42.2,24.5,+17.8,+0.84,-0.05,Matches
849,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,29,"1,606",55,47.0,17.8,22,70,3,7,9,6,1.10,27,31,-4,-0.22,+0.12,18.8,27.6,-8.8,-0.50,+0.14,Matches
850,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,1994,13,598,46,17.5,6.6,7,69,2,6,19,3,1.31,8,5,+3,+0.45,+1.06,7.7,5.3,+2.4,+0.36,+0.66,Matches
851,Alfie Devine,eng ENG,MF,Tottenham,eng Premier League,15,2004,0,,,,,0,,,0,,2,,,,,,,,,,,,Matches
852,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,27,874,32,25.6,9.7,11,67,2,16,9,9,1.15,9,12,-3,-0.31,+0.33,10.8,12.7,-1.8,-0.19,0.00,Matches
853,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,1992,2,79,40,2.3,0.9,1,57,0,1,22,9,0.00,0,4,-4,-4.56,-3.48,0.9,1.7,-0.7,-0.85,-0.38,Matches
854,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,11,500,45,14.6,5.6,6,63,0,5,25,3,1.82,4,6,-2,-0.36,-0.36,4.9,5.4,-0.5,-0.10,+0.01,Matches
855,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,11,475,43,13.9,5.3,6,70,0,5,11,3,0.27,5,19,-14,-2.65,-1.64,5.3,12.1,-6.8,-1.28,-0.56,Matches
856,Enrico Di Gesù,it ITA,MF,Milan,it Serie A,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
857,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36,"3,240",90,94.7,36.0,36,90,36,0,,0,1.97,78,41,+37,+1.03,-2.97,64.8,40.9,+23.9,+0.66,+0.01,Matches
858,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,1988,27,"1,853",69,54.2,20.6,23,76,7,4,25,2,2.04,47,13,+34,+1.65,+0.27,47.1,20.7,+26.4,+1.28,+0.53,Matches
859,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,1999,4,14,4,0.4,0.2,0,,0,4,4,13,2.50,1,0,+1,+6.43,+5.42,0.6,1.1,-0.5,-3.13,-4.07,Matches
860,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,2001,16,292,18,8.5,3.2,1,87,0,15,14,22,1.19,4,7,-3,-0.92,0.00,4.1,7.8,-3.7,-1.16,-0.58,Matches
861,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,1996,36,"2,930",81,85.7,32.6,35,83,16,1,33,1,1.17,41,39,+2,+0.06,+1.90,30.8,48.0,-17.1,-0.53,+1.15,Matches
862,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,1,18,18,0.5,0.2,0,,0,1,18,8,1.00,2,1,+1,+5.00,+5.42,1.2,0.9,+0.3,+1.49,+1.66,Matches
863,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,1999,32,"2,388",75,78.0,26.5,28,82,18,4,22,0,1.63,45,30,+15,+0.57,+0.70,34.5,29.5,+4.9,+0.19,-0.11,Matches
864,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,16,"1,189",74,34.8,13.2,14,82,8,2,24,2,0.94,16,17,-1,-0.08,+1.54,18.6,18.7,0.0,0.00,+1.29,Matches
865,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,26,"2,079",80,60.8,23.1,24,82,19,2,51,3,1.00,32,33,-1,-0.04,+0.09,24.8,32.2,-7.4,-0.32,-0.17,Matches
866,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,22,"1,490",68,43.6,16.6,17,83,13,5,16,4,2.23,41,10,+31,+1.87,+0.61,34.7,18.9,+15.8,+0.95,-0.15,Matches
867,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,3,166,55,4.9,1.8,2,79,0,1,8,8,1.33,3,3,0,0.00,-0.80,2.2,1.7,+0.5,+0.27,-0.23,Matches
868,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,1,14,14,0.4,0.2,0,,0,1,14,10,0.00,0,1,-1,-6.43,-7.59,0.2,0.3,-0.1,-0.65,-1.54,Matches
869,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,32,"2,322",73,67.9,25.8,27,81,11,5,29,0,1.22,39,34,+5,+0.19,+1.34,35.9,32.2,+3.7,+0.14,+0.28,Matches
870,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,25,1995,4,143,36,4.2,1.6,1,72,0,3,24,1,0.25,0,2,-2,-1.26,-1.20,1.6,2.4,-0.9,-0.54,-0.42,Matches
871,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,22,"1,020",46,29.8,11.3,10,86,8,12,13,6,1.14,10,22,-12,-1.06,-0.72,11.7,18.5,-6.8,-0.60,-0.42,Matches
872,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,5,440,88,12.9,4.9,5,88,3,0,,0,1.20,8,12,-4,-0.82,-0.46,8.1,5.4,+2.7,+0.55,+0.88,Matches
873,Zakaria Diallo,fr FRA,DF,Lens,fr Ligue 1,33,1986,0,,,,,0,,,0,,4,,,,,,,,,,,,Matches
874,Cheikh Diamanka,es ESP,DF,Elche,es La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
875,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,1,3,3,0.1,0.0,0,,0,1,3,6,1.00,0,0,0,0.00,+0.92,0.0,0.1,-0.1,-1.59,-0.97,Matches
876,Grady Diangana,cd COD,"MF,FW",West Brom,eng Premier League,22,1998,20,"1,235",62,36.1,13.7,15,74,6,5,24,9,0.40,10,33,-23,-1.68,-0.93,7.9,26.5,-18.6,-1.35,-0.80,Matches
877,Mamady Diarra,ml MLI,FW,Cádiz,es La Liga,20,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
878,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,1998,13,197,15,5.8,2.2,2,28,0,11,13,13,0.54,3,5,-2,-0.91,-0.47,1.7,4.7,-3.0,-1.35,-1.32,Matches
879,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,21,1999,0,,,,,0,,,0,,16,,,,,,,,,,,,Matches
880,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,32,"2,843",89,83.1,31.6,32,89,30,0,,4,2.31,68,21,+47,+1.49,+0.86,57.8,22.9,+34.9,+1.10,+0.62,Matches
881,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,1999,12,389,32,11.4,4.3,3,60,0,9,23,1,2.42,14,4,+10,+2.31,+1.60,8.8,2.7,+6.0,+1.40,+0.56,Matches
882,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,18,658,37,19.2,7.3,7,76,2,11,11,11,1.50,10,11,-1,-0.14,-0.50,8.7,8.3,+0.3,+0.05,-0.56,Matches
883,Brahim Díaz,ma MAR,"MF,FW",Milan,it Serie A,20,1999,27,"1,228",45,35.9,13.6,15,62,0,12,24,7,2.07,27,8,+19,+1.39,+0.82,27.2,12.1,+15.1,+1.11,+0.75,Matches
884,Javier Díaz,es ESP,GK,Sevilla,es La Liga,23,1997,0,,,,,0,,0,0,,38,,,,,,,,,,,,Matches
885,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,17,828,49,24.2,9.2,7,85,6,10,24,7,1.29,14,20,-6,-0.65,-0.24,9.7,16.7,-7.0,-0.76,-0.48,Matches
886,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,1990,23,970,42,31.7,10.8,10,70,1,13,21,5,1.22,21,20,+1,+0.09,+0.09,19.7,17.6,+2.1,+0.19,+0.32,Matches
887,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,2000,5,129,26,3.8,1.4,2,56,0,3,6,6,1.80,5,3,+2,+1.40,+1.26,2.5,2.9,-0.4,-0.28,-0.28,Matches
888,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28,"2,520",90,73.7,28.0,28,90,28,0,,9,1.50,45,34,+11,+0.39,-0.81,36.8,35.8,+1.0,+0.04,-0.26,Matches
889,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,7,471,67,13.8,5.2,6,76,3,1,13,12,0.14,5,14,-9,-1.72,-0.65,4.3,10.0,-5.7,-1.09,-0.70,Matches
890,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,1993,30,"2,681",89,78.4,29.8,30,89,29,0,,0,1.53,39,42,-3,-0.10,-0.34,36.4,37.8,-1.3,-0.04,+0.34,Matches
891,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,20,"1,481",74,43.3,16.5,18,79,6,2,30,1,1.15,18,22,-4,-0.24,+0.22,24.0,24.9,-0.9,-0.06,+0.27,Matches
892,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,1998,12,529,44,17.3,5.9,5,67,0,7,28,3,1.17,9,7,+2,+0.34,+0.80,5.3,7.9,-2.6,-0.45,-0.34,Matches
893,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,35,"2,613",75,76.4,29.0,29,83,21,6,33,2,1.14,33,36,-3,-0.10,-0.21,35.2,41.0,-5.8,-0.21,-0.38,Matches
894,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,2000,30,"2,144",71,62.7,23.8,25,80,11,5,31,2,0.47,14,47,-33,-1.39,-0.33,18.8,45.5,-26.7,-1.12,-0.27,Matches
895,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,1,15,15,0.4,0.2,0,,0,1,15,4,0.00,0,0,0,0.00,+0.21,0.1,0.1,-0.1,-0.45,+0.24,Matches
896,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,2001,8,108,14,3.5,1.2,1,45,0,7,9,7,0.50,2,5,-3,-2.50,-1.95,1.8,2.1,-0.4,-0.30,+0.30,Matches
897,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,27,"1,133",42,33.1,12.6,10,85,8,17,16,9,2.26,29,13,+16,+1.27,+0.41,28.9,15.6,+13.3,+1.06,+0.01,Matches
898,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,36,"1,749",49,51.1,19.4,20,71,1,16,21,0,1.14,22,29,-7,-0.36,+0.23,21.1,26.9,-5.9,-0.30,-0.04,Matches
899,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,18,"1,381",77,40.4,15.3,15,90,15,3,10,17,1.61,24,22,+2,+0.13,-0.44,21.2,22.6,-1.4,-0.09,-0.45,Matches
900,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,33,"2,324",70,68.0,25.8,28,79,12,5,23,1,0.85,20,31,-11,-0.43,+0.56,29.6,29.5,+0.1,+0.01,+0.06,Matches
901,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2000,32,"2,023",63,59.2,22.5,24,72,4,8,37,0,2.03,46,27,+19,+0.85,-0.12,42.1,23.6,+18.5,+0.82,-0.18,Matches
902,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,1,12,12,0.4,0.1,0,,0,1,12,1,1.00,0,0,0,0.00,-0.32,0.1,0.0,+0.1,+1.06,+0.81,Matches
903,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,2,135,68,3.9,1.5,1,90,1,1,45,32,0.50,1,1,0,0.00,+0.22,2.0,1.5,+0.5,+0.35,+1.08,Matches
904,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,1,1,1,0.0,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,+0.32,0.0,0.0,0.0,0.00,+0.04,Matches
905,Jonas Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,1,16,16,0.5,0.2,0,,0,1,16,0,0.00,0,1,-1,-5.63,-5.33,0.0,0.9,-0.9,-5.01,-4.87,Matches
906,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,29,"2,011",69,58.8,22.3,24,80,16,5,16,6,2.10,44,24,+20,+0.90,0.00,42.8,21.5,+21.2,+0.95,+0.13,Matches
907,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,17,873,51,25.5,9.7,8,88,5,9,19,17,2.29,16,7,+9,+0.93,-0.20,11.5,7.1,+4.5,+0.46,-0.04,Matches
908,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,34,"2,941",87,86.0,32.7,34,87,30,0,,0,1.09,28,35,-7,-0.21,+1.29,32.3,33.4,-1.1,-0.03,+0.86,Matches
909,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,27,"1,240",46,36.3,13.8,15,70,4,12,16,7,0.96,12,27,-15,-1.09,-0.84,14.9,18.5,-3.7,-0.27,+0.07,Matches
910,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,20,"1,524",76,44.6,16.9,16,90,15,4,22,8,0.55,23,38,-15,-0.89,+0.63,20.5,30.3,-9.8,-0.58,+0.40,Matches
911,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,25,1994,30,"2,552",85,74.6,28.4,29,87,24,1,27,0,1.27,33,37,-4,-0.14,+0.38,35.9,31.5,+4.4,+0.15,+0.39,Matches
912,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,33,"2,625",80,76.8,29.2,28,86,23,5,42,2,2.03,69,34,+35,+1.20,+0.29,57.6,31.5,+26.1,+0.89,+0.04,Matches
913,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,1992,35,"3,120",89,91.2,34.7,35,89,34,0,,1,0.83,28,49,-21,-0.61,-0.01,41.1,44.5,-3.3,-0.10,-0.96,Matches
914,Ritsu Doan,jp JPN,"MF,FW",Arminia,de Bundesliga,22,1998,34,"2,768",81,90.5,30.8,33,83,14,1,26,0,1.03,23,46,-23,-0.75,+0.18,29.5,51.2,-21.6,-0.70,-0.01,Matches
915,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,22,529,24,15.5,5.9,4,63,0,18,15,12,0.50,5,16,-11,-1.87,-0.72,5.6,8.8,-3.3,-0.55,+0.55,Matches
916,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,17,"1,240",73,36.3,13.8,13,89,11,4,22,11,1.88,26,15,+11,+0.80,+0.30,20.5,16.1,+4.4,+0.32,+0.34,Matches
917,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,18,2002,30,"2,313",77,67.6,25.7,26,85,18,4,26,0,1.33,31,27,+4,+0.16,-0.49,32.0,27.8,+4.3,+0.17,-0.27,Matches
918,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,25,"1,928",77,56.4,21.4,21,86,14,4,28,0,1.52,27,27,0,0.00,+0.18,23.9,30.1,-6.2,-0.29,-0.20,Matches
919,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,18,452,25,13.2,5.0,3,65,0,15,17,17,1.33,5,8,-3,-0.60,-0.63,3.4,7.4,-4.0,-0.80,-0.49,Matches
920,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,1990,28,"2,520",90,73.7,28.0,28,90,28,0,,10,0.96,35,42,-7,-0.25,-0.65,32.0,38.3,-6.2,-0.22,+0.12,Matches
921,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,360,90,10.5,4.0,4,90,4,0,,0,2.25,9,6,+3,+0.75,+0.90,4.4,9.0,-4.6,-1.14,-1.26,Matches
922,Iago Domínguez,es ESP,GK,Celta Vigo,es La Liga,18,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
923,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,28,"1,255",45,36.7,13.9,15,63,1,13,24,3,1.21,11,20,-9,-0.65,-0.44,15.9,24.5,-8.7,-0.62,-0.65,Matches
924,John Donald,es ESP,"DF,MF",Elche,es La Liga,19,2000,2,50,25,1.5,0.6,1,45,0,1,5,10,0.50,0,2,-2,-3.60,-3.09,0.1,1.0,-0.9,-1.71,-0.91,Matches
925,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,6,62,10,2.0,0.7,0,,0,6,10,6,0.67,0,4,-4,-5.81,-5.42,0.7,1.9,-1.3,-1.81,-1.78,Matches
926,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,3,97,32,2.8,1.1,1,57,0,2,20,6,0.00,0,1,-1,-0.93,-0.74,0.3,3.1,-2.8,-2.61,-1.97,Matches
927,Antonio Donnarumma,it ITA,GK,Milan,it Serie A,30,1990,0,,,,,0,,0,0,,32,,,,,,,,,,,,Matches
928,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,"3,330",90,97.4,37.0,37,90,37,0,,0,2.11,71,38,+33,+0.89,+0.89,68.2,44.9,+23.3,+0.63,+0.21,Matches
929,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,12,817,68,26.7,9.1,9,86,7,3,14,1,1.33,14,16,-2,-0.22,-0.94,17.2,16.3,+0.9,+0.10,-0.33,Matches
930,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,1993,29,"2,443",84,71.4,27.1,29,84,20,0,,1,1.69,35,36,-1,-0.04,-0.04,33.3,36.4,-3.1,-0.11,+0.01,Matches
931,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,2000,33,"2,627",80,76.8,29.2,30,85,20,3,21,2,1.42,42,42,0,0.00,-0.11,44.2,37.3,+6.9,+0.24,-0.08,Matches
932,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,7,333,48,9.7,3.7,3,90,3,4,16,10,1.29,7,9,-2,-0.54,-0.37,2.8,5.9,-3.1,-0.84,-0.17,Matches
933,Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,fr Ligue 1,20,2000,3,45,15,1.3,0.5,0,,0,3,15,0,1.00,1,1,0,0.00,+0.83,0.2,0.9,-0.7,-1.29,-0.75,Matches
934,Cheick Doukouré,ci CIV,"MF,FW",Levante,es La Liga,27,1992,7,101,14,3.0,1.1,0,,0,7,14,11,0.57,0,1,-1,-0.89,-0.62,0.9,1.3,-0.4,-0.38,-0.04,Matches
935,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,23,779,34,22.8,8.7,7,72,2,16,17,8,1.17,7,12,-5,-0.58,-0.10,10.8,11.5,-0.7,-0.08,+0.22,Matches
936,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,25,1994,23,899,39,26.3,10.0,9,64,0,14,23,7,1.43,11,11,0,0.00,+0.29,9.9,13.6,-3.7,-0.37,+0.44,Matches
937,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,27,"2,222",82,65.0,24.7,24,87,22,3,44,1,1.15,25,32,-7,-0.28,+0.54,29.4,32.7,-3.3,-0.13,+0.42,Matches
938,Lamine Doumbouya,gn GUI,MF,Lorient,fr Ligue 1,20,2000,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
939,Tommy Doyle,eng ENG,MF,Manchester City,eng Premier League,18,2001,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
940,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,18,"1,136",63,37.1,12.6,11,86,9,7,27,15,1.61,22,16,+6,+0.48,+0.10,19.5,14.2,+5.3,+0.42,+0.33,Matches
941,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,1997,36,"3,148",87,92.0,35.0,36,87,34,0,,0,1.05,46,56,-10,-0.29,+0.38,43.8,56.2,-12.4,-0.36,+1.01,Matches
942,Denis Drăguș,ro ROU,"FW,MF",Crotone,it Serie A,21,1999,9,177,20,5.2,2.0,1,71,0,8,13,14,0.22,1,5,-4,-2.03,-0.84,1.1,4.2,-3.1,-1.55,-0.79,Matches
943,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,1,1,1,0.0,0.0,0,,0,1,1,22,3.00,0,0,0,0.00,-1.03,0.0,0.0,0.0,0.00,-0.92,Matches
944,Ismaël Dramé,fr FRA,DF,Angers,fr Ligue 1,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
945,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,18,2001,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
946,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,6,173,29,5.1,1.9,1,90,1,5,17,13,1.17,1,4,-3,-1.56,-1.42,1.4,5.5,-4.1,-2.14,-1.52,Matches
947,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,26,1993,24,"1,064",44,31.1,11.8,12,74,3,12,15,5,2.25,29,6,+23,+1.95,+0.61,27.9,12.2,+15.8,+1.34,+0.43,Matches
948,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,30,1990,27,"1,233",46,40.3,13.7,11,77,2,16,24,7,1.04,12,21,-9,-0.66,+0.18,17.0,21.7,-4.7,-0.34,+0.07,Matches
949,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,"1,350",90,39.5,15.0,15,90,15,0,,23,1.33,21,25,-4,-0.27,+0.34,19.1,21.0,-2.0,-0.13,-0.04,Matches
950,Anthony Driscoll-Glennon,eng ENG,"DF,MF",Burnley,eng Premier League,20,1999,0,,,,,0,,,0,,12,,,,,,,,,,,,Matches
951,Stefan Drljača,de GER,GK,Dortmund,de Bundesliga,21,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
952,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,29,"2,363",81,69.1,26.3,27,87,23,2,9,1,1.14,31,48,-17,-0.65,-0.56,28.8,37.4,-8.7,-0.33,+0.21,Matches
953,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,1,19,19,0.6,0.2,0,,0,1,19,13,3.00,0,0,0,0.00,-0.87,0.1,0.7,-0.6,-2.85,-3.50,Matches
954,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,29,"2,060",71,60.2,22.9,23,84,16,6,21,7,1.00,29,36,-7,-0.31,-0.04,24.4,33.9,-9.5,-0.42,-0.18,Matches
955,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,31,"2,545",82,74.4,28.3,29,85,22,2,45,1,1.06,28,43,-15,-0.53,+0.09,33.2,34.8,-1.5,-0.05,+0.54,Matches
956,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,37,"2,903",78,84.9,32.3,35,81,17,2,31,1,2.03,70,33,+37,+1.15,+0.97,73.4,33.3,+40.0,+1.24,+1.27,Matches
957,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,"1,170",90,34.2,13.0,13,90,13,0,,11,1.54,20,19,+1,+0.08,+0.76,19.7,21.4,-1.7,-0.13,+0.39,Matches
958,Ondrej Duda,sk SVK,"FW,MF",Köln,de Bundesliga,25,1994,32,"2,537",79,82.9,28.2,32,79,13,0,,0,1.03,31,40,-9,-0.32,+2.61,32.2,41.5,-9.2,-0.33,+0.33,Matches
959,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,1,62,62,1.8,0.7,1,62,0,0,,10,0.00,0,4,-4,-5.81,-5.30,0.0,1.7,-1.7,-2.52,-2.55,Matches
960,Haris Duljević,ba BIH,"MF,FW",Nîmes,fr Ligue 1,26,1993,20,773,39,22.6,8.6,8,65,0,12,21,7,0.50,3,13,-10,-1.16,-0.45,8.9,16.9,-8.1,-0.94,-0.51,Matches
961,Daniel Dumbravanu,md MDA,DF,Genoa,it Serie A,19,2001,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
962,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,15,"1,255",84,36.7,13.9,14,88,12,1,24,5,1.53,20,20,0,0.00,+0.67,19.8,23.5,-3.7,-0.26,+0.20,Matches
963,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,4,162,41,4.7,1.8,2,72,1,2,9,10,0.75,1,2,-1,-0.56,-0.25,2.5,1.1,+1.3,+0.74,+1.24,Matches
964,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,19,"1,068",56,31.2,11.9,12,78,4,7,19,0,1.16,9,17,-8,-0.67,-0.37,14.7,13.3,+1.5,+0.12,+0.74,Matches
965,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,33,"2,931",89,85.7,32.6,33,89,31,0,,0,1.06,34,38,-4,-0.12,+0.25,46.6,29.3,+17.3,+0.53,+0.85,Matches
966,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,270,90,7.9,3.0,3,90,3,0,,30,0.00,2,6,-4,-1.33,-0.82,2.9,2.3,+0.6,+0.20,+0.66,Matches
967,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,21,"1,480",70,48.4,16.4,19,78,4,2,2,2,1.86,30,23,+7,+0.43,-0.09,24.3,20.3,+4.0,+0.24,-0.19,Matches
968,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,2,55,28,1.6,0.6,0,,0,2,28,3,2.00,1,0,+1,+1.64,+0.62,1.0,0.3,+0.7,+1.18,+0.56,Matches
969,Eduard Dutu,it ITA,FW,Fiorentina,it Serie A,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
970,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,23,1997,27,"2,029",75,59.3,22.5,22,89,21,5,15,11,1.11,32,43,-11,-0.49,-0.16,31.3,37.4,-6.1,-0.27,-0.14,Matches
