,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
1157,Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,eng Premier League,19,2000,11.8,533,659,80.9,7903,1791,315,349,90.3,139,179,77.7,39,65,60.0,3,2.8,2.9,+0.2,31,29,43,13,75,Matches
1158,Niall Huggins,wls WAL,DF,Leeds United,eng Premier League,19,2000,0.4,16,19,84.2,204,55,11,11,100.0,4,5,80.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1159,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,31,1988,31.3,2320,2654,87.4,51168,17573,535,595,89.9,1384,1484,93.3,390,523,74.6,0,0.8,1.1,-0.8,12,140,10,0,149,Matches
1160,Adrien Hunou,fr FRA,"FW,MF",Rennes,fr Ligue 1,26,1994,6.5,151,192,78.6,2020,169,88,106,83.0,49,54,90.7,3,8,37.5,0,1.0,0.6,-1.0,6,5,4,0,14,Matches
1161,Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,de Bundesliga,36,1983,6.5,106,137,77.4,1537,236,56,69,81.2,38,49,77.6,4,4,100.0,1,0.3,0.4,+0.7,5,7,6,1,14,Matches
1162,Elseid Hysaj,al ALB,DF,Napoli,it Serie A,26,1994,19.6,1029,1226,83.9,15509,5056,586,650,90.2,330,382,86.4,73,118,61.9,2,1.3,1.1,+0.7,15,79,10,1,86,Matches
1163,Pierre Højbjerg,dk DEN,MF,Tottenham,eng Premier League,24,1995,38.0,2455,2783,88.2,40417,12152,1161,1263,91.9,1033,1129,91.5,173,257,67.3,4,1.6,1.3,+2.4,16,208,17,1,218,Matches
1164,Simone Iacoponi,it ITA,DF,Parma,it Serie A,33,1987,13.3,645,750,86.0,13146,5179,219,232,94.4,318,353,90.1,104,140,74.3,0,0.0,0.1,0.0,0,46,2,0,57,Matches
1165,Iago,br BRA,DF,Augsburg,de Bundesliga,23,1997,17.3,591,829,71.3,10018,3373,266,319,83.4,248,324,76.5,58,126,46.0,1,1.1,1.3,-0.1,15,23,16,9,37,Matches
1166,Roger Ibanez,br BRA,DF,Roma,it Serie A,21,1998,26.6,1434,1649,87.0,27017,9121,539,589,91.5,732,786,93.1,148,229,64.6,2,1.5,0.5,+0.5,11,104,3,0,104,Matches
1167,Vedad Ibišević,ba BIH,FW,Schalke 04,de Bundesliga,35,1984,1.7,23,32,71.9,255,30,12,17,70.6,4,6,66.7,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,1,Matches
1168,Vicente Iborra,es ESP,MF,Villarreal,es La Liga,32,1988,10.3,539,601,89.7,9399,2410,245,261,93.9,212,230,92.2,61,70,87.1,0,0.1,0.3,-0.1,2,33,4,0,34,Matches
1169,Didier Ibrahim Ndong,ga GAB,MF,Dijon,fr Ligue 1,26,1994,29.0,1304,1508,86.5,24586,6748,524,583,89.9,594,650,91.4,161,220,73.2,1,1.2,1.4,-0.2,10,142,7,2,155,Matches
1170,Zlatan Ibrahimović,se SWE,FW,Milan,it Serie A,38,1981,16.6,380,544,69.9,5184,1472,222,298,74.5,108,143,75.5,20,31,64.5,2,1.8,2.4,+0.2,20,37,21,0,61,Matches
1171,Mauro Icardi,ar ARG,FW,Paris S-G,fr Ligue 1,27,1993,12.0,142,182,78.0,1713,385,93,111,83.8,27,37,73.0,5,6,83.3,3,2.7,2.1,+0.3,15,7,3,0,12,Matches
1172,Oussama Idrissi,ma MAR,"FW,MF",Sevilla,es La Liga,24,1996,0.3,9,11,81.8,259,25,3,3,100.0,2,2,100.0,4,4,100.0,0,0.0,0.0,0.0,0,0,1,1,1,Matches
1173,Blendi Idrizi,xk KVX,MF,Schalke 04,de Bundesliga,22,1998,2.6,50,72,69.4,741,307,32,40,80.0,8,13,61.5,6,7,85.7,0,0.3,0.2,-0.3,1,4,2,0,5,Matches
1174,Odion Ighalo,ng NGA,FW,Manchester Utd,eng Premier League,31,1989,0.1,2,2,100.0,16,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1175,Iglesias,es ESP,"DF,MF",Getafe,es La Liga,22,1998,6.7,111,216,51.4,2028,966,51,70,72.9,38,74,51.4,17,55,30.9,0,0.4,0.3,-0.4,4,11,5,3,13,Matches
1176,Borja Iglesias,es ESP,FW,Betis,es La Liga,27,1993,15.7,193,276,69.9,2628,382,112,146,76.7,42,59,71.2,17,21,81.0,0,0.7,0.8,-0.7,6,9,5,2,12,Matches
1177,Igor,br BRA,DF,Fiorentina,it Serie A,22,1998,13.0,722,814,88.7,13697,4698,248,272,91.2,398,431,92.3,68,92,73.9,0,0.1,0.2,-0.1,3,48,4,1,78,Matches
1178,Kelechi Iheanacho,ng NGA,FW,Leicester City,eng Premier League,23,1996,16.2,407,521,78.1,5159,839,245,283,86.6,94,115,81.7,21,39,53.8,2,3.7,3.3,-1.7,28,22,20,4,41,Matches
1179,Jonathan Ikone,fr FRA,"MF,FW",Lille,fr Ligue 1,22,1998,24.2,608,760,80.0,9085,2004,327,389,84.1,197,233,84.5,38,57,66.7,5,2.9,2.1,+2.1,24,54,22,0,73,Matches
1180,Yun Il-lok,kr KOR,"MF,FW",Montpellier,fr Ligue 1,28,1992,3.5,76,106,71.7,1115,285,39,47,83.0,31,41,75.6,2,6,33.3,0,0.5,0.2,-0.5,4,7,1,1,6,Matches
1181,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,19,2001,20.4,959,1150,83.4,16820,4490,410,462,88.7,451,499,90.4,80,137,58.4,0,0.9,0.8,-0.9,17,108,14,2,134,Matches
1182,Josip Iličić,si SVN,"MF,FW",Atalanta,it Serie A,32,1988,17.0,729,1009,72.2,12576,4094,362,434,83.4,247,324,76.2,92,170,54.1,9,10.2,6.9,-1.2,61,83,70,12,144,Matches
1183,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,30,1990,3.7,253,279,90.7,4328,1430,119,123,96.7,105,113,92.9,23,34,67.6,0,0.0,0.1,0.0,1,29,3,0,29,Matches
1184,Stefan Ilsanker,at AUT,"MF,DF",Eint Frankfurt,de Bundesliga,31,1989,17.5,692,879,78.7,12216,4490,298,341,87.4,321,388,82.7,62,115,53.9,0,0.2,0.6,-0.2,5,70,5,1,77,Matches
1185,Ciro Immobile,it ITA,FW,Lazio,it Serie A,30,1990,31.7,651,897,72.6,8700,1781,393,488,80.5,155,214,72.4,41,65,63.1,6,6.2,3.9,-0.2,53,36,32,1,84,Matches
1186,Riccardo Improta,it ITA,"DF,MF",Benevento,it Serie A,26,1993,25.9,658,936,70.3,10025,4208,362,428,84.6,213,291,73.2,51,116,44.0,0,2.4,2.6,-2.4,21,66,33,18,81,Matches
1187,Roberto Inglese,it ITA,FW,Parma,it Serie A,28,1991,6.4,74,116,63.8,1023,170,45,61,73.8,21,34,61.8,2,4,50.0,2,1.6,0.6,+0.4,4,5,2,0,9,Matches
1188,Danny Ings,eng ENG,FW,Southampton,eng Premier League,28,1992,24.1,337,527,63.9,4427,1222,195,256,76.2,88,140,62.9,17,40,42.5,4,2.1,1.3,+1.9,22,29,15,2,52,Matches
1189,Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,de Bundesliga,24,1996,21.8,462,666,69.4,6923,2033,256,321,79.8,148,199,74.4,31,68,45.6,5,2.1,2.6,+2.9,22,44,11,3,53,Matches
1190,Lorenzo Insigne,it ITA,FW,Napoli,it Serie A,29,1991,31.8,1486,1872,79.4,24219,6030,824,906,90.9,437,555,78.7,161,265,60.8,8,8.5,7.6,-0.5,63,115,84,11,192,Matches
1191,Roberto Insigne,it ITA,"MF,FW",Benevento,it Serie A,26,1994,17.8,497,625,79.5,8037,1900,268,305,87.9,149,183,81.4,58,91,63.7,4,3.8,2.9,+0.2,40,28,25,4,47,Matches
1192,Pablo Insua,es ESP,DF,Huesca,es La Liga,26,1993,17.6,637,749,85.0,13242,4389,180,203,88.7,361,393,91.9,93,140,66.4,0,0.0,0.1,0.0,1,22,1,0,20,Matches
1193,Takashi Inui,jp JPN,"MF,FW",Eibar,es La Liga,32,1988,20.2,353,531,66.5,5492,1266,194,229,84.7,109,161,67.7,33,84,39.3,0,1.7,1.6,-1.7,14,26,16,10,55,Matches
1194,Artur Ioniță,md MDA,MF,Benevento,it Serie A,29,1990,31.5,574,754,76.1,8316,2105,326,383,85.1,184,231,79.7,28,52,53.8,0,0.9,0.7,-0.9,13,44,12,3,64,Matches
1195,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,20,1999,26.0,319,451,70.7,4637,758,175,225,77.8,106,133,79.7,17,31,54.8,2,1.8,2.2,+0.2,10,11,17,0,44,Matches
1196,Isco,es ESP,MF,Real Madrid,es La Liga,28,1992,10.1,632,734,86.1,9629,2983,346,363,95.3,200,231,86.6,50,76,65.8,2,1.4,1.4,+0.6,19,79,16,0,109,Matches
1197,Ardian Ismajli,al ALB,DF,Spezia,it Serie A,23,1996,14.4,639,737,86.7,13578,3747,157,177,88.7,397,427,93.0,83,122,68.0,1,0.6,0.1,+0.4,2,30,0,0,40,Matches
1198,Abass Issah,gh GHA,"DF,FW",Mainz 05,de Bundesliga,21,1998,0.2,12,15,80.0,178,44,7,9,77.8,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1199,Branislav Ivanović,rs SRB,DF,West Brom,eng Premier League,36,1984,8.5,267,320,83.4,5173,1545,88,95,92.6,149,167,89.2,26,49,53.1,0,0.1,0.0,-0.1,1,6,2,0,10,Matches
1200,Alex Iwobi,ng NGA,"FW,MF",Everton,eng Premier League,24,1996,17.1,528,698,75.6,8511,2306,270,308,87.7,206,258,79.8,36,78,46.2,2,1.9,1.8,+0.1,16,35,23,7,65,Matches
1201,Jairo Izquierdo,es ESP,"MF,DF",Cádiz,es La Liga,26,1993,14.2,327,456,71.7,4890,1584,185,220,84.1,103,138,74.6,23,51,45.1,0,0.8,0.8,-0.8,7,24,7,5,28,Matches
1202,José Izquierdo,co COL,DF,Brighton,eng Premier League,28,1992,0.1,8,9,88.9,115,10,5,5,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1203,Armando Izzo,it ITA,DF,Torino,it Serie A,28,1992,22.3,973,1207,80.6,18053,6186,424,466,91.0,384,451,85.1,147,250,58.8,0,0.3,1.1,-0.3,5,77,8,6,103,Matches
1204,Phil Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,37,1982,5.8,148,209,70.8,3289,1135,39,49,79.6,76,98,77.6,30,51,58.8,0,0.0,0.0,0.0,0,7,0,0,6,Matches
1205,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,eng Premier League,26,1993,5.9,188,266,70.7,2801,657,103,126,81.7,61,82,74.4,14,28,50.0,1,3.0,2.3,-2.0,10,10,19,4,28,Matches
1206,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,32,1988,0.4,23,32,71.9,313,104,12,14,85.7,10,13,76.9,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1207,Ismail Jakobs,sn SEN,"MF,FW",Köln,de Bundesliga,20,1999,19.2,459,703,65.3,7065,2361,268,329,81.5,141,215,65.6,35,103,34.0,1,1.9,1.5,-0.9,15,19,16,11,34,Matches
1208,Daniel James,wls WAL,FW,Manchester Utd,eng Premier League,22,1997,10.1,238,312,76.3,2956,698,148,176,84.1,66,85,77.6,4,7,57.1,1,0.9,0.8,+0.1,10,8,13,2,32,Matches
1209,Reece James,eng ENG,DF,Chelsea,eng Premier League,20,1999,26.4,1706,2028,84.1,27925,6815,835,908,92.0,697,788,88.5,126,220,57.3,2,3.5,3.6,-1.5,41,90,44,19,128,Matches
1210,Alexandre Jankewitz,ch SUI,MF,Southampton,eng Premier League,18,2001,0.0,2,3,66.7,24,17,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
1211,Saidy Janko,gm GAM,DF,Valladolid,es La Liga,24,1995,13.6,436,598,72.9,6728,2484,236,275,85.8,153,197,77.7,32,78,41.0,1,0.5,1.0,+0.5,9,29,12,8,33,Matches
1212,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,24,1996,26.8,621,920,67.5,9938,2659,337,426,79.1,214,291,73.5,52,133,39.1,3,3.5,4.2,-0.5,34,48,27,8,88,Matches
1213,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,30,1990,3.0,240,262,91.6,4244,1384,97,100,97.0,122,131,93.1,18,25,72.0,0,0.0,0.0,0.0,0,5,0,0,16,Matches
1214,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,es La Liga,25,1995,11.3,397,567,70.0,6787,2355,208,239,87.0,123,160,76.9,48,107,44.9,5,4.0,4.2,+1.0,23,28,34,4,67,Matches
1215,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,35,1984,8.0,187,284,65.8,6096,4642,17,17,100.0,87,88,98.9,82,176,46.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1216,Jason,es ESP,"MF,DF",Valencia,es La Liga,26,1994,4.9,87,139,62.6,1293,443,42,59,71.2,29,45,64.4,7,18,38.9,0,0.5,0.4,-0.5,7,4,5,3,13,Matches
1217,Luis Javier Suárez,co COL,"FW,MF",Granada,es La Liga,22,1997,18.5,171,292,58.6,2575,673,93,129,72.1,54,89,60.7,13,30,43.3,1,2.0,1.0,-1.0,15,13,11,1,33,Matches
1218,Corentin Jean,fr FRA,"FW,MF",Lens,fr Ligue 1,25,1995,6.4,124,168,73.8,1772,396,74,82,90.2,34,50,68.0,9,16,56.3,1,0.5,0.7,+0.5,8,9,7,4,9,Matches
1219,Daniel Jebbison,eng ENG,FW,Sheffield Utd,eng Premier League,16,2003,3.2,24,36,66.7,271,32,12,17,70.6,4,6,66.7,1,2,50.0,0,0.0,0.1,0.0,1,2,0,0,1,Matches
1220,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,24,1995,1.7,111,137,81.0,2072,802,51,52,98.1,50,61,82.0,10,18,55.6,0,0.0,0.2,0.0,0,15,0,0,9,Matches
1221,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,22,1997,4.2,67,103,65.0,978,339,39,48,81.3,20,28,71.4,4,13,30.8,1,1.2,1.1,-0.2,6,3,4,1,11,Matches
1222,Jesé,es ESP,FW,Paris S-G,fr Ligue 1,27,1993,0.3,3,7,42.9,32,0,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1223,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,23,1997,22.9,631,751,84.0,7356,844,416,472,88.1,133,154,86.4,18,25,72.0,4,2.7,2.2,+1.3,30,18,13,1,41,Matches
1224,Juan Jesus,br BRA,DF,Roma,it Serie A,29,1991,1.7,122,133,91.7,2356,963,37,39,94.9,72,75,96.0,11,14,78.6,0,0.0,0.0,0.0,0,3,0,0,5,Matches
1225,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,29,1991,9.1,207,265,78.1,2947,540,114,135,84.4,51,67,76.1,18,23,78.3,0,0.3,0.2,-0.3,5,20,7,1,26,Matches
1226,Joaquín,es ESP,"FW,MF",Betis,es La Liga,39,1981,14.3,606,759,79.8,8610,2320,353,389,90.7,174,210,82.9,38,83,45.8,6,3.0,2.7,+3.0,32,39,24,9,77,Matches
1227,John Joe,ie IRL,"MF,FW",Getafe,es La Liga,16,2003,0.7,9,19,47.4,119,50,8,11,72.7,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1228,Joelinton,br BRA,"FW,MF",Newcastle Utd,eng Premier League,23,1996,22.0,427,598,71.4,5385,1019,257,331,77.6,115,152,75.7,14,23,60.9,2,2.4,1.0,-0.4,17,24,9,1,39,Matches
1229,Marco John,de GER,DF,Hoffenheim,de Bundesliga,18,2002,11.1,414,537,77.1,5987,2356,244,280,87.1,133,167,79.6,24,41,58.5,0,2.0,1.6,-2.0,10,21,19,8,47,Matches
1230,Ben Johnson,eng ENG,"DF,FW",West Ham,eng Premier League,20,2000,5.8,157,227,69.2,2426,1029,91,108,84.3,47,69,68.1,14,33,42.4,0,0.4,0.4,-0.4,4,17,3,3,20,Matches
1231,Sam Johnstone,eng ENG,GK,West Brom,eng Premier League,27,1993,37.0,655,1297,50.5,24681,19644,52,53,98.1,217,225,96.4,386,1011,38.2,1,0.2,0.1,+0.8,1,22,0,0,0,Matches
1232,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,19,2001,13.1,900,983,91.6,12828,2687,534,569,93.8,280,294,95.2,41,53,77.4,2,1.5,1.4,+0.5,12,87,23,1,89,Matches
1233,Frenkie de Jong,nl NED,"MF,DF",Barcelona,es La Liga,23,1997,35.0,2575,2821,91.3,38292,11255,1377,1462,94.2,943,1002,94.1,131,156,84.0,4,5.8,5.6,-1.8,49,243,30,0,238,Matches
1234,Luuk de Jong,nl NED,FW,Sevilla,es La Liga,29,1990,14.1,246,342,71.9,3048,357,157,197,79.7,62,91,68.1,7,12,58.3,0,1.0,0.7,-1.0,11,15,4,0,18,Matches
1235,Jony,es ESP,"MF,FW",Osasuna,es La Liga,29,1991,9.7,223,392,56.9,4316,1823,105,138,76.1,73,126,57.9,41,89,46.1,2,2.7,3.5,-0.7,19,24,33,15,48,Matches
1236,Joan Jordán,es ESP,MF,Sevilla,es La Liga,26,1994,26.7,1771,2034,87.1,31924,7437,802,883,90.8,643,705,91.2,252,326,77.3,6,3.3,4.7,+2.7,38,170,34,13,178,Matches
1237,Jorginho,it ITA,MF,Chelsea,eng Premier League,28,1991,22.3,1594,1789,89.1,24705,6718,860,924,93.1,570,621,91.8,103,152,67.8,1,1.7,1.5,-0.7,24,142,23,3,145,Matches
1238,Josan,es ESP,"MF,DF",Elche,es La Liga,30,1989,21.4,600,805,74.5,8969,2881,338,385,87.8,179,231,77.5,46,101,45.5,2,1.5,1.6,+0.5,16,30,13,10,40,Matches
1239,Willian José,br BRA,FW,Wolves,eng Premier League,28,1991,12.3,244,306,79.7,3814,519,132,148,89.2,65,85,76.5,29,38,76.3,0,1.2,0.7,-1.2,12,14,3,0,15,Matches
1240,Willian José,br BRA,FW,Real Sociedad,es La Liga,28,1991,7.7,178,240,74.2,3204,646,86,111,77.5,56,65,86.2,26,34,76.5,1,1.2,0.4,-0.2,8,8,5,1,19,Matches
1241,Joselu,es ESP,FW,Alavés,es La Liga,30,1990,33.6,600,1050,57.1,8740,2199,353,541,65.2,164,296,55.4,46,95,48.4,3,3.8,2.2,-0.8,30,66,19,5,99,Matches
1242,Josema,es ESP,DF,Elche,es La Liga,24,1996,21.8,781,1014,77.0,13596,5724,364,405,89.9,324,407,79.6,73,158,46.2,1,0.5,0.5,+0.5,6,39,8,5,48,Matches
1243,Jota,pt POR,"MF,FW",Valladolid,es La Liga,21,1999,7.4,147,211,69.7,2183,355,86,106,81.1,45,59,76.3,10,26,38.5,0,0.4,0.4,-0.4,2,5,1,0,14,Matches
1244,Jota,es ESP,MF,Alavés,es La Liga,29,1991,15.5,352,498,70.7,5852,1735,181,206,87.9,129,169,76.3,30,80,37.5,2,2.8,1.3,-0.8,17,38,15,3,55,Matches
1245,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,23,1996,12.4,321,449,71.5,4253,966,211,253,83.4,82,118,69.5,15,26,57.7,0,1.6,1.3,-1.6,12,28,11,0,43,Matches
1246,Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,30,1989,8.9,253,385,65.7,3846,1209,144,183,78.7,76,107,71.0,22,45,48.9,0,0.6,1.1,-0.6,11,26,21,2,50,Matches
1247,Luka Jović,rs SRB,FW,Real Madrid,es La Liga,22,1997,1.7,33,40,82.5,411,30,22,25,88.0,8,8,100.0,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,0,Matches
1248,Luka Jović,rs SRB,FW,Eint Frankfurt,de Bundesliga,22,1997,9.9,225,289,77.9,3410,820,133,161,82.6,60,80,75.0,20,25,80.0,1,0.7,0.7,+0.3,5,24,8,0,37,Matches
1249,Juanmi,es ESP,"FW,MF",Betis,es La Liga,27,1993,6.7,116,149,77.9,1409,221,75,88,85.2,26,33,78.8,4,7,57.1,0,0.1,0.1,-0.1,2,1,1,0,6,Matches
1250,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,20,2000,19.9,637,853,74.7,9347,2451,380,444,85.6,178,230,77.4,47,91,51.6,2,3.5,2.1,-1.5,35,48,22,0,79,Matches
1251,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,20,2000,21.9,657,795,82.6,8053,1540,432,475,90.9,147,182,80.8,21,38,55.3,3,4.8,3.0,-1.8,33,15,29,3,54,Matches
1252,James Justin,eng ENG,DF,Leicester City,eng Premier League,22,1998,23.0,1004,1287,78.0,14803,4875,564,641,88.0,361,438,82.4,47,107,43.9,1,2.0,1.4,-1.0,19,54,31,5,94,Matches
1253,Musa Juwara,gm GAM,"MF,DF",Bologna,it Serie A,18,2001,0.5,21,31,67.7,340,108,12,12,100.0,8,12,66.7,1,4,25.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
1254,Jens Jønsson,dk DEN,MF,Cádiz,es La Liga,27,1993,29.1,526,696,75.6,8337,2373,253,324,78.1,201,256,78.5,44,68,64.7,0,1.7,0.6,-1.7,12,40,6,0,58,Matches
1255,Ozan Kabak,tr TUR,DF,Liverpool,eng Premier League,20,2000,8.9,520,588,88.4,9202,2741,204,220,92.7,278,292,95.2,30,62,48.4,0,0.0,0.0,0.0,1,13,0,0,20,Matches
1256,Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,20,2000,13.8,604,688,87.8,11568,3935,217,228,95.2,331,358,92.5,50,87,57.5,0,0.3,0.5,-0.3,4,45,2,0,54,Matches
1257,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,26,1994,10.2,368,490,75.1,5544,1482,216,253,85.4,115,150,76.7,26,55,47.3,1,1.3,1.4,-0.3,23,25,10,0,43,Matches
1258,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,de Bundesliga,28,1992,17.6,703,971,72.4,11350,4177,344,403,85.4,298,392,76.0,48,113,42.5,4,2.8,3.2,+1.2,22,58,27,14,86,Matches
1259,Tino Kadewere,zw ZIM,FW,Lyon,fr Ligue 1,24,1996,22.3,453,628,72.1,6218,1167,267,332,80.4,134,192,69.8,20,38,52.6,3,3.4,2.5,-0.4,20,20,20,4,39,Matches
1260,Damian Kądzior,pl POL,"FW,MF",Eibar,es La Liga,28,1992,2.2,44,76,57.9,629,166,29,34,85.3,8,16,50.0,4,19,21.1,0,0.0,0.1,0.0,1,2,1,1,6,Matches
1261,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,27,1992,5.0,131,196,66.8,2345,867,62,69,89.9,48,79,60.8,17,36,47.2,0,1.5,1.0,-1.5,10,25,8,4,27,Matches
1262,Gaël Kakuta,cd COD,"MF,FW",Lens,fr Ligue 1,29,1991,26.6,819,1157,70.8,12737,4321,434,525,82.7,267,356,75.0,69,154,44.8,5,6.6,4.9,-1.6,50,107,35,4,147,Matches
1263,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,23,1997,23.7,455,669,68.0,5933,998,282,369,76.4,121,178,68.0,17,29,58.6,5,3.7,3.2,+1.3,26,24,9,0,46,Matches
1264,Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,18,2002,0.8,18,20,90.0,161,5,13,13,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
1265,Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,fr Ligue 1,18,2002,13.5,222,291,76.3,3163,450,127,154,82.5,76,96,79.2,7,11,63.6,3,2.5,1.1,+0.5,15,8,13,4,21,Matches
1266,Nikola Kalinić,hr CRO,FW,Hellas Verona,it Serie A,32,1988,11.8,157,228,68.9,2050,274,103,128,80.5,36,54,66.7,5,9,55.6,0,0.4,0.4,-0.4,7,5,4,0,19,Matches
1267,Yayah Kallon,sl SLE,FW,Genoa,it Serie A,19,2001,0.5,7,9,77.8,79,28,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches
1268,Samuel Kalu,ng NGA,"FW,MF",Bordeaux,fr Ligue 1,22,1997,10.7,216,301,71.8,3261,659,130,156,83.3,63,84,75.0,18,35,51.4,1,0.6,0.5,+0.4,10,17,6,1,26,Matches
1269,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,20,2000,8.1,422,496,85.1,6825,2546,182,197,92.4,211,237,89.0,16,36,44.4,1,0.7,0.4,+0.3,6,26,3,1,40,Matches
1270,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,23,1996,26.2,730,1002,72.9,11788,3433,390,467,83.5,259,326,79.4,63,129,48.8,12,7.5,6.8,+4.5,56,77,31,5,124,Matches
1271,Aboubakar Kamara,mr MTN,"FW,MF",Fulham,eng Premier League,25,1995,3.5,86,127,67.7,1291,253,50,61,82.0,28,36,77.8,4,15,26.7,0,0.3,0.3,-0.3,6,5,2,1,6,Matches
1272,Aboubakar Kamara,mr MTN,"FW,MF",Dijon,fr Ligue 1,25,1995,6.2,104,146,71.2,1507,255,67,77,87.0,24,33,72.7,9,15,60.0,0,0.8,0.7,-0.8,7,6,3,3,7,Matches
1273,Bingourou Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,23,1996,8.0,164,245,66.9,5283,4490,25,25,100.0,63,63,100.0,75,156,48.1,0,0.0,0.0,0.0,0,3,0,0,0,Matches
1274,Boubacar Kamara,fr FRA,MF,Marseille,fr Ligue 1,20,1999,32.2,1762,2040,86.4,28787,9636,930,1011,92.0,634,696,91.1,152,233,65.2,2,1.4,1.2,+0.6,26,177,17,0,201,Matches
1275,Hassane Kamara,ci CIV,"DF,FW",Nice,fr Ligue 1,26,1994,32.9,1581,1952,81.0,25474,7831,847,951,89.1,592,704,84.1,114,203,56.2,1,2.5,2.9,-1.5,28,88,37,17,142,Matches
1276,Marcin Kamiński,pl POL,DF,Stuttgart,de Bundesliga,28,1992,2.4,196,224,87.5,3903,1499,55,61,90.2,117,122,95.9,22,32,68.8,0,0.3,0.3,-0.3,2,26,3,1,36,Matches
1277,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,29,1990,21.5,1252,1401,89.4,19648,4741,633,675,93.8,489,533,91.7,78,113,69.0,1,1.6,2.1,-0.6,15,126,17,1,117,Matches
1278,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,27,1993,34.2,652,965,67.6,10806,3448,312,423,73.8,196,273,71.8,86,140,61.4,14,7.1,3.6,+6.9,49,100,38,5,132,Matches
1279,Lee Kang-in,kr KOR,"FW,MF",Valencia,es La Liga,19,2001,14.0,442,547,80.8,7610,1885,225,241,93.4,136,164,82.9,60,101,59.4,4,2.5,2.3,+1.5,22,52,16,2,80,Matches
1280,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,22,1998,1.5,15,20,75.0,193,3,10,11,90.9,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
