,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
802,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,23,22,"1,884",20.9,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.8,27,112,12,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches
803,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,29,29,"2,536",28.2,3,1,4,3,0,0,1,0,1.7,1.7,0.1,1.8,10,69,3,0.11,0.04,0.14,0.11,0.14,0.06,0.00,0.06,0.06,0.06,Matches
804,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,8,6,468,5.2,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,1,3,0,0.19,0.00,0.19,0.19,0.19,0.11,0.05,0.16,0.11,0.16,Matches
805,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,23,1997,31,16,"1,440",16.0,5,2,7,5,0,0,4,0,7.7,7.7,1.3,9.0,37,31,124,0.31,0.12,0.44,0.31,0.44,0.48,0.08,0.56,0.48,0.56,Matches
806,Emerson,br BRA,DF,Betis,es La Liga,21,1999,34,34,"2,991",33.2,1,4,5,1,0,0,9,1,1.5,1.5,2.7,4.3,91,132,186,0.03,0.12,0.15,0.03,0.15,0.05,0.08,0.13,0.05,0.13,Matches
807,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,28,1991,22,3,354,3.9,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.7,2,5,27,0.51,0.00,0.51,0.51,0.51,0.39,0.03,0.42,0.39,0.42,Matches
808,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,4,4,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,14,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
809,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,38,23,"2,311",25.7,18,0,18,18,0,0,2,0,15.6,15.6,2.6,18.2,29,13,114,0.70,0.00,0.70,0.70,0.70,0.61,0.10,0.71,0.61,0.71,Matches
810,Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,22,1997,16,4,456,5.1,1,0,1,1,0,0,0,0,1.4,1.4,1.9,3.3,16,7,33,0.20,0.00,0.20,0.20,0.20,0.28,0.37,0.64,0.28,0.64,Matches
811,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,33,33,"2,955",32.8,3,3,6,3,0,0,5,0,2.6,2.6,1.8,4.4,35,187,39,0.09,0.09,0.18,0.09,0.18,0.08,0.06,0.13,0.08,0.13,Matches
812,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,27,13,"1,404",15.6,3,0,3,3,0,1,1,0,7.8,7.0,0.8,7.9,14,40,91,0.19,0.00,0.19,0.19,0.19,0.50,0.05,0.55,0.45,0.50,Matches
813,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,26,17,"1,385",15.4,3,0,3,3,0,0,1,0,1.4,1.4,2.8,4.2,28,86,49,0.19,0.00,0.19,0.19,0.19,0.09,0.18,0.27,0.09,0.27,Matches
814,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,27,19,"1,798",20.0,3,1,4,3,0,0,6,0,1.2,1.2,0.2,1.4,15,58,2,0.15,0.05,0.20,0.15,0.20,0.06,0.01,0.07,0.06,0.07,Matches
815,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
816,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,24,4,733,8.1,0,1,1,0,0,0,5,0,0.7,0.7,0.3,1.0,11,45,7,0.00,0.12,0.12,0.00,0.12,0.08,0.04,0.13,0.08,0.13,Matches
817,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,1995,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
818,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,1998,23,7,857,9.5,1,1,2,1,0,0,5,1,2.1,2.1,1.3,3.4,28,27,48,0.11,0.11,0.21,0.11,0.21,0.23,0.13,0.36,0.23,0.36,Matches
819,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,9,7,565,6.3,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,8,22,32,0.16,0.00,0.16,0.16,0.16,0.04,0.06,0.10,0.04,0.10,Matches
820,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,32,31,"2,601",28.9,0,3,3,0,0,0,6,0,0.2,0.2,1.4,1.6,31,63,59,0.00,0.10,0.10,0.00,0.10,0.01,0.05,0.06,0.01,0.06,Matches
821,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,4,3,231,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,4,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
822,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,27,19,"1,768",19.6,0,3,3,0,0,0,7,0,1.9,1.9,2.8,4.7,32,101,80,0.00,0.15,0.15,0.00,0.15,0.09,0.14,0.24,0.09,0.24,Matches
823,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,25,12,"1,168",13.0,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2.0,39,35,120,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,Matches
824,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
825,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,11,9,883,9.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,2,25,1,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
826,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,28,28,"2,473",27.5,2,2,4,2,0,0,7,0,1.7,1.7,0.4,2.1,7,96,5,0.07,0.07,0.15,0.07,0.15,0.06,0.02,0.08,0.06,0.08,Matches
827,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,1996,31,27,"2,455",27.3,0,3,3,0,0,2,4,0,3.3,1.7,3.6,5.3,45,169,81,0.00,0.11,0.11,0.00,0.11,0.12,0.13,0.25,0.06,0.19,Matches
828,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,1992,16,6,729,8.1,2,0,2,2,0,0,2,0,1.3,1.3,0.6,1.8,14,33,45,0.25,0.00,0.25,0.25,0.25,0.16,0.07,0.23,0.16,0.23,Matches
829,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,34,29,"2,559",28.4,4,6,10,4,0,0,3,0,2.2,2.2,3.9,6.1,79,127,126,0.14,0.21,0.35,0.14,0.35,0.08,0.14,0.21,0.08,0.21,Matches
830,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
831,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,1985,35,35,"3,150",35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
832,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,1993,30,28,"2,567",28.5,0,0,0,0,0,0,6,0,0.3,0.3,0.3,0.6,27,124,13,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
833,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,22,19,"1,507",16.7,0,1,1,0,0,0,5,1,0.3,0.3,0.5,0.8,24,71,59,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.05,0.02,0.05,Matches
834,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,1987,21,7,877,9.7,2,3,5,0,2,2,2,0,3.2,1.6,3.3,4.9,10,115,48,0.21,0.31,0.51,0.00,0.31,0.33,0.34,0.67,0.16,0.51,Matches
835,Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,2001,6,0,63,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
836,Bandiougou Fadiga,fr FRA,"MF,FW",Brest,fr Ligue 1,19,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
837,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,33,33,"2,899",32.2,1,0,1,1,0,0,13,2,1.2,1.2,0.1,1.3,22,86,2,0.03,0.00,0.03,0.03,0.03,0.04,0.00,0.04,0.04,0.04,Matches
838,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
839,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31,1988,22,22,"1,876",20.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
840,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,22,1998,36,33,"2,891",32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141,171,166,0.19,0.16,0.34,0.16,0.31,0.19,0.23,0.42,0.17,0.39,Matches
841,Fali,es ESP,"DF,MF",Cádiz,es La Liga,26,1993,34,29,"2,637",29.3,0,0,0,0,0,0,11,0,0.7,0.7,0.6,1.3,10,68,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
842,Iago Falque,es ESP,"MF,FW",Benevento,it Serie A,30,1990,11,4,358,4.0,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.7,16,26,31,0.25,0.25,0.50,0.25,0.50,0.11,0.31,0.42,0.11,0.42,Matches
843,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2002,8,1,217,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1,6,8,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
844,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
845,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,1993,8,4,369,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,2,13,10,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17,Matches
846,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,34,33,"2,891",32.1,4,7,11,4,0,0,8,0,3.1,3.1,3.4,6.5,26,132,100,0.12,0.22,0.34,0.12,0.34,0.10,0.11,0.21,0.10,0.21,Matches
847,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,21,12,"1,139",12.7,0,1,1,0,0,0,5,0,0.7,0.5,1.9,2.5,26,24,114,0.00,0.08,0.08,0.00,0.08,0.05,0.15,0.21,0.04,0.20,Matches
848,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,29,17,"1,514",16.8,4,2,6,4,0,0,5,0,3.2,3.2,3.6,6.7,47,67,131,0.24,0.12,0.36,0.24,0.36,0.19,0.21,0.40,0.19,0.40,Matches
849,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22,1998,3,1,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
850,Noah Fatar,fr FRA,"FW,MF",Angers,fr Ligue 1,18,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,7,6,431,4.8,4,0,4,4,0,0,1,0,1.8,1.8,1.7,3.5,32,12,60,0.84,0.00,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,Matches
852,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,17,9,955,10.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,28,56,63,0.00,0.28,0.28,0.00,0.28,0.04,0.21,0.24,0.04,0.24,Matches
853,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,11,2,339,3.8,2,0,2,2,0,0,1,0,1.6,1.6,0.1,1.7,7,2,37,0.53,0.00,0.53,0.53,0.53,0.42,0.03,0.44,0.42,0.44,Matches
854,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,6,5,406,4.5,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.2,4,20,2,0.22,0.00,0.22,0.22,0.22,0.04,0.02,0.05,0.04,0.05,Matches
855,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,27,1993,33,33,"2,622",29.1,5,6,11,4,1,3,5,1,7.0,4.6,5.2,9.8,103,152,182,0.17,0.21,0.38,0.14,0.34,0.24,0.18,0.42,0.16,0.34,Matches
856,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,31,23,"2,057",22.9,0,0,0,0,0,0,8,0,1.5,1.5,0.3,1.8,5,36,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
857,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,14,10,909,10.1,0,0,0,0,0,0,5,0,0.3,0.3,0.3,0.5,9,29,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
858,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,20,1999,31,14,"1,572",17.5,7,5,12,6,1,2,6,0,5.5,3.9,4.3,8.1,49,73,94,0.40,0.29,0.69,0.34,0.63,0.31,0.24,0.56,0.22,0.47,Matches
859,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29,29,"2,610",29.0,1,0,1,1,0,0,5,0,1.7,1.7,0.3,2.0,21,94,13,0.03,0.00,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches
860,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,27,1993,33,33,"2,957",32.9,6,10,16,5,1,1,2,0,5.9,5.1,6.5,11.6,92,121,266,0.18,0.30,0.49,0.15,0.46,0.18,0.20,0.38,0.15,0.35,Matches
861,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,37,35,"3,099",34.4,18,12,30,9,9,10,6,0,16.1,8.2,11.4,19.6,80,285,263,0.52,0.35,0.87,0.26,0.61,0.47,0.33,0.80,0.24,0.57,Matches
862,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,de Bundesliga,24,1996,14,9,841,9.3,0,1,1,0,0,0,1,0,0.5,0.5,1.3,1.8,6,23,19,0.00,0.11,0.11,0.00,0.11,0.05,0.14,0.20,0.05,0.20,Matches
863,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,1991,29,29,"2,610",29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
864,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,25,21,"1,946",21.6,4,1,5,2,2,2,1,0,3.3,1.8,1.5,3.2,26,104,43,0.18,0.05,0.23,0.09,0.14,0.15,0.07,0.22,0.08,0.15,Matches
865,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,1998,22,22,"1,980",22.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
866,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,1986,16,16,"1,440",16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
867,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,12,4,369,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
868,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1996,5,2,143,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,3,3,10,0.00,0.00,0.00,0.00,0.00,0.12,0.43,0.55,0.12,0.55,Matches
869,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,es La Liga,24,1996,11,4,390,4.3,1,2,3,1,0,0,5,0,1.1,1.1,0.7,1.8,3,10,33,0.23,0.46,0.69,0.23,0.69,0.26,0.16,0.41,0.26,0.41,Matches
870,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,24,24,"2,079",23.1,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.8,1,32,7,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
871,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,25,24,"2,073",23.0,1,0,1,1,0,0,8,0,1.4,1.4,0.5,1.9,0,42,2,0.04,0.00,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches
872,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,21,12,"1,188",13.2,0,2,2,0,0,0,6,0,0.7,0.7,1.3,1.9,31,114,5,0.00,0.15,0.15,0.00,0.15,0.05,0.10,0.15,0.05,0.15,Matches
873,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,31,28,"2,546",28.3,3,4,7,3,0,0,6,0,1.5,1.5,3.0,4.5,17,112,22,0.11,0.14,0.25,0.11,0.25,0.05,0.11,0.16,0.05,0.16,Matches
874,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,12,11,880,9.8,0,1,1,0,0,0,3,0,0.0,0.0,1.0,1.0,1,32,8,0.00,0.10,0.10,0.00,0.10,0.00,0.11,0.11,0.00,0.11,Matches
875,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,1988,37,29,"2,527",28.1,2,4,6,2,0,0,5,0,1.8,1.8,6.0,7.8,68,113,182,0.07,0.14,0.21,0.07,0.21,0.06,0.21,0.28,0.06,0.28,Matches
876,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,18,14,"1,190",13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28,46,49,0.00,0.08,0.08,0.00,0.08,0.01,0.10,0.10,0.01,0.10,Matches
877,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,13,2,300,3.3,1,0,1,1,0,0,5,1,1.5,1.5,0.0,1.5,1,2,10,0.30,0.00,0.30,0.30,0.30,0.46,0.00,0.46,0.46,0.46,Matches
878,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,34,31,"2,577",28.6,0,3,3,0,0,0,6,0,0.1,0.1,1.7,1.9,36,192,41,0.00,0.10,0.10,0.00,0.10,0.00,0.06,0.06,0.00,0.06,Matches
879,Marco Festa,it ITA,GK,Crotone,it Serie A,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
880,Fidel,es ESP,"MF,DF",Elche,es La Liga,30,1989,30,28,"2,396",26.6,6,3,9,4,2,3,8,0,4.3,1.9,5.0,7.0,82,97,123,0.23,0.11,0.34,0.15,0.26,0.16,0.19,0.35,0.07,0.26,Matches
881,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
882,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,17,4,544,6.0,0,1,1,0,0,2,0,0,3.1,1.5,0.9,2.5,5,18,47,0.00,0.17,0.17,0.00,0.17,0.51,0.15,0.67,0.25,0.41,Matches
883,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,36,33,"2,838",31.5,9,7,16,9,0,0,2,0,11.3,11.3,5.6,16.9,66,140,222,0.29,0.22,0.51,0.29,0.51,0.36,0.18,0.54,0.36,0.54,Matches
884,Junior Firpo,es ESP,"DF,MF",Barcelona,es La Liga,23,1996,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8,7,22,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,Matches
885,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,31,29,"2,575",28.6,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,54,151,62,0.00,0.07,0.07,0.00,0.07,0.02,0.10,0.12,0.02,0.12,Matches
886,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
887,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,6,1,0.25,0.00,0.25,0.25,0.25,0.12,0.00,0.12,0.12,0.12,Matches
888,Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,2.09,0.00,2.09,2.09,2.09,0.10,0.00,0.10,0.10,0.10,Matches
889,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,21,18,"1,538",17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27,63,148,0.12,0.06,0.18,0.12,0.18,0.13,0.14,0.27,0.13,0.27,Matches
890,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
891,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,20,2000,28,17,"1,616",18.0,9,5,14,9,0,0,0,0,5.0,5.0,3.6,8.6,81,69,213,0.50,0.28,0.78,0.50,0.78,0.28,0.20,0.48,0.28,0.48,Matches
892,Mamadou Fofana,ml MLI,"MF,DF",Metz,fr Ligue 1,22,1998,16,11,"1,070",11.9,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,20,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
893,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,30,25,"2,309",25.7,2,3,5,2,0,0,2,0,2.9,2.9,2.3,5.3,75,120,126,0.08,0.12,0.19,0.08,0.19,0.11,0.09,0.20,0.11,0.20,Matches
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,28,27,"2,262",25.1,0,0,0,0,0,0,7,0,1.0,1.0,0.3,1.3,37,93,8,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
895,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,4,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
896,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,35,35,"2,873",31.9,0,3,3,0,0,0,10,1,1.5,1.5,2.4,3.9,57,187,36,0.00,0.09,0.09,0.00,0.09,0.05,0.07,0.12,0.05,0.12,Matches
897,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,37,37,"3,324",36.9,0,3,3,0,0,0,4,0,0.2,0.2,1.3,1.5,90,102,149,0.00,0.08,0.08,0.00,0.08,0.01,0.03,0.04,0.01,0.04,Matches
898,Ramón Folch,es ESP,MF,Elche,es La Liga,30,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
899,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,32,24,"2,175",24.2,1,1,2,1,0,0,8,0,2.6,2.6,1.2,3.8,19,48,23,0.04,0.04,0.08,0.04,0.08,0.11,0.05,0.16,0.11,0.16,Matches
900,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,4,4,320,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
901,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,2000,14,7,652,7.2,0,0,0,0,0,0,3,1,0.7,0.7,0.0,0.7,12,27,11,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
902,José Fonte,pt POR,DF,Lille,fr Ligue 1,36,1983,36,36,"3,185",35.4,3,0,3,3,0,0,7,0,2.1,2.1,0.5,2.6,14,137,14,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches
903,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,30,1990,19,3,552,6.1,1,1,2,1,0,0,1,0,1.5,1.5,1.3,2.9,8,20,47,0.16,0.16,0.33,0.16,0.33,0.25,0.22,0.47,0.25,0.47,Matches
904,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,24,1996,33,31,"2,572",28.6,5,4,9,5,0,0,3,0,6.0,6.0,2.3,8.4,59,134,142,0.17,0.14,0.31,0.17,0.31,0.21,0.08,0.29,0.21,0.29,Matches
905,Emil Forsberg,se SWE,"FW,MF",RB Leipzig,de Bundesliga,28,1991,29,20,"1,539",17.1,7,4,11,5,2,3,0,0,6.1,3.7,4.8,8.5,36,71,112,0.41,0.23,0.64,0.29,0.53,0.36,0.28,0.64,0.22,0.50,Matches
