,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
1295,1549,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,es La Liga,26,1996,22,14,1126,12.5,2,3,5,2,0,0,3,0,2.5,2.5,3.3,5.8,35.0,97.0,70.0,0.16,0.24,0.4,0.16,0.4,0.2,0.26,0.46,0.2,0.46
1296,1550,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,27,1994,38,34,3101,34.5,1,1,2,1,0,0,2,0,0.6,0.6,1.0,1.6,51.0,172.0,39.0,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05
1297,1551,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24,1998,32,29,2446,27.2,0,2,2,0,0,0,8,0,1.5,1.5,1.8,3.2,25.0,134.0,37.0,0.0,0.07,0.07,0.0,0.07,0.05,0.07,0.12,0.05,0.12
1298,1552,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,25,22,1839,20.4,1,2,3,1,0,0,4,0,0.6,0.6,1.1,1.7,17.0,70.0,5.0,0.05,0.1,0.15,0.05,0.15,0.03,0.05,0.08,0.03,0.08
1299,1555,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24,1998,28,26,2214,24.6,0,1,1,0,0,0,7,0,1.0,1.0,1.2,2.1,24.0,31.0,70.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09
1300,1556,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,eng Premier League,26,1996,25,19,1536,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56.0,90.0,86.0,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14
1301,1557,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,24,1997,33,28,2518,28.0,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21.0,116.0,115.0,0.04,0.14,0.18,0.04,0.18,0.13,0.12,0.25,0.13,0.25
1302,1558,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,24,1997,31,20,1729,19.2,13,6,19,10,3,3,3,0,9.1,6.7,6.6,13.3,73.0,79.0,185.0,0.68,0.31,0.99,0.52,0.83,0.47,0.34,0.82,0.35,0.69
1303,1560,Rony Lopes,pt POR,"MF,FW",Troyes,fr Ligue 1,26,1995,32,29,2346,26.1,7,5,12,7,0,0,2,0,4.9,4.9,4.9,9.8,61.0,97.0,117.0,0.27,0.19,0.46,0.27,0.46,0.19,0.19,0.38,0.19,0.38
1304,1561,David López,es ESP,DF,Girona,es La Liga,32,1989,20,19,1652,18.4,3,1,4,3,0,0,5,0,1.5,1.5,0.6,2.1,18.0,54.0,4.0,0.16,0.05,0.22,0.16,0.22,0.08,0.03,0.12,0.08,0.12
1305,1563,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,24,1997,30,25,2296,25.5,0,0,0,0,0,0,11,0,1.0,1.0,2.1,3.1,54.0,210.0,40.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12
1306,1565,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,34,12,1254,13.9,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17.0,98.0,43.0,0.07,0.14,0.22,0.07,0.22,0.09,0.1,0.19,0.09,0.19
1307,1566,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20,2002,29,16,1379,15.3,0,1,1,0,0,0,6,2,0.9,0.9,1.6,2.5,17.0,101.0,38.0,0.0,0.07,0.07,0.0,0.07,0.06,0.1,0.16,0.06,0.16
1308,1567,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,36,1986,31,31,2720,30.2,2,2,4,2,0,0,6,1,1.9,1.9,2.2,4.1,13.0,93.0,42.0,0.07,0.07,0.13,0.07,0.13,0.06,0.07,0.14,0.06,0.14
1309,1568,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23,1998,33,27,2453,27.3,0,2,2,0,0,0,4,0,0.9,0.9,0.9,1.8,82.0,106.0,99.0,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.07,0.03,0.07
1310,1569,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22,2000,17,8,814,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,1570,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,17,17,1459,16.2,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.3,12.0,64.0,1.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08
1312,1571,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,24,1998,37,28,2335,25.9,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8.0,42.0,105.0,90.0,0.19,0.23,0.42,0.19,0.42,0.18,0.12,0.31,0.18,0.31
1313,1572,Jamal Lowe,jm JAM,"MF,FW",Bournemouth,eng Premier League,28,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,1573,Anthony Lozano,hn HON,FW,Cádiz,es La Liga,29,1993,28,14,1443,16.0,1,1,2,1,0,0,6,0,2.7,2.7,0.8,3.5,19.0,28.0,58.0,0.06,0.06,0.12,0.06,0.12,0.17,0.05,0.22,0.17,0.22
1315,1574,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,27,1995,32,20,1605,17.8,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86.0,49.0,190.0,0.17,0.17,0.34,0.11,0.28,0.3,0.19,0.49,0.26,0.45
1316,1575,Pol Lozano,es ESP,MF,Espanyol,es La Liga,22,1999,4,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,1576,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,24,1998,6,3,291,3.2,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.23,0.19,0.23
1318,1577,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,33,33,2900,32.2,0,1,1,0,0,0,8,0,0.7,0.7,0.4,1.0,37.0,84.0,6.0,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03
1319,1578,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,31,31,2709,30.1,1,3,4,1,0,1,4,0,1.9,1.1,5.5,6.5,74.0,124.0,200.0,0.03,0.1,0.13,0.03,0.13,0.06,0.18,0.24,0.04,0.22
1320,1579,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,35,1987,29,11,1211,13.5,7,0,7,7,0,0,2,0,6.5,6.5,1.6,8.2,40.0,15.0,92.0,0.52,0.0,0.52,0.52,0.52,0.49,0.12,0.61,0.49,0.61
1321,1580,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,15,8,759,8.4,1,0,1,1,0,0,4,0,0.5,0.5,0.3,0.8,3.0,29.0,3.0,0.12,0.0,0.12,0.12,0.12,0.06,0.03,0.1,0.06,0.1
1322,1581,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24,1998,37,33,2927,32.5,6,6,12,6,0,0,6,1,2.8,2.8,4.4,7.2,48.0,148.0,35.0,0.18,0.18,0.37,0.18,0.37,0.09,0.14,0.22,0.09,0.22
1323,1582,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29,1993,25,19,1660,18.4,10,6,16,8,2,2,1,0,9.0,7.4,4.1,11.5,34.0,41.0,159.0,0.54,0.33,0.87,0.43,0.76,0.49,0.22,0.71,0.4,0.62
1324,1583,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,34,33,2986,33.2,2,0,2,2,0,0,9,1,1.2,1.2,0.3,1.4,24.0,166.0,9.0,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
1325,1584,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,24,1997,32,27,2397,26.6,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96.0,42.0,178.0,0.41,0.11,0.53,0.23,0.34,0.32,0.16,0.49,0.18,0.34
1326,1589,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,36,36,3135,34.8,2,0,2,2,0,0,4,2,1.2,1.2,0.6,1.9,13.0,72.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05
1327,1590,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,21,11,1180,13.1,1,1,2,1,0,0,4,0,0.6,0.6,0.5,1.0,13.0,35.0,4.0,0.08,0.08,0.15,0.08,0.15,0.04,0.04,0.08,0.04,0.08
1328,1591,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,21,11,1108,12.3,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32.0,60.0,47.0,0.16,0.0,0.16,0.16,0.16,0.06,0.12,0.19,0.06,0.19
1329,1592,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,31,1990,26,11,1081,12.0,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,17.0,49.0,35.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12
1330,1593,Awer Mabil,au AUS,"MF,FW",Cádiz,es La Liga,26,1995,5,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09
1331,1594,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,23,1998,35,31,2886,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69.0,174.0,77.0,0.31,0.06,0.37,0.12,0.19,0.38,0.13,0.51,0.23,0.36
1332,1595,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,28,1993,33,26,2184,24.3,4,3,7,4,0,0,5,1,1.2,1.2,2.8,4.1,59.0,54.0,131.0,0.16,0.12,0.29,0.16,0.29,0.05,0.12,0.17,0.05,0.17
1333,1596,Darwin Machís,ve VEN,FW,Valladolid,es La Liga,29,1993,11,7,599,6.7,0,1,1,0,0,0,1,0,1.1,1.1,2.1,3.3,29.0,10.0,53.0,0.0,0.15,0.15,0.0,0.15,0.17,0.32,0.49,0.17,0.49
1334,1597,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,25,1996,30,28,2480,27.6,10,9,19,9,1,2,10,0,8.7,6.6,9.3,16.0,77.0,151.0,155.0,0.36,0.33,0.69,0.33,0.65,0.31,0.34,0.65,0.24,0.58
1335,1598,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,20,2002,12,7,643,7.1,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,48.0,36.0,100.0,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2
1336,1599,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,35,34,2975,33.1,2,4,6,2,0,0,6,1,1.8,1.8,3.0,4.8,67.0,61.0,134.0,0.06,0.12,0.18,0.06,0.18,0.05,0.09,0.14,0.05,0.14
1337,1600,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,28,1993,14,11,902,10.0,0,0,0,0,0,0,0,1,0.6,0.6,0.1,0.7,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
1338,1601,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,18,2003,2,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,1602,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24,1998,16,11,894,9.9,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,7.0,53.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
1340,1603,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,26,1995,24,19,1532,17.0,0,1,1,0,0,0,7,1,0.5,0.5,0.2,0.7,5.0,32.0,5.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04
1341,1604,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24,1998,32,19,1688,18.8,1,2,3,1,0,0,2,0,0.8,0.8,0.6,1.5,32.0,70.0,27.0,0.05,0.11,0.16,0.05,0.16,0.05,0.03,0.08,0.05,0.08
1342,1605,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,25,1997,38,25,2399,26.7,0,0,0,0,0,0,6,0,1.1,1.1,2.3,3.3,14.0,121.0,56.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
1343,1606,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29,1993,16,8,767,8.5,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.4,8.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
1344,1607,Jon Magunacelaya,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2000,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.56,0.59,0.03,0.59
1345,1608,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,31,1991,30,22,1920,21.3,5,10,15,4,1,1,2,0,5.5,4.7,7.0,11.8,78.0,76.0,242.0,0.23,0.47,0.7,0.19,0.66,0.26,0.33,0.59,0.22,0.55
1346,1609,Arne Maier,de GER,MF,Augsburg,de Bundesliga,23,1999,30,24,1960,21.8,5,1,6,5,0,0,3,0,1.6,1.6,1.8,3.4,32.0,66.0,77.0,0.23,0.05,0.28,0.23,0.28,0.07,0.08,0.16,0.07,0.16
1347,1611,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,23,1999,33,27,2239,24.9,3,7,10,3,0,0,1,0,4.6,4.6,5.9,10.5,90.0,61.0,173.0,0.12,0.28,0.4,0.12,0.4,0.19,0.24,0.42,0.19,0.42
1348,1612,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,1613,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,eng Premier League,24,1997,22,13,1407,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,15.0,57.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
1350,1614,Jordan Majchrzak,pl POL,FW,Roma,it Serie A,17,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,1615,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,24,1998,32,18,1668,18.5,2,5,7,1,1,1,3,0,3.3,2.5,4.4,7.0,66.0,134.0,115.0,0.11,0.27,0.38,0.05,0.32,0.18,0.24,0.42,0.14,0.38
1352,1618,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,19,2002,8,1,198,2.2,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,9.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.37,0.01,0.38,0.37,0.38
1353,1619,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,27,1995,29,26,2053,22.8,0,0,0,0,0,0,3,0,1.8,1.8,0.6,2.3,13.0,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.1,0.08,0.1
1354,1620,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,22,1999,22,14,1396,15.5,0,0,0,0,0,0,6,0,0.2,0.2,0.7,0.9,19.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
1355,1621,Lorenzo Malagrida,it ITA,"MF,DF",Sampdoria,it Serie A,18,2003,6,0,109,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.21,0.12,0.21
1356,1622,Daniel Maldini,it ITA,"FW,MF",Spezia,it Serie A,20,2001,18,4,628,7.0,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,13.0,10.0,34.0,0.29,0.0,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24
1357,1625,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,23,1999,26,22,1706,19.0,9,6,15,9,0,0,0,0,9.1,9.1,4.4,13.5,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.48,0.23,0.71,0.48,0.71
1358,1628,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31,1991,26,26,2163,24.0,0,1,1,0,0,0,6,1,1.4,1.4,2.6,3.9,27.0,93.0,108.0,0.0,0.04,0.04,0.0,0.04,0.06,0.11,0.16,0.06,0.16
1359,1629,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,26,1995,5,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,1631,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,22,1999,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,1632,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26,1996,35,33,2858,31.8,1,2,3,1,0,0,7,0,2.3,2.3,1.6,3.9,17.0,93.0,19.0,0.03,0.06,0.09,0.03,0.09,0.07,0.05,0.12,0.07,0.12
1362,1634,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,28,1994,22,22,1857,20.6,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,28.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
1363,1635,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,30,1991,21,16,1461,16.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1364,1636,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25,1997,29,22,1950,21.7,2,4,6,2,0,0,8,0,1.5,1.5,4.9,6.4,18.0,142.0,59.0,0.09,0.18,0.28,0.09,0.28,0.07,0.23,0.3,0.07,0.3
1365,1637,Sadio Mané,sn SEN,"FW,MF",Bayern Munich,de Bundesliga,30,1992,25,18,1425,15.8,7,5,12,6,1,2,2,0,8.9,7.2,3.9,11.1,59.0,43.0,164.0,0.44,0.32,0.76,0.38,0.69,0.56,0.25,0.81,0.46,0.7
1366,1638,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24,1998,27,20,1550,17.2,1,1,2,1,0,0,3,0,0.6,0.6,0.4,0.9,14.0,43.0,8.0,0.06,0.06,0.12,0.06,0.12,0.03,0.02,0.06,0.03,0.06
1367,1639,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35,1987,26,14,1332,14.8,1,1,2,0,1,2,4,1,2.0,0.4,1.9,2.3,9.0,92.0,15.0,0.07,0.07,0.14,0.0,0.07,0.14,0.13,0.26,0.03,0.16
1368,1641,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28,1994,4,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,1644,Faitout Maouassa,fr FRA,"FW,DF",Montpellier,fr Ligue 1,24,1998,33,23,1923,21.4,5,5,10,5,0,0,0,0,3.3,3.3,2.2,5.6,37.0,51.0,108.0,0.23,0.23,0.47,0.23,0.47,0.16,0.1,0.26,0.16,0.26
1370,1645,Sekou Mara,fr FRA,"FW,MF",Southampton,eng Premier League,20,2002,22,4,555,6.2,1,2,3,1,0,0,1,0,1.0,1.0,0.8,1.8,7.0,7.0,27.0,0.16,0.32,0.49,0.16,0.49,0.17,0.12,0.29,0.17,0.29
1371,1646,Maranhão,br BRA,"FW,MF",Valencia,es La Liga,25,1996,17,3,447,5.0,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2.0,7.0,20.0,0.2,0.0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36
1372,1647,Marcão,br BRA,DF,Sevilla,es La Liga,26,1996,5,4,375,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,1648,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,28,1994,33,31,2715,30.2,7,7,14,7,0,0,2,0,8.1,8.1,8.4,16.5,110.0,135.0,357.0,0.23,0.23,0.46,0.23,0.46,0.27,0.28,0.55,0.27,0.55
1374,1651,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25,1997,31,29,2452,27.2,0,2,2,0,0,0,7,0,2.3,2.3,1.6,4.0,66.0,143.0,58.0,0.0,0.07,0.07,0.0,0.07,0.09,0.06,0.15,0.09,0.15
1375,1652,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24,1998,10,3,283,3.1,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,3.0,15.0,15.0,0.0,0.32,0.32,0.0,0.32,0.0,0.1,0.1,0.0,0.1
1376,1653,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30,1992,33,24,2223,24.7,1,0,1,1,0,0,5,0,1.2,1.2,0.4,1.6,11.0,101.0,4.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07
1377,1654,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,27,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,1655,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33,1989,37,32,2819,31.3,1,6,7,1,0,0,7,0,0.4,0.4,3.5,4.0,76.0,204.0,153.0,0.03,0.19,0.22,0.03,0.22,0.01,0.11,0.13,0.01,0.13
1379,1656,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,21,2001,5,0,86,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1.0,1.0,6.0,1.05,0.0,1.05,1.05,1.05,0.25,0.0,0.25,0.25,0.25
1380,1657,José Mari,es ESP,MF,Cádiz,es La Liga,34,1987,18,2,397,4.4,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,5.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
1381,1658,Pablo Marí,es ESP,DF,Monza,it Serie A,28,1993,30,28,2487,27.6,1,0,1,1,0,0,4,0,0.6,0.6,0.3,1.0,6.0,57.0,3.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
1382,1659,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,27,1995,28,26,2423,26.9,2,1,3,2,0,0,9,0,2.0,2.0,0.6,2.7,9.0,63.0,3.0,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.1,0.07,0.1
1383,1660,Mariano,do DOM,FW,Real Madrid,es La Liga,28,1993,9,1,157,1.7,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.32,0.25,0.57,0.32,0.57
1384,1661,Pablo Marín,es ESP,"MF,FW",Real Sociedad,es La Liga,19,2003,10,3,360,4.0,0,0,0,0,0,0,1,0,1.2,1.2,0.8,2.1,9.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.31,0.2,0.51,0.31,0.51
1385,1662,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26,1996,33,28,2538,28.2,2,4,6,2,0,0,7,0,1.4,1.4,4.2,5.5,35.0,118.0,27.0,0.07,0.14,0.21,0.07,0.21,0.05,0.15,0.2,0.05,0.2
1386,1664,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28,1994,26,25,2157,24.0,3,0,3,3,0,0,6,1,1.6,1.6,0.1,1.7,6.0,68.0,0.0,0.13,0.0,0.13,0.13,0.13,0.06,0.01,0.07,0.06,0.07
1387,1665,Marlon,br BRA,DF,Monza,it Serie A,26,1995,28,18,1592,17.7,0,0,0,0,0,0,7,1,0.3,0.2,0.3,0.6,19.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
1388,1666,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,23,1999,33,15,1476,16.4,5,1,6,5,0,0,2,0,6.1,6.1,1.2,7.3,36.0,51.0,160.0,0.3,0.06,0.37,0.3,0.37,0.37,0.07,0.44,0.37,0.44
1389,1667,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,1668,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28,1994,33,30,2717,30.2,2,0,2,2,0,0,4,0,2.1,2.1,0.5,2.6,4.0,99.0,15.0,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09
1391,1669,Luca Marrone,it ITA,DF,Monza,it Serie A,32,1990,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
1392,1670,Eric Martel,de GER,MF,Köln,de Bundesliga,20,2002,29,23,2019,22.4,1,1,2,1,0,0,6,0,1.7,1.7,0.8,2.5,17.0,72.0,46.0,0.04,0.04,0.09,0.04,0.09,0.08,0.04,0.11,0.08,0.11
1393,1673,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,26,1995,21,11,978,10.9,6,2,8,5,1,1,0,0,6.2,5.5,1.4,6.9,18.0,35.0,87.0,0.55,0.18,0.74,0.46,0.64,0.58,0.13,0.7,0.5,0.63
1394,1674,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25,1997,28,20,1847,20.5,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25.0,86.0,61.0,0.24,0.15,0.39,0.24,0.39,0.11,0.14,0.24,0.07,0.2
