,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
560,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,20,2003,20.0,965,1163,83.0,16310,5939,444,495,89.7,456,508,89.8,51,117,43.6,1,1.2,0.5,-0.2,7,82,6,0,73,Matches
561,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,27,1996,12.4,528,647,81.6,8358,1597,285,330,86.4,206,233,88.4,26,45,57.8,3,3.8,4.5,-0.8,29,19,41,8,72,Matches
562,Eray Cömert,ch SUI,DF,Nantes,fr Ligue 1,25,1998,22.2,941,1063,88.5,18882,6076,298,320,93.1,506,534,94.8,118,178,66.3,0,0.2,0.4,-0.2,4,57,4,2,57,Matches
563,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,26,1996,18.4,752,868,86.6,12845,3509,358,396,90.4,319,360,88.6,58,78,74.4,0,2.0,1.3,-2.0,12,80,8,0,92,Matches
564,Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,it Serie A,18,2005,0.5,27,38,71.1,550,154,5,11,45.5,21,24,87.5,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
565,Alois Confais,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,1996,0.1,7,9,77.8,74,5,7,8,87.5,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
566,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36,1987,35.0,838,1235,67.9,24440,17449,126,126,100.0,395,402,98.3,311,700,44.4,0,0.0,0.1,0.0,0,15,2,0,1,Matches
567,Bambasé Conté,de GER,"MF,FW",Hoffenheim,de Bundesliga,20,2003,0.5,19,24,79.2,228,61,14,15,93.3,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,1,3,1,0,2,Matches
568,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27,1996,0.2,4,4,100.0,66,38,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
569,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26,1997,31.0,1135,1487,76.3,20294,6864,458,539,85.0,539,616,87.5,112,257,43.6,3,4.3,3.0,-1.3,46,138,20,4,142,Matches
570,Copete,es ESP,DF,Mallorca,es La Liga,23,1999,14.8,449,584,76.9,8887,3089,155,180,86.1,230,268,85.8,57,117,48.7,1,0.8,0.5,+0.2,4,46,6,3,52,Matches
571,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19,2003,18.2,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,54.9,0,0.2,0.1,-0.2,4,33,0,0,40,Matches
572,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32,1991,10.1,379,431,87.9,6421,1616,173,188,92.0,169,184,91.8,30,41,73.2,0,0.1,0.6,-0.1,1,37,7,1,47,Matches
573,Tommaso Corazza,it ITA,DF,Bologna,it Serie A,19,2004,2.2,119,145,82.1,1781,648,68,74,91.9,38,41,92.7,8,17,47.1,0,0.1,0.2,-0.1,1,7,4,3,14,Matches
574,Theo Corbeanu,ca CAN,"MF,FW",Granada,es La Liga,21,2002,2.0,37,60,61.7,639,147,21,27,77.8,8,17,47.1,6,11,54.5,0,0.0,0.2,0.0,0,5,2,2,5,Matches
575,Jeppe Corfitzen,dk DEN,FW,Lecce,it Serie A,18,2004,0.1,2,3,66.7,33,0,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
576,Jack Cork,eng ENG,MF,Burnley,eng Premier League,34,1989,0.3,25,33,75.8,370,77,13,16,81.3,10,10,100.0,1,3,33.3,0,0.0,0.0,0.0,0,5,0,0,4,Matches
577,Maxwel Cornet,ci CIV,"MF,FW",West Ham,eng Premier League,26,1996,1.2,36,49,73.5,407,70,27,34,79.4,6,8,75.0,0,1,0.0,0,0.2,0.0,-0.2,4,0,0,0,2,Matches
578,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19,2004,0.1,2,2,100.0,41,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
579,Jesús Corona,mx MEX,"MF,DF",Sevilla,es La Liga,30,1993,0.2,9,14,64.3,106,14,6,7,85.7,3,6,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
580,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28,1995,17.0,379,516,73.4,4856,1162,249,301,82.7,85,110,77.3,18,46,39.1,2,3.6,3.8,-1.6,32,29,23,2,61,Matches
581,Joaquín Correa,ar ARG,"FW,MF",Marseille,fr Ligue 1,28,1994,4.8,131,167,78.4,2086,576,61,80,76.3,60,62,96.8,7,9,77.8,0,0.7,0.6,-0.7,5,10,11,0,25,Matches
582,Thierry Correia,pt POR,DF,Valencia,es La Liga,24,1999,23.9,1017,1340,75.9,16699,6810,546,608,89.8,369,462,79.9,85,209,40.7,2,2.1,2.5,-0.1,18,70,29,11,80,Matches
583,Oscar Cortés,co COL,"FW,MF",Lens,fr Ligue 1,19,2003,0.5,18,26,69.2,217,36,13,19,68.4,3,4,75.0,0,1,0.0,1,0.7,0.1,+0.3,1,1,1,1,2,Matches
584,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30,1993,9.2,317,470,67.4,5513,2576,144,177,81.4,126,193,65.3,37,69,53.6,1,1.2,1.3,-0.2,9,27,16,9,40,Matches
585,David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,22,2001,16.6,570,726,78.5,9004,2375,277,318,87.1,216,266,81.2,41,74,55.4,2,3.5,3.1,-1.5,26,51,26,7,73,Matches
586,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35,1988,18.7,615,834,73.7,9676,4167,345,385,89.6,217,291,74.6,43,115,37.4,1,1.2,1.2,-0.2,19,36,21,14,50,Matches
587,João Costa,br BRA,"MF,FW",Roma,it Serie A,18,2005,0.2,7,9,77.8,100,43,4,4,100.0,3,3,100.0,0,1,0.0,0,0.0,0.1,0.0,1,0,1,0,1,Matches
588,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22,2001,29.4,1491,1784,83.6,29121,12198,511,559,91.4,768,868,88.5,181,302,59.9,1,0.6,0.7,+0.4,6,129,6,2,145,Matches
589,Samu Costa,pt POR,MF,Mallorca,es La Liga,22,2000,25.6,830,1087,76.4,15302,3901,357,433,82.4,359,432,83.1,99,153,64.7,1,0.5,1.0,+0.5,12,77,11,4,93,Matches
590,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36,1987,13.0,258,428,60.3,7748,6197,48,49,98.0,109,111,98.2,101,267,37.8,0,0.0,0.0,0.0,1,4,0,0,0,Matches
591,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24,1999,2.0,55,80,68.8,1658,1275,7,7,100.0,28,28,100.0,20,45,44.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
592,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30,1992,34.8,1154,1665,69.3,18778,9229,596,669,89.1,448,627,71.5,84,254,33.1,7,4.0,3.0,+3.0,33,98,38,21,119,Matches
593,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27,1996,23.1,736,873,84.3,11985,3305,358,400,89.5,305,347,87.9,52,68,76.5,1,0.8,0.9,+0.2,11,80,6,2,88,Matches
594,Mamadou Coulibaly,sn SEN,DF,Salernitana,it Serie A,24,1999,0.0,1,3,33.3,6,1,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
595,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,19,2004,1.3,56,70,80.0,800,158,32,42,76.2,21,24,87.5,2,2,100.0,0,0.1,0.1,-0.1,1,6,1,0,5,Matches
596,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,22,2001,6.9,137,172,79.7,1831,305,81,89,91.0,41,54,75.9,3,7,42.9,0,0.8,0.6,-0.8,9,6,4,0,13,Matches
597,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31,1992,3.7,113,123,91.9,2675,1889,25,25,100.0,63,63,100.0,24,34,70.6,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
598,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,31,1992,0.3,20,24,83.3,265,63,11,14,78.6,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,4,0,0,5,Matches
599,Yan Couto,br BRA,"DF,FW",Girona,es La Liga,21,2002,24.9,1057,1354,78.1,16640,4090,566,644,87.9,406,512,79.3,63,117,53.8,8,4.2,4.3,+3.8,27,62,34,17,97,Matches
600,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,24,1999,9.9,270,366,73.8,4703,1884,127,152,83.6,109,140,77.9,27,52,51.9,0,0.6,0.5,-0.6,3,27,5,1,20,Matches
601,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,24,1999,3.1,147,192,76.6,2373,782,76,88,86.4,61,79,77.2,8,18,44.4,0,0.1,0.2,-0.1,2,19,2,2,16,Matches
602,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29,1994,3.0,69,100,69.0,1856,1253,16,16,100.0,28,28,100.0,24,55,43.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
603,Crespo,pt POR,MF,Rayo Vallecano,es La Liga,26,1996,5.9,230,273,84.2,3360,1147,126,142,88.7,85,100,85.0,11,18,61.1,0,1.0,0.5,-1.0,6,31,5,0,30,Matches
604,Aaron Cresswell,eng ENG,"DF,FW",West Ham,eng Premier League,33,1989,4.8,254,308,82.5,4176,1722,142,155,91.6,80,96,83.3,25,48,52.1,0,0.4,0.3,-0.4,5,15,4,0,26,Matches
605,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,28,1995,36.5,1785,2178,82.0,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,4,2.9,3.1,+1.1,30,229,37,6,234,Matches
606,Cristian,es ESP,GK,Valencia,es La Liga,25,1998,0.6,13,18,72.2,294,213,3,3,100.0,8,8,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches
607,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31,1992,18.5,712,941,75.7,12473,5357,345,382,90.3,287,387,74.2,75,145,51.7,1,0.4,0.6,+0.6,5,69,9,3,77,Matches
608,Juan Cruz,ar ARG,"FW,MF",Hellas Verona,it Serie A,24,1999,1.2,18,27,66.7,211,78,16,22,72.7,1,2,50.0,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,4,Matches
609,Juan Cruz,es ESP,FW,Betis,es La Liga,23,2000,0.8,15,20,75.0,187,49,13,15,86.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,1,0,3,0,3,Matches
610,Juan Cuadrado,co COL,DF,Inter,it Serie A,35,1988,3.0,158,189,83.6,2799,632,73,77,94.8,61,76,80.3,16,27,59.3,2,1.6,1.2,+0.4,9,11,5,2,11,Matches
611,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,16,2007,17.3,1360,1487,91.5,25525,8442,493,523,94.3,737,772,95.5,122,170,71.8,0,0.4,0.4,-0.4,5,73,0,0,75,Matches
612,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25,1998,19.8,1036,1196,86.6,15110,4408,595,645,92.2,383,430,89.1,32,65,49.2,2,1.1,1.2,+0.9,19,51,7,4,50,Matches
613,Iván Cuéllar,es ESP,GK,Mallorca,es La Liga,39,1984,1.0,24,35,68.6,612,461,3,4,75.0,14,14,100.0,7,17,41.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
614,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23,1999,21.8,957,1150,83.2,17344,6301,367,388,94.6,515,579,88.9,65,154,42.2,1,0.2,0.8,+0.8,6,62,10,6,78,Matches
615,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,27,1996,22.9,1173,1373,85.4,18812,4917,617,667,92.5,466,521,89.4,69,127,54.3,3,1.8,2.3,+1.2,26,119,17,3,123,Matches
616,Matheus Cunha,br BRA,"FW,MF",Wolves,eng Premier League,24,1999,27.1,658,831,79.2,8887,2308,411,476,86.3,182,229,79.5,32,57,56.1,7,3.2,3.0,+3.8,28,56,31,1,87,Matches
617,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22,2001,5.9,82,115,71.3,988,167,48,60,80.0,20,28,71.4,3,4,75.0,0,0.3,0.2,-0.3,6,2,2,0,11,Matches
618,Eric Curbelo,es ESP,"DF,MF",Las Palmas,es La Liga,29,1994,1.1,57,59,96.6,885,340,30,30,100.0,25,27,92.6,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,4,Matches
619,Sam Curtis,ie IRL,DF,Sheffield Utd,eng Premier League,17,2005,0.3,6,10,60.0,98,37,3,4,75.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
620,Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,22,2000,10.0,137,216,63.4,1668,384,91,133,68.4,36,53,67.9,3,3,100.0,1,0.7,0.8,+0.3,7,7,4,2,13,Matches
621,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,34,1988,17.1,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,59.7,0,0.2,0.4,-0.2,4,61,4,1,61,Matches
622,Alberto Dadie,es ESP,MF,Real Sociedad,es La Liga,21,2002,0.3,3,7,42.9,47,33,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,0,Matches
623,Trévis Dago,ci CIV,"FW,MF",Lille,fr Ligue 1,18,2005,0.3,2,4,50.0,31,19,1,3,33.3,1,1,100.0,0,0,,1,0.4,0.0,+0.6,1,0,1,1,0,Matches
624,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25,1998,31.0,1025,1345,76.2,27889,18248,166,168,98.8,556,566,98.2,299,600,49.8,0,0.1,0.2,-0.1,1,44,1,0,3,Matches
625,Mahmoud Dahoud,de GER,MF,Brighton,eng Premier League,27,1996,5.0,284,328,86.6,4011,886,169,176,96.0,84,99,84.8,16,25,64.0,1,0.9,0.4,+0.1,10,21,1,1,11,Matches
626,Mahmoud Dahoud,de GER,MF,Stuttgart,de Bundesliga,27,1996,2.5,205,235,87.2,3140,829,117,126,92.9,63,71,88.7,16,24,66.7,0,0.5,0.9,-0.5,7,19,3,1,19,Matches
627,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21,2002,11.7,537,637,84.3,9642,2939,208,220,94.5,280,321,87.2,42,77,54.5,0,0.1,0.6,-0.1,2,13,2,0,35,Matches
628,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22,2000,27.9,416,621,67.0,5875,1080,245,343,71.4,117,174,67.2,22,38,57.9,2,1.2,1.8,+0.8,17,19,15,2,38,Matches
629,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24,1999,35.3,1487,1832,81.2,24940,8076,730,818,89.2,574,702,81.8,139,213,65.3,3,2.9,2.4,+0.1,37,107,31,16,124,Matches
630,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23,2000,9.4,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,+0.6,10,50,11,1,61,Matches
631,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22,2001,8.3,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,Matches
632,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,22,2001,19.9,589,758,77.7,10498,3239,255,297,85.9,247,286,86.4,70,123,56.9,2,1.5,0.7,+0.5,20,74,14,0,83,Matches
633,Danilo,br BRA,DF,Juventus,it Serie A,32,1991,27.2,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,+0.1,21,148,14,4,161,Matches
634,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26,1997,6.6,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,Matches
635,Jayden Danns,eng ENG,FW,Liverpool,eng Premier League,17,2006,0.1,5,7,71.4,73,16,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
636,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24,1998,29.5,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133,Matches
637,Dante,br BRA,DF,Nice,fr Ligue 1,39,1983,31.6,2540,2803,90.6,43573,17293,1157,1213,95.4,1141,1202,94.9,183,303,60.4,1,1.0,1.2,0.0,13,170,7,1,185,Matches
638,Raimane Daou,km COM,"DF,MF",Marseille,fr Ligue 1,18,2004,0.3,11,13,84.6,120,30,11,11,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
639,Mohammed Daramy,dk DEN,"FW,MF",Reims,fr Ligue 1,21,2002,18.3,401,527,76.1,5848,1542,222,276,80.4,139,171,81.3,17,29,58.6,5,2.4,2.9,+2.6,23,22,30,3,69,Matches
640,Sergi Darder,es ESP,MF,Mallorca,es La Liga,29,1993,24.0,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5.0,-1.4,51,120,32,14,132,Matches
641,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24,1999,1.3,73,85,85.9,1773,564,11,14,78.6,45,47,95.7,17,23,73.9,0,0.0,0.0,0.0,0,4,0,0,8,Matches
642,Matteo Darmian,it ITA,DF,Inter,it Serie A,33,1989,26.7,1181,1389,85.0,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,-0.8,22,64,14,6,72,Matches
643,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,24,1998,6.0,107,179,59.8,1382,483,64,90,71.1,30,49,61.2,3,17,17.6,1,1.0,1.2,0.0,10,8,7,2,17,Matches
644,Josh Dasilva,eng ENG,"DF,FW",Brentford,eng Premier League,24,1998,0.3,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0.0,0,0.2,0.2,-0.2,1,0,0,0,2,Matches
645,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20,2002,9.8,117,173,67.6,1574,343,67,94,71.3,36,49,73.5,5,6,83.3,1,1.8,0.3,-0.8,8,9,5,1,15,Matches
646,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,20,2002,7.6,106,152,69.7,1536,346,65,83,78.3,25,39,64.1,9,10,90.0,0,0.3,0.3,-0.3,5,5,8,2,14,Matches
647,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22,2001,16.6,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70,Matches
648,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23,2000,29.2,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,+0.7,32,53,26,1,79,Matches
649,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22,2000,22.9,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,+2.1,37,88,31,7,117,Matches
650,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30,1993,12.1,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,-0.4,4,80,4,0,71,Matches
651,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25,1998,2.5,68,99,68.7,901,310,41,50,82.0,20,27,74.1,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,0,8,Matches
652,Keinan Davis,eng ENG,"FW,MF",Udinese,it Serie A,25,1998,2.1,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,-0.1,3,3,2,0,6,Matches
653,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28,1995,23.8,972,1173,82.9,20339,7048,247,302,81.8,587,647,90.7,131,199,65.8,0,0.0,0.1,0.0,2,60,2,0,89,Matches
654,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33,1990,24.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,-0.4,9,52,2,0,49,Matches
655,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32,1991,13.6,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,-1.5,59,67,56,12,111,Matches
656,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22,2001,22.5,565,782,72.3,8690,2346,302,384,78.6,211,273,77.3,31,58,53.4,8,6.1,4.1,+1.9,49,44,42,7,126,Matches
657,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29,1994,23.1,1291,1553,83.1,21996,6879,635,688,92.3,463,548,84.5,148,218,67.9,5,5.0,6.2,0.0,39,146,63,7,202,Matches
658,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30,1992,0.5,17,19,89.5,296,124,7,7,100.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches
659,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35,1988,7.5,373,432,86.3,5791,1916,181,195,92.8,168,189,88.9,14,29,48.3,0,0.0,0.1,0.0,0,20,1,1,27,Matches
660,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,25,1998,20.3,837,1046,80.0,13947,4928,395,448,88.2,364,427,85.2,62,126,49.2,0,0.8,0.6,-0.8,14,80,14,4,104,Matches
661,Koni De Winter,be BEL,DF,Genoa,it Serie A,21,2002,26.4,1122,1269,88.4,19280,6416,465,509,91.4,568,615,92.4,67,99,67.7,1,1.0,0.3,0.0,5,54,5,0,76,Matches
662,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32,1991,8.4,187,221,84.6,2738,555,102,114,89.5,65,75,86.7,10,13,76.9,2,1.2,1.1,+0.8,8,10,3,1,17,Matches
663,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,27,1995,17.9,364,524,69.5,6842,2077,171,216,79.2,142,194,73.2,47,90,52.2,0,0.9,0.5,-0.9,10,45,7,2,64,Matches
664,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,27,1996,27.7,989,1469,67.3,16904,6014,486,603,80.6,327,474,69.0,126,258,48.8,8,9.9,9.1,-1.9,89,103,72,21,155,Matches
665,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31,1992,22.7,638,882,72.3,10860,3569,284,336,84.5,288,388,74.2,53,110,48.2,1,3.6,3.0,-2.6,26,30,23,12,52,Matches
666,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,21,2002,1.4,38,48,79.2,533,150,21,24,87.5,13,15,86.7,1,5,20.0,0,0.1,0.1,-0.1,2,3,1,1,4,Matches
667,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,24,1999,6.5,300,350,85.7,4932,1666,145,155,93.5,135,154,87.7,16,31,51.6,0,0.2,0.1,-0.2,4,24,3,2,18,Matches
668,Alessandro Dellavalle,it ITA,DF,Torino,it Serie A,19,2004,0.2,5,6,83.3,132,51,3,3,100.0,0,0,,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
669,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,23,2000,15.2,543,730,74.4,9637,3323,244,284,85.9,226,289,78.2,63,111,56.8,1,0.9,1.3,+0.1,13,34,15,8,40,Matches
670,Karamoko Dembele,sct SCO,"MF,FW",Brest,fr Ligue 1,20,2003,0.2,8,10,80.0,171,24,3,3,100.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1,Matches
671,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,26,1997,16.7,792,1044,75.9,13339,3923,380,454,83.7,315,403,78.2,66,114,57.9,8,6.7,5.8,+1.3,59,84,52,8,133,Matches
672,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25,1998,7.7,221,258,85.7,3891,1010,105,112,93.8,85,96,88.5,25,41,61.0,0,0.4,0.6,-0.4,2,31,3,0,24,Matches
673,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,25,1998,31.9,371,574,64.6,4996,1174,202,289,69.9,129,165,78.2,8,14,57.1,9,3.9,3.7,+5.1,33,40,17,1,60,Matches
674,Diego Demme,de GER,MF,Napoli,it Serie A,31,1991,0.8,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,100.0,0,0.0,0.0,0.0,0,3,1,0,5,Matches
675,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,21,2001,31.5,1190,1469,81.0,21938,7392,421,497,84.7,657,764,86.0,94,163,57.7,0,0.3,0.4,-0.3,7,86,4,0,95,Matches
676,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,28,1995,1.3,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
677,Leander Dendoncker,be BEL,MF,Napoli,it Serie A,28,1995,0.3,23,27,85.2,333,62,15,17,88.2,8,9,88.9,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
678,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27,1996,6.0,128,212,60.4,4450,3581,26,26,100.0,35,35,100.0,67,150,44.7,0,0.0,0.0,0.0,0,5,0,0,0,Matches
679,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28,1995,17.2,788,944,83.5,11478,3595,440,489,90.0,288,342,84.2,26,53,49.1,1,0.7,1.1,+0.3,8,49,5,2,81,Matches
680,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29,1994,33.0,611,945,64.7,17763,13674,112,112,100.0,258,261,98.9,230,555,41.4,0,0.4,0.1,-0.4,1,15,1,0,0,Matches
681,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,32,1991,4.1,41,63,65.1,567,71,22,32,68.8,17,25,68.0,1,1,100.0,0,0.3,0.0,-0.3,3,2,0,0,4,Matches
682,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18,2005,0.1,10,11,90.9,107,2,7,7,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
683,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29,1994,0.2,6,8,75.0,90,43,1,2,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
684,Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,29,1993,0.3,15,17,88.2,324,175,5,5,100.0,8,8,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
685,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26,1997,31.9,1054,1350,78.1,28283,18779,220,224,98.2,513,517,99.2,314,600,52.3,0,0.0,0.1,0.0,0,15,0,0,1,Matches
