,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
1162,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,es La Liga,22,2001,0.1,2,2,100.0,28,11,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1163,Timo Hübers,de GER,DF,Köln,de Bundesliga,27,1996,30.9,1473,1743,84.5,28520,10485,448,501,89.4,879,951,92.4,130,250,52.0,0,0.5,1.0,-0.5,6,105,7,1,104,Matches
1164,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,22,2000,20.6,574,736,78.0,9036,1826,325,359,90.5,187,251,74.5,46,83,55.4,1,2.8,2.5,-1.8,36,20,32,8,58,Matches
1165,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,28,1995,21.0,731,878,83.3,10742,3108,389,436,89.2,281,317,88.6,27,62,43.5,1,1.1,1.8,-0.1,21,71,16,2,76,Matches
1166,Dean Huijsen,es ESP,DF,Roma,it Serie A,18,2005,5.7,400,459,87.1,7151,2423,158,175,90.3,203,221,91.9,34,47,72.3,0,0.1,0.1,-0.1,1,16,1,0,18,Matches
1167,Dean Huijsen,es ESP,DF,Juventus,it Serie A,18,2005,0.1,18,19,94.7,370,115,5,5,100.0,10,10,100.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
1168,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,34,1988,17.6,1262,1418,89.0,25463,8497,381,402,94.8,722,781,92.4,150,202,74.3,0,0.9,1.4,-0.9,9,86,6,0,82,Matches
1169,Denis Huseinbasic,ba BIH,MF,Köln,de Bundesliga,22,2001,18.1,674,791,85.2,11058,2909,324,364,89.0,287,310,92.6,46,74,62.2,3,0.7,0.7,+2.3,16,68,9,2,93,Matches
1170,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,29,1994,13.3,713,850,83.9,10858,4236,400,438,91.3,248,291,85.2,41,78,52.6,0,0.4,1.0,-0.4,9,46,10,5,51,Matches
1171,Pierre Højbjerg,dk DEN,MF,Tottenham,eng Premier League,27,1995,14.6,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0,1.2,1.5,-1.2,9,160,12,1,134,Matches
1172,Rasmus Højlund,dk DEN,FW,Manchester Utd,eng Premier League,20,2003,24.0,304,402,75.6,3552,884,199,247,80.6,58,77,75.3,11,12,91.7,2,1.6,0.9,+0.4,28,14,14,1,33,Matches
1173,Iago,br BRA,DF,Augsburg,de Bundesliga,26,1997,18.0,536,735,72.9,9641,4071,240,278,86.3,217,293,74.1,63,109,57.8,1,1.6,2.9,-0.6,17,51,27,16,54,Matches
1174,Pablo Ibáñez,es ESP,MF,Osasuna,es La Liga,24,1998,12.8,343,452,75.9,5502,1476,163,208,78.4,147,172,85.5,22,40,55.0,2,1.2,1.1,+0.8,12,41,10,2,67,Matches
1175,Arijon Ibrahimović,de GER,"FW,DF",Frosinone,it Serie A,17,2005,5.3,163,225,72.4,2299,702,105,129,81.4,47,65,72.3,8,13,61.5,1,0.7,0.7,+0.3,8,11,9,1,22,Matches
1176,Iglesias,es ESP,"DF,FW",Getafe,es La Liga,25,1998,15.7,382,635,60.2,7413,3284,155,188,82.4,155,236,65.7,61,169,36.1,2,0.7,1.0,+1.3,11,41,15,12,43,Matches
1177,Borja Iglesias,es ESP,FW,Betis,es La Liga,30,1993,4.5,83,101,82.2,1129,179,57,66,86.4,20,23,87.0,4,6,66.7,1,0.9,0.7,+0.1,11,2,6,0,12,Matches
1178,Borja Iglesias,es ESP,FW,Leverkusen,de Bundesliga,30,1993,2.8,58,75,77.3,752,113,33,42,78.6,19,20,95.0,1,1,100.0,0,0.3,0.4,-0.3,3,3,3,0,5,Matches
1179,Igor,br BRA,DF,Brighton,eng Premier League,25,1998,18.2,1398,1497,93.4,21855,7143,714,742,96.2,615,640,96.1,49,68,72.1,0,0.7,0.5,-0.7,7,123,2,0,107,Matches
1180,Jonathan Ikone,fr FRA,FW,Fiorentina,it Serie A,25,1998,18.7,388,476,81.5,6023,1163,203,246,82.5,154,174,88.5,20,29,69.0,1,2.0,2.0,-1.0,15,25,20,1,58,Matches
1181,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,it Serie A,21,2001,11.8,110,167,65.9,1382,234,71,97,73.2,29,40,72.5,3,8,37.5,1,0.7,0.6,+0.3,8,5,2,0,10,Matches
1182,Andrej Ilic,rs SRB,FW,Lille,fr Ligue 1,23,2000,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1183,Ivan Ilić,rs SRB,MF,Torino,it Serie A,22,2001,23.3,1101,1336,82.4,18346,5282,493,545,90.5,479,548,87.4,84,155,54.2,2,5.0,4.6,-3.0,47,107,24,6,138,Matches
1184,Samuel Iling-Junior,eng ENG,"DF,MF",Juventus,it Serie A,19,2003,9.0,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46.0,2,1.3,1.6,+0.7,19,20,13,9,25,Matches
1185,Imanol,es ESP,DF,Athletic Club,es La Liga,23,2000,5.8,280,343,81.6,4413,1312,160,178,89.9,99,115,86.1,16,30,53.3,0,0.2,0.3,-0.2,2,24,6,3,21,Matches
1186,Joel Imasuen,us USA,FW,Werder Bremen,de Bundesliga,18,2004,0.0,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1187,Ciro Immobile,it ITA,FW,Lazio,it Serie A,33,1990,18.4,338,461,73.3,4444,668,211,268,78.7,92,119,77.3,13,21,61.9,1,2.1,1.3,-1.1,17,12,12,0,39,Matches
1188,Gino Infantino,ar ARG,MF,Fiorentina,it Serie A,20,2003,1.1,39,46,84.8,617,140,24,26,92.3,12,14,85.7,3,3,100.0,0,0.0,0.0,0.0,1,4,0,0,7,Matches
1189,Danny Ings,eng ENG,FW,West Ham,eng Premier League,31,1992,4.5,76,107,71.0,854,170,40,50,80.0,19,24,79.2,1,8,12.5,0,0.3,0.3,-0.3,5,2,3,0,8,Matches
1190,Bonke Innocent,ng NGA,MF,Lorient,fr Ligue 1,27,1996,2.3,91,96,94.8,1467,387,44,46,95.7,40,42,95.2,4,4,100.0,0,0.1,0.1,-0.1,2,12,0,0,13,Matches
1191,Tim Iroegbunam,eng ENG,MF,Aston Villa,eng Premier League,20,2003,1.8,51,55,92.7,704,229,30,31,96.8,19,20,95.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1192,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,23,1999,25.1,385,493,78.1,5446,1168,237,280,84.6,117,142,82.4,15,22,68.2,2,3.7,2.8,-1.7,27,28,21,0,71,Matches
1193,Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,22,2001,11.9,218,328,66.5,3100,676,121,143,84.6,73,110,66.4,11,38,28.9,1,2.6,2.0,-1.6,19,8,11,4,21,Matches
1194,Isco,es ESP,MF,Betis,es La Liga,31,1992,25.8,1201,1502,80.0,19453,6247,634,699,90.7,371,442,83.9,134,239,56.1,5,6.4,6.4,-1.4,81,130,58,7,216,Matches
1195,Thomas Isherwood,se SWE,DF,Darmstadt 98,de Bundesliga,25,1998,7.1,223,268,83.2,4281,1293,75,80,93.8,127,142,89.4,18,35,51.4,0,0.0,0.1,0.0,1,13,4,0,11,Matches
1196,Ismaily,br BRA,DF,Lille,fr Ligue 1,33,1990,27.4,1262,1505,83.9,18690,6452,714,810,88.1,470,540,87.0,43,83,51.8,1,1.2,1.5,-0.2,10,90,23,7,114,Matches
1197,Ardian Ismajli,al ALB,DF,Empoli,it Serie A,26,1996,22.7,864,1042,82.9,17451,6136,246,274,89.8,511,568,90.0,100,167,59.9,0,0.1,0.3,-0.1,4,46,5,1,49,Matches
1198,Yanis Issoufou,fr FRA,MF,Montpellier,fr Ligue 1,16,2006,0.1,2,2,100.0,71,7,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1199,Ko Itakura,jp JPN,"DF,MF",Gladbach,de Bundesliga,26,1997,17.7,798,910,87.7,14351,4876,305,336,90.8,422,454,93.0,60,98,61.2,0,0.2,0.6,-0.2,5,41,3,1,36,Matches
1200,Hiroki Ito,jp JPN,DF,Stuttgart,de Bundesliga,24,1999,24.8,1833,2066,88.7,30156,11234,915,962,95.1,774,842,91.9,118,211,55.9,2,2.0,2.4,0.0,19,119,21,7,121,Matches
1201,Junya Ito,jp JPN,"FW,MF",Reims,fr Ligue 1,30,1993,30.2,741,1131,65.5,12890,5184,371,476,77.9,257,362,71.0,88,204,43.1,7,11.5,9.9,-4.5,80,82,58,26,139,Matches
1202,Diego Iturralde,es ESP,DF,Sevilla,es La Liga,20,2003,0.4,9,14,64.3,148,110,5,5,100.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1203,Alex Iwobi,ng NGA,MF,Everton,eng Premier League,27,1996,1.6,27,42,64.3,545,179,13,14,92.9,7,10,70.0,7,15,46.7,0,0.2,0.4,-0.2,4,1,3,1,4,Matches
1204,Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,27,1996,24.4,821,1051,78.1,13556,4268,400,451,88.7,325,403,80.6,66,118,55.9,2,4.7,4.0,-2.7,49,84,46,8,147,Matches
1205,Armando Izzo,it ITA,DF,Monza,it Serie A,31,1992,18.3,1122,1235,90.9,21780,6523,342,361,94.7,665,705,94.3,109,151,72.2,0,0.5,1.3,-0.5,7,55,4,0,59,Matches
1206,Nicolas Jackson,sn SEN,FW,Chelsea,eng Premier League,22,2001,31.1,515,666,77.3,6528,1537,323,386,83.7,126,164,76.8,20,27,74.1,5,4.3,2.9,+0.7,38,40,21,0,67,Matches
1207,Jérémy Jacquet,fr FRA,MF,Rennes,fr Ligue 1,18,2005,0.1,5,6,83.3,87,36,1,2,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1208,Jérémy Jacquet,fr FRA,DF,Clermont Foot,fr Ligue 1,18,2005,2.8,94,123,76.4,1555,644,40,53,75.5,45,52,86.5,4,8,50.0,1,0.3,0.5,+0.7,2,8,2,1,15,Matches
1209,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,de Bundesliga,30,1992,23.5,605,777,77.9,8558,2153,350,416,84.1,193,244,79.1,28,50,56.0,3,3.4,2.2,-0.4,32,61,10,2,82,Matches
1210,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,25,1998,2.6,121,136,89.0,2388,943,45,46,97.8,54,60,90.0,20,25,80.0,0,0.1,0.1,-0.1,2,7,1,0,14,Matches
1211,Filip Jagiełło,pl POL,MF,Genoa,it Serie A,25,1997,0.4,15,17,88.2,287,13,5,5,100.0,9,9,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
1212,Kristijan Jakić,hr CRO,MF,Augsburg,de Bundesliga,26,1997,11.7,398,503,79.1,6984,2584,160,194,82.5,184,219,84.0,38,60,63.3,1,0.3,0.8,+0.7,7,41,8,0,56,Matches
1213,Kristijan Jakić,hr CRO,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,2.2,91,111,82.0,1453,356,48,56,85.7,38,41,92.7,4,6,66.7,0,0.2,0.2,-0.2,1,6,0,0,11,Matches
1214,Ismail Jakobs,sn SEN,DF,Monaco,fr Ligue 1,23,1999,16.3,626,874,71.6,9832,3149,317,380,83.4,256,347,73.8,35,100,35.0,2,1.8,2.0,+0.2,17,44,20,10,56,Matches
1215,Ablie Jallow,gm GAM,"MF,FW",Metz,fr Ligue 1,24,1998,10.2,248,318,78.0,4487,1116,112,138,81.2,97,120,80.8,30,46,65.2,2,1.0,0.7,+1.0,12,22,10,0,42,Matches
1216,Reece James,eng ENG,DF,Chelsea,eng Premier League,23,1999,4.7,275,341,80.6,4433,1383,144,163,88.3,104,130,80.0,19,34,55.9,2,1.7,1.6,+0.3,11,21,6,3,21,Matches
1217,Vitaly Janelt,de GER,"MF,DF",Brentford,eng Premier League,25,1998,33.9,1088,1398,77.8,17534,5211,579,666,86.9,394,496,79.4,84,156,53.8,3,4.8,3.7,-1.8,37,107,32,15,123,Matches
1218,Jakub Jankto,cz CZE,"MF,FW",Cagliari,it Serie A,27,1996,9.7,161,253,63.6,2654,805,79,91,86.8,61,101,60.4,15,44,34.1,2,0.5,0.4,+1.5,6,18,4,0,26,Matches
1219,Tony Jantschke,de GER,"DF,MF",Gladbach,de Bundesliga,33,1990,0.3,12,12,100.0,208,130,5,5,100.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1220,Adnan Januzaj,be BEL,"FW,MF",Sevilla,es La Liga,28,1995,2.1,70,88,79.5,1250,244,35,38,92.1,23,28,82.1,10,18,55.6,0,0.0,0.2,0.0,2,6,1,1,9,Matches
1221,Nuha Jatta,gm GAM,FW,RB Leipzig,de Bundesliga,17,2006,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1222,Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,19,2003,1.7,56,79,70.9,841,232,29,37,78.4,23,27,85.2,3,10,30.0,0,0.1,0.1,-0.1,2,5,1,0,5,Matches
1223,Luis Javier Suárez,co COL,FW,Almería,es La Liga,25,1997,10.2,150,202,74.3,2505,389,75,91,82.4,59,71,83.1,12,17,70.6,0,0.6,0.5,-0.6,7,14,2,1,15,Matches
1224,Danley Jean-Jacques,ht HAI,MF,Metz,fr Ligue 1,23,2000,29.8,572,743,77.0,10280,2937,250,307,81.4,235,277,84.8,71,120,59.2,0,0.6,0.6,-0.6,10,62,6,1,84,Matches
1225,Salim El Jebari,ma MAR,MF,Atlético Madrid,es La Liga,19,2004,0.1,3,4,75.0,30,3,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1226,Daniel Jebbison,eng ENG,FW,Sheffield Utd,eng Premier League,19,2003,0.2,1,3,33.3,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1227,Jeffinho,br BRA,"FW,MF",Lyon,fr Ligue 1,23,1999,3.4,95,129,73.6,1363,273,63,79,79.7,22,31,71.0,7,8,87.5,1,0.6,0.4,+0.4,6,9,6,0,14,Matches
1228,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,de Bundesliga,25,1997,14.9,290,476,60.9,5090,2039,143,190,75.3,98,136,72.1,37,93,39.8,4,4.3,4.9,-0.3,32,30,14,5,46,Matches
1229,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,27,1996,24.5,875,1202,72.8,17423,6338,362,423,85.6,337,439,76.8,152,268,56.7,3,4.0,4.8,-1.0,41,88,41,11,123,Matches
1230,Moritz Jenz,de GER,DF,Wolfsburg,de Bundesliga,24,1999,19.4,941,1068,88.1,16823,6685,345,367,94.0,525,569,92.3,59,108,54.6,1,0.3,0.5,+0.7,4,41,1,0,47,Matches
1231,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,26,1997,16.4,403,513,78.6,5315,971,259,306,84.6,111,140,79.3,10,16,62.5,5,3.8,3.2,+1.2,29,18,19,1,42,Matches
1232,Juan Jesus,br BRA,DF,Napoli,it Serie A,32,1991,23.5,1547,1709,90.5,29632,9837,487,524,92.9,896,950,94.3,148,200,74.0,0,0.3,0.8,-0.3,5,67,2,0,82,Matches
1233,Alejandro Jiménez,es ESP,DF,Milan,it Serie A,18,2005,0.8,39,43,90.7,628,179,19,20,95.0,18,20,90.0,1,1,100.0,0,0.1,0.1,-0.1,1,2,0,0,2,Matches
1234,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,32,1991,15.5,262,382,68.6,3408,717,162,201,80.6,54,90,60.0,17,33,51.5,0,1.5,1.0,-1.5,11,23,11,2,24,Matches
1235,João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,21,2001,22.7,659,818,80.6,8706,1876,425,483,88.0,178,217,82.0,24,43,55.8,3,3.8,4.7,-0.8,37,43,44,4,92,Matches
1236,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,26,1996,14.2,525,627,83.7,7304,1897,313,352,88.9,166,191,86.9,19,25,76.0,1,2.9,1.1,-1.9,23,38,9,0,56,Matches
1237,Ryan John Giles,eng ENG,"DF,MF",Luton Town,eng Premier League,23,2000,5.6,140,218,64.2,2294,949,74,85,87.1,56,85,65.9,9,39,23.1,0,0.2,0.6,-0.2,5,10,10,6,17,Matches
1238,Ben Johnson,eng ENG,"DF,FW",West Ham,eng Premier League,23,2000,6.0,246,334,73.7,3816,1465,141,156,90.4,88,121,72.7,14,33,42.4,0,0.0,0.1,0.0,0,18,1,0,22,Matches
1239,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,22,2001,23.2,519,728,71.3,7315,1778,333,405,82.2,158,217,72.8,15,45,33.3,10,8.1,4.5,+1.9,45,32,39,10,72,Matches
1240,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,eng Premier League,22,2001,2.6,47,61,77.0,671,143,25,29,86.2,17,22,77.3,2,2,100.0,0,0.2,0.0,-0.2,1,2,0,0,1,Matches
1241,Joseph Johnson,eng ENG,DF,Luton Town,eng Premier League,17,2006,0.9,30,36,83.3,646,228,9,9,100.0,16,17,94.1,5,9,55.6,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1242,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30,1993,20.0,343,599,57.3,11568,8793,45,46,97.8,143,147,97.3,155,401,38.7,0,0.0,0.0,0.0,0,13,0,0,0,Matches
1243,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,22,2001,13.0,707,776,91.1,10366,2136,405,428,94.6,257,278,92.4,22,30,73.3,1,0.7,1.1,+0.3,11,64,14,1,74,Matches
1244,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,26,1997,18.2,1542,1674,92.1,23581,7114,872,905,96.4,558,608,91.8,80,104,76.9,0,2.2,4.9,-2.2,21,187,34,7,168,Matches
1245,Joan Jordán,es ESP,MF,Sevilla,es La Liga,29,1994,4.2,212,243,87.2,3715,1165,101,109,92.7,86,94,91.5,20,24,83.3,0,0.0,0.1,0.0,2,34,1,0,32,Matches
1246,Jordi,es ESP,"MF,DF",Getafe,es La Liga,22,2001,6.4,150,242,62.0,2237,608,89,112,79.5,50,88,56.8,7,21,33.3,0,0.6,0.4,-0.6,7,13,2,1,14,Matches
1247,Jeremy Jorge,es ESP,FW,Getafe,es La Liga,20,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1248,Kaio Jorge,br BRA,FW,Frosinone,it Serie A,21,2002,9.0,116,159,73.0,1586,205,73,87,83.9,29,40,72.5,5,9,55.6,0,0.3,0.3,-0.3,8,7,2,0,11,Matches
1249,Jorginho,it ITA,MF,Arsenal,eng Premier League,31,1991,10.2,699,785,89.0,11386,3439,360,380,94.7,280,310,90.3,45,59,76.3,2,1.4,2.1,+0.6,10,81,25,1,101,Matches
1250,Willian José,br BRA,FW,Betis,es La Liga,31,1991,21.9,429,541,79.3,5902,838,255,306,83.3,107,130,82.3,29,38,76.3,5,2.5,1.7,+2.5,27,16,7,1,32,Matches
1251,Joselu,es ESP,FW,Real Madrid,es La Liga,33,1990,18.7,260,360,72.2,3248,498,171,224,76.3,59,82,72.0,8,11,72.7,2,1.7,2.0,+0.3,12,16,3,0,20,Matches
1252,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,26,1996,12.7,287,394,72.8,3995,939,185,227,81.5,83,104,79.8,11,17,64.7,3,3.3,1.7,-0.3,22,18,12,0,34,Matches
1253,Antoine Joujou,fr FRA,"FW,MF",Le Havre,fr Ligue 1,20,2003,8.7,184,260,70.8,2751,659,106,137,77.4,68,87,78.2,6,11,54.5,2,0.6,0.9,+1.4,9,10,11,2,22,Matches
1254,Luka Jović,rs SRB,FW,Milan,it Serie A,25,1997,9.7,133,182,73.1,1960,364,68,90,75.6,53,65,81.5,6,11,54.5,1,0.8,0.7,+0.2,11,12,4,0,22,Matches
1255,Kamil Jóźwiak,pl POL,MF,Granada,es La Liga,25,1998,6.3,128,180,71.1,1844,495,70,87,80.5,44,61,72.1,6,13,46.2,1,1.2,0.6,-0.2,5,9,11,1,21,Matches
1256,Juanmi,es ESP,FW,Cádiz,es La Liga,30,1993,9.7,181,226,80.1,2358,371,113,132,85.6,53,64,82.8,5,9,55.6,1,1.6,0.6,-0.6,11,6,4,1,12,Matches
1257,Juanpe,es ESP,DF,Girona,es La Liga,32,1991,8.3,500,550,90.9,9290,3239,174,181,96.1,281,299,94.0,39,61,63.9,0,0.0,0.0,0.0,0,8,0,0,14,Matches
1258,Mads Juel Andersen,dk DEN,DF,Luton Town,eng Premier League,25,1997,4.4,87,117,74.4,1570,766,41,47,87.2,37,48,77.1,9,19,47.4,0,0.0,0.0,0.0,0,7,0,0,7,Matches
1259,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,30,1993,13.7,441,512,86.1,8894,2972,114,135,84.4,256,278,92.1,56,81,69.1,0,0.1,0.1,-0.1,2,16,1,1,26,Matches
1260,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,31,1991,28.7,1553,1795,86.5,28008,10414,629,674,93.3,764,842,90.7,137,215,63.7,0,0.3,0.9,-0.3,6,90,10,4,107,Matches
1261,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,17,2006,12.0,216,279,77.4,3455,537,108,132,81.8,76,95,80.0,18,26,69.2,3,1.8,1.1,+1.2,11,10,7,2,12,Matches
1262,Hamed Junior Traorè,ci CIV,MF,Bournemouth,eng Premier League,23,2000,0.5,18,27,66.7,244,59,10,11,90.9,6,8,75.0,1,3,33.3,0,0.0,0.0,0.0,1,3,0,0,3,Matches
1263,Hamed Junior Traorè,ci CIV,MF,Napoli,it Serie A,23,2000,4.2,167,196,85.2,2743,521,85,96,88.5,52,60,86.7,20,25,80.0,0,0.7,0.3,-0.7,8,18,8,1,21,Matches
1264,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,23,2000,20.7,499,690,72.3,7273,1443,312,370,84.3,115,171,67.3,43,76,56.6,5,4.2,4.4,+0.8,30,37,20,2,57,Matches
1265,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27,1995,14.4,513,725,70.8,10311,4748,191,215,88.8,224,291,77.0,89,182,48.9,2,2.3,3.0,-0.3,39,48,16,7,52,Matches
1266,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,22,2000,5.5,166,256,64.8,2795,1295,71,81,87.7,84,120,70.0,8,36,22.2,1,1.0,0.8,0.0,6,6,6,5,12,Matches
1267,Julian Justvan,de GER,"FW,MF",Hoffenheim,de Bundesliga,25,1998,0.5,35,55,63.6,560,223,20,27,74.1,12,19,63.2,3,5,60.0,0,0.0,0.1,0.0,0,4,3,1,5,Matches
1268,Julian Justvan,de GER,"MF,FW",Darmstadt 98,de Bundesliga,25,1998,11.4,294,408,72.1,5159,2012,147,172,85.5,105,139,75.5,35,67,52.2,2,2.5,3.5,-0.5,23,34,19,3,56,Matches
1269,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21,2002,36.0,1052,1303,80.7,26376,18619,240,241,99.6,570,572,99.7,238,482,49.4,0,0.0,0.0,0.0,0,13,0,0,0,Matches
1270,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,33,1990,12.1,446,593,75.2,7338,3528,227,262,86.6,186,238,78.2,27,62,43.5,0,0.9,0.5,-0.9,7,52,9,1,50,Matches
1271,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,21,2001,15.3,349,438,79.7,5938,1877,158,190,83.2,159,183,86.9,24,37,64.9,0,0.9,0.8,-0.9,13,38,8,2,60,Matches
1272,Sory Kaba,gn GUI,FW,Las Palmas,es La Liga,28,1995,8.0,111,158,70.3,1644,224,61,82,74.4,31,40,77.5,9,13,69.2,1,0.3,0.4,+0.7,6,7,1,0,12,Matches
1273,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23,2000,25.4,1159,1358,85.3,21139,7126,441,488,90.4,618,677,91.3,93,172,54.1,0,1.1,1.7,-1.1,8,92,16,2,110,Matches
1274,Christian Kabasele,be BEL,DF,Udinese,it Serie A,32,1991,9.6,257,314,81.8,4608,1602,100,113,88.5,127,147,86.4,21,36,58.3,1,0.5,0.0,+0.5,2,22,0,0,22,Matches
1275,Issa Kaboré,bf BFA,DF,Luton Town,eng Premier League,22,2001,19.2,533,759,70.2,8402,3289,277,324,85.5,203,287,70.7,35,78,44.9,2,2.1,1.9,-0.1,16,30,18,13,54,Matches
1276,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,29,1994,6.8,267,336,79.5,4343,1133,127,151,84.1,103,128,80.5,22,36,61.1,1,1.0,1.1,0.0,11,18,10,2,31,Matches
1277,Yaya Kader Fofana,ml MLI,"MF,DF",Reims,fr Ligue 1,19,2004,0.4,12,21,57.1,143,59,8,13,61.5,2,3,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches
1278,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,de Bundesliga,31,1992,26.8,888,1273,69.8,14192,5402,465,555,83.8,361,523,69.0,52,135,38.5,4,4.7,5.4,-0.7,36,70,31,21,88,Matches
1279,Tino Kadewere,zw ZIM,"FW,MF",Lyon,fr Ligue 1,27,1996,3.3,89,111,80.2,1209,352,53,66,80.3,28,32,87.5,3,5,60.0,0,0.3,0.2,-0.3,6,5,3,1,12,Matches
1280,Tino Kadewere,zw ZIM,"FW,MF",Nantes,fr Ligue 1,27,1996,8.7,154,213,72.3,2092,639,83,102,81.4,54,73,74.0,5,15,33.3,0,1.8,0.9,-1.8,12,13,9,1,26,Matches
1281,Kaiky,br BRA,DF,Almería,es La Liga,19,2004,5.8,217,263,82.5,4550,1819,58,67,86.6,122,133,91.7,30,52,57.7,0,0.0,0.0,0.0,1,18,1,0,24,Matches
1282,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,30,1992,24.4,770,1119,68.8,14316,4837,322,379,85.0,328,419,78.3,100,248,40.3,4,3.3,4.5,+0.7,53,76,31,13,124,Matches
1283,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,26,1997,1.8,38,60,63.3,507,130,22,33,66.7,10,16,62.5,2,5,40.0,0,1.0,0.3,-1.0,4,1,2,0,5,Matches
1284,Sasa Kalajdzic,at AUT,FW,Eint Frankfurt,de Bundesliga,26,1997,3.6,61,79,77.2,887,179,32,38,84.2,18,27,66.7,5,6,83.3,1,0.5,0.1,+0.5,3,7,1,1,8,Matches
1285,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21,2002,23.8,405,502,80.7,5966,893,222,265,83.8,137,155,88.4,24,26,92.3,1,2.7,2.3,-1.7,28,31,12,1,37,Matches
1286,Yayah Kallon,sl SLE,FW,Hellas Verona,it Serie A,22,2001,0.0,1,3,33.3,10,9,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
