,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
691,Conor Coady,eng ENG,"DF,MF",Wolves,eng Premier League,29,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
692,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,24,"2,096",87,61.3,23.3,23,90,22,1,36,11,1.00,16,28,-12,-0.52,+0.23,24.2,36.0,-11.8,-0.51,+0.09,Matches
693,Manu Cocca,ar ARG,DF,Elche,es La Liga,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
694,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,1,32,32,0.9,0.4,0,,0,1,32,1,0.00,0,1,-1,-2.81,-2.81,0.4,0.6,-0.2,-0.64,-0.52,Matches
695,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26,1996,26,641,25,18.7,7.1,6,62,0,20,14,10,1.08,8,7,+1,+0.14,+0.76,9.9,10.8,-0.9,-0.13,+0.16,Matches
696,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,7,586,84,17.1,6.5,6,90,6,1,46,6,0.86,6,14,-8,-1.23,-0.59,7.0,11.3,-4.3,-0.66,-0.28,Matches
697,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,32,1989,11,497,45,14.5,5.5,4,77,2,7,27,7,1.36,3,11,-8,-1.45,-0.77,4.7,9.7,-5.0,-0.91,-0.30,Matches
698,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,23,"1,656",72,48.4,18.4,20,77,9,3,37,7,0.91,15,25,-10,-0.54,+0.12,22.6,32.6,-10.0,-0.54,0.00,Matches
699,David Čolina,hr CRO,"DF,FW",Augsburg,de Bundesliga,22,2000,7,166,24,5.4,1.8,0,,0,7,24,5,0.14,1,6,-5,-2.71,-2.21,2.7,4.4,-1.7,-0.91,-0.21,Matches
700,Álex Collado,es ESP,MF,Elche,es La Liga,23,1999,16,729,46,21.3,8.1,8,64,2,8,27,11,0.50,6,17,-11,-1.36,-0.49,6.9,13.4,-6.5,-0.80,+0.07,Matches
701,Diego Collado,es ESP,FW,Villarreal,es La Liga,21,2001,2,6,3,0.2,0.1,0,,0,2,3,1,1.50,1,0,+1,+15.00,+14.53,1.6,0.1,+1.5,+22.48,+22.22,Matches
702,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,16,"1,384",87,40.5,15.4,15,89,14,1,45,0,0.44,6,25,-19,-1.24,0.00,13.4,22.8,-9.4,-0.61,+0.39,Matches
703,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,26,"1,814",70,53.0,20.2,19,87,18,7,23,9,1.04,16,36,-20,-0.99,-0.60,21.5,32.4,-10.9,-0.54,+0.14,Matches
704,Leonardo Colombo,it ITA,MF,Monza,it Serie A,17,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
705,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,20,2002,33,"1,515",46,44.3,16.8,18,69,0,15,18,4,0.97,20,18,+2,+0.12,+0.83,18.8,19.3,-0.5,-0.03,+0.23,Matches
706,Matteo Colombo,it ITA,MF,Atalanta,it Serie A,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
707,Andrea Colpani,it ITA,MF,Monza,it Serie A,23,1999,27,948,35,27.7,10.5,10,61,0,17,20,8,1.22,16,12,+4,+0.38,+0.67,13.5,14.2,-0.7,-0.07,+0.10,Matches
708,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,19,2003,17,"1,220",72,35.7,13.6,13,88,11,4,19,11,1.71,29,21,+8,+0.59,+0.14,26.3,22.3,+4.1,+0.30,-0.48,Matches
709,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,26,1996,24,"1,409",59,46.0,15.7,16,71,2,8,35,3,2.17,43,11,+32,+2.04,+0.84,34.3,12.9,+21.4,+1.37,+0.47,Matches
710,Eray Cömert,ch SUI,DF,Valencia,es La Liga,24,1998,23,"1,672",73,48.9,18.6,19,84,15,4,20,12,1.22,22,22,0,0.00,+0.15,24.6,24.7,0.0,0.00,-0.30,Matches
711,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,25,1996,35,"2,451",70,71.7,27.2,29,77,7,6,36,0,1.20,36,33,+3,+0.11,+1.13,33.3,34.9,-1.7,-0.06,+0.34,Matches
712,Mattia Compagnon,it ITA,MF,Juventus,it Serie A,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
713,Diego Conde,es ESP,GK,Getafe,es La Liga,23,1998,0,,,,,0,,0,0,,36,,,,,,,,,,,,Matches
714,Martín Conde,es ESP,DF,Celta Vigo,es La Liga,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
715,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35,"3,150",90,92.1,35.0,35,90,35,0,,1,1.26,45,55,-10,-0.29,+1.05,48.4,44.0,+4.4,+0.13,+0.96,Matches
716,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24,1998,19,"1,315",69,38.5,14.6,15,81,9,4,26,1,0.68,21,26,-5,-0.34,+0.98,13.3,30.1,-16.8,-1.15,-0.20,Matches
717,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,28,1994,1,23,23,0.7,0.3,0,,0,1,23,7,0.00,0,1,-1,-3.91,-2.69,0.0,0.2,-0.2,-0.71,+0.14,Matches
718,Nikita Contini Baranovsky,it ITA,GK,Sampdoria,it Serie A,26,1996,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
719,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,25,1997,28,"1,720",61,50.3,19.1,18,84,14,10,21,5,0.89,18,39,-21,-1.10,-0.41,15.8,31.7,-16.0,-0.84,-0.34,Matches
720,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31,1991,12,957,80,28.0,10.6,11,86,8,1,12,7,0.83,7,21,-14,-1.32,-0.73,10.5,14.9,-4.5,-0.42,+0.33,Matches
721,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,30,1991,18,"1,426",79,41.7,15.8,16,85,14,2,31,7,0.56,20,32,-12,-0.76,+0.06,20.9,26.3,-5.4,-0.34,+0.31,Matches
722,Copete,es ESP,DF,Mallorca,es La Liga,22,1999,28,"2,206",79,64.5,24.5,27,81,16,1,14,6,1.39,22,26,-4,-0.16,-0.01,22.0,31.4,-9.4,-0.38,-0.25,Matches
723,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,18,2003,19,"1,177",62,34.4,13.1,11,85,9,8,30,10,1.00,8,16,-8,-0.61,+0.19,13.2,16.1,-2.9,-0.22,+0.22,Matches
724,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31,1991,16,748,47,21.9,8.3,9,68,1,7,19,1,1.38,10,6,+4,+0.48,-0.02,11.0,11.1,-0.1,-0.02,-0.40,Matches
725,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,31,1990,22,786,36,23.0,8.7,6,77,2,16,20,12,1.14,10,16,-6,-0.69,-0.28,7.3,14.0,-6.7,-0.77,-0.67,Matches
726,Alex Cordaz,it ITA,GK,Inter,it Serie A,39,1983,1,26,26,0.8,0.3,0,,0,1,26,34,3.00,0,0,0,0.00,-0.77,0.3,0.8,-0.5,-1.78,-2.63,Matches
727,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,25,1996,14,245,18,7.2,2.7,2,46,0,12,13,6,0.79,2,5,-3,-1.10,-0.82,3.1,4.4,-1.3,-0.48,-0.41,Matches
728,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,29,1993,4,111,28,3.2,1.2,1,62,0,3,16,9,0.75,3,2,+1,+0.81,+1.03,1.5,1.3,+0.2,+0.14,+0.36,Matches
729,Adrián Corral,es ESP,DF,Atlético Madrid,es La Liga,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
730,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,27,1995,35,"1,455",42,42.5,16.2,13,69,1,22,25,1,1.94,29,15,+14,+0.87,-0.19,31.1,19.4,+11.7,+0.72,+0.30,Matches
731,Joaquín Correa,ar ARG,FW,Inter,it Serie A,27,1994,26,950,37,27.8,10.6,12,61,0,14,16,3,1.77,13,12,+1,+0.09,-0.93,16.5,11.8,+4.7,+0.45,-0.53,Matches
732,Thierry Correia,pt POR,DF,Valencia,es La Liga,23,1999,27,"2,009",74,58.7,22.3,24,81,14,3,19,0,1.19,27,26,+1,+0.04,+0.30,33.4,23.2,+10.3,+0.46,+0.74,Matches
733,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,21,2001,1,6,6,0.2,0.1,0,,0,1,6,8,0.00,0,0,0,0.00,+0.74,0.1,0.2,-0.1,-1.09,-0.72,Matches
734,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29,1993,23,"1,236",54,40.4,13.7,14,75,5,9,21,4,1.35,21,22,-1,-0.07,-0.07,15.9,20.6,-4.7,-0.34,-0.26,Matches
735,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,21,2001,31,"1,407",45,41.1,15.6,16,70,1,15,19,4,2.10,24,8,+16,+1.02,0.00,30.8,15.9,+14.9,+0.95,+0.56,Matches
736,Diego Costa,es ESP,FW,Wolves,eng Premier League,33,1988,23,"1,241",54,36.3,13.8,16,68,1,7,22,2,1.26,15,17,-2,-0.15,+0.89,11.8,21.1,-9.3,-0.67,-0.11,Matches
737,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34,1988,32,"2,599",81,76.0,28.9,30,84,19,2,45,1,1.44,31,32,-1,-0.03,+0.51,25.0,36.8,-11.8,-0.41,-0.47,Matches
738,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21,2001,6,415,69,12.1,4.6,4,90,4,2,28,30,1.17,3,6,-3,-0.65,-0.56,5.8,10.0,-4.3,-0.93,-0.92,Matches
739,Nuno da Costa,cv CPV,"FW,MF",Auxerre,fr Ligue 1,31,1991,33,"2,003",61,58.6,22.3,23,73,1,10,33,0,0.85,23,32,-9,-0.40,+0.80,24.1,29.2,-5.1,-0.23,+0.48,Matches
740,Samu Costa,pt POR,MF,Almería,es La Liga,21,2000,32,"1,989",62,58.2,22.1,22,83,15,10,16,6,1.16,23,47,-24,-1.09,-1.59,23.8,41.5,-17.7,-0.80,-0.84,Matches
741,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19,"1,710",90,50.0,19.0,19,90,19,0,,0,0.68,16,41,-25,-1.32,-1.16,18.6,31.0,-12.4,-0.65,-0.45,Matches
742,Benoît Costil,fr FRA,GK,Lille,fr Ligue 1,35,1987,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
743,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,23,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
744,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,29,1992,27,"2,136",79,62.5,23.7,24,85,18,3,33,7,1.00,27,35,-8,-0.34,+0.01,31.1,30.6,+0.5,+0.02,+0.33,Matches
745,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,26,1996,35,"2,892",83,84.6,32.1,34,84,24,1,34,0,1.11,42,57,-15,-0.47,-0.64,30.6,57.2,-26.5,-0.83,-0.16,Matches
746,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,18,2003,1,45,45,1.5,0.5,0,,0,1,45,10,1.00,1,3,-2,-4.00,-5.22,0.9,0.7,+0.3,+0.52,-0.31,Matches
747,Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,de Bundesliga,21,2001,14,326,23,10.7,3.6,0,,0,14,23,8,1.00,11,6,+5,+1.38,+1.94,7.3,4.9,+2.5,+0.68,+0.68,Matches
748,Gaëtan Courtet,fr FRA,FW,Ajaccio,fr Ligue 1,33,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
749,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30,1992,31,"2,790",90,81.6,31.0,31,90,31,0,,1,2.10,61,29,+32,+1.03,+0.03,61.5,32.3,+29.2,+0.94,-0.11,Matches
750,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36,1986,27,"1,947",72,56.9,21.6,22,85,14,5,14,3,0.78,14,36,-22,-1.02,+0.75,22.3,30.0,-7.7,-0.36,+0.26,Matches
751,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,30,1992,20,788,39,23.0,8.8,7,72,1,13,22,2,1.10,9,9,0,0.00,-0.17,9.3,8.3,+0.9,+0.10,+0.21,Matches
752,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,20,2002,25,"1,158",46,33.9,12.9,12,77,5,13,18,4,1.12,20,15,+5,+0.39,+0.47,15.4,16.7,-1.3,-0.10,+0.03,Matches
753,Conor Coventry,ie IRL,"MF,FW",West Ham,eng Premier League,22,2000,1,1,1,0.0,0.0,0,,0,1,1,10,0.00,0,0,0,0.00,+0.34,0.0,0.0,0.0,0.00,+0.10,Matches
754,Matthew Cox,eng ENG,GK,Brentford,eng Premier League,19,2003,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
755,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,23,1999,17,"1,277",75,37.3,14.2,14,87,13,3,18,1,0.82,21,29,-8,-0.56,-1.03,17.4,25.7,-8.4,-0.59,-0.52,Matches
756,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,23,1999,5,100,20,3.3,1.1,0,,0,5,20,10,2.00,2,2,0,0.00,-0.27,2.8,1.9,+0.9,+0.80,+0.82,Matches
757,Vincenzo Cozzella,it ITA,GK,Auxerre,fr Ligue 1,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
758,Alessio Cragno,it ITA,GK,Monza,it Serie A,28,1994,1,90,90,2.6,1.0,1,90,1,0,,37,0.00,0,3,-3,-3.00,-2.97,1.4,2.4,-1.1,-1.05,-0.93,Matches
759,Matthew Craig,sct SCO,MF,Tottenham,eng Premier League,19,2003,1,14,14,0.4,0.2,0,,0,1,14,2,3.00,1,0,+1,+6.43,+6.27,0.7,0.1,+0.6,+3.55,+3.37,Matches
760,Tristan Crama,fr FRA,MF,Brentford,eng Premier League,20,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
761,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,32,1989,28,"2,235",80,65.4,24.8,24,88,20,4,29,8,1.11,26,32,-6,-0.24,+0.29,32.3,32.9,-0.6,-0.03,+0.22,Matches
762,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,27,1995,36,"2,938",82,85.9,32.6,34,85,26,2,24,0,1.67,36,27,+9,+0.28,-0.28,45.6,24.6,+20.9,+0.64,-0.18,Matches
763,Cristian,es ESP,GK,Valencia,es La Liga,24,1998,0,,,,,0,,0,0,,26,,,,,,,,,,,,Matches
764,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,26,1995,7,296,42,8.7,3.3,4,60,0,3,19,3,1.14,1,3,-2,-0.61,-0.26,2.0,5.3,-3.3,-1.00,-0.21,Matches
765,Giovanni Crociata,it ITA,MF,Empoli,it Serie A,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
766,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30,1992,27,"2,062",76,60.3,22.9,21,89,20,6,31,9,1.33,21,27,-6,-0.26,-0.33,25.3,28.1,-2.8,-0.12,+0.11,Matches
767,Juan Cruz,es ESP,FW,Betis,es La Liga,22,2000,6,178,30,5.2,2.0,1,63,0,5,23,12,1.33,5,2,+3,+1.52,+1.46,3.6,1.6,+2.0,+1.02,+1.03,Matches
768,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,34,1988,31,"2,078",67,60.8,23.1,24,77,10,7,32,0,2.03,35,15,+20,+0.87,+0.67,33.1,23.5,+9.7,+0.42,+0.15,Matches
769,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24,1998,24,"1,671",70,48.9,18.6,21,77,10,3,15,3,1.21,17,20,-3,-0.16,+0.15,23.6,26.0,-2.4,-0.13,-0.10,Matches
770,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,22,1999,10,506,51,14.8,5.6,5,84,4,5,17,28,1.40,5,7,-2,-0.36,-1.00,6.8,8.8,-2.0,-0.36,-0.77,Matches
771,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,25,1996,5,220,44,6.4,2.4,2,90,2,3,13,13,0.80,2,2,0,0.00,+0.17,4.1,1.1,+3.0,+1.21,+1.61,Matches
772,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,22,1999,12,618,52,18.1,6.9,9,61,0,3,22,2,0.58,5,6,-1,-0.15,+1.33,4.8,8.9,-4.1,-0.59,+0.31,Matches
773,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
774,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,23,1999,17,965,57,28.2,10.7,12,70,1,5,26,3,1.65,13,12,+1,+0.09,+1.12,10.8,17.0,-6.2,-0.58,+0.04,Matches
775,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,es La Liga,23,1999,11,377,34,11.0,4.2,2,68,0,9,27,2,1.82,10,6,+4,+0.95,-0.02,8.1,5.9,+2.2,+0.52,-0.03,Matches
776,Dennis Curatolo,it ITA,FW,Inter,it Serie A,18,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
777,Curro,es ESP,MF,Almería,es La Liga,26,1996,2,43,22,1.3,0.5,0,,0,2,22,1,1.50,0,2,-2,-4.19,-3.81,0.4,0.6,-0.3,-0.58,-0.13,Matches
778,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,31,1991,8,290,36,8.5,3.2,3,67,1,5,18,24,1.50,3,7,-4,-1.24,-1.24,4.2,4.6,-0.4,-0.14,0.00,Matches
779,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,33,1988,15,733,49,21.4,8.1,8,72,3,7,23,17,1.80,19,12,+7,+0.86,+0.12,15.6,10.5,+5.1,+0.62,-0.26,Matches
780,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,17,2004,5,316,63,9.2,3.5,5,63,0,0,,16,1.40,2,4,-2,-0.57,-0.22,1.9,4.1,-2.2,-0.61,-0.73,Matches
781,Cosimo Marco Da Graca,it ITA,FW,Juventus,it Serie A,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
782,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34,1988,7,338,48,9.9,3.8,3,75,2,4,28,11,1.71,6,6,0,0.00,-0.53,7.4,4.1,+3.3,+0.87,+0.69,Matches
783,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30,1992,21,933,44,30.5,10.4,8,73,2,13,27,6,1.29,20,16,+4,+0.39,+0.94,18.0,12.2,+5.8,+0.56,+0.94,Matches
784,Michael DaCosta,es ESP,FW,Bournemouth,eng Premier League,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
785,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17,2005,1,1,1,0.0,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-0.29,0.0,0.0,0.0,0.00,-0.33,Matches
786,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23,1998,21,958,46,28.0,10.6,12,61,0,9,25,6,1.33,10,13,-3,-0.28,-0.10,13.5,13.3,+0.3,+0.03,+0.29,Matches
787,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24,1998,8,720,90,23.5,8.0,8,90,8,0,,26,1.38,17,16,+1,+0.12,+0.20,13.2,15.2,-2.0,-0.25,-0.08,Matches
788,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,26,1996,9,337,37,11.0,3.7,4,65,1,5,15,6,2.11,10,3,+7,+1.87,+0.81,7.7,4.0,+3.7,+0.98,+0.18,Matches
789,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,23,1998,30,"1,187",40,34.7,13.2,13,65,2,17,20,7,0.83,20,24,-4,-0.30,+0.22,18.8,20.4,-1.6,-0.12,+0.33,Matches
790,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,21,2000,36,"2,353",65,68.8,26.1,28,75,5,8,33,1,1.22,32,36,-4,-0.15,+0.02,35.6,36.6,-1.0,-0.04,+0.26,Matches
791,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,26,"2,154",83,63.0,23.9,24,89,21,2,13,6,1.77,32,34,-2,-0.08,-1.29,37.6,34.6,+2.9,+0.12,-0.90,Matches
792,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,6,159,27,5.2,1.8,1,45,0,5,23,9,0.33,2,5,-3,-1.70,-1.51,2.9,2.4,+0.5,+0.28,+0.39,Matches
793,Elias Damergy,tn TUN,GK,Rennes,fr Ligue 1,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
794,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,26,988,38,28.9,11.0,9,66,0,17,23,9,1.50,19,14,+5,+0.46,+0.20,19.0,14.6,+4.4,+0.40,+0.31,Matches
795,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21,2001,27,"2,195",81,64.2,24.4,23,87,19,4,46,4,1.00,29,39,-10,-0.41,-0.12,22.4,43.4,-21.0,-0.86,-0.17,Matches
796,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21,2001,2,91,46,2.7,1.0,1,90,1,1,1,0,0.50,0,1,-1,-0.99,-1.31,1.4,0.9,+0.5,+0.48,+0.16,Matches
797,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,13,976,75,28.5,10.8,12,78,5,1,46,3,1.23,17,17,0,0.00,+1.10,11.8,20.1,-8.3,-0.77,-0.15,Matches
798,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,37,"3,184",86,93.1,35.4,35,90,35,2,17,0,1.95,53,25,+28,+0.79,+2.70,51.4,36.1,+15.3,+0.43,+1.02,Matches
799,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,25,1997,9,169,19,4.9,1.9,1,65,0,8,13,8,0.78,6,5,+1,+0.53,+0.37,4.3,2.5,+1.8,+0.95,+0.79,Matches
800,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,25,1997,10,479,48,14.0,5.3,6,69,2,4,16,2,1.40,4,7,-3,-0.56,-1.24,5.6,6.0,-0.5,-0.09,-0.45,Matches
801,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,1,2,2,0.1,0.0,0,,0,1,2,12,3.00,0,0,0,0.00,+0.74,0.0,0.0,0.0,0.00,+0.43,Matches
802,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,37,"3,232",87,94.5,35.9,37,87,35,0,,0,2.19,62,26,+36,+1.00,-0.43,63.2,38.2,+25.0,+0.70,+1.35,Matches
803,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,37,"3,299",89,96.5,36.7,37,89,36,0,,0,1.54,47,36,+11,+0.30,+0.30,55.4,43.4,+12.0,+0.33,-0.10,Matches
804,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
805,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,17,947,56,30.9,10.5,11,78,6,6,15,9,1.06,12,20,-8,-0.76,+0.05,12.2,18.3,-6.0,-0.57,+0.04,Matches
806,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,38,"3,320",87,97.1,36.9,38,87,31,0,,0,0.97,51,64,-13,-0.35,+3.25,47.8,56.6,-8.8,-0.24,+2.13,Matches
807,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,18,"1,317",73,38.5,14.6,15,83,12,3,24,15,0.72,20,30,-10,-0.68,-0.68,15.8,22.6,-6.8,-0.46,-0.21,Matches
808,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,3,31,10,1.0,0.3,0,,0,3,10,7,0.67,1,1,0,0.00,+0.80,0.1,0.5,-0.4,-1.14,-0.54,Matches
809,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,31,1990,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
810,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,31,"2,025",65,59.2,22.5,24,80,10,7,16,5,1.84,30,22,+8,+0.36,-1.00,37.5,19.3,+18.3,+0.81,-0.05,Matches
811,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,36,"1,389",39,40.6,15.4,14,68,0,22,20,2,1.47,28,17,+11,+0.71,+0.67,24.4,18.0,+6.4,+0.42,+0.40,Matches
812,Lulo Dasilva,es ESP,MF,Sevilla,es La Liga,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
813,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,37,"3,166",86,92.6,35.2,36,87,22,1,22,0,1.78,61,42,+19,+0.54,-0.17,63.5,37.0,+26.5,+0.75,+0.15,Matches
814,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,26,"2,042",79,66.7,22.7,24,82,17,2,38,0,1.92,59,25,+34,+1.50,-0.27,47.9,25.0,+22.9,+1.01,-0.30,Matches
815,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,31,"2,288",74,66.9,25.4,26,87,20,5,7,2,1.61,44,33,+11,+0.43,+0.75,35.4,26.4,+9.0,+0.35,+0.48,Matches
816,Harvey Davies,eng ENG,GK,Liverpool,eng Premier League,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
817,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,19,538,28,15.7,6.0,4,66,1,15,18,15,1.00,3,9,-6,-1.00,-0.47,6.1,11.5,-5.4,-0.91,-0.44,Matches
818,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,23,"1,632",71,47.7,18.1,20,78,14,3,26,6,1.08,16,27,-11,-0.61,+0.25,16.8,20.9,-4.1,-0.23,+0.27,Matches
819,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32,1990,8,720,90,21.1,8.0,8,90,8,0,,1,0.88,9,13,-4,-0.50,-0.20,9.8,10.8,-1.0,-0.12,-0.03,Matches
820,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32,1990,17,"1,414",83,41.3,15.7,17,83,14,0,,1,1.41,16,18,-2,-0.13,+0.99,14.8,25.2,-10.4,-0.66,-0.10,Matches
821,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,32,"2,417",76,70.7,26.9,28,84,16,4,20,3,2.31,69,23,+46,+1.71,+0.37,58.7,19.4,+39.3,+1.46,+0.81,Matches
