,Player,Nationality,Position,Team,Comp_level,Age,Birth_year,Minutes_90s,Gk_goals_against,Gk_pens_goals_allowed,Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Matches
51,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,11.4,13,1,0,1,1,12.4,0.21,+0.4,+0.04,99,217,45.6,358,50,45.0,36.8,83,67.5,48.9,162,11,6.8,9,0.79,11.6,Matches
52,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38.0,46,5,2,6,3,43.2,0.24,+0.2,+0.01,194,721,26.9,876,143,56.8,42.1,282,79.1,53.5,534,23,4.3,42,1.11,14.1,Matches
53,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21.0,19,0,0,0,1,17.7,0.24,-0.3,-0.01,191,438,43.6,615,87,50.9,41.1,174,71.8,54.2,319,14,4.4,37,1.76,16.3,Matches
54,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11.0,18,0,0,4,1,15.2,0.31,-1.8,-0.17,104,221,47.1,253,37,55.7,42.5,103,77.7,54.8,153,5,3.3,15,1.36,16.3,Matches
55,Fernando,es ESP,GK,Almería,es La Liga,32,1990,36.5,61,4,1,4,1,60.5,0.29,+0.5,+0.01,199,557,35.7,967,211,39.1,36.9,341,52.5,42.9,614,39,6.4,26,0.71,12.4,Matches
56,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1.0,2,0,0,0,0,1.9,0.49,-0.1,-0.05,7,15,46.7,19,3,57.9,37.9,5,80.0,56.2,7,1,14.3,0,0.00,6.0,Matches
57,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34.0,44,5,0,4,0,46.4,0.28,+2.4,+0.07,271,665,40.8,1231,121,40.2,37.6,231,73.6,58.0,434,32,7.4,43,1.26,15.0,Matches
58,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,21,2000,11.0,19,1,0,3,1,16.4,0.27,-1.6,-0.14,33,125,26.4,256,70,35.2,33.6,69,50.7,41.7,143,17,11.9,9,0.82,11.8,Matches
59,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,13.5,24,2,1,4,0,21.3,0.34,-2.7,-0.20,36,124,29.0,269,71,29.0,30.2,93,49.5,37.6,193,5,2.6,16,1.19,15.2,Matches
60,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,29.6,65,5,0,8,2,54.9,0.29,-8.1,-0.27,107,391,27.4,707,144,35.2,33.2,241,58.9,44.4,496,33,6.7,9,0.30,8.8,Matches
61,Joan García,es ESP,GK,Espanyol,es La Liga,21,2001,1.0,3,1,0,0,0,1.8,0.21,-1.2,-1.16,2,6,33.3,27,4,14.8,21.7,3,66.7,47.3,16,2,12.5,1,1.00,13.0,Matches
62,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30,1992,28.0,37,4,0,4,0,45.3,0.33,+8.3,+0.30,146,400,36.5,822,141,31.1,32.4,242,59.5,47.9,477,37,7.8,38,1.36,15.1,Matches
63,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38.0,43,2,2,6,1,41.3,0.27,-0.7,-0.02,141,449,31.4,1032,128,32.6,32.3,179,63.1,47.1,526,15,2.9,32,0.84,14.8,Matches
64,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,23.0,41,1,1,4,0,41.3,0.28,+0.3,+0.01,185,452,40.9,916,127,33.3,33.0,234,62.8,48.9,363,21,5.8,45,1.96,16.7,Matches
65,David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4.0,5,1,0,1,0,6.3,0.23,+1.3,+0.32,34,94,36.2,93,15,64.5,46.4,36,94.4,65.1,56,2,3.6,4,1.00,13.6,Matches
66,Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27,1995,3.0,2,0,0,1,0,1.7,0.21,-0.3,-0.10,13,38,34.2,115,17,27.0,32.4,11,63.6,49.3,24,1,4.2,0,0.00,9.3,Matches
67,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,27,1995,4.0,4,0,0,1,0,3.1,0.19,-0.9,-0.23,15,36,41.7,128,24,20.3,29.6,31,32.3,32.2,56,2,3.6,4,1.00,18.8,Matches
68,Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19,2003,0.1,1,0,0,0,0,0.6,0.64,-0.4,-5.35,0,3,0.0,2,0,100.0,58.5,1,100.0,94.0,3,0,0.0,0,0.00,1.0,Matches
69,Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26,1996,10.2,12,3,0,4,0,13.8,0.23,+1.8,+0.17,46,148,31.1,230,50,37.4,34.1,99,62.6,47.4,214,23,10.7,7,0.68,9.2,Matches
70,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,25,1997,1.0,3,0,0,0,0,2.2,0.28,-0.8,-0.76,19,34,55.9,23,2,87.0,54.9,15,93.3,64.5,19,2,10.5,0,0.00,4.0,Matches
71,Lennart Grill,de GER,GK,Union Berlin,de Bundesliga,23,1999,5.0,11,2,0,1,0,9.0,0.28,-2.0,-0.41,48,108,44.4,197,28,48.2,37.1,17,76.5,55.2,47,8,17.0,7,1.40,15.1,Matches
72,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,35,1987,27.0,34,2,0,4,2,32.4,0.26,+0.4,+0.01,115,320,35.9,635,140,34.5,32.3,206,49.0,37.4,410,26,6.3,26,0.96,13.1,Matches
73,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,32,1990,6.0,10,1,0,2,1,10.1,0.37,+1.1,+0.19,11,37,29.7,179,37,15.6,26.4,36,25.0,29.6,61,3,4.9,10,1.67,19.4,Matches
74,Samir Handanović,si SVN,GK,Inter,it Serie A,38,1984,13.7,18,1,0,1,1,15.0,0.27,-2.0,-0.14,45,87,51.7,508,71,15.6,24.7,71,11.3,25.5,149,2,1.3,10,0.73,15.4,Matches
75,Dean Henderson,eng ENG,GK,Nott'ham Forest,eng Premier League,25,1997,18.0,31,2,1,5,0,26.9,0.28,-4.1,-0.23,108,334,32.3,513,107,47.2,38.5,156,59.0,45.3,291,20,6.9,27,1.50,15.6,Matches
76,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,eng Premier League,35,1987,3.0,5,0,0,1,0,3.9,0.28,-1.1,-0.36,23,58,39.7,72,13,54.2,43.2,25,76.0,54.5,35,1,2.9,2,0.66,17.0,Matches
77,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,29,1993,17.0,23,1,1,3,1,21.4,0.28,-0.6,-0.04,151,351,43.0,475,58,56.0,42.7,135,63.0,48.3,215,16,7.4,20,1.18,18.5,Matches
78,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,32,1989,33.0,47,7,1,5,2,41.3,0.25,-3.7,-0.11,117,373,31.4,899,148,31.3,32.0,202,45.5,38.7,404,27,6.7,26,0.79,14.1,Matches
79,Daniel Iversen,dk DEN,GK,Leicester City,eng Premier League,25,1997,12.0,22,2,2,2,1,18.9,0.29,-2.1,-0.18,38,194,19.6,261,49,47.1,37.2,114,62.3,46.2,203,16,7.9,6,0.50,10.3,Matches
80,Jan Jakob Olschowsky,de GER,GK,M'Gladbach,de Bundesliga,20,2001,4.0,11,1,0,1,0,11.4,0.39,+0.4,+0.09,11,37,29.7,123,25,28.5,30.5,36,5.6,20.9,59,6,10.2,4,1.00,12.9,Matches
81,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,29,1993,9.0,10,2,0,4,1,10.0,0.24,+1.0,+0.11,30,99,30.3,233,41,31.8,31.8,46,54.3,42.8,104,2,1.9,11,1.22,15.4,Matches
82,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20,2002,2.0,3,0,0,0,0,2.3,0.39,-0.7,-0.34,0,4,0.0,44,9,9.1,22.8,11,0.0,17.5,18,2,11.1,4,2.00,13.3,Matches
83,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,4.5,11,1,0,2,0,9.1,0.29,-1.9,-0.41,18,57,31.6,95,19,42.1,35.4,35,48.6,39.9,52,3,5.8,2,0.44,11.2,Matches
84,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1.0,4,0,0,0,0,2.9,0.34,-1.1,-1.06,2,2,100.0,22,7,9.1,24.3,2,0.0,20.5,3,0,0.0,0,0.00,9.0,Matches
85,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27.0,32,1,0,5,1,33.8,0.29,+2.8,+0.10,100,252,39.7,855,122,20.9,28.9,192,38.0,36.5,295,15,5.1,37,1.37,17.1,Matches
86,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11.0,22,0,1,0,2,22.0,0.36,+2.0,+0.19,77,225,34.2,414,48,37.9,36.5,96,70.8,52.5,176,10,5.7,22,2.00,16.8,Matches
87,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23,1999,37.0,54,9,1,6,4,54.8,0.26,+4.8,+0.13,189,516,36.6,942,202,37.2,35.5,247,67.2,49.3,493,42,8.5,39,1.05,12.3,Matches
88,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1.0,1,0,0,0,0,1.6,0.40,+0.6,+0.60,9,14,64.3,29,5,44.8,36.8,10,10.0,20.4,20,1,5.0,0,0.00,8.2,Matches
89,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10.0,14,0,0,2,1,10.4,0.26,-2.6,-0.26,72,160,45.0,192,25,57.3,43.1,80,62.5,47.0,146,4,2.7,11,1.10,15.3,Matches
90,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19.0,22,2,0,2,0,29.5,0.29,+7.5,+0.40,116,322,36.0,475,72,46.9,37.8,165,60.0,44.2,273,15,5.5,13,0.68,10.8,Matches
91,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34.0,48,8,1,6,0,47.1,0.22,-0.9,-0.03,236,735,32.1,824,135,58.5,44.9,285,88.8,64.1,595,42,7.1,26,0.76,10.8,Matches
92,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36.0,51,7,1,8,2,58.0,0.27,+9.0,+0.25,124,391,31.7,1153,190,26.0,30.0,242,37.6,36.0,464,35,7.5,46,1.28,15.0,Matches
93,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2.0,2,1,0,0,0,1.9,0.13,-0.1,-0.03,19,57,33.3,55,8,63.6,46.4,24,91.7,66.1,41,0,0.0,2,1.00,12.9,Matches
94,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,31.1,60,8,1,10,1,47.7,0.30,-11.3,-0.36,213,522,40.8,657,77,52.4,38.5,212,84.0,52.1,389,18,4.6,54,1.74,16.9,Matches
95,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,31,1990,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,19.0,1,0.0,11.0,1,0,0.0,0,0.00,,Matches
96,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25,1997,8.3,16,2,0,2,0,16.4,0.28,+0.4,+0.05,39,127,30.7,235,41,38.7,35.2,78,46.2,37.4,154,12,7.8,13,1.56,14.4,Matches
97,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35,1986,24.5,39,1,0,3,1,33.9,0.29,-4.1,-0.17,77,218,35.3,539,109,31.7,31.4,186,25.3,25.8,322,20,6.2,29,1.18,13.8,Matches
98,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,31,1990,31.3,39,7,2,5,2,41.4,0.27,+4.4,+0.14,114,317,36.0,838,134,31.3,31.9,183,30.1,31.8,358,19,5.3,25,0.80,13.9,Matches
99,Diego López,es ESP,GK,Rayo Vallecano,es La Liga,40,1981,1.1,4,0,0,2,0,1.7,0.33,-2.3,-2.19,2,8,25.0,21,5,28.6,30.3,8,25.0,35.3,12,0,0.0,2,1.88,17.0,Matches
100,Pau López,es ESP,GK,Marseille,fr Ligue 1,27,1994,32.5,34,5,0,6,1,33.8,0.24,+0.8,+0.02,112,324,34.6,941,132,25.1,31.0,172,51.2,40.4,370,22,5.9,37,1.14,15.4,Matches
101,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,23,1999,7.0,7,0,0,1,1,4.5,0.25,-1.5,-0.21,14,27,51.9,190,36,7.9,23.3,37,32.4,35.6,54,1,1.9,11,1.57,21.7,Matches
102,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,30,1991,1.0,2,0,0,0,0,1.4,0.35,-0.6,-0.61,4,10,40.0,41,7,24.4,30.3,3,0.0,15.3,6,1,16.7,1,1.00,13.0,Matches
103,Mike Maignan,fr FRA,GK,Milan,it Serie A,27,1995,22.0,21,2,1,2,0,20.3,0.28,-0.7,-0.03,76,193,39.4,725,119,22.8,29.8,85,32.9,35.1,221,15,6.8,32,1.46,17.8,Matches
104,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,21,2000,38.0,45,2,0,7,2,42.9,0.28,-0.1,0.00,177,522,33.9,843,142,40.8,35.1,239,74.5,54.2,457,35,7.7,47,1.24,16.3,Matches
105,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37,1985,33.5,31,2,0,5,1,32.4,0.28,+2.4,+0.07,163,420,38.8,1022,166,30.6,31.5,192,55.7,41.5,382,35,9.2,51,1.52,16.7,Matches
106,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,34,1988,17.9,24,1,2,2,0,25.2,0.29,+1.2,+0.07,56,176,31.8,471,101,25.9,29.5,112,48.2,37.5,344,12,3.5,9,0.50,10.6,Matches
107,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34,1988,19.0,29,2,1,4,1,20.7,0.24,-7.3,-0.38,103,267,38.6,500,75,39.8,35.3,131,51.9,42.9,253,14,5.5,25,1.32,18.1,Matches
108,Federico Marchetti,it ITA,GK,Spezia,it Serie A,39,1983,0.7,2,0,0,0,0,1.5,0.48,-0.5,-0.74,2,4,50.0,10,2,10.0,24.3,8,37.5,32.4,8,0,0.0,1,1.36,22.0,Matches
