,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net
2048,2428,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,33,19,1740,19.3,0.31,0.41,0.31,0.41,0.4,0.47,0.4,0.47,23.0,15.0,65.2,8.0,34.8,29.74,1.19,3.16,14.09,12.95,3.99,29.74,1.19,0.78,0.41,14.77,76.37,27.82,1.3,0.88,0.52,2.95,1.14,18.24,4.2,1.66,0.26,255.0,346.0,73.7,3452.0,361.0,153.0,194.0,78.9,79.0,99.0,79.8,5.0,12.0,41.7,0.1,0.07,0.04,0.04,0.62,0.36,0.16,0.05,0.67,2.22,0.67,0.14,0.46,0.18,-1.7,-1.7
2049,2429,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,25,1995,33,28,2324,25.8,0.23,0.43,0.19,0.39,0.3,0.42,0.27,0.39,95.0,47.0,49.5,48.0,50.5,38.95,0.7,4.61,12.75,22.02,4.22,38.91,3.68,1.82,1.86,24.84,171.51,90.23,4.53,1.82,1.94,2.52,1.82,26.32,8.64,2.63,0.27,464.0,722.0,64.3,6829.0,2050.0,284.0,353.0,80.5,128.0,201.0,63.7,31.0,93.0,33.3,0.19,0.12,0.15,0.08,1.24,1.05,0.89,0.27,2.13,1.43,0.66,0.14,0.29,0.19,-1.7,-2.0
2050,2431,Xavi Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,1,0,2,0.0,0.0,0.0,0.0,0.0,1.48,1.48,1.48,1.48,0.0,0.0,0.0,0.0,0.0,inf,,,inf,inf,,inf,,,,inf,inf,inf,,inf,,,,inf,,45.0,0.0,7.0,9.0,77.8,89.0,15.0,5.0,6.0,83.3,0.0,1.0,0.0,1.0,1.0,100.0,,,,,,inf,,,inf,45.0,0.0,0.0,0.0,0.03,0.0,0.0
2051,2432,Jóan Símun Edmundsson,fo FRO,"FW,MF",Arminia,de Bundesliga,29,1991,5,0,58,0.6,1.55,1.55,1.55,1.55,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,31.67,0.0,3.33,15.0,13.33,5.0,31.67,0.0,0.0,0.0,25.0,105.0,41.67,3.33,0.0,1.67,1.67,1.67,31.67,10.0,0.0,0.0,8.0,13.0,61.5,177.0,26.0,4.0,6.0,66.7,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,3.1,0.33,0.5,0.14,0.6,0.6
2052,2433,Wilfried Singo,ci CIV,DF,Torino,it Serie A,19,2000,28,20,1854,20.6,0.05,0.15,0.05,0.15,0.06,0.2,0.06,0.2,90.0,52.0,57.8,38.0,42.2,58.5,3.01,14.71,26.6,18.54,1.41,58.5,4.37,2.52,1.84,31.94,219.76,135.0,3.54,2.33,0.58,1.99,0.68,33.3,4.85,1.99,0.19,723.0,963.0,75.1,10923.0,3562.0,406.0,452.0,89.8,254.0,349.0,72.8,44.0,104.0,42.3,0.1,0.14,0.09,-0.04,1.17,1.7,0.97,0.53,3.01,0.49,0.05,0.1,1.0,0.12,-0.2,-0.2
2053,2434,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,22,19,1570,17.4,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,37.0,28.0,75.7,9.0,24.3,83.85,2.24,20.06,49.71,15.23,0.8,83.85,2.13,1.61,0.52,47.7,275.0,139.02,3.22,2.13,0.29,1.72,1.09,53.45,3.79,1.89,0.11,1037.0,1282.0,80.9,17748.0,4850.0,476.0,539.0,88.3,432.0,505.0,85.5,98.0,163.0,60.1,0.0,0.03,0.06,-0.03,0.75,3.85,1.03,0.11,4.48,0.34,0.06,0.0,0.0,0.05,-0.3,-0.3
2054,2435,Dimitris Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,36,34,3071,34.1,0.06,0.06,0.06,0.06,0.09,0.11,0.09,0.11,10.0,9.0,90.0,1.0,10.0,64.99,7.27,36.98,25.45,2.9,1.79,64.99,0.29,0.26,0.03,35.75,186.01,109.24,0.65,0.44,0.0,0.38,0.06,41.23,0.21,0.73,0.03,1508.0,1873.0,80.5,30207.0,10101.0,459.0,533.0,86.1,868.0,966.0,89.9,162.0,330.0,49.1,0.0,0.02,0.01,-0.02,0.18,2.11,0.0,0.0,2.02,0.85,0.23,0.07,0.25,0.12,-1.1,-1.1
2055,2438,Issouf Sissokho,ml MLI,"MF,DF",Bordeaux,fr Ligue 1,18,2002,6,0,78,0.9,1.15,1.15,1.15,1.15,0.08,0.08,0.08,0.08,2.0,1.0,50.0,1.0,50.0,65.56,2.22,16.67,41.11,8.89,0.0,65.56,2.22,1.11,1.11,36.67,230.0,107.78,3.33,2.22,0.0,1.11,1.11,43.33,1.11,1.15,1.15,40.0,44.0,90.9,625.0,184.0,20.0,21.0,95.2,19.0,20.0,95.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,6.67,2.31,1.15,0.5,1.0,0.03,0.9,0.9
2056,2439,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,36,29,2581,28.7,0.0,0.0,0.0,0.0,0.07,0.08,0.07,0.08,41.0,29.0,70.7,12.0,29.3,49.06,2.23,11.81,30.14,8.19,0.91,49.06,1.43,1.01,0.42,26.13,133.48,66.1,0.98,1.05,0.1,1.57,0.8,30.14,1.78,1.19,0.07,885.0,1111.0,79.7,16727.0,5069.0,361.0,421.0,85.7,389.0,442.0,88.0,116.0,186.0,62.4,0.0,0.01,0.03,-0.01,0.21,3.76,0.45,0.14,4.46,0.87,0.1,0.0,0.0,0.08,-2.0,-2.0
2057,2440,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,25,15,1585,17.6,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,27.0,18.0,66.7,9.0,33.3,54.2,2.95,15.34,30.0,9.72,0.62,54.2,1.53,1.02,0.51,29.72,159.38,79.77,1.82,1.7,0.28,1.02,0.8,33.69,1.93,0.97,0.11,679.0,811.0,83.7,10344.0,2252.0,336.0,383.0,87.7,247.0,282.0,87.6,44.0,69.0,63.8,0.0,0.01,0.02,-0.01,0.23,2.39,0.34,0.06,3.24,0.17,0.06,0.0,0.0,0.07,-0.2,-0.2
2058,2441,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,9,6,474,5.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,5.0,3.0,60.0,2.0,40.0,64.15,2.83,23.4,30.19,11.13,0.0,64.15,0.94,0.57,0.38,29.62,168.87,73.21,1.89,0.94,0.0,0.75,0.94,32.08,2.64,1.14,0.0,201.0,282.0,71.3,3647.0,1322.0,93.0,110.0,84.5,79.0,105.0,75.2,27.0,51.0,52.9,0.0,0.02,0.02,-0.02,0.38,3.4,0.0,0.0,3.58,0.19,0.0,0.0,0.0,0.02,0.0,0.0
2059,2443,Jacques Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,5,2,169,1.9,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.15,1.0,1.0,100.0,0.0,0.0,30.53,0.53,3.68,13.16,14.21,3.16,30.53,0.53,0.53,0.0,20.0,96.32,51.05,1.05,1.05,0.0,3.16,2.63,23.68,5.79,2.66,0.53,21.0,38.0,55.3,271.0,41.0,13.0,24.0,54.2,7.0,10.0,70.0,0.0,0.0,0.0,0.0,0.05,0.0,-0.05,1.05,1.05,0.0,0.0,1.58,1.6,0.0,0.0,0.0,0.06,-0.2,-0.2
2060,2444,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,32,32,2785,30.9,0.16,0.23,0.16,0.23,0.15,0.18,0.15,0.18,22.0,15.0,68.2,7.0,31.8,60.91,3.72,23.04,31.42,6.83,0.87,60.91,0.71,0.49,0.23,29.81,140.39,64.17,0.61,0.61,0.06,1.04,0.55,34.69,0.91,1.58,0.16,1316.0,1523.0,86.4,23420.0,7721.0,552.0,625.0,88.3,578.0,622.0,92.9,142.0,195.0,72.8,0.06,0.03,0.05,0.03,0.55,2.14,0.52,0.03,3.53,0.55,0.23,0.29,0.71,0.27,0.5,0.5
2061,2446,Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,it Serie A,20,1999,26,12,1179,13.1,0.15,0.38,0.15,0.38,0.31,0.47,0.31,0.47,39.0,17.0,43.6,22.0,56.4,54.2,1.6,9.31,18.55,26.79,4.35,54.2,2.98,1.3,1.68,30.92,190.31,102.98,4.66,1.98,1.83,2.29,0.69,38.09,9.08,3.05,0.15,407.0,546.0,74.5,5984.0,1534.0,231.0,263.0,87.8,127.0,172.0,73.8,25.0,61.0,41.0,0.23,0.15,0.15,0.08,1.53,0.92,0.76,0.38,2.21,2.29,0.76,0.07,0.2,0.14,-2.1,-2.1
2062,2447,Robert Skov,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,24,1996,23,12,1164,12.9,0.08,0.08,0.08,0.08,0.15,0.34,0.15,0.34,30.0,12.0,40.0,18.0,60.0,52.25,1.4,8.22,21.71,23.02,2.48,52.25,2.33,0.93,1.4,29.46,155.12,71.32,1.94,1.4,0.62,3.1,0.54,32.64,7.6,2.78,0.15,348.0,508.0,68.5,6222.0,1559.0,163.0,188.0,86.7,138.0,187.0,73.8,39.0,91.0,42.9,0.0,0.19,0.22,-0.19,1.47,1.55,1.4,0.39,3.26,2.55,0.54,0.03,0.14,0.06,-0.9,-0.9
2063,2448,Milan Škriniar,sk SVK,DF,Inter,it Serie A,25,1995,32,31,2777,30.9,0.1,0.1,0.1,0.1,0.07,0.09,0.07,0.09,9.0,6.0,66.7,3.0,33.3,79.35,7.96,33.92,39.29,6.41,0.87,79.35,0.29,0.19,0.1,46.21,220.71,123.59,1.49,0.97,0.03,0.58,0.42,60.26,1.36,0.81,0.03,2009.0,2182.0,92.1,35415.0,10388.0,844.0,881.0,95.8,983.0,1039.0,94.6,158.0,214.0,73.8,0.0,0.02,0.02,-0.02,0.29,4.3,0.32,0.0,4.63,0.49,0.19,0.2,0.5,0.15,0.7,0.7
2064,2449,Steven Skrzybski,de GER,"FW,DF",Schalke 04,de Bundesliga,27,1992,13,3,419,4.7,0.0,0.0,0.0,0.0,0.23,0.25,0.06,0.08,6.0,3.0,50.0,3.0,50.0,38.3,0.64,5.53,17.45,16.6,1.91,38.09,1.28,0.64,0.64,21.49,87.66,44.26,1.28,1.28,0.21,3.19,1.7,23.4,4.89,2.15,0.21,74.0,124.0,59.7,1328.0,419.0,30.0,43.0,69.8,29.0,43.0,67.4,11.0,19.0,57.9,0.0,0.02,0.04,-0.02,0.43,1.7,0.43,0.21,2.13,1.5,0.21,0.0,0.0,0.04,-1.1,-0.3
2065,2450,Petar Škuletić,rs SRB,"FW,MF",Montpellier,fr Ligue 1,30,1990,19,1,234,2.6,0.77,0.77,0.77,0.77,0.54,0.82,0.54,0.82,2.0,1.0,50.0,1.0,50.0,43.85,2.31,4.62,20.0,19.62,8.85,43.85,0.77,0.38,0.38,22.69,102.31,32.69,1.15,1.15,0.77,3.85,2.31,33.46,6.92,2.3,0.0,41.0,75.0,54.7,502.0,77.0,29.0,46.0,63.0,9.0,21.0,42.9,1.0,3.0,33.3,0.0,0.27,0.15,-0.27,1.92,1.54,0.0,0.0,1.15,4.23,1.92,0.18,0.4,0.13,0.6,0.6
2066,2453,William Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,3,2,172,1.9,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,50.0,0.53,6.32,28.42,15.79,0.53,50.0,0.0,0.0,0.0,30.53,147.89,76.84,2.63,3.16,0.53,1.05,1.05,32.63,5.26,2.09,0.0,61.0,78.0,78.2,920.0,189.0,35.0,35.0,100.0,21.0,28.0,75.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,2.63,0.53,0.0,3.68,0.52,0.52,0.0,0.0,0.05,-0.1,-0.1
2067,2454,Chris Smalling,eng ENG,DF,Roma,it Serie A,30,1989,16,13,1111,12.3,0.0,0.08,0.0,0.08,0.04,0.09,0.04,0.09,4.0,4.0,100.0,0.0,0.0,65.53,7.97,34.47,29.35,1.95,1.22,65.53,0.33,0.33,0.0,33.5,158.05,66.34,0.0,0.16,0.0,0.65,0.33,42.36,0.16,0.41,0.08,620.0,684.0,90.6,12325.0,4078.0,163.0,175.0,93.1,377.0,393.0,95.9,68.0,96.0,70.8,0.08,0.06,0.05,0.02,0.16,1.3,0.0,0.0,1.63,0.57,0.08,0.0,0.0,0.07,-0.5,-0.5
2068,2455,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,20,2000,20,18,1440,16.0,0.12,0.37,0.12,0.37,0.11,0.32,0.11,0.32,30.0,10.0,33.3,20.0,66.7,55.62,0.94,8.94,24.81,22.5,2.75,55.62,1.88,0.62,1.25,34.44,183.81,97.44,3.19,1.25,0.81,2.38,0.44,44.06,7.06,3.06,0.44,648.0,746.0,86.9,8625.0,1644.0,408.0,446.0,91.5,186.0,203.0,91.6,21.0,31.0,67.7,0.25,0.21,0.16,0.04,1.69,2.81,0.88,0.06,4.25,0.81,0.25,0.15,0.5,0.14,0.2,0.2
2069,2458,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,10,8,746,8.3,0.0,0.12,0.0,0.12,0.03,0.15,0.03,0.15,11.0,5.0,45.5,6.0,54.5,65.3,2.53,17.11,28.67,20.24,1.45,65.3,1.33,0.6,0.72,33.01,171.2,87.71,2.53,1.2,0.72,1.2,1.08,40.48,4.82,1.81,0.24,349.0,469.0,74.4,5184.0,1901.0,208.0,237.0,87.8,108.0,152.0,71.1,21.0,50.0,42.0,0.12,0.11,0.07,0.01,0.72,3.98,0.72,0.24,5.54,0.84,0.24,0.0,0.0,0.04,-0.3,-0.3
2070,2459,Rafa Soares,pt POR,DF,Eibar,es La Liga,25,1995,19,12,1134,12.6,0.0,0.08,0.0,0.08,0.01,0.15,0.01,0.15,8.0,4.0,50.0,4.0,50.0,66.27,2.86,16.9,30.95,18.97,0.95,66.27,0.63,0.32,0.32,26.75,122.3,64.92,1.35,1.11,0.08,0.71,0.48,30.87,3.25,2.22,0.16,487.0,706.0,69.0,9141.0,4296.0,213.0,247.0,86.2,190.0,265.0,71.7,75.0,149.0,50.3,0.08,0.14,0.21,-0.06,1.19,3.97,1.27,0.87,4.6,0.16,0.0,0.0,0.0,0.04,-0.1,-0.1
2071,2462,Simon Sohm,ch SUI,MF,Parma,it Serie A,19,2001,18,8,899,10.0,0.1,0.1,0.1,0.1,0.06,0.08,0.06,0.08,11.0,7.0,63.6,4.0,36.4,50.2,1.2,12.7,29.8,8.1,0.5,50.2,1.1,0.7,0.4,28.7,124.8,69.5,1.3,1.1,0.2,1.2,1.4,37.4,1.8,1.1,0.1,354.0,424.0,83.5,5966.0,1323.0,150.0,173.0,86.7,165.0,185.0,89.2,26.0,42.0,61.9,0.0,0.02,0.03,-0.02,0.4,3.1,0.2,0.0,3.3,0.5,0.1,0.2,1.0,0.12,0.4,0.4
2072,2463,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,16,3,486,5.4,0.37,0.74,0.37,0.74,0.2,0.54,0.2,0.54,12.0,7.0,58.3,5.0,41.7,52.96,1.48,10.37,23.15,20.19,3.15,52.96,2.22,1.3,0.93,26.48,120.0,57.41,1.11,1.11,0.19,2.04,1.48,31.11,5.37,2.78,0.56,148.0,201.0,73.6,2269.0,732.0,83.0,105.0,79.0,42.0,57.0,73.7,14.0,23.0,60.9,0.37,0.33,0.19,0.04,1.85,1.67,1.3,1.11,2.78,0.93,0.56,0.4,0.67,0.22,0.9,0.9
2073,2464,Roberto Soldado,es ESP,FW,Granada,es La Liga,35,1985,29,16,1438,16.0,0.56,0.56,0.44,0.44,0.35,0.39,0.26,0.29,8.0,4.0,50.0,4.0,50.0,29.75,1.06,2.25,12.19,15.38,4.5,29.62,0.5,0.25,0.25,13.19,53.0,19.0,0.75,0.5,0.5,1.88,0.62,19.12,5.12,1.38,0.19,206.0,349.0,59.0,2798.0,429.0,119.0,169.0,70.4,53.0,92.0,57.6,14.0,22.0,63.6,0.0,0.04,0.04,-0.04,0.56,0.75,0.38,0.0,1.19,1.75,0.63,0.25,0.7,0.15,3.4,2.9
2074,2465,Carlos Soler,es ESP,MF,Valencia,es La Liga,23,1997,32,31,2735,30.4,0.36,0.63,0.13,0.39,0.31,0.47,0.08,0.23,39.0,25.0,64.1,14.0,35.9,60.3,2.66,11.88,34.24,14.87,1.09,60.0,1.28,0.82,0.46,33.32,200.89,112.63,1.51,1.64,0.07,0.95,0.43,39.01,0.99,2.73,0.46,1272.0,1579.0,80.6,22712.0,6828.0,555.0,594.0,93.4,495.0,565.0,87.6,165.0,309.0,53.4,0.26,0.15,0.13,0.11,1.48,4.61,0.69,0.0,5.03,0.92,0.3,0.14,0.44,0.09,1.5,1.6
2075,2467,Son,es ESP,"DF,MF",Levante,es La Liga,26,1994,28,10,1106,12.3,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.15,18.0,12.0,66.7,6.0,33.3,61.87,3.25,13.74,26.26,22.28,2.11,61.87,1.46,0.98,0.49,30.41,144.15,73.5,1.87,1.63,0.24,1.38,0.73,34.63,8.46,2.85,0.08,480.0,641.0,74.9,8206.0,2893.0,250.0,295.0,84.7,173.0,211.0,82.0,47.0,91.0,51.6,0.0,0.1,0.15,-0.1,1.46,3.09,2.11,1.14,5.04,0.65,0.41,0.0,0.0,0.08,-0.6,-0.6
2076,2468,Brandon Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,10,5,559,6.2,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,18.0,9.0,50.0,9.0,50.0,77.9,3.55,22.74,40.32,15.65,0.97,77.9,2.9,1.45,1.45,45.16,214.84,114.19,2.58,1.94,0.81,1.77,0.65,48.71,4.84,1.77,0.0,321.0,407.0,78.9,5010.0,1775.0,177.0,198.0,89.4,126.0,160.0,78.8,17.0,37.0,45.9,0.0,0.03,0.13,-0.03,0.32,3.23,0.97,0.65,3.87,0.81,0.16,0.0,0.0,0.03,-0.2,-0.2
2077,2470,Roberto Soriano,it ITA,MF,Bologna,it Serie A,29,1991,37,37,3250,36.1,0.25,0.42,0.25,0.42,0.19,0.41,0.19,0.41,56.0,36.0,64.3,20.0,35.7,51.66,1.61,7.34,27.15,17.87,2.6,51.66,1.55,1.0,0.55,32.44,183.49,85.26,2.22,1.77,0.19,1.77,0.86,39.64,4.35,3.05,0.39,1222.0,1507.0,81.1,17944.0,6045.0,693.0,805.0,86.1,396.0,459.0,86.3,71.0,103.0,68.9,0.17,0.22,0.11,-0.05,1.44,4.29,1.27,0.08,5.51,1.69,0.53,0.15,0.47,0.11,2.1,2.1
2078,2471,Alberto Soro,es ESP,"FW,MF",Granada,es La Liga,21,1999,15,3,393,4.4,0.23,0.69,0.23,0.69,0.17,0.25,0.17,0.25,5.0,2.0,40.0,3.0,60.0,37.73,0.68,5.23,15.91,17.27,2.5,37.73,1.14,0.45,0.68,21.36,113.18,51.14,1.36,1.36,0.45,1.36,2.5,21.36,5.45,2.06,0.46,92.0,129.0,71.3,1290.0,345.0,57.0,66.0,86.4,24.0,33.0,72.7,6.0,15.0,40.0,0.45,0.07,0.11,0.39,1.36,1.82,0.91,0.23,3.41,0.46,0.23,0.5,1.0,0.37,0.3,0.3
2079,2472,Borna Sosa,hr CRO,"DF,FW",Stuttgart,de Bundesliga,22,1998,26,25,2042,22.7,0.0,0.4,0.0,0.4,0.03,0.28,0.03,0.28,41.0,27.0,65.9,14.0,34.1,65.86,3.96,15.68,26.26,24.58,1.67,65.86,1.81,1.19,0.62,35.55,225.24,127.36,3.88,2.64,0.53,1.23,0.66,40.88,8.81,3.75,0.53,894.0,1281.0,69.8,13823.0,5317.0,526.0,595.0,88.4,269.0,398.0,67.6,69.0,199.0,34.7,0.4,0.25,0.28,0.15,2.51,2.6,1.89,1.15,3.88,0.62,0.13,0.0,0.0,0.04,-0.6,-0.6
2080,2473,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,16,2003,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,2474,Florian Sotoca,fr FRA,FW,Lens,fr Ligue 1,29,1990,33,28,2413,26.8,0.3,0.41,0.22,0.34,0.38,0.53,0.32,0.47,36.0,19.0,52.8,17.0,47.2,45.56,0.97,3.25,21.27,21.42,5.0,45.49,1.34,0.71,0.63,25.6,125.22,50.82,1.6,1.57,0.52,2.2,1.34,35.22,8.62,2.54,0.26,656.0,938.0,69.9,10904.0,1996.0,322.0,425.0,75.8,235.0,316.0,74.4,64.0,94.0,68.1,0.11,0.15,0.12,-0.03,0.93,1.68,0.93,0.15,3.02,2.57,0.63,0.09,0.35,0.13,-2.2,-2.6
2082,2475,Riccardo Sottil,it ITA,"FW,MF",Cagliari,it Serie A,21,1999,21,12,1184,13.2,0.15,0.23,0.15,0.23,0.12,0.25,0.12,0.25,59.0,40.0,67.8,19.0,32.2,39.02,0.23,3.79,15.45,21.59,3.71,39.02,4.47,3.03,1.44,28.33,302.5,165.53,5.83,4.02,1.59,2.2,1.67,28.79,6.29,3.04,0.3,281.0,382.0,73.6,4702.0,973.0,139.0,173.0,80.3,108.0,140.0,77.1,24.0,40.0,60.0,0.08,0.14,0.11,-0.06,1.21,1.44,1.36,0.3,3.56,1.9,0.68,0.08,0.22,0.06,0.5,0.5
2083,2476,Cheick Souaré,fr FRA,MF,Marseille,fr Ligue 1,17,2002,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,20.0,20.0,20.0,0.0,60.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,3.0,66.7,42.0,10.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,2477,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,25,1995,38,38,3419,38.0,0.26,0.29,0.26,0.29,0.22,0.27,0.22,0.27,29.0,16.0,55.2,13.0,44.8,54.82,4.13,15.18,29.84,10.21,2.68,54.82,0.76,0.42,0.34,23.32,110.55,45.24,0.71,0.89,0.11,1.11,0.55,30.68,1.24,1.53,0.21,1218.0,1623.0,75.0,20258.0,5713.0,586.0,774.0,75.7,450.0,583.0,77.2,121.0,151.0,80.1,0.03,0.05,0.06,-0.03,0.47,3.34,0.18,0.03,4.34,1.68,0.61,0.16,0.43,0.13,1.6,1.6
2085,2478,Rayan Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,30.0,70.0,0.0,0.0,90.0,0.0,0.0,0.0,60.0,240.0,150.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,8.0,9.0,88.9,162.0,96.0,3.0,3.0,100.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,2479,Cebio Soukou,bj BEN,"FW,MF",Arminia,de Bundesliga,27,1992,14,5,458,5.1,0.2,0.2,0.2,0.2,0.13,0.17,0.13,0.17,16.0,7.0,43.8,9.0,56.3,35.29,1.37,6.08,17.84,11.96,0.98,35.29,3.14,1.37,1.76,21.76,137.25,32.16,0.98,0.59,0.39,2.75,2.94,23.33,5.69,1.97,0.0,97.0,114.0,85.1,1567.0,280.0,50.0,53.0,94.3,39.0,46.0,84.8,5.0,8.0,62.5,0.0,0.04,0.04,-0.04,0.78,0.98,0.39,0.39,1.57,1.77,0.2,0.11,1.0,0.07,0.3,0.3
2087,2482,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,21,1999,32,21,1919,21.3,0.0,0.05,0.0,0.05,0.01,0.06,0.01,0.06,34.0,29.0,85.3,5.0,14.7,81.03,1.92,12.44,59.91,9.3,0.23,81.03,1.6,1.36,0.23,52.77,261.6,124.08,1.36,1.27,0.0,0.99,1.03,62.44,1.78,1.64,0.23,1350.0,1556.0,86.8,23263.0,6760.0,616.0,703.0,87.6,564.0,616.0,91.6,127.0,176.0,72.2,0.05,0.04,0.06,0.0,0.61,9.11,0.38,0.0,8.5,0.38,0.14,0.0,0.0,0.04,-0.3,-0.3
2088,2483,Yaya Soumaré,fr FRA,MF,Lyon,fr Ligue 1,20,2000,3,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,2484,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28,1992,23,14,1224,13.6,0.07,0.15,0.07,0.15,0.02,0.05,0.02,0.05,20.0,11.0,55.0,9.0,45.0,60.96,3.82,20.81,23.97,16.76,0.88,60.96,1.47,0.81,0.66,26.62,160.74,82.28,2.5,1.62,0.29,1.69,1.03,30.59,4.49,1.98,0.22,469.0,644.0,72.8,7348.0,3448.0,244.0,279.0,87.5,185.0,241.0,76.8,29.0,66.0,43.9,0.07,0.04,0.07,0.04,0.66,2.35,1.47,0.88,3.82,0.44,0.15,0.17,0.5,0.04,0.8,0.8
