,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net
447,514,Mounir Chouiar,fr FRA,"FW,MF",Dijon,fr Ligue 1,21,1999,23,14,1288,14.3,0.0,0.14,0.0,0.14,0.14,0.31,0.09,0.25,81.0,46.0,56.8,35.0,43.2,50.21,0.84,6.92,24.69,19.72,2.87,50.14,5.66,3.22,2.45,32.03,209.93,97.69,3.43,1.96,0.91,2.73,2.87,36.08,5.8,3.29,0.14,393.0,524.0,75.0,6200.0,1717.0,231.0,270.0,85.6,111.0,136.0,81.6,40.0,76.0,52.6,0.14,0.17,0.1,-0.03,1.68,1.75,0.63,0.0,2.94,1.61,0.35,0.0,0.0,0.05,-2.0,-1.2
448,515,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,17,15,1371,15.2,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.03,7.0,7.0,100.0,0.0,0.0,83.68,10.72,45.2,36.97,2.24,0.46,83.68,0.46,0.46,0.0,52.57,256.97,140.39,0.46,0.79,0.0,0.59,0.07,61.78,0.07,0.85,0.07,1046.0,1149.0,91.0,19614.0,6590.0,363.0,395.0,91.9,573.0,603.0,95.0,90.0,114.0,78.9,0.0,0.02,0.02,-0.02,0.39,3.29,0.13,0.0,2.83,0.2,0.0,0.0,0.0,0.05,-0.1,-0.1
449,516,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,16,2003,2,0,20,0.2,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,65.0,0.0,10.0,25.0,30.0,10.0,65.0,0.0,0.0,0.0,35.0,60.0,40.0,0.0,0.0,0.0,5.0,0.0,55.0,5.0,0.0,0.0,6.0,9.0,66.7,88.0,13.0,5.0,6.0,83.3,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,0.04,0.0,0.0
450,517,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,21,1999,28,13,1365,15.2,0.26,0.4,0.26,0.4,0.16,0.36,0.16,0.36,79.0,39.0,49.4,40.0,50.6,47.89,0.66,5.39,15.72,27.57,5.92,47.89,5.2,2.57,2.63,32.37,268.68,143.36,5.53,3.22,2.43,3.03,1.51,36.32,11.64,4.28,0.33,395.0,531.0,74.4,5913.0,1372.0,200.0,254.0,78.7,156.0,193.0,80.8,16.0,36.0,44.4,0.13,0.2,0.25,-0.07,1.91,1.18,1.97,0.2,3.49,2.04,0.66,0.13,0.4,0.08,1.6,1.6
451,518,Darko Churlinov,mk MKD,"DF,MF",Stuttgart,de Bundesliga,20,2000,14,0,216,2.4,0.0,0.42,0.0,0.42,0.05,0.34,0.05,0.34,12.0,6.0,50.0,6.0,50.0,55.42,0.83,12.08,23.33,22.5,2.5,55.42,5.0,2.5,2.5,35.83,281.25,150.83,4.17,2.92,2.08,2.5,2.5,38.33,9.58,2.89,0.83,75.0,102.0,73.5,1075.0,213.0,48.0,53.0,90.6,21.0,30.0,70.0,3.0,10.0,30.0,0.42,0.29,0.38,0.12,0.83,0.83,1.67,0.42,2.5,0.83,0.0,0.0,0.0,0.06,-0.1,-0.1
452,519,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,2,1,95,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,80.91,12.73,51.82,28.18,0.91,0.0,80.91,0.91,0.0,0.91,38.18,213.64,81.82,0.0,0.0,0.0,0.91,0.0,50.91,0.0,0.95,0.0,68.0,76.0,89.5,1390.0,511.0,17.0,18.0,94.4,44.0,48.0,91.7,7.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,521,Cifu,es ESP,DF,Elche,es La Liga,29,1990,11,4,451,5.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,7.0,2.0,28.6,5.0,71.4,54.8,2.8,18.4,25.0,12.4,0.4,54.8,1.4,0.4,1.0,26.0,134.2,56.8,1.8,1.4,0.0,1.2,0.6,26.0,3.2,0.0,0.0,158.0,217.0,72.8,2266.0,859.0,85.0,98.0,86.7,53.0,72.0,73.6,8.0,13.0,61.5,0.0,0.0,0.02,0.0,0.0,1.0,0.2,0.2,2.0,0.6,0.0,0.0,0.0,0.03,-0.1,-0.1
454,523,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,14,13,929,10.3,0.0,0.0,0.0,0.0,0.06,0.22,0.06,0.22,12.0,8.0,66.7,4.0,33.3,83.3,3.01,18.83,51.36,13.69,0.39,83.3,1.17,0.78,0.39,43.01,181.07,98.64,1.36,0.68,0.19,0.97,0.97,60.0,0.78,3.97,0.29,628.0,757.0,83.0,11941.0,4614.0,269.0,289.0,93.1,253.0,295.0,85.8,93.0,135.0,68.9,0.0,0.17,0.1,-0.17,1.55,8.64,1.07,0.19,8.74,1.45,0.19,0.0,0.0,0.04,-0.6,-0.6
455,525,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,1.0,1.0,100.0,0.0,0.0,130.0,0.0,30.0,80.0,30.0,0.0,130.0,10.0,10.0,0.0,90.0,360.0,120.0,0.0,0.0,0.0,10.0,0.0,90.0,20.0,7.5,0.0,9.0,10.0,90.0,117.0,8.0,5.0,5.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,526,Tim Civeja,de GER,MF,Augsburg,de Bundesliga,18,2002,3,0,34,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,2.5,25.0,37.5,5.0,0.0,67.5,0.0,0.0,0.0,25.0,75.0,22.5,0.0,0.0,0.0,2.5,0.0,25.0,0.0,2.65,0.0,17.0,23.0,73.9,269.0,79.0,7.0,9.0,77.8,8.0,8.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,527,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,22,21,1891,21.0,0.05,0.05,0.05,0.05,0.03,0.04,0.03,0.04,8.0,4.0,50.0,4.0,50.0,48.86,8.52,29.05,17.81,2.29,0.76,48.86,0.38,0.19,0.19,24.76,114.57,51.9,0.43,0.19,0.0,0.52,0.05,27.05,0.19,0.33,0.05,657.0,808.0,81.3,11712.0,4531.0,269.0,307.0,87.6,316.0,365.0,86.6,57.0,107.0,53.3,0.0,0.0,0.01,-0.0,0.1,1.71,0.14,0.0,1.67,0.38,0.1,0.13,0.5,0.08,0.3,0.3
458,528,Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1998,30,21,1910,21.2,0.19,0.42,0.19,0.42,0.18,0.36,0.18,0.36,73.0,48.0,65.8,25.0,34.2,46.98,0.57,6.56,21.93,19.53,2.59,46.98,3.44,2.26,1.18,32.12,185.75,99.95,2.88,2.12,0.94,2.92,2.03,35.42,5.47,3.3,0.52,604.0,753.0,80.2,8863.0,1843.0,336.0,378.0,88.9,190.0,238.0,79.8,42.0,73.0,57.5,0.24,0.18,0.12,0.06,1.65,2.17,0.52,0.05,3.58,1.6,0.71,0.12,0.27,0.12,0.2,0.2
459,529,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,33,30,2521,28.0,0.11,0.32,0.11,0.32,0.06,0.31,0.06,0.31,49.0,22.0,44.9,27.0,55.1,61.18,1.93,11.5,24.25,26.25,2.18,61.18,1.75,0.79,0.96,29.5,181.25,110.18,3.64,2.46,0.68,1.86,0.46,32.36,8.39,3.53,0.5,988.0,1401.0,70.5,17096.0,5989.0,449.0,517.0,86.8,421.0,563.0,74.8,94.0,242.0,38.8,0.21,0.25,0.26,-0.04,1.82,2.5,1.79,0.89,4.04,1.21,0.46,0.09,0.23,0.05,1.3,1.3
460,530,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,1992,35,30,2781,30.9,0.0,0.1,0.0,0.1,0.01,0.11,0.01,0.11,55.0,36.0,65.5,18.0,32.7,64.14,2.69,20.13,26.89,17.83,1.07,64.14,1.78,1.17,0.58,34.3,192.49,104.82,2.82,1.78,0.19,1.17,0.55,37.54,6.34,1.65,0.13,1304.0,1725.0,75.6,20112.0,8364.0,757.0,839.0,90.2,433.0,554.0,78.2,82.0,216.0,38.0,0.1,0.1,0.1,-0.01,0.71,3.33,1.23,0.42,4.76,0.19,0.13,0.0,0.0,0.05,-0.3,-0.3
461,531,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,13,13,1145,12.7,0.0,0.08,0.0,0.08,0.01,0.03,0.01,0.03,6.0,4.0,66.7,2.0,33.3,54.96,2.76,17.87,26.06,11.18,0.47,54.96,0.47,0.31,0.16,27.24,128.98,64.57,1.42,0.79,0.0,0.63,0.16,28.66,1.57,0.63,0.08,448.0,593.0,75.5,6376.0,2615.0,272.0,302.0,90.1,142.0,191.0,74.3,19.0,54.0,35.2,0.08,0.02,0.02,0.06,0.31,1.89,1.02,0.39,3.31,0.31,0.08,0.0,0.0,0.04,-0.2,-0.2
462,532,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,37,37,3303,36.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,8.0,6.0,75.0,2.0,25.0,58.23,10.95,35.97,22.04,0.46,0.33,58.23,0.22,0.16,0.05,34.93,141.69,65.69,0.11,0.14,0.0,0.25,0.08,40.71,0.05,0.35,0.03,1638.0,1865.0,87.8,37496.0,16459.0,390.0,414.0,94.2,892.0,933.0,95.6,343.0,486.0,70.6,0.0,0.01,0.01,-0.01,0.08,2.21,0.03,0.0,1.83,0.19,0.05,0.14,0.5,0.15,0.0,0.0
463,533,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,24,1996,32,16,1474,16.4,0.0,0.12,0.0,0.12,0.05,0.1,0.05,0.1,41.0,23.0,56.1,18.0,43.9,49.63,1.28,7.38,25.61,17.32,2.01,49.63,2.5,1.4,1.1,27.5,157.68,65.37,2.2,1.89,0.37,3.11,2.13,35.0,5.91,2.5,0.24,421.0,619.0,68.0,6097.0,1474.0,246.0,310.0,79.4,119.0,173.0,68.8,27.0,53.0,50.9,0.12,0.05,0.05,0.07,0.98,2.38,0.73,0.3,2.44,0.79,0.12,0.0,0.0,0.06,-0.8,-0.8
464,534,Coke,es ESP,DF,Levante,es La Liga,33,1987,17,11,835,9.3,0.0,0.0,0.0,0.0,0.05,0.11,0.05,0.11,7.0,4.0,57.1,3.0,42.9,60.86,4.52,25.48,25.27,10.32,0.97,60.86,0.75,0.43,0.32,30.65,129.35,63.33,1.08,0.75,0.32,0.86,0.32,35.59,2.47,0.76,0.0,363.0,457.0,79.4,6263.0,2309.0,178.0,209.0,85.2,138.0,164.0,84.1,41.0,64.0,64.1,0.0,0.06,0.05,-0.06,0.54,2.8,1.18,0.22,4.19,0.97,0.22,0.0,0.0,0.05,-0.4,-0.4
465,535,Séamus Coleman,ie IRL,"DF,MF",Everton,eng Premier League,31,1988,25,18,1613,17.9,0.0,0.17,0.0,0.17,0.05,0.15,0.05,0.15,33.0,20.0,60.6,13.0,39.4,53.85,4.08,17.88,23.58,13.24,1.62,53.85,1.84,1.12,0.73,30.17,173.91,79.66,1.73,1.56,0.22,1.51,1.28,32.35,5.03,1.9,0.28,620.0,765.0,81.0,9779.0,3467.0,350.0,385.0,90.9,205.0,254.0,80.7,48.0,84.0,57.1,0.17,0.1,0.09,0.07,1.06,1.79,0.78,0.17,2.74,0.67,0.22,0.0,0.0,0.07,-0.9,-0.9
466,536,Ebrima Colley,gm GAM,"MF,FW",Hellas Verona,it Serie A,20,2000,23,4,734,8.2,0.12,0.12,0.12,0.12,0.21,0.29,0.21,0.29,31.0,18.0,58.1,13.0,41.9,45.24,0.24,3.29,18.9,23.9,4.15,45.24,3.78,2.2,1.59,31.71,232.8,98.17,3.41,4.15,0.98,4.15,2.32,36.71,11.59,2.82,0.0,183.0,255.0,71.8,2449.0,447.0,119.0,144.0,82.6,47.0,71.0,66.2,7.0,12.0,58.3,0.0,0.09,0.1,-0.09,0.85,1.95,0.73,0.0,2.68,2.08,0.86,0.06,0.14,0.1,-0.7,-0.7
467,537,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,29,28,2591,28.8,0.07,0.07,0.07,0.07,0.04,0.04,0.04,0.04,3.0,2.0,66.7,1.0,33.3,58.3,8.06,31.91,24.9,1.84,0.73,58.3,0.1,0.07,0.03,31.56,154.13,82.95,0.42,0.28,0.0,0.28,0.03,34.48,0.0,0.24,0.0,1098.0,1360.0,80.7,22524.0,8809.0,323.0,376.0,85.9,596.0,662.0,90.0,160.0,286.0,55.9,0.0,0.0,0.01,-0.0,0.07,3.16,0.0,0.0,3.02,0.42,0.1,0.17,0.67,0.09,0.9,0.9
468,539,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,2002,4,1,94,1.0,0.0,0.0,0.0,0.0,0.57,0.57,0.57,0.57,2.0,1.0,50.0,1.0,50.0,26.0,2.0,4.0,12.0,11.0,5.0,26.0,2.0,1.0,1.0,13.0,138.0,100.0,4.0,1.0,1.0,2.0,1.0,15.0,3.0,1.89,0.0,7.0,13.0,53.8,73.0,25.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0,1.0,1.0,3.83,0.96,0.0,0.0,0.15,-0.6,-0.6
469,540,Racine Coly,sn SEN,MF,Nice,fr Ligue 1,24,1995,1,0,17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,105.0,5.0,10.0,80.0,15.0,0.0,105.0,5.0,5.0,0.0,60.0,385.0,295.0,5.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,19.0,21.0,90.5,242.0,50.0,12.0,12.0,100.0,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,541,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,24,1996,29,23,1752,19.5,0.26,0.77,0.26,0.77,0.21,0.55,0.21,0.55,92.0,56.0,60.9,36.0,39.1,55.95,0.36,4.36,17.13,34.92,6.21,55.95,4.72,2.87,1.85,39.18,277.38,143.03,5.28,2.31,2.21,2.51,1.95,45.69,13.74,5.29,0.82,662.0,844.0,78.4,10231.0,1779.0,358.0,409.0,87.5,220.0,280.0,78.6,52.0,80.0,65.0,0.51,0.33,0.37,0.18,2.31,0.97,2.21,1.08,3.9,2.67,0.98,0.1,0.26,0.08,0.8,0.8
471,542,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,38,38,3292,36.6,0.05,0.05,0.05,0.05,0.03,0.04,0.03,0.04,6.0,4.0,66.7,2.0,33.3,51.53,6.31,26.34,23.99,1.39,0.57,51.53,0.16,0.11,0.05,26.75,129.67,75.63,0.71,0.16,0.03,0.41,0.08,30.25,0.11,0.52,0.05,1314.0,1521.0,86.4,26567.0,11032.0,426.0,472.0,90.3,685.0,753.0,91.0,191.0,267.0,71.5,0.0,0.01,0.02,-0.01,0.11,2.35,0.05,0.0,2.76,0.36,0.08,0.15,0.67,0.1,0.7,0.7
472,543,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,17,9,791,8.8,0.23,0.34,0.23,0.34,0.45,0.48,0.45,0.48,11.0,5.0,45.5,6.0,54.5,19.77,0.11,1.36,6.48,12.27,3.98,19.77,1.25,0.57,0.68,12.05,74.09,31.36,1.36,1.25,0.57,3.07,0.91,15.23,6.59,1.71,0.11,72.0,94.0,76.6,844.0,176.0,51.0,65.0,78.5,14.0,16.0,87.5,0.0,1.0,0.0,0.11,0.02,0.01,0.09,0.68,0.34,0.11,0.0,0.45,2.62,0.91,0.09,0.25,0.17,-2.0,-2.0
473,547,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,25,25,2185,24.3,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.08,4.0,3.0,75.0,1.0,25.0,79.59,8.52,44.73,33.17,2.1,0.95,79.59,0.16,0.12,0.04,46.17,246.05,147.2,0.49,0.33,0.0,0.29,0.04,51.11,0.04,0.7,0.08,1415.0,1662.0,85.1,28083.0,9127.0,404.0,441.0,91.6,862.0,921.0,93.6,133.0,248.0,53.6,0.0,0.0,0.03,0.0,0.0,2.59,0.12,0.0,3.62,0.62,0.33,0.07,0.13,0.12,-0.8,-0.8
474,548,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,22,7,736,8.2,0.0,0.0,0.0,0.0,0.02,0.1,0.02,0.1,15.0,12.0,80.0,3.0,20.0,71.46,2.56,15.73,44.27,12.56,1.59,71.46,1.83,1.46,0.37,40.12,152.93,80.0,1.22,1.1,0.12,0.73,0.73,51.1,2.44,1.22,0.0,447.0,506.0,88.3,6728.0,1479.0,252.0,276.0,91.3,150.0,161.0,93.2,26.0,31.0,83.9,0.0,0.07,0.06,-0.07,0.49,3.41,0.37,0.0,3.78,0.49,0.0,0.0,0.0,0.04,-0.2,-0.2
475,549,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,70.0,10.0,0.0,80.0,0.0,0.0,0.0,50.0,270.0,70.0,0.0,0.0,0.0,20.0,0.0,50.0,10.0,10.0,0.0,3.0,3.0,100.0,52.0,23.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,550,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,25,23,2066,23.0,0.0,0.04,0.0,0.04,0.04,0.16,0.04,0.16,37.0,17.0,45.9,20.0,54.1,54.26,2.87,13.7,23.22,17.83,0.7,54.26,1.61,0.74,0.87,22.7,114.52,57.26,1.7,1.3,0.13,1.13,0.65,23.74,4.22,1.96,0.13,648.0,986.0,65.7,10568.0,5291.0,324.0,385.0,84.2,251.0,364.0,69.0,45.0,154.0,29.2,0.04,0.12,0.08,-0.08,1.17,1.96,0.39,0.22,2.96,0.91,0.3,0.0,0.0,0.04,-0.9,-0.9
477,554,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,21,17,1537,17.1,0.41,0.47,0.41,0.47,0.41,0.5,0.41,0.5,20.0,15.0,75.0,5.0,25.0,28.42,0.35,1.35,13.27,14.09,5.03,28.42,1.17,0.88,0.29,16.67,85.38,29.94,1.29,0.7,0.58,3.74,1.7,22.28,5.67,2.93,0.18,226.0,304.0,74.3,3265.0,352.0,126.0,152.0,82.9,60.0,81.0,74.1,19.0,22.0,86.4,0.06,0.09,0.07,-0.04,1.4,0.82,0.29,0.12,0.94,2.81,1.05,0.15,0.39,0.15,0.1,0.1
478,555,Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22,1997,23,13,1090,12.1,0.17,0.25,0.17,0.25,0.29,0.36,0.29,0.36,33.0,12.0,36.4,21.0,63.6,35.12,0.99,3.64,16.45,16.03,2.81,35.12,2.73,0.99,1.74,20.25,104.38,41.98,1.4,0.99,0.41,3.39,1.82,23.14,6.36,2.32,0.17,161.0,251.0,64.1,2181.0,625.0,105.0,135.0,77.8,32.0,57.0,56.1,12.0,20.0,60.0,0.08,0.07,0.08,0.01,0.99,2.07,0.17,0.0,1.74,1.65,0.33,0.1,0.5,0.17,-1.5,-1.5
479,556,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,16,15,1350,15.0,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,7.0,5.0,71.4,2.0,28.6,42.6,1.73,7.07,26.47,9.53,0.87,42.6,0.47,0.33,0.13,21.47,89.13,34.67,0.53,0.73,0.07,0.93,0.87,25.0,0.87,1.47,0.0,424.0,511.0,83.0,5856.0,1296.0,229.0,258.0,88.8,133.0,155.0,85.8,23.0,36.0,63.9,0.0,0.04,0.04,-0.04,0.53,2.87,0.27,0.07,2.47,0.33,0.0,0.0,0.0,0.05,-0.2,-0.2
480,557,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,29,21,1898,21.1,0.05,0.24,0.05,0.24,0.14,0.3,0.14,0.3,19.0,11.0,57.9,8.0,42.1,37.01,1.23,3.13,18.91,15.17,4.27,37.01,0.9,0.52,0.38,18.48,76.21,19.86,0.57,0.38,0.19,2.65,1.61,29.62,6.4,2.18,0.28,397.0,591.0,67.2,5646.0,961.0,232.0,323.0,71.8,119.0,162.0,73.5,20.0,32.0,62.5,0.19,0.17,0.08,0.02,1.14,1.71,0.43,0.05,2.13,1.42,0.33,0.03,0.14,0.1,-1.9,-1.9
481,558,Maxwel Cornet,ci CIV,"DF,FW",Lyon,fr Ligue 1,23,1996,36,29,2446,27.2,0.07,0.26,0.07,0.26,0.08,0.21,0.08,0.21,39.0,23.0,59.0,16.0,41.0,73.9,2.87,21.73,35.18,17.5,1.84,73.9,1.43,0.85,0.59,39.3,184.12,105.22,2.68,1.88,0.55,1.32,0.55,44.49,7.21,2.28,0.48,1331.0,1715.0,77.6,20069.0,7736.0,772.0,883.0,87.4,438.0,580.0,75.5,83.0,161.0,51.6,0.18,0.13,0.11,0.06,0.92,3.09,0.7,0.44,4.71,0.77,0.4,0.1,0.18,0.1,-0.1,-0.1
482,559,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25,1995,38,29,2393,26.6,0.34,0.64,0.34,0.64,0.29,0.51,0.29,0.51,90.0,53.0,58.9,37.0,41.1,45.79,0.6,5.9,18.38,21.99,5.53,45.79,3.38,1.99,1.39,27.11,120.26,58.12,2.41,1.2,1.24,2.89,2.14,33.23,6.99,3.24,0.56,690.0,898.0,76.8,8438.0,1861.0,407.0,480.0,84.8,168.0,222.0,75.7,28.0,56.0,50.0,0.3,0.21,0.18,0.09,1.43,1.73,1.2,0.08,3.16,1.96,0.87,0.17,0.39,0.15,1.2,1.3
483,560,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,28,25,1933,21.5,0.37,0.51,0.33,0.47,0.32,0.42,0.3,0.4,84.0,35.0,41.7,49.0,58.3,46.47,0.7,2.56,17.95,26.51,6.6,46.42,3.91,1.63,2.28,30.93,188.28,96.65,3.07,2.74,1.58,3.02,1.72,38.33,8.7,4.29,0.7,579.0,718.0,80.6,8706.0,1673.0,309.0,349.0,88.5,192.0,223.0,86.1,43.0,58.0,74.1,0.14,0.1,0.1,0.04,1.35,1.95,1.02,0.0,3.21,2.47,1.02,0.13,0.32,0.12,1.1,0.7
484,561,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,15,13,1136,12.6,0.0,0.16,0.0,0.16,0.02,0.17,0.02,0.17,17.0,13.0,76.5,4.0,23.5,61.03,2.54,17.54,29.44,14.52,0.79,61.03,1.35,1.03,0.32,25.24,117.62,56.9,1.19,1.51,0.0,1.43,0.48,25.4,2.06,1.9,0.24,436.0,636.0,68.6,7653.0,2858.0,209.0,253.0,82.6,172.0,257.0,66.9,47.0,101.0,46.5,0.16,0.15,0.14,0.01,0.87,2.86,0.95,0.79,3.25,0.48,0.0,0.0,0.0,0.04,-0.3,-0.3
485,562,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,30.0,20.0,40.0,0.0,90.0,0.0,0.0,0.0,40.0,230.0,120.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,7.0,8.0,87.5,93.0,28.0,4.0,5.0,80.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,563,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,29,25,2137,23.7,0.04,0.08,0.04,0.08,0.02,0.07,0.02,0.07,45.0,27.0,60.0,18.0,40.0,62.45,3.76,22.03,26.24,15.06,0.55,62.45,1.9,1.14,0.76,31.27,161.31,85.19,2.03,1.35,0.08,0.84,0.51,34.89,3.97,1.64,0.08,892.0,1217.0,73.3,15177.0,4935.0,425.0,505.0,84.2,359.0,467.0,76.9,83.0,164.0,50.6,0.04,0.05,0.05,-0.01,0.76,1.81,0.89,0.55,1.94,0.34,0.08,0.13,0.5,0.06,0.5,0.5
487,566,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,19,2001,8,1,158,1.8,0.57,1.14,0.57,1.14,0.27,0.33,0.27,0.33,6.0,4.0,66.7,2.0,33.3,36.67,0.56,6.11,16.67,14.44,2.78,36.67,3.33,2.22,1.11,21.11,127.78,70.0,2.22,2.22,1.11,2.22,0.56,25.56,3.33,2.98,1.19,36.0,46.0,78.3,593.0,165.0,16.0,18.0,88.9,13.0,15.0,86.7,5.0,9.0,55.6,0.56,0.06,0.11,0.5,1.11,2.22,1.11,0.56,2.22,1.14,0.57,0.5,1.0,0.22,0.6,0.6
