,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
1358,1626,Marvin Mehlem,de GER,MF,Darmstadt 98,de Bundesliga,26.0,1997.0,17,16,1237,13.7,0.22,0.36,0.22,0.36,0.28,0.35,0.28,0.35,21.0,8.0,38.1,12.0,57.1,49.12,1.31,8.91,25.47,15.04,2.55,49.12,1.53,0.58,0.88,25.99,127.45,56.13,1.68,0.95,0.88,2.34,1.09,30.8,4.74,3.36,0.29,2.55,0.07,0.07,0.15,0.44,0.07,0.29,0.0,0.0,0.0,0.0,0.0,386.0,499.0,77.4,6114.0,1564.0,202.0,238.0,84.9,145.0,172.0,84.3,25.0,44.0,56.8,0.15,0.07,0.1,0.07,1.53,2.34,0.88,0.15,3.14,36.42,33.65,2.48,0.29,0.15,0.0,1.02,0.58,0.15,0.0,0.0,0.0,28.18,0.29,1.09,1.46,0.58,0.15,0.38,0.19,-0.8,-0.8,47.6,0.22,0.0,0.0,1.17,2.26,0.36,1.9,1.31,0.0,0.0,5.4,0.73,0.8,1.75,0.58,0.88,0.29,0.73,1.75,1.02,1.46,0.15,3.65,1.02,0.0,41.7,1,0,0,0,0,1
1359,1631,Óscar Melendo,es ESP,"MF,FW",Granada,es La Liga,26.0,1997.0,20,13,971,10.8,0.0,0.0,0.0,0.0,0.04,0.08,0.04,0.08,19.0,9.0,47.4,6.0,31.6,42.13,0.37,5.37,27.41,9.91,1.02,42.13,1.76,0.83,0.56,29.07,167.22,65.56,1.76,1.48,0.0,1.67,0.74,31.57,2.22,1.39,0.09,1.11,0.19,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,297.0,369.0,80.5,4874.0,1181.0,145.0,162.0,89.5,117.0,142.0,82.4,26.0,39.0,66.7,0.0,0.04,0.09,-0.04,0.83,2.87,0.93,0.0,3.43,34.17,33.15,0.74,0.37,0.46,0.28,0.83,0.19,0.19,0.0,0.19,0.0,27.5,0.28,0.83,0.56,0.19,0.0,0.0,0.07,-0.4,-0.4,31.6,0.19,0.0,0.0,1.11,2.96,0.09,0.46,0.46,0.0,0.09,4.35,0.56,1.2,1.2,0.37,0.83,0.0,0.37,1.11,0.74,1.11,0.0,1.67,0.28,0.09,33.3,1,0,1,0,0,0
1362,1634,Arthur Melo,br BRA,MF,Fiorentina,it Serie A,27.0,1996.0,26,20,1640,18.2,0.0,0.05,0.0,0.05,0.01,0.09,0.01,0.09,13.0,7.0,53.8,3.0,23.1,74.84,2.2,15.38,46.54,14.18,0.33,74.84,0.71,0.38,0.16,50.55,287.58,106.43,0.93,1.76,0.11,0.77,0.71,55.71,1.26,3.02,0.27,2.53,0.33,0.05,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.05,0.0,1124.0,1231.0,91.3,21863.0,5038.0,383.0,416.0,92.1,594.0,622.0,95.5,135.0,163.0,82.8,0.05,0.08,0.1,-0.03,1.54,6.54,0.71,0.16,5.82,67.64,63.79,3.74,3.08,0.11,0.38,0.88,0.33,0.27,0.0,0.22,0.05,61.76,0.11,0.77,0.33,0.16,0.0,0.0,0.02,-0.1,-0.1,54.5,0.11,0.0,0.0,0.93,2.47,0.0,0.82,1.26,0.05,0.0,6.7,0.33,0.27,2.03,0.77,1.04,0.22,1.1,1.87,0.77,1.48,0.16,2.86,0.33,0.0,58.8,1,0,0,1,0,0
1376,1648,Teden Mengi,eng ENG,DF,Luton Town,eng Premier League,21.0,2002.0,19,17,1582,17.6,0.06,0.06,0.06,0.06,0.02,0.04,0.02,0.04,9.0,5.0,55.6,3.0,33.3,46.14,6.42,22.1,21.02,3.3,1.08,46.14,0.51,0.28,0.17,20.34,103.69,53.47,0.34,0.23,0.06,0.74,0.23,21.7,0.06,0.57,0.0,0.51,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,589.0,76.6,8658.0,3250.0,174.0,198.0,87.9,225.0,259.0,86.9,46.0,110.0,41.8,0.0,0.01,0.03,-0.01,0.23,2.22,0.23,0.0,2.1,33.47,32.39,0.91,0.68,0.06,0.57,0.06,0.23,0.0,0.0,0.0,0.0,25.62,0.17,0.34,0.46,0.17,0.13,0.33,0.05,0.6,0.6,54.7,0.11,0.0,0.0,1.14,0.17,0.06,2.39,0.74,0.0,0.0,4.43,1.99,1.65,2.1,1.36,0.68,0.06,0.74,1.19,0.45,1.25,0.74,4.49,4.77,0.0,61.9,1,1,0,0,0,0
1388,1664,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,17.0,2006.0,16,14,1192,13.2,0.08,0.23,0.08,0.23,0.09,0.22,0.09,0.22,17.0,8.0,47.1,8.0,47.1,49.55,2.65,12.12,22.12,15.83,2.65,49.55,1.29,0.61,0.61,26.06,123.56,47.88,1.06,0.53,0.45,1.21,0.76,31.82,4.09,2.34,0.38,1.82,0.0,0.15,0.23,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.08,425.0,515.0,82.5,6305.0,1538.0,247.0,286.0,86.4,137.0,159.0,86.2,22.0,37.0,59.5,0.15,0.12,0.11,0.03,0.83,1.97,0.91,0.15,3.79,39.02,39.02,0.0,0.0,0.3,0.15,0.83,0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.91,0.98,0.23,0.08,0.33,0.1,-0.2,-0.2,47.8,0.08,0.0,0.0,0.38,0.45,0.15,0.61,1.59,0.0,0.0,5.61,0.83,0.91,2.5,0.45,1.52,0.53,1.14,2.42,1.29,1.52,0.23,3.11,1.36,0.15,46.9,1,1,0,0,0,0
1392,1669,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,21.0,2002.0,23,20,1699,18.9,0.21,0.32,0.16,0.26,0.21,0.37,0.16,0.33,68.0,31.0,45.6,32.0,47.1,66.51,0.42,6.51,37.2,23.81,2.91,66.46,3.6,1.64,1.69,39.84,197.62,76.98,1.75,1.8,0.53,2.8,1.27,51.75,7.2,3.39,0.37,2.8,0.05,0.21,0.05,0.21,0.05,0.21,0.0,0.05,0.05,0.05,0.0,858.0,1040.0,82.5,12086.0,2729.0,496.0,554.0,89.5,272.0,327.0,83.2,42.0,74.0,56.8,0.11,0.16,0.2,-0.06,1.43,3.65,1.38,0.21,5.24,55.03,53.02,1.96,0.48,0.48,0.16,1.9,0.16,0.69,0.26,0.16,0.0,45.4,0.05,1.48,1.38,0.74,0.12,0.21,0.12,0.1,-0.1,17.9,0.11,0.0,0.0,1.32,1.53,0.21,0.63,0.85,0.05,0.0,5.71,0.26,1.22,1.59,0.37,0.74,0.48,0.69,1.59,0.9,1.06,0.11,2.22,0.32,0.05,43.3,1,0,0,0,0,1
1397,1676,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29.0,1995.0,21,17,1464,16.3,0.37,0.68,0.37,0.68,0.26,0.45,0.26,0.45,26.0,9.0,34.6,14.0,53.8,50.86,1.17,5.34,24.05,22.39,4.17,50.86,1.6,0.55,0.86,39.02,225.95,82.33,1.84,1.78,0.74,2.21,0.98,36.93,8.22,3.26,0.61,2.52,0.12,0.0,0.12,0.37,0.12,0.49,0.0,0.0,0.06,0.06,0.0,484.0,656.0,73.8,7164.0,2036.0,271.0,335.0,80.9,159.0,214.0,74.3,26.0,56.0,46.4,0.31,0.19,0.18,0.12,1.6,2.58,1.53,0.06,4.36,40.25,38.47,1.53,0.37,0.67,0.06,1.29,0.67,0.31,0.06,0.12,0.0,29.69,0.25,1.53,2.52,1.35,0.15,0.27,0.1,1.8,1.8,25.0,0.0,0.0,0.0,1.23,1.72,0.31,0.49,0.8,0.12,0.0,5.21,0.18,0.55,1.35,0.25,0.61,0.49,0.61,2.39,1.78,1.04,0.06,1.84,0.49,0.0,25.6,1,0,0,0,1,0
1400,1679,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,24.0,1999.0,27,23,2067,23.0,0.09,0.17,0.09,0.17,0.09,0.21,0.09,0.21,48.0,19.0,39.6,22.0,45.8,61.22,1.87,15.13,26.3,20.43,1.26,61.22,2.09,0.83,0.96,32.74,167.83,93.65,2.22,1.91,0.26,0.87,0.78,37.61,3.78,3.4,0.35,2.65,0.48,0.09,0.0,0.13,0.04,0.3,0.0,0.0,0.0,0.04,0.0,837.0,1181.0,70.9,13587.0,7064.0,453.0,525.0,86.3,281.0,391.0,71.9,78.0,182.0,42.9,0.09,0.11,0.18,-0.03,1.61,4.48,1.43,0.52,4.48,51.35,41.57,9.43,1.7,0.3,0.09,4.87,6.83,0.74,0.04,0.52,0.0,36.39,0.35,1.57,1.0,0.48,0.09,0.18,0.1,-0.2,-0.2,46.4,0.09,0.0,0.0,0.65,1.48,0.04,0.57,1.13,0.0,0.04,5.04,0.57,0.65,1.83,1.26,0.3,0.26,1.17,2.65,1.48,1.22,0.17,2.39,1.48,0.04,44.3,1,0,1,0,0,0
1401,1680,Ignasi Miquel,es ESP,DF,Granada,es La Liga,31.0,1992.0,25,24,2182,24.2,0.04,0.08,0.04,0.08,0.05,0.09,0.05,0.09,13.0,7.0,53.8,5.0,38.5,59.26,8.1,36.65,21.28,1.78,1.12,59.26,0.54,0.29,0.21,33.51,145.41,71.4,0.21,0.21,0.0,0.45,0.12,37.31,0.21,0.87,0.04,0.7,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,999.0,1193.0,83.7,19627.0,7169.0,317.0,356.0,89.0,567.0,621.0,91.3,109.0,198.0,55.1,0.04,0.04,0.02,0.0,0.33,2.23,0.17,0.0,2.52,49.3,46.32,2.89,2.4,0.04,0.25,0.04,0.17,0.0,0.0,0.0,0.0,41.28,0.08,0.41,0.74,0.29,0.06,0.14,0.07,-0.2,-0.2,57.7,0.21,0.0,0.0,0.95,0.91,0.0,1.36,0.83,0.0,0.0,4.5,1.69,1.24,1.32,1.16,0.17,0.0,0.7,1.2,0.5,0.74,0.33,2.69,3.97,0.12,58.6,1,0,1,0,0,0
1405,1684,Juan Miranda,es ESP,DF,Betis,es La Liga,24.0,2000.0,15,12,1105,12.3,0.0,0.08,0.0,0.08,0.09,0.2,0.09,0.2,11.0,5.0,45.5,4.0,36.4,67.07,4.07,21.38,28.54,17.48,1.3,67.07,0.89,0.41,0.33,31.54,124.72,64.55,1.95,1.22,0.08,0.89,0.24,38.62,4.23,2.12,0.08,1.54,0.33,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,552.0,688.0,80.2,9257.0,4419.0,254.0,279.0,91.0,234.0,297.0,78.8,49.0,80.0,61.3,0.08,0.11,0.14,-0.03,1.14,3.41,1.14,0.49,5.04,55.93,45.12,10.65,1.87,0.0,0.41,2.76,8.54,0.24,0.0,0.16,0.0,44.88,0.16,0.57,0.73,0.24,0.0,0.0,0.14,-1.1,-1.1,46.7,0.41,0.0,0.0,0.73,1.63,0.24,0.81,1.06,0.0,0.0,3.9,1.14,1.3,1.63,0.73,0.57,0.33,0.65,1.3,0.65,1.54,0.33,2.44,3.74,0.0,50.0,1,0,1,0,0,0
1414,1694,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,26.0,1997.0,23,15,1383,15.4,0.13,0.33,0.13,0.33,0.05,0.2,0.05,0.2,46.0,27.0,58.7,15.0,32.6,87.47,3.44,21.23,47.14,20.13,1.62,87.47,2.99,1.75,0.97,47.73,247.92,128.12,2.99,2.73,0.26,1.1,1.17,57.4,5.78,2.4,0.45,2.21,0.0,0.0,0.13,0.0,0.06,0.45,0.0,0.0,0.0,0.0,0.0,950.0,1120.0,84.8,14210.0,4101.0,511.0,550.0,92.9,355.0,417.0,85.1,42.0,75.0,56.0,0.19,0.16,0.23,0.04,1.1,4.68,1.56,0.97,5.84,72.73,65.58,6.95,0.65,0.19,0.26,4.42,6.3,0.0,0.0,0.0,0.0,61.69,0.19,1.43,0.98,0.33,0.13,0.4,0.05,1.2,1.2,58.5,0.26,0.0,0.0,1.17,1.36,0.06,2.21,2.21,0.0,0.0,6.82,1.56,1.1,3.9,2.01,1.62,0.26,2.27,3.64,1.36,1.69,0.32,6.1,2.86,0.0,62.5,1,0,0,0,0,1
1420,1700,Kudus Mohammed,gh GHA,"FW,MF",West Ham,eng Premier League,23.0,2000.0,22,16,1500,16.7,0.36,0.54,0.36,0.54,0.18,0.3,0.18,0.3,124.0,69.0,55.6,41.0,33.1,49.28,0.84,7.78,21.86,21.8,3.23,49.28,7.43,4.13,2.46,33.47,260.06,115.93,4.31,2.4,1.2,3.23,3.47,34.49,7.96,3.42,0.6,2.04,0.0,0.54,0.42,0.42,0.0,0.3,0.0,0.06,0.18,0.06,0.0,418.0,544.0,76.8,7008.0,1045.0,213.0,239.0,89.1,151.0,187.0,80.7,42.0,67.0,62.7,0.18,0.12,0.14,0.06,1.02,1.14,1.2,0.54,3.41,32.57,31.92,0.48,0.3,0.12,0.06,3.41,0.06,0.0,0.0,0.0,0.0,25.03,0.18,1.5,2.34,0.72,0.15,0.5,0.08,3.0,3.0,40.0,0.3,0.0,0.0,1.62,2.69,0.42,0.3,1.98,0.06,0.06,8.26,0.84,1.26,2.63,0.96,1.2,0.48,1.02,1.56,0.54,1.2,0.0,2.93,0.36,0.06,65.4,1,1,0,0,0,0
1423,1703,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20.0,2003.0,17,12,970,10.8,0.19,0.46,0.19,0.46,0.06,0.18,0.06,0.18,53.0,28.0,52.8,23.0,43.4,50.28,0.46,6.11,22.31,23.06,2.69,50.28,4.91,2.59,2.13,34.07,198.8,111.2,3.98,2.69,1.2,3.06,1.11,39.07,10.0,2.78,0.37,2.31,0.0,0.37,0.0,0.09,0.0,0.37,0.0,0.0,0.0,0.0,0.0,325.0,413.0,78.7,4363.0,988.0,199.0,229.0,86.9,102.0,122.0,83.6,6.0,14.0,42.9,0.28,0.12,0.14,0.16,1.48,2.04,1.39,0.19,3.52,38.24,36.94,1.02,0.09,0.74,0.0,1.76,0.28,0.56,0.28,0.19,0.0,30.09,0.28,2.22,1.48,0.28,0.13,0.67,0.04,1.4,1.4,20.0,0.0,0.0,0.0,0.83,0.83,0.09,0.56,0.46,0.0,0.0,3.43,0.09,0.37,0.65,0.37,0.28,0.0,0.37,1.76,1.39,0.65,0.0,1.2,0.74,0.0,21.1,1,0,1,0,0,0
1428,1708,Ilario Monterisi,it ITA,DF,Frosinone,it Serie A,22.0,2001.0,21,16,1446,16.1,0.12,0.25,0.12,0.25,0.07,0.09,0.07,0.09,9.0,5.0,55.6,4.0,44.4,70.12,8.82,37.39,28.26,4.72,0.75,70.12,0.56,0.31,0.25,36.4,145.53,75.71,0.25,0.31,0.0,0.25,0.19,45.16,1.12,0.87,0.31,0.68,0.06,0.0,0.0,0.06,0.06,0.12,0.06,0.0,0.0,0.06,0.06,799.0,993.0,80.5,13766.0,6419.0,350.0,392.0,89.3,377.0,445.0,84.7,59.0,121.0,48.8,0.12,0.02,0.02,0.1,0.31,2.92,0.43,0.06,2.92,61.68,56.34,5.28,1.37,0.12,0.0,0.31,3.42,0.0,0.0,0.0,0.0,49.63,0.06,1.12,0.31,0.19,0.4,0.67,0.22,0.9,0.9,59.4,0.06,0.0,0.0,0.62,1.06,0.06,0.5,0.81,0.06,0.06,4.78,2.55,1.74,1.43,0.87,0.43,0.12,0.75,1.61,0.87,1.37,1.12,1.93,3.73,0.0,46.2,1,0,0,1,0,0
1439,1720,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25.0,1999.0,25,12,1143,12.7,0.0,0.08,0.0,0.08,0.06,0.15,0.06,0.15,18.0,16.0,88.9,2.0,11.1,51.81,1.89,9.45,31.5,11.57,1.34,51.81,1.42,1.26,0.16,28.03,149.69,71.89,1.34,1.34,0.24,1.02,0.94,32.52,1.65,2.59,0.16,2.2,0.0,0.24,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,446.0,546.0,81.7,7266.0,2141.0,232.0,267.0,86.9,154.0,175.0,88.0,43.0,61.0,70.5,0.08,0.09,0.13,-0.02,0.87,4.41,0.94,0.24,6.14,42.99,41.81,0.79,0.31,0.47,0.47,0.94,0.16,0.08,0.0,0.08,0.0,35.12,0.39,0.63,0.79,0.24,0.0,0.0,0.08,-0.8,-0.8,55.2,0.16,0.0,0.0,0.94,1.34,0.0,0.79,1.57,0.0,0.0,7.09,1.26,1.02,2.52,1.34,1.1,0.08,1.18,2.83,1.65,0.71,0.08,3.31,1.42,0.0,41.7,1,0,1,0,0,0
1441,1722,Carlton Morris,eng ENG,"FW,MF",Luton Town,eng Premier League,28.0,1995.0,26,20,1782,19.8,0.4,0.61,0.2,0.4,0.39,0.51,0.23,0.35,34.0,21.0,61.8,10.0,29.4,33.69,1.62,3.13,15.0,15.96,4.55,33.48,1.72,1.06,0.51,16.67,88.38,33.03,1.11,0.76,0.61,1.67,1.87,24.6,4.14,2.83,0.35,2.07,0.0,0.15,0.35,0.2,0.05,0.15,0.0,0.0,0.15,0.05,0.0,291.0,468.0,62.2,3850.0,732.0,187.0,259.0,72.2,77.0,126.0,61.1,12.0,21.0,57.1,0.2,0.12,0.06,0.08,0.91,1.06,0.45,0.0,1.92,23.64,22.63,0.45,0.05,0.0,0.1,0.45,0.1,0.05,0.0,0.05,0.0,14.7,0.56,0.86,2.27,0.81,0.09,0.25,0.1,0.3,-0.5,43.3,0.1,0.0,0.0,1.52,1.16,0.35,0.05,0.3,0.0,0.0,2.58,4.09,5.35,0.45,0.15,0.15,0.15,0.2,0.45,0.25,0.71,0.05,0.51,1.36,0.0,44.4,1,1,0,0,0,0
1442,1723,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,19.0,2004.0,24,21,1995,22.2,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,5.0,5.0,100.0,0.0,0.0,56.22,7.21,30.23,24.91,1.49,0.5,56.22,0.23,0.23,0.0,32.57,155.23,72.88,0.41,0.18,0.09,0.5,0.18,35.14,0.14,0.5,0.0,0.45,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,913.0,1027.0,88.9,17123.0,4837.0,311.0,341.0,91.2,523.0,554.0,94.4,69.0,108.0,63.9,0.0,0.0,0.0,0.0,0.05,1.22,0.0,0.0,2.21,46.26,43.87,2.3,1.26,0.0,0.18,0.05,0.81,0.0,0.0,0.0,0.0,41.13,0.09,0.32,0.36,0.09,0.0,0.0,0.08,-0.6,-0.6,45.6,0.09,0.0,0.0,0.72,0.68,0.0,1.08,0.9,0.0,0.0,4.37,1.62,1.94,1.53,0.86,0.59,0.09,0.77,1.26,0.5,1.08,0.41,2.61,4.28,0.09,60.7,1,0,1,0,0,0
1468,1750,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,21.0,2002.0,18,11,1073,11.9,0.17,0.17,0.17,0.17,0.05,0.06,0.05,0.06,8.0,2.0,25.0,3.0,37.5,61.01,2.69,11.76,39.58,9.92,1.51,61.01,0.67,0.17,0.25,30.67,129.24,55.29,0.76,1.01,0.0,1.09,0.34,37.14,0.84,0.92,0.0,0.76,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,605.0,74.2,8253.0,2202.0,188.0,223.0,84.3,206.0,267.0,77.2,48.0,90.0,53.3,0.0,0.01,0.03,-0.01,0.25,4.29,0.34,0.0,4.45,50.84,49.33,1.09,1.01,0.0,0.5,0.5,0.08,0.0,0.0,0.0,0.0,37.73,0.42,0.59,1.26,0.25,0.13,0.67,0.04,1.4,1.4,57.1,0.17,0.0,0.0,1.6,2.69,0.0,0.5,0.92,0.0,0.0,5.29,3.03,2.27,1.26,0.42,0.84,0.0,0.67,1.34,0.67,0.59,0.08,1.76,2.27,0.0,50.0,1,0,1,0,0,0
1469,1751,Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,29.0,1995.0,26,22,1933,21.5,0.09,0.23,0.09,0.23,0.1,0.15,0.1,0.15,25.0,9.0,36.0,14.0,56.0,53.95,1.12,8.19,30.88,15.16,1.63,53.95,1.16,0.42,0.65,28.09,121.67,48.6,0.93,0.98,0.09,1.63,0.93,41.02,4.28,2.19,0.37,1.91,0.14,0.0,0.09,0.0,0.05,0.33,0.0,0.0,0.0,0.0,0.05,772.0,961.0,80.3,11197.0,2768.0,449.0,513.0,87.5,270.0,311.0,86.8,28.0,65.0,43.1,0.14,0.06,0.07,0.08,0.93,3.21,0.88,0.23,4.05,44.7,43.49,1.07,0.28,0.23,0.33,1.53,0.23,0.56,0.19,0.19,0.05,35.91,0.14,1.3,1.26,0.37,0.07,0.25,0.08,-0.1,-0.1,27.8,0.28,0.0,0.0,1.4,0.51,0.05,0.65,0.65,0.0,0.05,3.91,0.23,0.6,1.35,0.47,0.6,0.28,0.56,1.49,0.93,1.44,0.14,2.0,0.74,0.05,37.5,1,0,1,0,0,0
1471,1753,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21.0,2002.0,21,21,1816,20.2,0.0,0.05,0.0,0.05,0.05,0.11,0.05,0.11,28.0,17.0,60.7,11.0,39.3,59.36,10.94,33.47,23.42,3.07,1.04,59.36,1.39,0.84,0.54,31.68,173.22,110.2,0.89,0.54,0.1,0.54,0.59,34.9,0.3,0.89,0.05,0.54,0.0,0.2,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,718.0,940.0,76.4,14953.0,6609.0,239.0,274.0,87.2,363.0,422.0,86.0,108.0,219.0,49.3,0.05,0.06,0.02,-0.01,0.25,3.32,0.5,0.0,3.27,46.53,44.36,1.88,1.49,0.2,0.45,0.15,0.05,0.0,0.0,0.0,0.0,35.54,0.3,0.5,0.45,0.15,0.0,0.0,0.12,-1.0,-1.0,44.6,0.15,0.0,0.0,0.99,0.25,0.0,1.14,0.99,0.0,0.0,5.0,1.24,1.53,1.58,1.14,0.4,0.05,0.64,1.19,0.54,1.58,0.89,2.72,6.24,0.0,54.2,1,1,0,0,0,0
1480,1764,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,20.0,2003.0,18,16,1347,15.0,0.07,0.13,0.07,0.13,0.09,0.15,0.09,0.15,42.0,27.0,64.3,12.0,28.6,44.4,2.8,11.4,23.4,10.33,1.6,44.4,2.8,1.8,0.8,29.73,196.8,88.27,1.73,1.07,0.4,1.93,1.53,26.8,2.4,2.0,0.2,1.47,0.07,0.07,0.2,0.13,0.07,0.2,0.0,0.0,0.0,0.0,0.0,396.0,492.0,80.5,7153.0,1795.0,162.0,196.0,82.7,180.0,210.0,85.7,44.0,59.0,74.6,0.07,0.05,0.05,0.01,0.87,3.07,0.6,0.0,3.47,32.8,30.53,2.13,0.8,0.33,0.27,0.2,0.07,0.0,0.0,0.0,0.0,26.4,0.13,1.0,1.2,0.27,0.06,0.25,0.08,-0.4,-0.4,64.7,0.2,0.0,0.0,1.4,1.47,0.0,1.07,1.2,0.0,0.07,4.73,0.73,0.4,2.33,1.33,0.67,0.33,0.73,1.53,0.8,1.13,0.33,3.4,1.13,0.0,47.8,1,0,0,0,1,0
1481,1765,Phillipp Mwene,at AUT,"DF,MF",Mainz 05,de Bundesliga,30.0,1994.0,15,15,1283,14.3,0.0,0.14,0.0,0.14,0.03,0.15,0.03,0.15,22.0,10.0,45.5,11.0,50.0,58.11,1.89,14.97,24.97,18.95,1.12,58.11,1.54,0.7,0.77,25.17,152.8,75.17,2.31,1.61,0.14,1.26,0.63,29.09,4.62,2.8,0.14,1.82,0.63,0.14,0.0,0.14,0.07,0.14,0.0,0.0,0.0,0.0,0.0,466.0,685.0,68.0,7897.0,3152.0,234.0,285.0,82.1,173.0,250.0,69.2,48.0,112.0,42.9,0.14,0.12,0.13,0.02,1.26,2.38,1.54,0.7,3.71,47.9,35.1,12.45,1.12,0.0,0.14,4.9,9.51,1.82,0.35,1.12,0.0,32.59,0.35,1.61,0.7,0.28,0.0,0.0,0.05,-0.5,-0.5,52.2,0.21,0.0,0.0,1.75,0.7,0.07,0.91,0.63,0.07,0.0,4.76,0.84,0.77,1.4,0.56,0.7,0.14,0.63,1.4,0.77,1.61,0.21,2.31,1.96,0.0,45.0,1,0,0,0,0,1
