,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
1759,2067.0,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,26.0,1996.0,32.0,29.0,2545,28.3,0.14,0.32,0.07,0.25,0.28,0.53,0.2,0.44,76.0,32.0,42.1,34.0,44.7,51.63,1.13,6.57,26.25,19.36,1.84,51.52,2.69,1.13,1.2,27.84,167.63,71.41,2.05,1.38,0.18,1.87,1.27,32.26,3.99,4.67,0.35,2.26,1.73,0.11,0.32,0.21,0.04,0.07,0.21,0.0,0.07,0.0,0.0,816.0,1114.0,73.2,14299.0,4489.0,390.0,452.0,86.3,275.0,352.0,78.1,118.0,238.0,49.6,0.0,0.24,0.22,-0.07,2.47,2.19,0.81,0.11,3.75,39.36,32.08,7.24,3.04,0.42,0.35,5.72,0.21,3.53,1.59,1.8,0.0,28.83,0.04,0.85,2.19,0.6,0.03,0.12,0.09,-4.0,-3.7,33.3,0.18,0.0,0.0,0.88,2.01,0.18,0.92,1.02,0.0,0.0,4.59,0.42,0.85,1.84,0.85,0.85,0.14,0.78,1.7,0.92,0.95,0.14,2.76,0.78,0.0,45.8,1,0,0,1,0,0
1762,2083.0,Danilo Pereira,pt POR,"DF,MF",Paris S-G,fr Ligue 1,30.0,1991.0,33.0,27.0,2410,26.8,0.07,0.07,0.07,0.07,0.09,0.1,0.09,0.1,15.0,10.0,66.7,5.0,33.3,84.96,7.2,25.93,53.81,6.04,1.08,84.96,0.56,0.37,0.19,70.45,371.38,194.22,0.97,1.31,0.07,0.52,0.37,65.22,0.41,0.86,0.07,0.71,0.0,0.0,0.07,0.04,0.04,0.07,0.0,0.0,0.0,0.0,0.0,1950.0,2068.0,94.3,32419.0,10970.0,909.0,946.0,96.1,859.0,899.0,95.6,136.0,164.0,82.9,0.0,0.02,0.03,-0.02,0.15,7.46,0.26,0.0,5.75,77.16,74.22,2.76,1.34,0.04,0.22,0.11,0.78,0.0,0.0,0.0,0.0,72.76,0.19,0.3,0.82,0.19,0.09,0.4,0.11,-0.3,-0.3,60.7,0.11,0.0,0.0,0.63,0.52,0.04,1.34,0.63,0.0,0.0,6.87,1.27,0.82,1.19,0.56,0.52,0.11,0.71,0.97,0.26,0.97,0.71,2.54,2.2,0.04,73.1,1,0,0,0,1,0
1763,2086.0,Roberto Pereyra,ar ARG,"DF,MF",Udinese,it Serie A,31.0,1991.0,34.0,33.0,2820,31.3,0.16,0.38,0.16,0.38,0.15,0.33,0.13,0.3,101.0,39.0,38.6,51.0,50.5,51.18,1.69,10.32,23.07,18.63,3.26,51.15,3.23,1.25,1.63,31.44,181.85,83.04,2.11,1.37,0.51,1.69,1.18,35.21,5.94,3.31,0.32,2.91,0.0,0.22,0.16,0.03,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1038.0,1277.0,81.3,15942.0,5060.0,561.0,611.0,91.8,377.0,460.0,82.0,61.0,104.0,58.7,0.0,0.18,0.18,0.05,1.57,2.75,1.57,0.45,4.57,40.8,37.51,3.16,0.99,0.03,0.22,2.27,1.82,0.13,0.06,0.03,0.0,33.16,0.13,1.28,1.31,0.51,0.12,0.31,0.1,0.3,1.1,25.0,0.22,0.0,0.0,0.99,1.5,0.06,0.51,0.64,0.0,0.03,5.11,0.1,0.29,1.15,0.67,0.38,0.1,0.51,1.41,0.89,0.64,0.16,1.66,0.89,0.0,36.4,1,0,0,1,0,0
1766,2103.0,Matteo Pessina,it ITA,MF,Monza,it Serie A,25.0,1997.0,35.0,34.0,2932,32.6,0.15,0.25,0.06,0.15,0.16,0.22,0.08,0.15,58.0,34.0,58.6,19.0,32.8,72.94,2.67,18.01,40.89,14.85,1.56,72.85,1.78,1.04,0.58,43.99,251.69,117.61,2.36,1.38,0.18,1.9,1.07,52.27,2.7,2.12,0.34,1.75,0.03,0.06,0.0,0.21,0.06,0.28,0.0,0.03,0.0,0.03,0.0,1719.0,2025.0,84.9,28932.0,8199.0,807.0,896.0,90.1,731.0,813.0,89.9,134.0,190.0,70.5,0.0,0.06,0.08,0.03,0.67,4.6,1.1,0.09,5.92,62.12,58.87,2.88,2.02,0.06,0.31,1.1,0.31,0.46,0.0,0.37,0.0,52.73,0.37,1.32,0.77,0.18,0.08,0.33,0.11,-0.1,-0.8,52.1,0.18,0.0,0.0,1.26,1.63,0.03,1.13,1.1,0.0,0.0,6.9,1.17,1.07,1.75,0.86,0.64,0.25,0.8,1.9,1.1,1.53,0.46,2.88,1.01,0.03,41.9,1,0,0,1,0,0
1768,2108.0,Germán Pezzella,ar ARG,DF,Betis,es La Liga,31.0,1991.0,31.0,29.0,2511,27.9,0.0,0.0,0.0,0.0,0.03,0.04,0.03,0.04,7.0,4.0,57.1,2.0,28.6,57.56,6.67,31.65,24.77,1.58,0.68,57.56,0.25,0.14,0.07,31.33,131.33,65.13,0.29,0.32,0.04,0.43,0.04,36.27,0.11,0.54,0.04,0.47,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1129.0,1312.0,86.1,21195.0,8087.0,408.0,432.0,94.4,608.0,657.0,92.5,101.0,192.0,52.6,0.0,0.01,0.01,-0.01,0.14,1.61,0.11,0.0,1.94,47.03,44.91,1.97,1.86,0.04,0.29,0.07,0.11,0.0,0.0,0.0,0.0,40.47,0.14,0.25,0.36,0.0,0.0,0.0,0.09,-0.9,-0.9,70.2,0.14,0.11,0.0,0.97,0.61,0.04,1.79,1.0,0.0,0.0,3.87,2.62,1.11,1.47,1.15,0.32,0.0,0.93,1.36,0.43,1.15,0.54,3.26,4.62,0.04,68.4,1,0,1,0,0,0
1772,2133.0,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,29.0,1993.0,29.0,20.0,1774,19.7,0.1,0.56,0.05,0.51,0.25,0.46,0.17,0.38,31.0,16.0,51.6,13.0,41.9,48.07,0.91,4.77,23.45,20.3,2.89,47.97,1.57,0.81,0.66,28.83,142.28,67.06,2.08,1.62,0.66,1.98,1.12,36.9,7.92,3.4,0.61,2.84,0.1,0.1,0.15,0.15,0.05,0.56,0.0,0.05,0.0,0.0,0.0,529.0,763.0,69.3,8211.0,2867.0,295.0,355.0,83.1,153.0,219.0,69.9,47.0,92.0,51.1,0.0,0.2,0.27,0.25,1.62,3.65,1.73,0.36,4.77,38.73,37.06,1.52,0.46,0.71,0.2,2.44,0.56,0.1,0.1,0.0,0.0,26.85,0.15,2.08,1.37,0.56,0.04,0.09,0.13,-3.0,-2.4,32.6,0.25,0.0,0.0,1.22,1.62,0.2,0.61,0.41,0.0,0.05,4.47,0.71,1.47,0.81,0.25,0.36,0.2,0.41,1.32,0.91,1.17,0.15,1.42,0.71,0.0,30.8,1,0,0,0,0,1
1773,2138.0,Matteo Politano,it ITA,FW,Napoli,it Serie A,28.0,1993.0,27.0,14.0,1166,13.0,0.23,0.46,0.08,0.31,0.32,0.6,0.13,0.41,55.0,23.0,41.8,25.0,45.5,61.38,0.77,7.92,20.54,33.77,4.38,61.15,4.23,1.77,1.92,40.23,314.0,172.08,6.23,2.92,2.08,2.38,0.85,45.15,10.62,5.48,0.31,3.46,0.62,0.62,0.46,0.31,0.0,0.23,0.0,0.0,0.08,0.0,0.0,468.0,641.0,73.0,7418.0,2472.0,258.0,290.0,89.0,150.0,202.0,74.3,41.0,89.0,46.1,0.0,0.28,0.18,-0.05,2.62,2.62,2.08,0.62,5.54,49.31,43.92,4.92,1.0,0.15,0.62,6.31,1.46,2.46,1.38,0.23,0.0,36.0,0.46,1.85,2.32,0.46,0.03,0.17,0.06,-1.1,-0.7,33.3,0.08,0.0,0.0,0.85,1.69,0.08,0.54,0.69,0.0,0.0,5.08,0.23,0.46,1.38,0.69,0.38,0.31,0.85,1.92,1.08,0.46,0.0,1.92,0.54,0.0,44.0,1,0,0,1,0,0
1776,2159.0,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,27.0,1995.0,18.0,17.0,1454,16.2,0.06,0.12,0.06,0.12,0.16,0.22,0.16,0.22,14.0,5.0,35.7,6.0,42.9,40.25,2.16,9.81,20.19,10.49,2.41,40.25,0.86,0.31,0.37,20.31,96.79,41.6,1.17,0.74,0.37,1.48,0.8,24.81,2.84,1.24,0.06,0.74,0.06,0.0,0.12,0.19,0.12,0.06,0.0,0.0,0.0,0.0,0.0,363.0,473.0,76.7,5687.0,1378.0,201.0,242.0,83.1,128.0,154.0,83.1,25.0,45.0,55.6,0.0,0.07,0.05,-0.01,0.49,1.79,0.31,0.06,2.41,29.2,28.02,0.86,0.43,0.0,0.0,0.37,0.25,0.0,0.0,0.0,0.0,22.41,0.31,0.74,1.49,0.31,0.04,0.2,0.11,-1.5,-1.5,42.0,0.25,0.0,0.0,1.98,2.22,0.12,0.49,1.17,0.0,0.0,5.12,1.3,1.79,1.67,0.86,0.68,0.12,0.56,1.54,0.99,1.36,0.25,2.16,1.42,0.0,36.0,1,0,0,0,0,1
1777,2175.0,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,27.0,1995.0,32.0,31.0,2748,30.5,0.26,0.39,0.26,0.39,0.2,0.28,0.19,0.27,55.0,27.0,49.1,18.0,32.7,50.98,2.23,10.52,26.26,15.02,2.72,50.98,1.8,0.89,0.59,29.15,197.25,100.62,2.36,2.26,0.16,1.84,1.15,33.11,3.57,2.69,0.26,2.23,0.0,0.1,0.2,0.1,0.07,0.16,0.0,0.03,0.03,0.03,0.0,971.0,1191.0,81.5,15511.0,4279.0,513.0,586.0,87.5,339.0,412.0,82.3,83.0,117.0,70.9,0.0,0.08,0.06,0.06,1.02,3.25,0.75,0.13,4.36,39.05,37.8,1.05,0.52,0.07,0.2,1.11,0.49,0.0,0.0,0.0,0.0,31.84,0.2,0.72,1.57,0.72,0.17,0.36,0.13,1.8,2.2,56.2,0.3,0.0,0.0,1.48,1.38,0.07,0.85,1.15,0.0,0.0,5.87,1.64,1.28,2.13,1.02,0.75,0.36,0.98,1.87,0.89,1.21,0.23,2.98,1.44,0.03,52.6,1,0,0,1,0,0
1779,2184.0,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,34.0,1988.0,31.0,21.0,1788,19.9,0.05,0.2,0.0,0.15,0.17,0.26,0.09,0.18,11.0,4.0,36.4,4.0,36.4,72.11,1.41,10.65,39.2,22.66,1.66,72.01,0.55,0.2,0.2,42.81,187.59,100.65,2.11,1.76,0.1,1.21,0.65,50.35,4.22,3.32,0.3,2.26,0.7,0.0,0.1,0.15,0.1,0.15,0.15,0.0,0.0,0.0,0.0,997.0,1241.0,80.3,17745.0,4758.0,490.0,558.0,87.8,354.0,411.0,86.1,120.0,203.0,59.1,0.0,0.1,0.14,0.06,1.41,5.68,1.16,0.25,7.44,62.36,56.33,5.88,3.32,0.1,1.66,3.72,0.6,1.91,0.4,1.16,0.0,50.1,0.15,1.06,1.46,0.4,0.0,0.0,0.06,-2.3,-1.7,50.0,0.15,0.05,0.0,0.8,1.36,0.15,1.36,1.31,0.0,0.0,5.58,1.01,1.01,1.86,0.5,0.9,0.45,0.95,2.01,1.06,1.06,0.05,3.22,1.01,0.0,47.5,1,0,1,0,0,0
1782,2198.0,Raphinha,br BRA,FW,Barcelona,es La Liga,25.0,1996.0,36.0,25.0,2072,23.0,0.3,0.61,0.3,0.61,0.41,0.83,0.41,0.83,106.0,45.0,42.5,52.0,49.1,69.39,0.74,3.65,23.78,42.57,5.7,69.39,4.61,1.96,2.26,43.43,244.17,121.48,4.22,2.91,2.3,2.39,1.04,49.91,14.74,5.08,0.65,3.35,0.96,0.17,0.39,0.17,0.04,0.57,0.0,0.04,0.04,0.0,0.0,915.0,1266.0,72.3,15558.0,3922.0,475.0,556.0,85.4,304.0,393.0,77.4,107.0,226.0,47.3,0.0,0.43,0.4,-0.12,2.48,2.09,3.22,0.87,4.52,55.04,46.61,8.04,1.52,0.52,1.13,7.48,1.83,4.7,1.91,1.52,0.04,39.78,0.39,1.3,3.43,1.09,0.09,0.28,0.12,-2.3,-2.3,60.9,0.39,0.0,0.0,0.96,1.61,0.65,0.61,0.83,0.0,0.0,4.26,0.61,0.39,1.26,0.43,0.3,0.52,0.48,1.35,0.87,1.43,0.04,1.87,0.48,0.04,35.5,1,0,1,0,0,0
1783,2201.0,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,24.0,1997.0,35.0,32.0,2879,32.0,0.53,0.69,0.53,0.69,0.48,0.59,0.48,0.59,138.0,54.0,39.1,73.0,52.9,37.88,0.69,3.19,13.41,22.0,5.72,37.88,4.31,1.69,2.28,23.91,150.94,73.25,2.66,1.59,1.72,2.5,1.38,29.0,7.66,3.06,0.44,1.91,0.03,0.53,0.44,0.12,0.03,0.25,0.0,0.09,0.06,0.03,0.0,627.0,817.0,76.7,8886.0,2180.0,409.0,480.0,85.2,146.0,187.0,78.1,41.0,64.0,64.1,0.0,0.11,0.09,0.05,0.94,1.19,1.66,0.06,2.75,25.53,24.69,0.69,0.06,0.06,0.19,0.75,0.28,0.0,0.0,0.0,0.0,19.59,0.16,0.97,3.38,1.53,0.16,0.35,0.15,1.6,1.6,33.3,0.06,0.0,0.0,0.47,0.72,0.47,0.22,0.31,0.0,0.0,3.12,0.62,1.25,0.62,0.22,0.25,0.16,0.28,0.75,0.47,0.97,0.12,0.84,0.44,0.0,37.5,1,1,0,0,0,0
1788,2224.0,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,33.0,1989.0,25.0,14.0,1353,15.0,0.4,0.67,0.33,0.6,0.34,0.51,0.29,0.46,25.0,9.0,36.0,13.0,52.0,48.73,1.0,7.07,21.93,20.53,4.07,48.67,1.67,0.6,0.87,28.4,139.87,67.07,2.2,1.67,0.73,1.93,1.07,34.0,5.2,3.46,0.47,2.4,0.27,0.07,0.6,0.13,0.0,0.2,0.07,0.0,0.13,0.07,0.0,450.0,568.0,79.2,5844.0,1398.0,259.0,309.0,83.8,148.0,170.0,87.1,9.0,24.0,37.5,0.0,0.17,0.09,0.09,1.33,1.8,0.6,0.07,3.0,37.87,35.0,2.8,1.27,0.0,0.07,1.27,0.2,0.4,0.07,0.0,0.0,30.0,0.07,1.4,2.39,0.67,0.14,0.5,0.12,0.9,0.7,36.4,0.27,0.0,0.0,1.2,1.2,0.2,0.53,1.13,0.07,0.0,3.47,0.8,1.4,2.0,0.8,0.93,0.27,0.47,1.6,1.13,0.8,0.27,2.53,0.53,0.0,29.2,1,0,0,0,0,1
1789,2226.0,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,24.0,1997.0,31.0,30.0,2524,28.0,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.04,19.0,6.0,31.6,9.0,47.4,42.04,2.96,13.21,22.5,6.93,0.29,42.04,0.68,0.21,0.32,18.75,94.79,51.79,0.5,0.54,0.0,1.25,0.46,20.86,0.71,1.39,0.0,1.11,0.04,0.0,0.07,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,911.0,68.3,11034.0,3474.0,253.0,328.0,77.1,296.0,386.0,76.7,56.0,130.0,43.1,0.0,0.03,0.03,-0.03,0.43,2.39,0.36,0.04,3.18,32.54,30.79,1.57,0.71,0.14,0.07,0.61,0.11,0.14,0.11,0.0,0.0,22.21,0.18,1.04,0.57,0.18,0.0,0.0,0.02,-0.3,-0.3,51.5,0.21,0.0,0.0,0.96,1.75,0.0,0.61,1.07,0.0,0.0,5.43,1.25,1.18,1.82,0.64,0.86,0.32,1.04,2.11,1.07,1.43,0.46,2.43,1.43,0.0,49.2,1,0,0,0,0,1
1792,2233.0,Declan Rice,eng ENG,MF,West Ham,eng Premier League,23.0,1999.0,37.0,36.0,3273,36.4,0.11,0.14,0.11,0.14,0.07,0.15,0.04,0.13,65.0,37.0,56.9,23.0,35.4,67.99,3.38,18.41,39.01,11.9,0.66,67.97,1.79,1.02,0.63,39.97,251.92,135.11,2.45,2.09,0.16,0.77,0.71,45.11,1.02,2.75,0.16,2.36,0.19,0.03,0.03,0.05,0.08,0.16,0.0,0.0,0.0,0.0,0.0,1846.0,2135.0,86.5,33652.0,9456.0,850.0,944.0,90.0,735.0,789.0,93.2,223.0,324.0,68.8,0.0,0.09,0.05,-0.06,1.02,6.4,0.36,0.08,6.59,58.65,56.59,1.92,1.32,0.11,1.65,1.21,0.08,0.52,0.41,0.03,0.0,50.71,0.14,0.71,0.96,0.22,0.11,0.5,0.05,1.6,2.4,58.7,0.14,0.0,0.0,0.63,0.3,0.03,1.73,1.04,0.0,0.0,9.18,1.02,0.71,2.17,1.21,0.85,0.11,0.85,1.37,0.52,1.24,0.41,3.9,1.59,0.0,62.0,1,1,0,0,0,0
1793,2235.0,Richarlison,br BRA,"MF,FW",Tottenham,eng Premier League,25.0,1997.0,27.0,12.0,1010,11.2,0.09,0.36,0.09,0.36,0.29,0.49,0.29,0.49,34.0,12.0,35.3,18.0,52.9,39.38,0.98,6.96,15.36,17.86,5.54,39.38,3.04,1.07,1.61,23.21,142.68,69.91,2.95,1.7,1.16,3.57,1.61,27.32,6.7,3.12,0.45,1.96,0.0,0.09,0.36,0.71,0.0,0.27,0.0,0.0,0.0,0.18,0.0,196.0,279.0,70.3,2927.0,700.0,109.0,145.0,75.2,60.0,82.0,73.2,13.0,18.0,72.2,0.0,0.2,0.13,0.07,1.43,1.43,0.89,0.27,2.5,24.91,24.11,0.8,0.0,0.36,0.09,1.43,0.0,0.0,0.0,0.0,0.0,17.5,0.0,1.16,2.41,1.25,0.04,0.07,0.12,-2.3,-2.3,38.3,0.27,0.0,0.0,1.25,1.96,0.8,0.45,1.43,0.18,0.0,4.64,1.61,2.59,1.88,1.16,0.45,0.27,1.07,2.41,1.34,1.25,0.09,2.32,0.89,0.0,44.4,1,1,0,0,0,0
1797,2247.0,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,28.0,1994.0,34.0,29.0,2583,28.7,0.0,0.28,0.0,0.28,0.05,0.26,0.05,0.26,42.0,17.0,40.5,23.0,54.8,86.52,2.75,24.08,37.77,25.33,2.06,86.52,1.46,0.59,0.8,48.26,233.52,137.07,2.79,2.09,0.35,1.08,0.24,57.04,6.76,3.31,0.45,2.06,0.94,0.03,0.14,0.03,0.1,0.31,0.14,0.0,0.0,0.0,0.0,1803.0,2265.0,79.6,30554.0,9527.0,855.0,943.0,90.7,786.0,938.0,83.8,137.0,286.0,47.9,0.0,0.21,0.23,0.07,1.81,4.22,1.15,0.49,5.78,78.92,65.61,13.07,2.26,0.07,0.42,6.79,7.98,2.82,0.8,1.71,0.0,62.82,0.24,1.43,0.45,0.07,0.0,0.0,0.11,-1.3,-1.3,47.8,0.1,0.0,0.0,0.77,0.35,0.24,0.63,0.73,0.0,0.0,6.06,0.77,0.84,1.32,0.42,0.56,0.35,0.73,1.43,0.7,1.11,0.17,1.95,1.74,0.1,51.2,1,1,0,0,0,0
1800,2256.0,Rodri,es ESP,MF,Manchester City,eng Premier League,26.0,1996.0,36.0,34.0,2911,32.3,0.06,0.25,0.06,0.25,0.14,0.27,0.14,0.27,37.0,25.0,67.6,8.0,21.6,101.3,3.68,21.86,61.7,18.33,1.92,101.3,1.15,0.77,0.25,62.04,318.67,174.06,2.35,2.23,0.09,0.65,0.59,77.74,1.15,2.84,0.31,2.48,0.0,0.12,0.19,0.03,0.03,0.31,0.0,0.0,0.0,0.0,0.0,2723.0,2987.0,91.2,49949.0,11936.0,1103.0,1187.0,92.9,1278.0,1369.0,93.4,300.0,354.0,84.7,0.0,0.13,0.11,0.06,0.99,8.2,1.02,0.09,8.05,92.48,91.11,1.33,1.15,0.06,0.8,0.19,0.09,0.0,0.0,0.0,0.0,84.3,0.03,0.65,1.55,0.43,0.04,0.14,0.09,-2.6,-2.6,69.2,0.15,0.0,0.0,1.46,0.62,0.09,1.02,1.27,0.0,0.0,9.32,2.23,0.99,2.07,0.87,0.87,0.34,0.8,1.64,0.84,1.24,0.43,3.1,1.33,0.03,49.1,1,1,0,0,0,0
1801,2257.0,Rodri,es ESP,"FW,MF",Betis,es La Liga,22.0,2000.0,30.0,19.0,1601,17.8,0.11,0.28,0.11,0.28,0.08,0.2,0.08,0.2,71.0,29.0,40.8,31.0,43.7,57.08,0.34,6.74,26.57,24.61,2.98,57.08,3.99,1.63,1.74,41.52,233.03,104.61,3.2,2.02,1.07,1.97,1.12,46.4,5.84,3.26,0.45,2.75,0.06,0.17,0.17,0.11,0.0,0.34,0.0,0.0,0.06,0.06,0.0,732.0,858.0,85.3,10858.0,2751.0,396.0,428.0,92.5,233.0,274.0,85.0,52.0,75.0,69.3,0.0,0.12,0.12,0.04,1.24,2.92,1.91,0.28,5.73,48.2,46.74,1.07,0.51,0.34,0.28,2.64,0.45,0.11,0.06,0.0,0.0,41.12,0.39,1.24,0.84,0.34,0.13,0.33,0.09,0.6,0.6,14.3,0.0,0.0,0.0,0.34,2.19,0.11,0.73,0.62,0.06,0.0,5.73,0.11,0.67,0.9,0.28,0.51,0.11,0.45,0.96,0.51,0.56,0.0,1.63,0.11,0.0,47.1,1,0,1,0,0,0
1803,2262.0,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,28.0,1994.0,34.0,33.0,2872,31.9,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.05,35.0,22.0,62.9,8.0,22.9,64.7,3.7,19.03,39.12,7.18,0.56,64.7,1.1,0.69,0.25,32.38,122.54,54.48,0.34,0.44,0.09,0.53,0.66,40.78,0.56,1.16,0.06,1.0,0.03,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1464.0,1688.0,86.7,23761.0,7863.0,729.0,796.0,91.6,541.0,604.0,89.6,129.0,189.0,68.3,0.0,0.01,0.03,-0.01,0.34,4.17,0.28,0.03,3.86,52.92,50.03,2.7,2.63,0.09,0.63,0.28,0.06,0.0,0.0,0.0,0.0,45.89,0.19,0.44,0.69,0.19,0.05,0.17,0.06,-0.2,-0.2,48.9,0.25,0.0,0.0,1.41,2.01,0.03,1.32,2.35,0.0,0.0,6.68,1.38,1.44,3.61,1.85,1.57,0.19,1.69,3.17,1.47,1.82,0.44,4.92,2.38,0.03,53.5,1,0,1,0,0,0
1804,2265.0,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,29.0,1992.0,35.0,30.0,2670,29.7,0.0,0.0,0.0,0.0,0.01,0.08,0.01,0.08,13.0,7.0,53.8,5.0,38.5,67.1,4.01,23.3,33.6,10.57,0.4,67.1,0.44,0.24,0.17,38.25,198.82,104.75,1.65,1.95,0.17,0.44,0.37,44.71,1.72,1.92,0.07,1.55,0.27,0.03,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1439.0,1757.0,81.9,25311.0,8461.0,664.0,726.0,91.5,625.0,718.0,87.0,128.0,242.0,52.9,0.0,0.06,0.07,-0.06,0.98,3.84,0.88,0.4,4.48,59.16,53.94,4.88,1.35,0.0,0.61,2.39,2.93,0.44,0.34,0.1,0.0,48.45,0.34,1.04,0.37,0.13,0.0,0.0,0.04,-0.4,-0.4,50.8,0.1,0.0,0.0,0.84,0.27,0.0,1.28,1.11,0.0,0.0,5.52,1.01,0.98,1.82,1.01,0.57,0.24,0.94,1.41,0.47,1.01,0.51,3.1,2.05,0.0,66.7,1,0,0,1,0,0
1805,2266.0,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,21.0,2001.0,34.0,25.0,2379,26.4,0.34,0.64,0.3,0.61,0.52,0.78,0.49,0.75,169.0,81.0,47.9,68.0,40.2,53.03,0.11,2.12,20.34,31.17,7.73,52.99,6.4,3.07,2.58,39.2,250.49,138.56,5.53,3.07,2.99,2.42,1.14,45.38,10.15,5.03,0.79,2.95,0.19,0.95,0.34,0.57,0.04,0.45,0.0,0.23,0.0,0.11,0.0,918.0,1050.0,87.4,10744.0,2092.0,650.0,702.0,92.6,162.0,188.0,86.2,33.0,43.0,76.7,0.0,0.27,0.23,0.04,1.78,2.39,1.06,0.11,3.07,39.77,37.54,1.93,0.23,0.08,0.23,0.83,0.34,0.68,0.11,0.08,0.0,34.77,0.3,0.91,3.67,1.17,0.08,0.26,0.13,-4.7,-4.9,37.8,0.15,0.0,0.0,0.68,1.86,0.38,0.3,0.38,0.08,0.0,2.39,0.53,0.87,0.64,0.11,0.27,0.27,0.15,0.87,0.72,0.87,0.0,0.95,0.19,0.0,17.4,1,0,1,0,0,0
