Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
2457.0,Rafa Soares,pt POR,DF,Eibar,es La Liga,25.0,1995.0,19.0,12.0,1134,12.6,0.0,0.08,0.0,0.08,0.01,0.15,0.01,0.15,8.0,4.0,50.0,4.0,50.0,66.27,2.86,16.9,30.95,18.97,0.95,66.27,0.63,0.32,0.32,26.75,122.3,64.92,1.35,1.11,0.08,0.71,0.48,30.87,3.25,2.22,0.16,1.9,0.32,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,487.0,706.0,69.0,9141.0,4296.0,213.0,247.0,86.2,190.0,265.0,71.7,75.0,149.0,50.3,0.0,0.14,0.21,-0.06,1.19,3.97,1.27,0.87,4.6,56.03,41.67,14.05,0.95,0.0,0.4,5.16,13.02,0.08,0.0,0.08,0.0,38.65,0.32,1.43,0.16,0.0,0.0,0.0,0.04,-0.1,-0.1,50.0,0.16,0.0,0.0,0.63,0.16,0.08,1.59,1.35,0.0,0.0,5.4,1.35,1.35,2.22,1.27,0.63,0.32,1.19,1.67,0.48,1.11,0.32,3.81,2.54,0.0,71.4
2462.0,Roberto Soldado,es ESP,FW,Granada,es La Liga,35.0,1985.0,29.0,16.0,1438,16.0,0.56,0.56,0.44,0.44,0.35,0.39,0.26,0.29,8.0,4.0,50.0,4.0,50.0,29.75,1.06,2.25,12.19,15.38,4.5,29.62,0.5,0.25,0.25,13.19,53.0,19.0,0.75,0.5,0.5,1.88,0.62,19.12,5.12,1.38,0.19,1.0,0.06,0.0,0.12,0.19,0.0,0.06,0.0,0.0,0.06,0.06,0.0,206.0,349.0,59.0,2798.0,429.0,119.0,169.0,70.4,53.0,92.0,57.6,14.0,22.0,63.6,0.0,0.04,0.04,-0.04,0.56,0.75,0.38,0.0,1.19,21.81,18.94,2.38,0.06,0.06,0.31,0.69,0.06,0.0,0.0,0.0,0.0,12.88,0.5,0.94,1.75,0.63,0.25,0.7,0.15,3.4,2.9,25.0,0.5,0.06,0.06,1.5,0.81,1.25,0.25,0.25,0.0,0.0,2.5,1.38,4.12,0.44,0.06,0.25,0.12,0.12,0.69,0.56,0.5,0.0,0.69,0.81,0.06,18.2
2463.0,Carlos Soler,es ESP,MF,Valencia,es La Liga,23.0,1997.0,32.0,31.0,2735,30.4,0.36,0.63,0.13,0.39,0.31,0.47,0.08,0.23,39.0,25.0,64.1,14.0,35.9,60.3,2.66,11.88,34.24,14.87,1.09,60.0,1.28,0.82,0.46,33.32,200.89,112.63,1.51,1.64,0.07,0.95,0.43,39.01,0.99,2.73,0.46,1.18,1.15,0.13,0.1,0.16,0.0,0.1,0.26,0.03,0.03,0.03,0.0,1272.0,1579.0,80.6,22712.0,6828.0,555.0,594.0,93.4,495.0,565.0,87.6,165.0,309.0,53.4,0.0,0.15,0.13,0.11,1.48,4.61,0.69,0.0,5.03,51.94,44.67,6.71,2.89,0.07,0.53,4.14,0.16,3.65,1.45,1.22,0.03,41.84,0.56,0.62,0.92,0.3,0.14,0.44,0.09,1.5,1.6,58.1,0.23,0.0,0.0,0.86,1.22,0.0,0.76,0.79,0.0,0.0,4.87,0.59,0.43,1.35,0.46,0.79,0.1,0.62,1.71,1.09,1.15,0.36,2.11,1.35,0.0,36.5
2465.0,Son,es ESP,"DF,MF",Levante,es La Liga,26.0,1994.0,28.0,10.0,1106,12.3,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.15,18.0,12.0,66.7,6.0,33.3,61.87,3.25,13.74,26.26,22.28,2.11,61.87,1.46,0.98,0.49,30.41,144.15,73.5,1.87,1.63,0.24,1.38,0.73,34.63,8.46,2.85,0.08,2.28,0.33,0.08,0.0,0.16,0.0,0.0,0.08,0.0,0.0,0.0,0.0,480.0,641.0,74.9,8206.0,2893.0,250.0,295.0,84.7,173.0,211.0,82.0,47.0,91.0,51.6,0.0,0.1,0.15,-0.1,1.46,3.09,2.11,1.14,5.04,52.11,40.65,11.46,0.89,0.0,0.33,4.39,10.08,0.41,0.16,0.16,0.0,39.02,0.0,1.71,0.65,0.41,0.0,0.0,0.08,-0.6,-0.6,47.4,0.24,0.0,0.0,1.14,1.06,0.0,0.98,0.81,0.0,0.0,5.2,0.73,0.81,1.46,0.89,0.49,0.08,0.73,1.54,0.81,0.89,0.16,2.44,1.63,0.0,47.4
2468.0,Roberto Soriano,it ITA,MF,Bologna,it Serie A,29.0,1991.0,37.0,37.0,3250,36.1,0.25,0.42,0.25,0.42,0.19,0.41,0.19,0.41,56.0,36.0,64.3,20.0,35.7,51.66,1.61,7.34,27.15,17.87,2.6,51.66,1.55,1.0,0.55,32.44,183.49,85.26,2.22,1.77,0.19,1.77,0.86,39.64,4.35,3.05,0.39,2.58,0.0,0.08,0.14,0.19,0.06,0.28,0.0,0.0,0.06,0.03,0.03,1222.0,1507.0,81.1,17944.0,6045.0,693.0,805.0,86.1,396.0,459.0,86.3,71.0,103.0,68.9,0.0,0.22,0.11,-0.05,1.44,4.29,1.27,0.08,5.51,41.75,40.86,0.64,0.3,0.14,0.17,0.94,0.22,0.0,0.0,0.0,0.0,33.85,0.25,1.05,1.69,0.53,0.15,0.47,0.11,2.1,2.1,37.0,0.14,0.0,0.0,2.08,1.36,0.08,0.5,0.72,0.06,0.0,5.1,0.94,1.61,1.33,0.42,0.55,0.36,0.42,1.77,1.36,0.86,0.22,1.83,1.19,0.0,23.4
2470.0,Borna Sosa,hr CRO,"DF,FW",Stuttgart,de Bundesliga,22.0,1998.0,26.0,25.0,2042,22.7,0.0,0.4,0.0,0.4,0.03,0.28,0.03,0.28,41.0,27.0,65.9,14.0,34.1,65.86,3.96,15.68,26.26,24.58,1.67,65.86,1.81,1.19,0.62,35.55,225.24,127.36,3.88,2.64,0.53,1.23,0.66,40.88,8.81,3.75,0.53,2.56,0.88,0.04,0.09,0.13,0.04,0.4,0.13,0.0,0.0,0.0,0.0,894.0,1281.0,69.8,13823.0,5317.0,526.0,595.0,88.4,269.0,398.0,67.6,69.0,199.0,34.7,0.0,0.25,0.28,0.15,2.51,2.6,1.89,1.15,3.88,56.43,45.2,11.06,1.15,0.0,0.13,9.3,7.97,1.94,0.66,0.93,0.0,39.38,0.18,1.5,0.62,0.13,0.0,0.0,0.04,-0.6,-0.6,51.4,0.09,0.0,0.0,0.75,0.62,0.09,1.37,0.44,0.0,0.04,4.71,0.84,0.79,0.62,0.26,0.26,0.09,0.35,1.1,0.75,1.01,0.18,1.98,3.26,0.0,32.0
2472.0,Florian Sotoca,fr FRA,FW,Lens,fr Ligue 1,29.0,1990.0,33.0,28.0,2413,26.8,0.3,0.41,0.22,0.34,0.38,0.53,0.32,0.47,36.0,19.0,52.8,17.0,47.2,45.56,0.97,3.25,21.27,21.42,5.0,45.49,1.34,0.71,0.63,25.6,125.22,50.82,1.6,1.57,0.52,2.2,1.34,35.22,8.62,2.54,0.26,1.87,0.0,0.11,0.15,0.37,0.04,0.22,0.0,0.0,0.0,0.04,0.0,656.0,938.0,69.9,10904.0,1996.0,322.0,425.0,75.8,235.0,316.0,74.4,64.0,94.0,68.1,0.0,0.15,0.12,-0.03,0.93,1.68,0.93,0.15,3.02,35.0,32.84,1.83,0.15,0.07,0.67,1.79,0.26,0.04,0.0,0.0,0.0,24.48,0.34,1.08,2.57,0.63,0.09,0.35,0.13,-2.2,-2.6,44.3,0.26,0.0,0.0,1.83,1.72,0.37,0.34,0.75,0.0,0.0,2.61,3.32,4.18,1.16,0.11,0.75,0.3,0.22,0.82,0.6,1.01,0.0,1.49,0.9,0.0,27.3
2473.0,Riccardo Sottil,it ITA,"FW,MF",Cagliari,it Serie A,21.0,1999.0,21.0,12.0,1184,13.2,0.15,0.23,0.15,0.23,0.12,0.25,0.12,0.25,59.0,40.0,67.8,19.0,32.2,39.02,0.23,3.79,15.45,21.59,3.71,39.02,4.47,3.03,1.44,28.33,302.5,165.53,5.83,4.02,1.59,2.2,1.67,28.79,6.29,3.04,0.3,2.2,0.08,0.23,0.3,0.23,0.0,0.23,0.0,0.0,0.08,0.0,0.0,281.0,382.0,73.6,4702.0,973.0,139.0,173.0,80.3,108.0,140.0,77.1,24.0,40.0,60.0,0.0,0.14,0.11,-0.06,1.21,1.44,1.36,0.3,3.56,28.94,27.8,1.06,0.08,0.0,0.45,3.26,0.08,0.83,0.15,0.45,0.0,21.29,0.08,0.83,1.9,0.68,0.08,0.22,0.06,0.5,0.5,20.0,0.23,0.0,0.0,1.29,2.65,0.08,0.38,0.23,0.0,0.0,6.21,0.23,0.91,0.53,0.15,0.23,0.15,0.0,0.53,0.53,0.3,0.0,0.91,0.23,0.0,0.0
2475.0,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,25.0,1995.0,38.0,38.0,3419,38.0,0.26,0.29,0.26,0.29,0.22,0.27,0.22,0.27,29.0,16.0,55.2,13.0,44.8,54.82,4.13,15.18,29.84,10.21,2.68,54.82,0.76,0.42,0.34,23.32,110.55,45.24,0.71,0.89,0.11,1.11,0.55,30.68,1.24,1.53,0.21,1.16,0.03,0.03,0.16,0.13,0.03,0.18,0.0,0.0,0.03,0.0,0.0,1218.0,1623.0,75.0,20258.0,5713.0,586.0,774.0,75.7,450.0,583.0,77.2,121.0,151.0,80.1,0.0,0.05,0.06,-0.03,0.47,3.34,0.18,0.03,4.34,42.71,41.95,0.68,0.58,0.0,0.34,0.24,0.11,0.0,0.0,0.0,0.0,32.05,0.08,0.47,1.68,0.61,0.16,0.43,0.13,1.6,1.6,58.7,0.18,0.03,0.0,1.82,1.13,0.05,1.63,1.08,0.0,0.03,6.47,5.97,4.21,2.05,0.97,0.95,0.13,0.74,2.03,1.29,1.13,0.47,3.68,2.82,0.0,36.4
2480.0,Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,21.0,1999.0,32.0,21.0,1919,21.3,0.0,0.05,0.0,0.05,0.01,0.06,0.01,0.06,34.0,29.0,85.3,5.0,14.7,81.03,1.92,12.44,59.91,9.3,0.23,81.03,1.6,1.36,0.23,52.77,261.6,124.08,1.36,1.27,0.0,0.99,1.03,62.44,1.78,1.64,0.23,1.46,0.0,0.14,0.0,0.0,0.05,0.23,0.0,0.0,0.0,0.0,0.0,1350.0,1556.0,86.8,23263.0,6760.0,616.0,703.0,87.6,564.0,616.0,91.6,127.0,176.0,72.2,0.0,0.04,0.06,0.0,0.61,9.11,0.38,0.0,8.5,73.05,72.07,0.94,0.85,0.0,1.03,0.05,0.09,0.0,0.0,0.0,0.0,63.38,0.05,0.47,0.38,0.14,0.0,0.0,0.04,-0.3,-0.3,62.5,0.14,0.0,0.0,1.08,0.75,0.0,1.83,1.36,0.0,0.0,6.95,1.41,0.85,2.07,0.75,1.17,0.14,0.66,1.36,0.7,0.66,0.28,3.9,0.99,0.0,48.3
2482.0,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,28.0,1992.0,23.0,14.0,1224,13.6,0.07,0.15,0.07,0.15,0.02,0.05,0.02,0.05,20.0,11.0,55.0,9.0,45.0,60.96,3.82,20.81,23.97,16.76,0.88,60.96,1.47,0.81,0.66,26.62,160.74,82.28,2.5,1.62,0.29,1.69,1.03,30.59,4.49,1.98,0.22,1.54,0.15,0.07,0.07,0.07,0.07,0.22,0.0,0.0,0.0,0.0,0.0,469.0,644.0,72.8,7348.0,3448.0,244.0,279.0,87.5,185.0,241.0,76.8,29.0,66.0,43.9,0.0,0.04,0.07,0.04,0.66,2.35,1.47,0.88,3.82,47.35,35.37,11.69,0.22,0.0,0.0,3.9,11.47,0.0,0.0,0.0,0.0,34.49,0.29,1.76,0.44,0.15,0.17,0.5,0.04,0.8,0.8,24.1,0.37,0.0,0.0,1.4,1.54,0.0,1.25,2.43,0.0,0.07,4.93,0.51,1.62,3.68,2.57,0.96,0.15,1.99,3.53,1.54,1.1,0.44,4.93,2.5,0.0,56.3
2484.0,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,23.0,1997.0,28.0,25.0,2175,24.2,0.0,0.08,0.0,0.08,0.02,0.07,0.02,0.07,28.0,16.0,57.1,12.0,42.9,61.2,1.74,12.07,39.3,10.54,0.66,61.2,1.16,0.66,0.5,34.96,179.05,83.93,1.69,1.74,0.12,1.53,0.91,40.33,1.86,1.9,0.25,1.65,0.04,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.04,0.0,1062.0,1217.0,87.3,17050.0,4503.0,532.0,593.0,89.7,437.0,483.0,90.5,70.0,93.0,75.3,0.0,0.05,0.06,0.03,0.7,3.72,0.5,0.04,4.92,50.29,49.55,0.62,0.45,0.04,0.17,0.25,0.17,0.0,0.0,0.0,0.0,43.88,0.12,0.41,0.46,0.12,0.0,0.0,0.04,-0.5,-0.5,54.0,0.25,0.0,0.0,1.65,1.65,0.08,2.11,1.36,0.0,0.0,7.36,1.12,0.95,2.4,0.79,1.32,0.29,0.74,1.69,0.95,1.28,0.33,4.5,0.7,0.0,43.9
2485.0,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18.0,2002.0,15.0,10.0,1000,11.1,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.03,4.0,3.0,75.0,1.0,25.0,63.06,5.59,34.95,27.21,1.08,0.36,63.06,0.36,0.27,0.09,34.23,144.14,69.82,0.18,0.18,0.0,0.45,0.27,38.2,0.09,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,589.0,82.0,9399.0,3650.0,161.0,172.0,93.6,262.0,292.0,89.7,56.0,101.0,55.4,0.0,0.01,0.01,-0.01,0.18,1.71,0.09,0.0,1.98,53.06,51.53,1.26,1.08,0.0,0.45,0.0,0.18,0.0,0.0,0.0,0.0,43.51,0.27,0.81,0.18,0.09,0.0,0.0,0.1,-0.2,-0.2,52.2,0.0,0.0,0.0,0.63,0.45,0.0,1.26,1.08,0.0,0.0,6.76,2.16,1.98,2.07,1.53,0.54,0.0,1.17,1.71,0.54,1.08,0.72,3.33,3.51,0.09,68.4
2486.0,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,24.0,1996.0,23.0,19.0,1819,20.2,0.05,0.05,0.05,0.05,0.03,0.06,0.03,0.06,6.0,4.0,66.7,2.0,33.3,79.65,6.78,34.7,41.93,3.32,1.24,79.65,0.3,0.2,0.1,49.01,292.28,170.3,1.34,0.89,0.0,0.4,0.2,56.34,0.1,0.54,0.0,0.35,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1244.0,1423.0,87.4,21098.0,7015.0,528.0,572.0,92.3,617.0,682.0,90.5,73.0,133.0,54.9,0.0,0.02,0.01,-0.02,0.35,3.76,0.25,0.15,4.46,70.45,67.82,2.57,1.04,0.0,0.79,0.5,1.53,0.0,0.0,0.0,0.0,61.58,0.05,0.35,0.49,0.15,0.1,0.33,0.07,0.3,0.3,62.9,0.1,0.0,0.0,0.89,0.74,0.0,1.39,0.84,0.0,0.0,4.5,3.02,1.78,1.34,0.64,0.69,0.0,0.84,1.49,0.64,0.59,0.45,2.72,3.96,0.05,56.7
2487.0,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,27.0,1993.0,27.0,25.0,2124,23.6,0.08,0.25,0.08,0.25,0.08,0.3,0.08,0.3,120.0,53.0,44.2,67.0,55.8,62.42,2.2,13.05,25.81,24.7,2.97,62.42,5.08,2.25,2.84,36.95,330.59,189.53,6.23,3.64,1.4,1.27,0.34,40.97,7.37,3.14,0.4,2.33,0.08,0.51,0.04,0.04,0.0,0.34,0.0,0.04,0.0,0.0,0.0,957.0,1227.0,78.0,16192.0,4598.0,485.0,569.0,85.2,358.0,431.0,83.1,93.0,157.0,59.2,0.0,0.21,0.16,-0.04,1.4,3.14,1.91,0.89,4.45,51.99,45.72,6.14,0.51,0.08,0.55,4.36,5.64,0.0,0.0,0.0,0.0,40.55,0.13,1.4,0.93,0.25,0.09,0.33,0.09,0.3,0.3,90.9,0.0,0.0,0.0,0.34,0.47,0.08,1.06,0.25,0.0,0.0,4.53,0.42,0.04,0.51,0.13,0.38,0.0,0.34,0.85,0.51,0.68,0.04,1.57,1.31,0.0,40.0
2490.0,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,23.0,1996.0,32.0,32.0,2880,32.0,0.0,0.03,0.0,0.03,0.06,0.07,0.06,0.07,33.0,24.0,72.7,9.0,27.3,53.59,5.38,25.72,24.41,4.09,0.94,53.59,1.03,0.75,0.28,28.38,169.62,102.75,1.12,0.88,0.09,0.88,0.19,29.16,0.41,0.91,0.12,0.69,0.03,0.06,0.03,0.06,0.03,0.12,0.0,0.0,0.0,0.0,0.0,1068.0,1377.0,77.6,21266.0,8098.0,372.0,446.0,83.4,535.0,614.0,87.1,152.0,269.0,56.5,0.0,0.01,0.02,0.02,0.19,2.38,0.44,0.12,3.09,43.03,39.31,3.62,2.06,0.0,0.47,0.5,1.56,0.0,0.0,0.0,0.0,33.38,0.09,0.62,0.69,0.16,0.0,0.0,0.09,-1.9,-1.9,52.3,0.12,0.0,0.0,1.28,0.75,0.03,2.0,1.19,0.0,0.0,5.59,2.09,1.91,2.03,1.16,0.81,0.06,0.62,1.12,0.5,1.44,0.84,4.03,2.56,0.03,55.6
2491.0,Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,29.0,1990.0,24.0,22.0,1956,21.7,0.0,0.09,0.0,0.09,0.0,0.02,0.0,0.02,23.0,17.0,73.9,6.0,26.1,60.14,6.08,25.48,30.0,5.02,0.14,60.14,1.06,0.78,0.28,29.82,143.96,74.01,0.74,0.88,0.05,0.78,0.65,32.67,0.41,1.06,0.14,0.78,0.14,0.0,0.0,0.09,0.05,0.14,0.0,0.0,0.0,0.0,0.0,780.0,1075.0,72.6,14948.0,6659.0,299.0,374.0,79.9,357.0,439.0,81.3,104.0,210.0,49.5,0.0,0.02,0.04,0.07,0.37,3.13,0.46,0.0,4.7,49.54,45.76,3.32,1.66,0.05,0.51,0.46,1.66,0.0,0.0,0.0,0.0,35.94,0.46,0.69,0.09,0.05,0.0,0.0,0.03,-0.1,-0.1,52.4,0.23,0.0,0.0,0.97,0.78,0.09,2.26,1.34,0.0,0.0,6.96,1.52,1.38,2.07,1.11,0.83,0.14,0.69,1.71,1.01,1.94,0.65,4.33,2.07,0.05,40.5
2493.0,Niklas Stark,de GER,"DF,MF",Hertha BSC,de Bundesliga,25.0,1995.0,33.0,31.0,2793,31.0,0.0,0.0,0.0,0.0,0.03,0.06,0.03,0.06,4.0,2.0,50.0,2.0,50.0,60.23,4.97,27.42,30.19,2.97,0.9,60.23,0.13,0.06,0.06,33.94,196.77,107.87,0.74,0.39,0.06,0.65,0.13,38.16,0.48,0.32,0.0,0.26,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,1568.0,82.6,27476.0,8768.0,303.0,361.0,83.9,806.0,898.0,89.8,176.0,272.0,64.7,0.0,0.03,0.03,-0.03,0.23,2.45,0.19,0.0,3.65,50.58,48.94,1.58,1.29,0.0,0.42,0.19,0.29,0.0,0.0,0.0,0.0,41.77,0.06,0.45,0.35,0.06,0.0,0.0,0.1,-1.1,-1.1,58.3,0.06,0.0,0.0,1.35,0.94,0.1,1.35,0.9,0.0,0.03,4.97,2.16,1.55,1.58,0.65,0.87,0.06,0.42,1.0,0.58,1.39,0.52,2.94,3.26,0.0,41.9
2494.0,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,28.0,1991.0,21.0,19.0,1566,17.4,0.29,0.52,0.29,0.52,0.24,0.37,0.24,0.37,18.0,8.0,44.4,10.0,55.6,47.53,1.09,6.21,24.77,17.18,3.05,47.53,1.03,0.46,0.57,25.92,122.53,60.52,2.24,1.78,0.63,2.36,1.15,31.44,6.49,3.22,0.46,2.41,0.06,0.23,0.23,0.23,0.06,0.4,0.0,0.0,0.0,0.06,0.0,458.0,647.0,70.8,7366.0,1876.0,253.0,306.0,82.7,159.0,231.0,68.8,35.0,60.0,58.3,0.0,0.13,0.16,0.1,1.15,2.64,1.15,0.34,3.97,37.18,34.54,2.41,0.46,0.11,0.11,2.7,1.09,0.23,0.06,0.17,0.0,26.32,0.23,1.26,1.72,0.8,0.17,0.36,0.14,0.9,0.9,37.2,0.17,0.0,0.0,1.78,1.03,0.11,1.26,0.86,0.0,0.0,5.52,0.92,1.55,1.38,0.34,0.69,0.34,0.75,1.38,0.63,1.21,0.11,2.64,0.86,0.0,54.2
2496.0,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,24.0,1996.0,23.0,14.0,1276,14.2,0.0,0.07,0.0,0.07,0.01,0.03,0.01,0.03,9.0,6.0,66.7,3.0,33.3,90.07,5.85,36.69,47.04,7.11,0.35,90.07,0.63,0.42,0.21,45.28,210.35,108.87,0.7,0.7,0.0,0.85,0.21,52.75,0.92,1.06,0.07,0.85,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,954.0,1131.0,84.4,18517.0,6674.0,378.0,415.0,91.1,433.0,482.0,89.8,131.0,200.0,65.5,0.0,0.02,0.03,0.05,0.28,4.37,0.14,0.07,5.14,79.65,67.39,11.97,2.46,0.07,1.48,0.49,9.51,0.0,0.0,0.0,0.0,67.18,0.28,0.56,0.35,0.07,0.0,0.0,0.04,-0.2,-0.2,50.0,0.21,0.07,0.07,1.41,0.35,0.0,1.83,0.99,0.0,0.07,9.01,0.77,0.77,2.32,1.06,1.2,0.07,1.55,3.52,1.97,1.34,0.28,4.15,2.75,0.07,44.0
2498.0,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,26.0,1994.0,18.0,17.0,1537,17.1,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.06,5.0,2.0,40.0,3.0,60.0,72.75,6.67,31.46,37.72,4.04,0.64,72.75,0.29,0.12,0.18,37.78,208.89,126.67,0.99,0.58,0.0,0.7,0.29,46.84,0.18,1.0,0.0,0.94,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,860.0,1067.0,80.6,15605.0,6205.0,351.0,403.0,87.1,415.0,477.0,87.0,78.0,149.0,52.3,0.0,0.02,0.02,-0.02,0.35,3.92,0.53,0.0,3.8,62.4,58.95,3.33,1.23,0.0,0.53,0.12,2.11,0.0,0.0,0.0,0.0,50.29,0.12,0.64,0.35,0.12,0.0,0.0,0.13,-0.8,-0.8,52.6,0.12,0.0,0.0,0.47,0.53,0.0,1.64,1.11,0.0,0.0,5.91,1.17,1.05,1.99,1.11,0.88,0.0,0.99,2.22,1.23,1.46,0.82,3.63,3.74,0.12,44.7
2499.0,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,25.0,1994.0,31.0,28.0,2536,28.2,0.35,0.6,0.35,0.6,0.39,0.59,0.36,0.57,122.0,66.0,54.1,56.0,45.9,51.38,0.14,2.3,20.14,29.47,7.55,51.35,4.33,2.34,1.99,36.77,224.79,116.81,4.57,2.59,2.87,2.2,2.94,43.87,12.45,3.8,0.53,2.7,0.0,0.5,0.28,0.32,0.0,0.32,0.0,0.11,0.07,0.04,0.0,966.0,1141.0,84.7,11107.0,1934.0,689.0,748.0,92.1,187.0,222.0,84.2,17.0,30.0,56.7,0.0,0.2,0.19,0.05,1.31,1.6,0.96,0.04,2.38,40.46,39.72,0.67,0.28,0.0,0.07,0.71,0.21,0.0,0.0,0.0,0.0,34.26,0.07,1.31,2.45,0.99,0.14,0.36,0.15,-1.0,-0.2,30.0,0.14,0.0,0.0,1.28,1.45,0.32,0.53,0.35,0.07,0.0,3.51,0.32,0.74,0.74,0.18,0.43,0.14,0.18,0.43,0.25,0.53,0.0,1.28,0.14,0.0,41.7
