Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
1325,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,,1998.0,23,17,1559,17.3,0.0,0.06,0.0,0.06,0.02,0.09,0.02,0.09,4.0,2.0,50.0,0.0,0.0,61.56,7.34,24.97,27.98,9.02,0.64,61.56,0.23,0.12,0.0,31.21,154.91,83.87,0.87,0.58,0.12,1.16,0.35,33.06,1.62,1.67,0.17,1.39,0.12,0.06,0.0,0.06,0.06,0.17,0.0,0.0,0.0,0.0,0.0,673.0,906.0,74.3,13526.0,4407.0,234.0,277.0,84.5,341.0,400.0,85.3,90.0,191.0,47.1,0.06,0.07,0.05,-0.01,0.52,4.39,0.4,0.23,3.24,52.37,44.57,7.46,1.27,0.06,0.58,1.21,6.18,0.0,0.0,0.0,0.0,38.9,0.35,1.1,0.23,0.06,0.0,0.0,0.08,-0.3,-0.3,60.9,0.12,0.0,0.0,0.98,0.75,0.0,0.75,1.1,0.0,0.06,6.99,1.62,1.04,1.39,0.58,0.52,0.29,0.81,1.45,0.64,1.27,0.69,2.14,3.87,0.0,56.0
1328,Tobias Kempe,de GER,MF,Darmstadt 98,de Bundesliga,,1989.0,24,15,1350,15.0,0.2,0.33,0.0,0.13,0.24,0.38,0.08,0.22,19.0,8.0,42.1,10.0,52.6,46.0,1.47,7.8,22.4,16.47,1.93,45.8,1.27,0.53,0.67,20.93,108.0,46.4,1.0,0.8,0.2,1.87,0.73,24.33,3.07,3.8,0.53,1.87,1.47,0.07,0.2,0.13,0.07,0.27,0.13,0.0,0.0,0.13,0.0,413.0,557.0,74.1,6804.0,2095.0,223.0,251.0,88.8,127.0,160.0,79.4,48.0,101.0,47.5,0.13,0.14,0.17,-0.01,1.87,2.53,0.33,0.2,2.93,37.13,30.27,6.67,2.67,0.07,0.13,5.4,0.13,3.67,1.33,2.07,0.0,27.53,0.2,0.87,1.2,0.07,0.0,0.0,0.07,-0.6,-1.2,39.4,0.07,0.0,0.0,0.93,0.73,0.0,0.6,0.87,0.07,0.0,4.33,0.87,1.33,1.33,0.6,0.53,0.2,0.53,1.6,1.07,1.07,0.27,1.93,0.8,0.0,33.3
1329,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,,2003.0,28,22,1970,21.9,0.0,0.05,0.0,0.05,0.06,0.09,0.06,0.09,27.0,12.0,44.4,12.0,44.4,50.0,3.7,16.94,17.63,16.07,1.42,50.0,1.23,0.55,0.55,23.65,145.75,73.84,2.1,1.28,0.37,1.32,0.46,24.57,4.25,1.46,0.18,1.14,0.0,0.0,0.18,0.09,0.05,0.09,0.0,0.0,0.0,0.05,0.05,613.0,844.0,72.6,9811.0,3390.0,322.0,375.0,85.9,237.0,333.0,71.2,43.0,94.0,45.7,0.05,0.04,0.05,0.01,0.55,1.55,0.64,0.41,2.01,38.54,30.91,7.53,0.23,0.05,0.14,2.51,7.31,0.0,0.0,0.0,0.0,27.99,0.09,0.91,0.73,0.23,0.0,0.0,0.08,-1.2,-1.2,36.7,0.18,0.05,0.0,1.14,0.96,0.05,0.91,1.19,0.05,0.0,4.25,0.82,1.42,2.15,1.42,0.59,0.14,1.37,1.92,0.55,1.42,0.5,3.06,2.74,0.09,71.4
1331,Reda Khadra,de GER,"FW,MF",Reims,fr Ligue 1,,2001.0,29,14,1368,15.2,0.07,0.26,0.07,0.26,0.12,0.35,0.12,0.35,60.0,28.0,46.7,31.0,51.7,36.58,0.72,5.46,13.09,19.54,2.7,36.58,3.95,1.84,2.04,27.3,201.64,76.71,2.3,2.17,0.92,2.7,2.3,25.46,7.24,3.03,0.46,2.17,0.07,0.39,0.33,0.07,0.0,0.26,0.0,0.2,0.0,0.0,0.0,289.0,389.0,74.3,4676.0,1169.0,131.0,162.0,80.9,118.0,149.0,79.2,21.0,41.0,51.2,0.2,0.23,0.16,-0.03,1.45,1.38,1.25,0.59,2.63,25.59,22.83,2.63,0.46,0.26,0.13,3.03,1.25,0.59,0.26,0.13,0.0,19.01,0.13,0.99,1.51,0.79,0.04,0.08,0.08,-0.8,-0.8,11.1,0.07,0.0,0.0,0.86,0.59,0.07,0.2,0.66,0.0,0.0,4.34,0.07,0.53,1.05,0.33,0.26,0.46,0.53,1.32,0.79,0.53,0.13,1.25,0.86,0.0,40.0
1332,Wahbi Khazri,tn TUN,FW,Montpellier,fr Ligue 1,,1991.0,25,13,1131,12.6,0.08,0.08,0.08,0.08,0.26,0.36,0.26,0.36,38.0,14.0,36.8,23.0,60.5,38.33,1.11,5.32,18.49,15.24,4.13,38.33,3.02,1.11,1.83,28.81,185.63,81.83,2.14,1.75,0.79,2.46,1.11,27.86,6.03,2.07,0.16,1.19,0.08,0.32,0.16,0.32,0.0,0.08,0.0,0.0,0.08,0.0,0.0,227.0,318.0,71.4,3892.0,1215.0,108.0,141.0,76.6,71.0,98.0,72.4,28.0,47.0,59.6,0.0,0.1,0.06,-0.1,0.79,1.67,0.4,0.16,2.62,25.24,23.65,1.43,0.24,0.24,1.11,0.87,0.56,0.32,0.16,0.08,0.0,18.02,0.16,0.87,3.34,1.19,0.02,0.07,0.08,-2.3,-2.3,40.9,0.48,0.0,0.0,1.51,1.83,0.56,0.24,1.35,0.0,0.0,4.52,0.71,1.03,1.9,0.63,0.95,0.32,1.11,2.78,1.67,0.79,0.0,2.14,0.56,0.0,40.0
1333,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,,1994.0,20,18,1343,14.9,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,8.0,4.0,50.0,3.0,37.5,40.27,2.89,13.29,22.62,4.7,0.4,40.27,0.54,0.27,0.2,13.15,66.71,19.87,0.4,0.34,0.0,0.81,0.6,17.79,1.01,0.54,0.0,0.4,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,329.0,450.0,73.1,5258.0,1287.0,160.0,192.0,83.3,135.0,174.0,77.6,19.0,45.0,42.2,0.0,0.01,0.03,-0.01,0.34,1.41,0.34,0.07,2.35,30.2,29.26,0.81,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,22.08,0.13,0.81,0.2,0.07,0.0,0.0,0.13,-0.4,-0.4,51.4,0.34,0.07,0.0,1.68,0.94,0.07,1.48,1.48,0.0,0.07,4.97,1.28,1.21,2.35,1.01,1.28,0.07,1.14,1.74,0.6,0.81,0.34,3.83,2.55,0.0,65.4
1334,Kiké,es ESP,"FW,MF",Alavés,es La Liga,,1989.0,33,15,1423,15.8,0.19,0.32,0.19,0.32,0.49,0.61,0.44,0.56,33.0,15.0,45.5,14.0,42.4,32.72,1.14,3.23,12.59,17.72,6.84,32.66,2.09,0.95,0.89,18.99,83.48,29.87,1.14,0.63,0.76,3.54,1.33,24.81,6.14,2.53,0.38,1.65,0.0,0.32,0.25,0.32,0.0,0.19,0.0,0.13,0.0,0.06,0.0,200.0,301.0,66.4,2973.0,589.0,105.0,147.0,71.4,67.0,95.0,70.5,11.0,19.0,57.9,0.13,0.13,0.09,0.0,1.14,0.95,0.51,0.13,2.03,19.05,18.23,0.63,0.0,0.13,0.06,0.63,0.0,0.0,0.0,0.0,0.0,12.66,0.19,0.57,3.54,1.45,0.05,0.13,0.12,-4.7,-3.9,44.2,0.19,0.0,0.0,1.58,2.28,0.44,0.06,0.25,0.13,0.0,3.29,3.16,3.99,0.51,0.13,0.19,0.19,0.25,0.57,0.32,1.01,0.32,0.57,0.76,0.0,44.4
1336,Max Kilman,eng ENG,DF,Wolves,eng Premier League,,1997.0,38,38,3420,38.0,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.08,16.0,10.0,62.5,3.0,18.8,71.21,11.87,38.89,29.21,3.5,0.79,71.21,0.42,0.26,0.08,41.63,191.47,108.08,0.58,0.45,0.03,0.21,0.26,49.39,0.13,1.03,0.0,0.89,0.0,0.05,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,2309.0,85.7,36846.0,13119.0,766.0,824.0,93.0,1008.0,1087.0,92.7,183.0,346.0,52.9,0.0,0.04,0.03,-0.04,0.45,2.87,0.29,0.03,3.08,60.76,59.08,1.45,1.0,0.05,0.53,0.16,0.21,0.0,0.0,0.0,0.0,52.08,0.24,0.34,0.37,0.13,0.14,0.4,0.13,0.2,0.2,70.5,0.18,0.0,0.0,1.0,0.47,0.05,1.03,0.55,0.0,0.03,4.66,2.26,0.95,1.24,1.05,0.16,0.03,0.63,0.84,0.21,1.68,0.97,2.26,4.79,0.11,75.0
1337,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,,1995.0,28,27,2176,24.2,0.04,0.29,0.04,0.29,0.05,0.34,0.05,0.34,25.0,10.0,40.0,12.0,48.0,101.36,3.1,17.44,52.98,31.49,0.95,101.36,1.03,0.41,0.5,61.07,345.7,154.5,2.31,2.73,0.17,0.79,0.66,75.25,4.71,5.29,0.45,3.26,1.78,0.08,0.08,0.04,0.04,0.25,0.12,0.04,0.04,0.0,0.0,1951.0,2267.0,86.1,35635.0,10089.0,809.0,864.0,93.6,923.0,1013.0,91.1,187.0,320.0,58.4,0.25,0.29,0.38,-0.05,2.98,7.77,2.11,0.74,9.46,93.68,81.94,11.28,3.1,0.45,0.62,8.06,3.18,5.0,1.69,2.36,0.08,80.62,0.45,0.83,1.03,0.29,0.04,0.14,0.05,-0.1,-0.1,26.3,0.04,0.04,0.0,0.45,0.99,0.08,0.58,1.36,0.0,0.0,5.79,0.21,0.58,1.86,1.03,0.62,0.21,1.07,1.61,0.54,1.32,0.17,2.44,1.16,0.04,66.7
1338,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,,2000.0,20,11,946,10.5,0.1,0.38,0.1,0.38,0.08,0.16,0.08,0.16,3.0,2.0,66.7,1.0,33.3,68.19,2.38,18.0,34.95,15.9,1.43,68.19,0.29,0.19,0.1,34.48,120.38,64.86,0.38,0.76,0.1,0.76,0.19,44.0,1.52,1.24,0.38,0.95,0.19,0.0,0.0,0.1,0.0,0.29,0.1,0.0,0.0,0.0,0.0,523.0,625.0,83.7,8555.0,3042.0,270.0,303.0,89.1,214.0,249.0,85.9,34.0,58.0,58.6,0.29,0.09,0.06,0.2,0.57,4.1,0.76,0.29,5.24,59.52,52.38,6.95,0.57,0.1,0.1,1.14,6.38,0.0,0.0,0.0,0.0,49.81,0.19,0.19,0.57,0.19,0.17,0.5,0.14,0.2,0.2,57.7,0.1,0.0,0.0,0.95,0.29,0.0,0.76,1.14,0.0,0.0,3.33,1.43,1.05,1.9,1.05,0.76,0.1,1.33,1.81,0.48,1.05,0.29,2.67,2.67,0.1,73.7
1339,Simon Kjær,dk DEN,DF,Milan,it Serie A,,1989.0,20,14,1171,13.0,0.0,0.08,0.0,0.08,0.04,0.1,0.04,0.1,0.0,0.0,0.0,0.0,0.0,74.08,7.38,38.31,34.54,1.54,0.62,74.08,0.0,0.0,0.0,47.69,190.0,106.15,0.31,0.31,0.0,0.31,0.08,52.54,0.0,0.69,0.08,0.54,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,735.0,833.0,88.2,13856.0,5025.0,257.0,274.0,93.8,409.0,435.0,94.0,62.0,108.0,57.4,0.08,0.06,0.05,0.02,0.31,3.23,0.08,0.0,4.0,64.08,62.08,2.0,1.54,0.0,0.31,0.08,0.15,0.0,0.0,0.0,0.0,56.54,0.0,0.15,0.46,0.0,0.0,0.0,0.08,-0.5,-0.5,57.5,0.08,0.0,0.0,0.69,0.15,0.0,1.08,1.15,0.08,0.0,4.54,1.77,1.31,1.85,0.85,0.85,0.15,1.08,1.69,0.62,1.69,1.23,2.92,3.54,0.15,63.6
1341,Christoph Klarer,at AUT,DF,Darmstadt 98,de Bundesliga,,2000.0,30,28,2354,26.2,0.08,0.15,0.08,0.15,0.05,0.08,0.05,0.08,7.0,6.0,85.7,1.0,14.3,54.96,6.98,29.31,22.52,3.36,1.22,54.96,0.27,0.23,0.04,30.0,131.79,67.79,0.34,0.27,0.08,0.23,0.23,37.71,0.42,0.84,0.08,0.73,0.04,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1044.0,1200.0,87.0,20473.0,6575.0,336.0,363.0,92.6,586.0,633.0,92.6,111.0,176.0,63.1,0.08,0.03,0.04,0.04,0.46,2.21,0.15,0.04,2.44,45.8,44.01,1.76,1.45,0.0,0.5,0.31,0.31,0.0,0.0,0.0,0.0,39.85,0.04,0.42,0.34,0.08,0.22,1.0,0.13,0.8,0.8,52.5,0.34,0.0,0.0,1.11,0.5,0.15,0.8,0.84,0.0,0.0,3.32,1.6,1.45,1.41,1.15,0.15,0.11,0.92,1.37,0.46,1.18,0.76,2.21,3.59,0.04,66.7
1342,Tim Kleindienst,de GER,FW,Heidenheim,de Bundesliga,,1995.0,33,33,2869,31.9,0.38,0.47,0.31,0.41,0.44,0.54,0.39,0.49,63.0,19.0,30.2,41.0,65.1,41.54,2.07,4.08,19.81,18.09,4.45,41.47,1.97,0.6,1.29,19.72,85.42,34.36,1.25,1.16,0.5,3.45,1.76,29.22,5.58,2.23,0.35,1.69,0.0,0.13,0.28,0.03,0.09,0.25,0.0,0.03,0.03,0.03,0.0,516.0,874.0,59.0,7296.0,1708.0,295.0,462.0,63.9,147.0,231.0,63.6,30.0,47.0,63.8,0.09,0.1,0.06,-0.01,0.85,1.82,0.31,0.06,2.29,27.4,25.96,1.35,0.0,0.06,0.22,0.6,0.34,0.0,0.0,0.0,0.0,16.18,0.09,1.57,2.54,0.97,0.12,0.32,0.15,-1.9,-2.3,60.5,0.19,0.0,0.0,2.76,0.41,0.5,0.38,0.38,0.0,0.0,3.13,5.61,3.67,0.66,0.19,0.34,0.13,0.22,0.78,0.56,1.0,0.25,1.03,1.82,0.0,28.0
1343,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,,1996.0,25,16,1436,16.0,0.06,0.06,0.06,0.06,0.05,0.07,0.05,0.07,1.0,0.0,0.0,1.0,100.0,81.56,6.31,28.5,48.62,4.62,0.44,81.56,0.06,0.0,0.06,51.38,228.44,127.38,0.88,0.56,0.0,0.25,0.0,58.5,0.81,0.88,0.0,0.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1155.0,89.6,19235.0,6293.0,340.0,372.0,91.4,610.0,647.0,94.3,77.0,112.0,68.8,0.0,0.02,0.06,-0.02,0.31,4.81,0.44,0.0,5.62,72.19,70.38,1.75,0.88,0.19,0.25,0.5,0.88,0.0,0.0,0.0,0.0,64.69,0.06,0.5,0.38,0.13,0.17,0.5,0.12,0.3,0.3,33.3,0.19,0.0,0.0,0.69,0.31,0.06,0.81,0.62,0.0,0.0,5.06,1.0,2.0,0.94,0.44,0.44,0.06,0.25,0.81,0.56,1.56,0.75,1.75,4.0,0.06,30.8
1344,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,,1999.0,32,26,1916,21.3,0.33,0.38,0.33,0.38,0.29,0.38,0.29,0.38,67.0,24.0,35.8,41.0,61.2,32.58,0.61,4.04,10.52,18.64,5.07,32.58,3.15,1.13,1.92,19.44,137.56,77.18,3.05,1.74,1.64,2.35,1.41,20.75,5.35,2.77,0.23,1.74,0.0,0.42,0.28,0.19,0.14,0.14,0.0,0.05,0.0,0.0,0.05,288.0,421.0,68.4,4393.0,1193.0,147.0,194.0,75.8,104.0,137.0,75.9,18.0,32.0,56.3,0.05,0.09,0.08,-0.04,0.99,0.47,1.13,0.09,2.35,19.77,18.73,0.85,0.05,0.0,0.14,1.36,0.33,0.09,0.0,0.0,0.05,13.52,0.19,0.89,2.63,0.94,0.13,0.35,0.11,0.8,0.8,35.3,0.23,0.0,0.0,2.44,1.31,0.23,0.38,0.66,0.0,0.0,4.13,0.56,1.03,1.31,0.23,0.56,0.52,0.38,1.41,1.03,0.75,0.05,1.69,0.52,0.0,26.7
1345,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,,2002.0,31,24,2109,23.4,0.3,0.38,0.3,0.38,0.24,0.34,0.24,0.34,64.0,25.0,39.1,33.0,51.6,44.4,0.85,7.69,19.36,18.12,4.32,44.4,2.74,1.07,1.41,23.08,152.09,80.81,3.29,1.45,1.62,1.88,1.11,26.11,7.01,2.6,0.26,2.18,0.0,0.26,0.09,0.0,0.09,0.21,0.0,0.0,0.0,0.0,0.04,475.0,747.0,63.6,7063.0,2278.0,274.0,355.0,77.2,160.0,245.0,65.3,26.0,60.0,43.3,0.09,0.1,0.12,-0.01,0.77,1.07,1.11,0.43,2.44,31.92,29.23,2.44,0.09,0.13,0.04,1.97,2.35,0.0,0.0,0.0,0.0,20.3,0.26,1.88,1.58,0.55,0.19,0.54,0.15,1.3,1.3,34.8,0.3,0.04,0.04,1.37,1.03,0.09,0.85,1.11,0.0,0.13,3.93,0.98,1.84,1.84,0.73,0.68,0.43,0.73,1.32,0.6,1.71,0.13,2.69,0.64,0.0,54.8
1346,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,,1992.0,24,20,1917,21.3,0.05,0.05,0.05,0.05,0.06,0.07,0.02,0.03,5.0,3.0,60.0,1.0,20.0,63.0,6.34,33.76,28.22,1.5,0.66,62.96,0.23,0.14,0.05,33.47,165.82,90.66,0.09,0.19,0.0,0.75,0.0,36.95,0.09,0.61,0.0,0.42,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,1153.0,80.7,18490.0,7064.0,269.0,307.0,87.6,539.0,606.0,88.9,107.0,204.0,52.5,0.0,0.01,0.02,-0.01,0.14,2.3,0.14,0.0,3.33,54.13,52.07,1.97,1.36,0.0,0.19,0.14,0.38,0.0,0.0,0.0,0.0,43.71,0.09,0.38,0.33,0.14,0.14,0.33,0.06,-0.2,0.6,52.9,0.05,0.0,0.0,0.47,0.47,0.0,0.61,1.03,0.0,0.05,7.14,2.16,1.92,1.6,1.27,0.33,0.0,0.89,1.41,0.52,1.27,0.89,2.21,3.43,0.0,63.3
1348,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,,1996.0,31,31,2738,30.4,0.07,0.07,0.07,0.07,0.1,0.11,0.1,0.11,4.0,2.0,50.0,2.0,50.0,81.22,11.61,40.2,39.11,2.24,1.05,81.22,0.13,0.07,0.07,50.0,233.85,134.9,0.46,0.49,0.0,0.3,0.07,57.4,0.1,0.59,0.1,0.49,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1902.0,2161.0,88.0,36596.0,12775.0,590.0,638.0,92.5,1145.0,1225.0,93.5,158.0,262.0,60.3,0.0,0.01,0.02,-0.01,0.13,3.19,0.13,0.0,3.82,71.09,68.98,2.07,1.58,0.07,0.07,0.13,0.07,0.0,0.0,0.0,0.0,62.57,0.03,0.39,0.79,0.16,0.08,0.4,0.13,-1.1,-1.1,61.5,0.33,0.0,0.0,0.66,0.43,0.0,1.05,0.76,0.0,0.07,4.54,2.63,1.64,1.25,0.86,0.39,0.0,0.56,0.89,0.33,1.09,0.79,2.3,4.47,0.07,63.0
1350,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,,1994.0,31,27,2184,24.3,0.04,0.04,0.04,0.04,0.07,0.12,0.07,0.12,11.0,5.0,45.5,6.0,54.5,58.19,3.33,22.26,29.88,6.42,1.15,58.19,0.45,0.21,0.25,26.01,115.97,50.82,0.78,0.41,0.08,0.91,0.16,33.37,1.07,1.15,0.0,0.91,0.0,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,1159.0,75.6,16488.0,5668.0,326.0,390.0,83.6,454.0,540.0,84.1,82.0,181.0,45.3,0.0,0.05,0.05,-0.05,0.62,3.58,0.62,0.21,4.07,47.7,45.6,1.93,1.65,0.0,0.29,0.91,0.25,0.0,0.0,0.0,0.0,36.05,0.16,1.11,1.03,0.29,0.04,0.14,0.07,-0.6,-0.6,50.6,0.62,0.04,0.04,1.98,1.07,0.0,1.77,1.73,0.0,0.0,5.51,1.73,1.69,2.67,1.48,1.03,0.16,1.48,2.35,0.86,1.11,0.25,4.44,2.39,0.0,63.2
1351,Koke,es ESP,MF,Atlético Madrid,es La Liga,,1992.0,35,32,2493,27.7,0.0,0.14,0.0,0.14,0.02,0.15,0.02,0.15,11.0,5.0,45.5,6.0,54.5,89.6,2.96,21.44,56.68,12.06,0.43,89.6,0.4,0.18,0.22,53.21,217.18,103.68,0.94,1.16,0.04,0.76,0.72,68.56,0.94,2.06,0.4,1.88,0.11,0.0,0.04,0.0,0.04,0.4,0.0,0.0,0.0,0.0,0.0,2037.0,2263.0,90.0,33074.0,10659.0,1066.0,1117.0,95.4,724.0,790.0,91.6,174.0,242.0,71.9,0.14,0.13,0.11,0.01,0.94,7.08,1.19,0.04,7.65,81.7,78.81,2.42,2.31,0.51,1.12,0.4,0.07,0.04,0.0,0.04,0.0,73.54,0.47,0.69,0.36,0.07,0.0,0.0,0.04,-0.4,-0.4,48.4,0.18,0.0,0.0,0.69,0.69,0.0,0.58,1.59,0.0,0.0,7.15,0.54,0.58,2.38,0.97,1.16,0.25,1.3,2.85,1.55,1.34,0.43,2.96,1.23,0.04,45.6
1352,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,,1993.0,30,25,2178,24.2,0.04,0.04,0.04,0.04,0.06,0.1,0.06,0.1,9.0,7.0,77.8,0.0,0.0,60.83,3.1,25.08,29.59,6.65,1.12,60.83,0.37,0.29,0.0,30.95,142.19,79.21,1.32,0.99,0.21,0.79,0.37,38.26,1.24,0.99,0.04,0.74,0.0,0.12,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1077.0,1278.0,84.3,16702.0,6039.0,583.0,638.0,91.4,433.0,494.0,87.7,41.0,86.0,47.7,0.0,0.05,0.02,-0.05,0.33,3.26,0.29,0.08,3.88,52.81,49.26,3.35,1.16,0.04,0.17,0.37,2.19,0.0,0.0,0.0,0.0,44.5,0.21,1.07,0.54,0.21,0.08,0.2,0.1,-0.3,-0.3,51.5,0.17,0.0,0.0,1.2,0.83,0.04,0.87,1.32,0.0,0.0,6.24,1.4,1.32,1.82,0.95,0.79,0.08,1.24,2.02,0.79,0.91,0.37,2.69,1.94,0.0,61.2
1353,Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,,2004.0,15,13,974,10.8,0.09,0.18,0.09,0.18,0.18,0.3,0.18,0.3,78.0,33.0,42.3,39.0,50.0,38.52,0.46,3.06,13.8,22.22,4.81,38.52,7.22,3.06,3.61,27.69,241.02,128.06,4.91,3.43,2.69,2.04,1.3,28.98,7.59,2.59,0.56,1.11,0.0,1.02,0.19,0.28,0.0,0.19,0.0,0.28,0.0,0.09,0.0,192.0,274.0,70.1,2509.0,475.0,126.0,153.0,82.4,56.0,79.0,70.9,2.0,9.0,22.2,0.09,0.12,0.1,-0.03,1.02,0.83,0.56,0.19,1.76,25.37,24.72,0.56,0.19,0.0,0.0,2.13,0.37,0.0,0.0,0.0,0.0,17.78,0.09,1.48,2.13,0.46,0.04,0.2,0.09,-1.0,-1.0,6.9,0.0,0.0,0.0,1.67,1.2,0.74,0.19,0.37,0.09,0.0,4.26,0.19,2.5,0.65,0.19,0.46,0.0,0.19,0.93,0.74,1.2,0.0,0.83,0.0,0.0,20.0
1357,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,,2004.0,19,12,1068,11.9,0.08,0.17,0.08,0.17,0.04,0.18,0.04,0.18,43.0,22.0,51.2,20.0,46.5,53.03,2.86,10.76,26.05,16.97,1.68,53.03,3.61,1.85,1.68,34.62,208.99,93.53,1.85,1.6,0.67,1.6,1.09,31.51,7.23,2.44,0.17,2.1,0.0,0.25,0.08,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,319.0,484.0,65.9,5214.0,1779.0,162.0,210.0,77.1,125.0,175.0,71.4,24.0,70.0,34.3,0.08,0.13,0.11,-0.05,1.34,2.27,1.09,0.5,3.11,40.67,35.21,5.46,0.42,0.0,0.5,3.61,5.04,0.0,0.0,0.0,0.0,26.81,0.0,1.76,1.18,0.34,0.07,0.25,0.04,0.5,0.5,36.8,0.34,0.0,0.0,1.43,1.18,0.0,1.09,1.26,0.0,0.08,4.62,0.59,1.01,2.18,1.43,0.76,0.0,1.68,3.03,1.34,1.34,0.17,3.28,1.76,0.0,55.6
