,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga,Goal_Creating_Action_per90
72,Bernd Leno,de GER,GK,Fulham,eng Premier League,31.0,1992.0,74.0,74.0,6660.0,74.0,112.0,1.51,382.0,275.0,72.0,28.0,13.0,33.0,18.0,24.0,16.0,15.0,1.0,0.0,6.0,3.0,11.0,6.0,113.7,0.3,7.7,0.1,268.0,830.0,32.0,2525.0,357.0,25.0,29.25,443.0,46.0,40.35,936.0,54.0,6.0,86.0,1.16,14.55,203.0,624.0,2360.0,2974.0,79.0,56861.0,34549.0,500.0,503.0,99.0,1397.0,1405.0,99.0,458.0,1054.0,43.0,,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,3.0,0.04,,2463.0,3137.0,19.0,3156.0,1888.0,1694.0,33.28,42.39,0.26,42.65,25.51,22.89,2,2,0,0,0,0,0.0
73,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29.0,1994.0,70.0,70.0,6300.0,70.0,63.0,0.9,261.0,199.0,76.0,38.0,17.0,15.0,29.0,41.0,11.0,9.0,1.0,1.0,9.0,0.0,12.0,2.0,74.69999999999999,0.29,13.700000000000001,0.2,337.0,804.0,42.0,2023.0,283.0,34.0,32.4,330.0,36.0,33.1,772.0,66.0,9.0,80.0,1.14,15.1,120.0,682.0,1818.0,2359.0,77.0,48346.0,32571.0,380.0,381.0,100.0,799.0,813.0,98.0,609.0,1126.0,54.0,,0.30000000000000004,0.2,-0.30000000000000004,3.0,35.0,3.0,0.0,5.0,1.0,11.0,0.16,,1859.0,2464.0,40.0,2501.0,1848.0,1312.0,26.56,35.2,0.57,35.73,26.4,18.74,2,0,0,0,2,0,0.01
2,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30.0,1993.0,31.0,31.0,2699.0,30.0,53.0,1.77,188.0,136.0,74.5,11.0,9.0,11.0,4.0,12.9,7.0,5.0,2.0,0.0,28.6,0.0,3.0,3.0,52.1,0.24,2.1,0.07,160.0,430.0,37.2,643.0,144.0,43.9,36.8,219.0,67.6,47.3,468.0,27.0,5.8,7.0,0.23,8.9,148.0,282.0,562.0,867.0,64.8,17799.0,12917.0,74.0,76.0,97.4,245.0,246.0,99.6,241.0,538.0,44.8,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.07,0.0,835.0,969.0,7.0,976.0,498.0,345.0,27.83,32.3,0.23,32.53,16.6,11.5,,,,,,,
5,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21.0,2002.0,34.0,34.0,3060.0,34.0,58.0,1.71,158.0,99.0,65.2,11.0,9.0,14.0,10.0,29.4,5.0,3.0,2.0,0.0,40.0,1.0,5.0,1.0,50.0,0.3,-7.0,-0.21,193.0,568.0,34.0,1148.0,160.0,35.4,34.2,241.0,67.2,50.7,485.0,31.0,6.4,30.0,0.88,13.6,161.0,406.0,982.0,1392.0,70.5,28328.0,20599.0,171.0,173.0,98.8,468.0,474.0,98.7,343.0,741.0,46.3,0,0.0,0.2,0.0,0.0,33.0,2.0,0.0,1.0,0.0,4.0,0.12,0.0,1103.0,1440.0,22.0,1461.0,835.0,729.0,32.44,42.35,0.65,42.97,24.56,21.44,,,,,,,
8,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27.0,1996.0,17.0,17.0,1530.0,17.0,28.0,1.65,86.0,58.0,67.4,3.0,4.0,10.0,3.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,22.6,0.27,-5.4,-0.32,127.0,354.0,35.9,566.0,78.0,45.8,39.4,122.0,77.9,55.9,275.0,23.0,8.4,18.0,1.06,14.2,95.0,259.0,445.0,689.0,64.6,14317.0,11262.0,73.0,73.0,100.0,196.0,198.0,99.0,176.0,416.0,42.3,0,0.0,0.1,0.0,1.0,26.0,0.0,0.0,1.0,0.0,6.0,0.35,0.0,581.0,719.0,14.0,734.0,408.0,301.0,34.18,42.29,0.82,43.18,24.0,17.71,,,,,,,
11,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21.0,2002.0,15.0,15.0,1350.0,15.0,26.0,1.73,63.0,37.0,63.5,4.0,2.0,9.0,2.0,13.3,4.0,3.0,1.0,0.0,25.0,0.0,1.0,1.0,19.8,0.25,-5.2,-0.35,56.0,183.0,30.6,440.0,57.0,36.4,34.4,61.0,37.7,36.0,203.0,19.0,9.4,21.0,1.4,13.4,22.0,160.0,352.0,504.0,69.8,9261.0,5681.0,63.0,63.0,100.0,189.0,196.0,96.4,97.0,238.0,40.8,0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.07,0.0,413.0,540.0,3.0,542.0,415.0,300.0,27.53,36.0,0.2,36.13,27.67,20.0,,,,,,,
13,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34.0,1989.0,14.0,14.0,1260.0,14.0,25.0,1.79,74.0,49.0,68.9,3.0,3.0,8.0,4.0,28.6,3.0,2.0,1.0,0.0,33.3,0.0,5.0,1.0,20.7,0.24,-3.3,-0.24,44.0,184.0,23.9,400.0,75.0,34.8,33.0,90.0,50.0,40.8,236.0,11.0,4.7,10.0,0.71,12.4,45.0,139.0,339.0,494.0,68.6,8491.0,5766.0,73.0,73.0,100.0,184.0,188.0,97.9,81.0,228.0,35.5,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.14,0.0,456.0,530.0,2.0,532.0,314.0,245.0,32.57,37.86,0.14,38.0,22.43,17.5,,,,,,,
22,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,23.0,1999.0,34.0,34.0,3060.0,34.0,29.0,0.85,105.0,74.0,77.1,15.0,10.0,9.0,17.0,50.0,8.0,5.0,3.0,0.0,37.5,0.0,1.0,1.0,30.7,0.22,2.7,0.08,74.0,189.0,39.2,1086.0,158.0,14.4,23.9,147.0,22.4,25.5,376.0,32.0,8.5,21.0,0.62,12.2,32.0,156.0,1060.0,1235.0,85.8,21917.0,13487.0,351.0,355.0,98.9,500.0,513.0,97.5,185.0,337.0,54.9,0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.09,0.0,1071.0,1285.0,4.0,1292.0,1062.0,798.0,31.5,37.79,0.12,38.0,31.24,23.47,,,,,,,
23,Elia Caprile,it ITA,GK,Empoli,it Serie A,21.0,2001.0,23.0,23.0,2070.0,23.0,27.0,1.17,106.0,78.0,78.3,6.0,6.0,11.0,5.0,21.7,5.0,4.0,1.0,0.0,20.0,0.0,5.0,0.0,27.6,0.22,0.6,0.02,117.0,350.0,33.4,657.0,137.0,40.3,36.8,159.0,53.5,45.1,391.0,31.0,7.9,20.0,0.87,13.3,85.0,264.0,555.0,820.0,67.7,16234.0,12618.0,69.0,71.0,97.2,296.0,304.0,97.4,190.0,441.0,43.1,0,0.3,0.0,-0.3,2.0,13.0,0.0,0.0,0.0,0.0,8.0,0.35,0.0,716.0,889.0,7.0,895.0,469.0,408.0,31.13,38.65,0.3,38.91,20.39,17.74,,,,,,,
38,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25.0,1998.0,31.0,31.0,2790.0,31.0,52.0,1.68,158.0,106.0,71.5,10.0,9.0,12.0,3.0,9.7,10.0,7.0,2.0,1.0,22.2,0.0,10.0,2.0,49.3,0.26,-0.7,-0.02,169.0,450.0,37.6,1151.0,92.0,30.8,32.4,187.0,51.3,44.3,484.0,28.0,5.8,50.0,1.61,15.0,95.0,354.0,1025.0,1345.0,76.2,27889.0,18248.0,166.0,168.0,98.8,556.0,566.0,98.2,299.0,600.0,49.8,0,0.1,0.2,-0.1,1.0,44.0,1.0,0.0,3.0,0.0,10.0,0.32,0.0,903.0,1394.0,44.0,1437.0,889.0,764.0,29.13,44.97,1.42,46.35,28.68,24.65,,,,,,,
40,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29.0,1994.0,33.0,33.0,2970.0,33.0,43.0,1.3,153.0,111.0,72.5,7.0,11.0,15.0,7.0,21.2,3.0,1.0,1.0,1.0,50.0,0.0,5.0,2.0,47.0,0.3,6.0,0.18,155.0,454.0,34.1,719.0,135.0,46.9,37.1,222.0,52.7,39.1,470.0,32.0,6.8,24.0,0.73,12.5,116.0,337.0,611.0,945.0,64.7,17763.0,13674.0,112.0,112.0,100.0,258.0,261.0,98.9,230.0,555.0,41.4,0,0.4,0.1,-0.4,1.0,15.0,1.0,0.0,0.0,0.0,4.0,0.12,0.0,830.0,1014.0,6.0,1020.0,644.0,376.0,25.15,30.73,0.18,30.91,19.52,11.39,,,,,,,
50,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34.0,1989.0,23.0,22.0,1985.0,22.1,42.0,1.9,130.0,87.0,70.8,9.0,4.0,9.0,5.0,22.7,5.0,4.0,1.0,0.0,20.0,0.0,5.0,0.0,42.5,0.29,0.5,0.02,56.0,165.0,33.9,480.0,143.0,15.6,25.4,169.0,53.3,39.1,296.0,20.0,6.8,22.0,1.0,12.9,90.0,74.0,519.0,651.0,79.7,11869.0,6941.0,133.0,135.0,98.5,273.0,278.0,98.2,109.0,232.0,47.0,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,702.0,7.0,709.0,378.0,260.0,27.33,31.76,0.32,32.08,17.1,11.76,,,,,,,
58,André Ferreira,pt POR,GK,Granada,es La Liga,27.0,1996.0,15.0,14.0,1340.0,14.9,29.0,1.95,77.0,49.0,66.2,0.0,5.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,27.8,0.33,-0.2,-0.01,73.0,186.0,39.2,388.0,88.0,31.4,32.2,110.0,58.2,44.3,195.0,6.0,3.1,13.0,0.87,12.6,64.0,121.0,359.0,498.0,72.1,10011.0,7247.0,72.0,74.0,97.3,172.0,176.0,97.7,112.0,243.0,46.1,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.13,0.0,473.0,541.0,1.0,542.0,271.0,192.0,31.74,36.31,0.07,36.38,18.19,12.89,,,,,,,
61,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32.0,1991.0,30.0,29.0,2649.0,29.4,79.0,2.68,204.0,130.0,63.7,3.0,4.0,22.0,1.0,3.4,6.0,5.0,0.0,1.0,0.0,0.0,8.0,5.0,70.5,0.33,-3.5,-0.12,206.0,619.0,33.3,782.0,101.0,54.6,40.2,262.0,73.3,52.3,468.0,28.0,6.0,42.0,1.43,14.7,192.0,426.0,595.0,1054.0,56.5,19592.0,15704.0,101.0,102.0,99.0,240.0,250.0,96.0,254.0,691.0,36.8,0,0.1,0.1,-0.1,1.0,19.0,2.0,0.0,0.0,0.0,4.0,0.14,0.0,943.0,1136.0,20.0,1154.0,574.0,388.0,32.07,38.64,0.68,39.25,19.52,13.2,,,,,,,
72,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33.0,1990.0,13.0,13.0,1170.0,13.0,9.0,0.69,41.0,33.0,78.0,9.0,4.0,0.0,5.0,38.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.3,0.25,2.3,0.17,22.0,79.0,27.8,373.0,58.0,12.9,25.1,97.0,32.0,32.2,175.0,7.0,4.0,14.0,1.08,14.5,31.0,48.0,406.0,470.0,86.4,9045.0,4821.0,112.0,112.0,100.0,213.0,213.0,100.0,81.0,145.0,55.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.08,0.08,349.0,481.0,16.0,497.0,283.0,263.0,26.85,37.0,1.23,38.23,21.77,20.23,,,,,,,
76,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30.0,1993.0,20.0,20.0,1796.0,20.0,27.0,1.35,67.0,41.0,62.7,5.0,6.0,9.0,6.0,30.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,20.0,0.27,-6.0,-0.3,117.0,355.0,33.0,453.0,63.0,55.0,41.2,141.0,75.2,52.8,339.0,24.0,7.1,12.0,0.6,11.2,106.0,249.0,343.0,599.0,57.3,11568.0,8793.0,45.0,46.0,97.8,143.0,147.0,97.3,155.0,401.0,38.7,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.1,0.05,539.0,637.0,3.0,640.0,350.0,287.0,26.95,31.85,0.15,32.0,17.5,14.35,,,,,,,
77,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21.0,2002.0,36.0,36.0,3240.0,36.0,63.0,1.75,205.0,143.0,72.2,13.0,10.0,13.0,6.0,16.7,6.0,6.0,0.0,0.0,0.0,1.0,9.0,1.0,59.8,0.27,-2.2,-0.06,144.0,360.0,40.0,1055.0,178.0,24.5,29.7,245.0,41.6,37.8,650.0,34.0,5.2,36.0,1.0,13.4,101.0,258.0,1052.0,1303.0,80.7,26376.0,18619.0,240.0,241.0,99.6,570.0,572.0,99.7,238.0,482.0,49.4,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.06,0.03,1240.0,1395.0,2.0,1397.0,798.0,663.0,34.44,38.75,0.06,38.81,22.17,18.42,,,,,,,
78,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,30.0,1992.0,38.0,38.0,3405.0,37.8,85.0,2.25,221.0,140.0,63.3,6.0,8.0,24.0,2.0,5.3,4.0,4.0,0.0,0.0,0.0,0.0,13.0,4.0,77.6,0.34,-3.4,-0.09,271.0,808.0,33.5,1121.0,150.0,52.0,39.5,341.0,66.0,47.5,558.0,16.0,2.9,76.0,2.01,20.5,225.0,582.0,869.0,1468.0,59.2,27614.0,22188.0,173.0,175.0,98.9,329.0,344.0,95.6,362.0,937.0,38.6,0,0.0,0.1,0.0,1.0,44.0,2.0,0.0,1.0,0.0,3.0,0.08,0.0,1129.0,1553.0,30.0,1580.0,805.0,657.0,29.87,41.08,0.79,41.8,21.3,17.38,,,,,,,
80,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24.0,1998.0,10.0,10.0,900.0,10.0,11.0,1.1,38.0,28.0,71.1,8.0,2.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11.3,0.3,1.3,0.13,32.0,102.0,31.4,411.0,52.0,22.4,27.3,28.0,35.7,34.9,77.0,5.0,6.5,13.0,1.3,17.0,9.0,92.0,359.0,442.0,81.2,8077.0,5323.0,101.0,101.0,100.0,196.0,198.0,99.0,62.0,140.0,44.3,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,2.0,0.2,0.0,269.0,446.0,11.0,457.0,367.0,330.0,26.9,44.6,1.1,45.7,36.7,33.0,,,,,,,
82,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25.0,1998.0,22.0,22.0,1980.0,22.0,32.0,1.45,97.0,65.0,72.2,11.0,5.0,6.0,5.0,22.7,6.0,5.0,1.0,0.0,16.7,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3,75.0,174.0,479.0,667.0,71.8,13030.0,9307.0,81.0,81.0,100.0,238.0,240.0,99.2,159.0,344.0,46.2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.14,0.0,602.0,704.0,2.0,706.0,493.0,303.0,27.36,32.0,0.09,32.09,22.41,13.77,,,,,,,
93,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24.0,1999.0,21.0,21.0,1890.0,21.0,17.0,0.81,65.0,48.0,75.4,16.0,5.0,0.0,10.0,47.6,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,21.2,0.31,4.2,0.2,35.0,99.0,35.4,548.0,95.0,13.7,25.2,116.0,20.7,28.7,283.0,27.0,9.5,23.0,1.1,12.2,24.0,75.0,580.0,666.0,87.1,12727.0,7874.0,147.0,148.0,99.3,330.0,335.0,98.5,100.0,176.0,56.8,0,0.3,0.0,-0.3,1.0,6.0,0.0,0.0,0.0,1.0,2.0,0.1,0.05,613.0,710.0,3.0,713.0,399.0,400.0,29.19,33.81,0.14,33.95,19.0,19.05,,,,,,,
96,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,23.0,1999.0,12.0,12.0,1080.0,12.0,10.0,0.83,54.0,45.0,81.5,9.0,2.0,1.0,7.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.7,0.29,5.7,0.47,39.0,121.0,32.2,296.0,68.0,31.1,32.0,80.0,36.3,33.4,160.0,13.0,8.1,7.0,0.58,11.0,29.0,92.0,277.0,376.0,73.7,6996.0,5167.0,55.0,55.0,100.0,148.0,150.0,98.7,73.0,170.0,42.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,348.0,399.0,2.0,401.0,281.0,166.0,29.0,33.25,0.17,33.42,23.42,13.83,,,,,,,
105,Josep Martinez,es ESP,GK,Genoa,it Serie A,25.0,1998.0,36.0,36.0,3239.0,36.0,43.0,1.19,130.0,87.0,69.2,11.0,13.0,12.0,8.0,22.2,4.0,3.0,1.0,0.0,25.0,1.0,4.0,1.0,38.9,0.28,-3.1,-0.09,227.0,583.0,38.9,1253.0,107.0,37.4,35.9,171.0,66.7,49.4,580.0,45.0,7.8,40.0,1.11,12.2,114.0,468.0,1017.0,1430.0,71.1,30756.0,22375.0,123.0,125.0,98.4,498.0,513.0,97.1,392.0,777.0,50.5,0,0.0,0.1,0.0,1.0,37.0,0.0,0.0,2.0,0.0,3.0,0.08,0.0,1121.0,1482.0,20.0,1502.0,974.0,800.0,31.14,41.17,0.56,41.72,27.06,22.22,,,,,,,
108,Luís Maximiano,pt POR,GK,Almería,es La Liga,24.0,1999.0,33.0,33.0,2970.0,33.0,63.0,1.91,175.0,111.0,66.3,2.0,11.0,20.0,6.0,18.2,7.0,4.0,1.0,2.0,20.0,0.0,7.0,0.0,59.7,0.32,-3.3,-0.1,158.0,543.0,29.1,995.0,146.0,38.4,35.5,264.0,61.0,46.3,551.0,25.0,4.5,38.0,1.15,14.5,161.0,382.0,833.0,1266.0,65.8,22967.0,17069.0,144.0,144.0,100.0,424.0,434.0,97.7,265.0,681.0,38.9,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,4.0,0.12,0.03,1096.0,1336.0,19.0,1355.0,710.0,592.0,33.21,40.48,0.58,41.06,21.52,17.94,,,,,,,
114,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32.0,1991.0,34.0,34.0,3060.0,34.0,55.0,1.62,174.0,121.0,72.4,10.0,12.0,12.0,6.0,17.6,10.0,7.0,1.0,2.0,12.5,0.0,7.0,3.0,53.6,0.27,1.6,0.05,249.0,595.0,41.8,1164.0,167.0,35.2,35.9,316.0,58.5,46.1,495.0,24.0,4.8,17.0,0.5,13.2,184.0,409.0,1104.0,1482.0,74.5,34968.0,23711.0,76.0,77.0,98.7,571.0,576.0,99.1,457.0,826.0,55.3,0,0.0,0.1,0.0,1.0,25.0,1.0,0.0,0.0,0.0,5.0,0.15,0.0,1241.0,1560.0,14.0,1574.0,883.0,716.0,36.5,45.88,0.41,46.29,25.97,21.06,,,,,,,
115,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24.0,1998.0,10.0,10.0,900.0,10.0,16.0,1.6,78.0,62.0,80.8,2.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,1.0,1.0,21.7,0.26,6.7,0.67,77.0,219.0,35.2,547.0,54.0,36.4,34.3,33.0,60.6,45.1,143.0,20.0,14.0,31.0,3.1,17.2,19.0,199.0,404.0,585.0,69.1,11273.0,8376.0,67.0,68.0,98.5,196.0,207.0,94.7,140.0,302.0,46.4,0,0.2,0.1,-0.2,4.0,16.0,1.0,0.0,1.0,1.0,6.0,0.6,0.1,361.0,573.0,62.0,635.0,418.0,392.0,36.1,57.3,6.2,63.5,41.8,39.2,,,,,,,
123,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25.0,1997.0,27.0,27.0,2430.0,27.0,49.0,1.81,160.0,111.0,71.9,6.0,11.0,10.0,4.0,14.8,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,45.1,0.26,-3.9,-0.14,112.0,315.0,35.6,888.0,140.0,26.0,29.7,161.0,52.2,42.5,460.0,21.0,4.6,22.0,0.81,13.2,84.0,230.0,818.0,1055.0,77.5,20660.0,13537.0,164.0,164.0,100.0,440.0,450.0,97.8,212.0,433.0,49.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.33,0.0,939.0,1115.0,4.0,1119.0,739.0,591.0,34.78,41.3,0.15,41.44,27.37,21.89,,,,,,,
125,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,32.0,1990.0,24.0,24.0,2160.0,24.0,27.0,1.13,104.0,78.0,76.9,8.0,9.0,7.0,6.0,25.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,29.8,0.26,3.8,0.16,166.0,449.0,37.0,583.0,108.0,49.9,39.4,201.0,78.6,56.4,359.0,20.0,5.6,17.0,0.71,13.5,157.0,290.0,486.0,787.0,61.8,16309.0,13489.0,78.0,78.0,100.0,192.0,196.0,98.0,212.0,506.0,41.9,0,0.4,0.0,-0.4,2.0,16.0,0.0,0.0,0.0,0.0,7.0,0.29,0.0,707.0,841.0,4.0,845.0,436.0,312.0,29.46,35.04,0.17,35.21,18.17,13.0,,,,,,,
128,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,23.0,1999.0,21.0,21.0,1890.0,21.0,25.0,1.19,89.0,65.0,75.3,5.0,8.0,8.0,5.0,23.8,3.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,23.9,0.24,-0.1,0.0,99.0,263.0,37.6,286.0,45.0,55.9,41.7,161.0,64.0,49.0,365.0,7.0,1.9,2.0,0.1,8.7,103.0,159.0,275.0,451.0,61.0,9258.0,7764.0,68.0,68.0,100.0,90.0,90.0,100.0,116.0,285.0,40.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,489.0,2.0,491.0,203.0,134.0,21.33,23.29,0.1,23.38,9.67,6.38,,,,,,,
133,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35.0,1988.0,34.0,34.0,2987.0,33.2,57.0,1.72,185.0,128.0,72.4,8.0,5.0,21.0,6.0,17.6,6.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,52.3,0.26,-4.7,-0.14,209.0,666.0,31.4,708.0,125.0,57.3,42.4,292.0,89.0,59.0,569.0,46.0,8.1,22.0,0.66,10.3,259.0,405.0,513.0,1002.0,51.2,18669.0,15112.0,49.0,50.0,98.0,199.0,206.0,96.6,264.0,741.0,35.6,0,0.0,0.1,0.0,0.0,24.0,0.0,0.0,3.0,0.0,4.0,0.12,0.0,908.0,1105.0,7.0,1112.0,613.0,306.0,27.35,33.28,0.21,33.49,18.46,9.22,,,,,,,
137,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,24.0,1999.0,10.0,10.0,900.0,10.0,17.0,1.7,39.0,22.0,56.4,6.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.36,-3.1,-0.31,21.0,49.0,42.9,249.0,46.0,13.3,23.7,48.0,33.3,35.5,116.0,2.0,1.7,5.0,0.5,10.6,15.0,33.0,259.0,297.0,87.2,5660.0,3681.0,76.0,76.0,100.0,145.0,146.0,99.3,37.0,74.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,313.0,1.0,314.0,187.0,165.0,27.9,31.3,0.1,31.4,18.7,16.5,,,,,,,
