,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
2196,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3,3,270,3.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2197,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,16,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2198,Rafinha,br BRA,MF,Real Sociedad,es La Liga,28,1993,17,13,"1,050",11.7,1,0,1,1,0,0,3,0,2.5,2.5,0.5,3.0,34,54,31,0.09,0.00,0.09,0.09,0.09,0.22,0.04,0.26,0.22,0.26,Matches
2199,Rafinha,br BRA,"FW,MF",Paris S-G,fr Ligue 1,28,1993,5,3,220,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,16,16,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,Matches
2200,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,29,1991,17,17,"1,530",17.0,2,0,2,2,0,0,8,0,0.7,0.7,0.0,0.7,15,50,0,0.12,0.00,0.12,0.12,0.12,0.04,0.00,0.04,0.04,0.04,Matches
2201,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,1,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
2202,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38,38,"3,420",38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2203,Jesurun Rak Sakyi,eng ENG,"FW,MF",Crystal Palace,eng Premier League,18,2002,2,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2204,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,33,1988,35,26,"2,182",24.2,4,6,10,3,1,2,5,0,3.2,1.6,2.6,4.2,23,160,62,0.16,0.25,0.41,0.12,0.37,0.13,0.11,0.24,0.07,0.17,Matches
2205,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2206,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,28,1993,3,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,13,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
2207,Adil Rami,fr FRA,DF,Troyes,fr Ligue 1,35,1985,17,14,"1,171",13.0,3,0,3,3,0,0,1,0,0.8,0.8,0.1,0.8,5,24,0,0.23,0.00,0.23,0.23,0.23,0.06,0.00,0.06,0.06,0.06,Matches
2208,Sandro Ramírez,es ESP,FW,Getafe,es La Liga,26,1995,29,19,"1,462",16.2,3,0,3,3,0,0,7,0,3.0,3.0,0.9,3.9,34,23,107,0.18,0.00,0.18,0.18,0.18,0.18,0.06,0.24,0.18,0.24,Matches
2209,Guilherme Ramos,pt POR,DF,Arminia,de Bundesliga,23,1997,13,9,906,10.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,5,32,9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
2210,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,12,8,801,8.9,2,0,2,2,0,0,3,1,1.8,1.8,0.0,1.8,8,61,5,0.22,0.00,0.22,0.22,0.22,0.20,0.00,0.20,0.20,0.20,Matches
2211,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2212,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,30,1990,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
2213,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,20,2001,34,29,"2,467",27.4,6,1,7,6,0,0,6,0,4.0,4.0,1.9,5.9,91,132,92,0.22,0.04,0.26,0.22,0.26,0.15,0.07,0.22,0.15,0.22,Matches
2214,Luca Ranieri,it ITA,DF,Salernitana,it Serie A,22,1999,27,25,"2,103",23.4,1,0,1,1,0,0,9,0,0.6,0.6,1.0,1.6,37,76,69,0.04,0.00,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches
2215,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,6,3,341,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,9,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
2216,Raphinha,br BRA,"FW,MF",Leeds United,eng Premier League,24,1996,35,34,"2,915",32.4,11,3,14,7,4,4,7,0,10.2,7.0,7.5,14.5,89,134,286,0.34,0.09,0.43,0.22,0.31,0.31,0.23,0.54,0.22,0.45,Matches
2217,Tobias Raschl,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,10,7,597,6.6,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,14,18,8,0.00,0.15,0.15,0.00,0.15,0.02,0.01,0.03,0.02,0.03,Matches
2218,Elba Rashani,xk KVX,"FW,MF",Clermont Foot,fr Ligue 1,28,1993,29,22,"1,759",19.5,8,3,11,8,0,0,3,0,5.2,5.2,2.2,7.4,43,46,110,0.41,0.15,0.56,0.41,0.56,0.26,0.11,0.38,0.26,0.38,Matches
2219,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,23,1997,25,13,"1,235",13.7,4,2,6,4,0,0,2,0,2.9,2.9,2.1,5.0,50,28,118,0.29,0.15,0.44,0.29,0.44,0.21,0.15,0.36,0.21,0.36,Matches
2220,Milot Rashica,xk KVX,"FW,MF",Norwich City,eng Premier League,25,1996,31,25,"2,229",24.8,1,2,3,1,0,0,0,0,2.6,2.6,2.1,4.7,76,46,138,0.04,0.08,0.12,0.04,0.12,0.11,0.08,0.19,0.11,0.19,Matches
2221,Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,21,2000,36,32,"2,740",30.4,10,4,14,10,0,0,9,1,7.2,7.2,3.7,10.9,49,86,178,0.33,0.13,0.46,0.33,0.46,0.24,0.12,0.36,0.24,0.36,Matches
2222,Raúl,es ESP,"FW,DF",Betis,es La Liga,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2223,David Raum,de GER,"DF,FW",Hoffenheim,de Bundesliga,23,1998,32,31,"2,757",30.6,3,11,14,3,0,0,5,0,1.7,1.7,11.4,13.1,95,130,228,0.10,0.36,0.46,0.10,0.46,0.05,0.37,0.43,0.05,0.43,Matches
2224,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2225,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,24,"2,160",24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2226,Ante Rebić,hr CRO,FW,Milan,it Serie A,27,1993,24,6,891,9.9,2,2,4,2,0,0,2,0,2.4,2.4,4.8,7.2,36,38,80,0.20,0.20,0.40,0.20,0.40,0.24,0.48,0.73,0.24,0.73,Matches
2227,Arkadiusz Reca,pl POL,DF,Spezia,it Serie A,26,1995,25,22,"1,772",19.7,0,2,2,0,0,0,3,0,0.3,0.3,2.1,2.5,51,57,41,0.00,0.10,0.10,0.00,0.10,0.02,0.11,0.13,0.02,0.13,Matches
2228,Lluís Recasens,es ESP,DF,Espanyol,es La Liga,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2229,Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,27,1994,27,20,"1,833",20.4,1,5,6,1,0,0,0,0,1.7,1.7,3.9,5.6,71,95,131,0.05,0.25,0.29,0.05,0.29,0.08,0.19,0.27,0.08,0.27,Matches
2230,Sergio Reguilón,es ESP,"DF,MF",Tottenham,eng Premier League,24,1996,25,22,"1,916",21.3,2,3,5,2,0,0,4,0,3.0,3.0,3.3,6.4,63,50,144,0.09,0.14,0.23,0.09,0.23,0.14,0.16,0.30,0.14,0.30,Matches
2231,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,21,"1,890",21.0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2232,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,15,"1,350",15.0,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.07,0.07,0.00,0.07,0.00,0.03,0.03,0.00,0.03,Matches
2233,Jeff Reine-Adélaïde,fr FRA,"MF,DF",Lyon,fr Ligue 1,23,1998,10,1,198,2.2,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,7,16,15,0.00,0.45,0.45,0.00,0.45,0.08,0.42,0.50,0.08,0.50,Matches
2234,Reinier,br BRA,"FW,MF",Dortmund,de Bundesliga,19,2002,13,1,162,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,12,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
2235,Karim Rekik,nl NED,DF,Sevilla,es La Liga,26,1994,18,11,"1,098",12.2,0,2,2,0,0,0,2,0,0.2,0.2,0.4,0.6,12,30,13,0.00,0.16,0.16,0.00,0.16,0.02,0.03,0.05,0.02,0.05,Matches
2236,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,35,"3,150",35.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2237,Panagiotis Retsos,gr GRE,DF,Hellas Verona,it Serie A,22,1998,5,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
2238,Panagiotis Retsos,gr GRE,"DF,FW",Leverkusen,de Bundesliga,22,1998,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
2239,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,32,1989,29,29,"2,503",27.8,9,13,22,9,0,0,2,0,11.5,11.5,7.9,19.5,57,119,172,0.32,0.47,0.79,0.32,0.79,0.41,0.28,0.70,0.41,0.70,Matches
2240,Elvis Rexhbeçaj,de GER,MF,Bochum,de Bundesliga,23,1997,32,30,"2,542",28.2,0,0,0,0,0,0,5,0,1.1,1.1,1.1,2.2,21,93,54,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
2241,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,18,2002,10,6,439,4.9,2,1,3,2,0,0,0,0,1.7,1.7,1.6,3.3,13,10,32,0.41,0.21,0.62,0.41,0.62,0.35,0.33,0.68,0.35,0.68,Matches
2242,Bryan Reynolds,us USA,DF,Roma,it Serie A,20,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2243,Nico Ribaudo,es ESP,"MF,FW",Espanyol,es La Liga,20,2001,31,7,"1,116",12.4,2,0,2,2,0,0,5,1,1.0,1.0,1.4,2.4,40,54,74,0.16,0.00,0.16,0.16,0.16,0.08,0.12,0.20,0.08,0.20,Matches
2244,Tiago Ribeiro,pt POR,FW,Monaco,fr Ligue 1,19,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2245,Franck Ribéry,fr FRA,"MF,FW",Salernitana,it Serie A,38,1983,23,16,"1,421",15.8,0,2,2,0,0,0,3,1,0.9,0.9,2.9,3.8,65,71,95,0.00,0.13,0.13,0.00,0.13,0.06,0.18,0.24,0.06,0.24,Matches
2246,Samuele Ricci,it ITA,MF,Torino,it Serie A,19,2001,12,9,722,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,5,31,8,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
2247,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,21,17,"1,530",17.0,1,1,2,1,0,0,1,1,0.2,0.2,0.3,0.5,24,103,13,0.06,0.06,0.12,0.06,0.12,0.01,0.02,0.03,0.01,0.03,Matches
2248,Declan Rice,eng ENG,MF,West Ham,eng Premier League,22,1999,36,35,"3,179",35.3,1,4,5,1,0,0,8,0,1.1,1.1,1.7,2.8,104,256,44,0.03,0.11,0.14,0.03,0.14,0.03,0.05,0.08,0.03,0.08,Matches
2249,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,19,13,"1,304",14.5,1,1,2,1,0,0,1,0,1.2,1.2,0.4,1.6,12,59,7,0.07,0.07,0.14,0.07,0.14,0.08,0.03,0.11,0.08,0.11,Matches
2250,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2251,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,12,5,438,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,11,21,42,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches
2252,Taylor Richards,eng ENG,MF,Brighton,eng Premier League,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,7,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
2253,Richarlison,br BRA,FW,Everton,eng Premier League,24,1997,30,28,"2,523",28.0,10,5,15,7,3,3,9,0,9.2,6.8,3.6,10.4,44,42,146,0.36,0.18,0.54,0.25,0.43,0.33,0.13,0.46,0.24,0.37,Matches
2254,Marco Richter,de GER,"FW,MF",Hertha BSC,de Bundesliga,23,1997,30,19,"1,704",18.9,5,1,6,5,0,0,6,0,3.2,3.2,1.6,4.9,34,45,97,0.26,0.05,0.32,0.26,0.32,0.17,0.09,0.26,0.17,0.26,Matches
2255,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,21,19,"1,644",18.3,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,24,92,70,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
2256,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,14,"1,260",14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2257,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2258,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24,1996,3,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
2259,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,31,"2,790",31.0,0,1,1,0,0,1,2,0,0.8,0.0,0.3,0.3,0,6,0,0.00,0.03,0.03,0.00,0.03,0.03,0.01,0.04,0.00,0.01,Matches
2260,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33,1988,7,1,163,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2261,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,17,13,"1,166",13.0,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,12,46,19,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2262,Luis Rioja,es ESP,"MF,FW",Alavés,es La Liga,27,1993,37,36,"3,111",34.6,1,3,4,1,0,0,3,0,3.0,3.0,5.1,8.2,122,77,213,0.03,0.09,0.12,0.03,0.12,0.09,0.15,0.24,0.09,0.24,Matches
2263,Renaud Ripart,fr FRA,"MF,FW",Troyes,fr Ligue 1,28,1993,28,22,"1,893",21.0,2,2,4,2,0,0,2,0,3.1,3.1,2.3,5.3,39,61,147,0.10,0.10,0.19,0.10,0.19,0.15,0.11,0.25,0.15,0.25,Matches
2264,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,29,19,"1,803",20.0,1,3,4,1,0,0,3,1,0.5,0.5,1.3,1.8,53,76,86,0.05,0.15,0.20,0.05,0.20,0.02,0.07,0.09,0.02,0.09,Matches
2265,Matt Ritchie,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,18,14,"1,337",14.9,0,2,2,0,0,0,5,0,0.7,0.7,2.0,2.7,8,48,40,0.00,0.13,0.13,0.00,0.13,0.05,0.13,0.18,0.05,0.18,Matches
2266,Maxence Rivera,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2267,Rober,es ESP,DF,Levante,es La Liga,26,1995,27,21,"2,010",22.3,1,0,1,1,0,0,5,1,1.3,1.3,0.2,1.4,17,53,5,0.04,0.00,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,Matches
2268,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,29,1992,9,4,400,4.4,2,1,3,2,0,0,1,0,1.5,1.5,0.4,1.9,6,15,15,0.45,0.23,0.68,0.45,0.68,0.33,0.10,0.43,0.33,0.43,Matches
2269,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,25,1995,21,19,"1,692",18.8,1,1,2,1,0,0,2,0,0.4,0.4,1.2,1.6,23,61,44,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09,Matches
2270,Patrick Roberts,eng ENG,MF,Troyes,fr Ligue 1,24,1997,1,0,14,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,2.58,0.00,2.58,2.58,2.58,Matches
2271,Tyler Roberts,wls WAL,"MF,FW",Leeds United,eng Premier League,22,1999,23,7,987,11.0,1,1,2,1,0,0,5,0,2.4,2.4,1.0,3.4,17,29,63,0.09,0.09,0.18,0.09,0.18,0.22,0.09,0.31,0.22,0.31,Matches
2272,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,29,29,"2,537",28.2,3,10,13,3,0,0,5,1,1.4,1.4,5.6,7.0,96,186,239,0.11,0.35,0.46,0.11,0.46,0.05,0.20,0.25,0.05,0.25,Matches
2273,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,9,4,379,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,6,26,2,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches
2274,Rubén Rochina,es ESP,"MF,FW",Granada,es La Liga,30,1991,15,8,743,8.3,1,3,4,1,0,0,3,0,0.6,0.6,0.8,1.4,13,46,38,0.12,0.36,0.48,0.12,0.48,0.07,0.10,0.17,0.07,0.17,Matches
2275,Cimo Röcker,de GER,DF,Hertha BSC,de Bundesliga,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,Matches
2276,Enzo Roco,cl CHI,DF,Elche,es La Liga,28,1992,30,29,"2,552",28.4,1,0,1,1,0,0,10,0,1.3,1.3,0.1,1.4,12,42,8,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches
2277,Stian Rode Gregersen,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,24,22,"1,953",21.7,1,1,2,1,0,0,7,0,1.2,1.2,0.4,1.6,20,53,7,0.05,0.05,0.09,0.05,0.09,0.05,0.02,0.07,0.05,0.07,Matches
2278,Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,17,10,759,8.4,1,0,1,1,0,0,1,0,0.8,0.8,0.9,1.8,10,54,17,0.12,0.00,0.12,0.12,0.12,0.10,0.11,0.21,0.10,0.21,Matches
2279,Joe Rodon,wls WAL,DF,Tottenham,eng Premier League,23,1997,3,0,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2280,Rodri,es ESP,MF,Manchester City,eng Premier League,25,1996,33,33,"2,884",32.0,7,2,9,7,0,0,5,0,2.3,2.3,1.4,3.7,43,285,47,0.22,0.06,0.28,0.22,0.28,0.07,0.04,0.11,0.07,0.11,Matches
2281,Rodri,es ESP,FW,Betis,es La Liga,21,2000,21,10,881,9.8,1,2,3,1,0,0,1,0,1.4,1.4,1.8,3.2,24,59,78,0.10,0.20,0.31,0.10,0.31,0.14,0.18,0.32,0.14,0.32,Matches
2282,Rodrigo,es ESP,"MF,FW",Leeds United,eng Premier League,30,1991,31,27,"2,265",25.2,6,1,7,5,1,1,9,0,4.2,3.5,3.1,6.6,47,105,164,0.24,0.04,0.28,0.20,0.24,0.17,0.12,0.29,0.14,0.26,Matches
2283,Gerson Rodrigues,lu LUX,"FW,MF",Troyes,fr Ligue 1,26,1995,12,9,848,9.4,1,1,2,1,0,0,6,0,3.0,3.0,0.4,3.4,25,28,60,0.11,0.11,0.21,0.11,0.21,0.32,0.04,0.36,0.32,0.36,Matches
2284,Kévin Rodrigues,pt POR,"DF,FW",Rayo Vallecano,es La Liga,27,1994,13,5,435,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,16,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
2285,Ángel Rodríguez,es ESP,"FW,MF",Mallorca,es La Liga,34,1987,29,19,"1,544",17.2,4,2,6,4,0,0,4,0,3.9,3.9,0.9,4.8,23,27,85,0.23,0.12,0.35,0.23,0.35,0.23,0.06,0.28,0.23,0.28,Matches
2286,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,23,1998,18,9,943,10.5,0,1,1,0,0,0,2,0,1.0,1.0,0.9,1.9,19,36,31,0.00,0.10,0.10,0.00,0.10,0.09,0.09,0.18,0.09,0.18,Matches
2287,Óscar Rodríguez Arnaiz,es ESP,"FW,MF",Sevilla,es La Liga,23,1998,11,4,417,4.6,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,13,22,39,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.30,0.13,0.30,Matches
2288,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,33,1988,36,33,"2,832",31.5,3,3,6,3,0,0,7,0,3.2,3.2,2.8,6.0,65,94,130,0.10,0.10,0.19,0.10,0.19,0.10,0.09,0.19,0.10,0.19,Matches
2289,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,27,1994,32,29,"2,529",28.1,1,2,3,1,0,0,9,1,1.0,1.0,0.5,1.6,13,123,14,0.04,0.07,0.11,0.04,0.11,0.04,0.02,0.06,0.04,0.06,Matches
2290,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,32,1989,29,13,"1,382",15.4,2,2,4,2,0,0,3,0,4.8,4.8,2.1,6.9,18,19,60,0.13,0.13,0.26,0.13,0.26,0.31,0.14,0.45,0.31,0.45,Matches
2291,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,28,1992,34,28,"2,473",27.5,0,1,1,0,0,0,3,0,0.3,0.3,1.6,2.0,50,115,27,0.00,0.04,0.04,0.00,0.04,0.01,0.06,0.07,0.01,0.07,Matches
2292,Rodrygo,br BRA,FW,Real Madrid,es La Liga,20,2001,33,17,"1,523",16.9,4,4,8,4,0,0,4,0,3.4,3.4,2.4,5.8,76,49,194,0.24,0.24,0.47,0.24,0.47,0.20,0.14,0.34,0.20,0.34,Matches
2293,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,22,1999,21,12,"1,240",13.8,1,1,2,1,0,0,1,0,0.4,0.4,0.6,0.9,14,22,54,0.07,0.07,0.15,0.07,0.15,0.03,0.04,0.07,0.03,0.07,Matches
2294,Marko Rog,hr CRO,MF,Cagliari,it Serie A,26,1995,8,2,311,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.4,7,14,10,0.00,0.29,0.29,0.00,0.29,0.08,0.04,0.12,0.08,0.12,Matches
2295,Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,23,19,"1,729",19.2,0,1,1,0,0,0,5,0,0.4,0.4,1.9,2.3,61,78,80,0.00,0.05,0.05,0.00,0.05,0.02,0.10,0.12,0.02,0.12,Matches
2296,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,19,16,"1,409",15.7,1,0,1,1,0,0,4,1,0.6,0.6,0.1,0.7,6,71,3,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.04,0.04,0.04,Matches
2297,Simone Romagnoli,it ITA,DF,Empoli,it Serie A,31,1990,19,17,"1,497",16.6,2,0,2,2,0,0,3,0,1.5,1.5,0.4,1.9,14,61,1,0.12,0.00,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11,Matches
2298,Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
