,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
34,Rayan Aït Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,20,2001,20.3,45,2.22,30,8,4,0,2,1,6,0.30,4,1,0,0,1,0,Matches
35,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,22.2,33,1.50,22,6,2,1,1,1,7,0.32,3,1,2,0,1,0,Matches
36,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,27,1994,30.4,84,2.76,63,0,2,9,9,1,10,0.33,6,0,0,2,2,0,Matches
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,16,0.64,12,2,1,1,0,0,1,0.04,1,0,0,0,0,0,Matches
38,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,26,1.27,17,4,1,1,3,0,1,0.05,1,0,0,0,0,0,Matches
39,Marley Aké,fr FRA,"FW,MF",Juventus,it Serie A,20,2001,0.9,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
40,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,5,0.49,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
41,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,2004,1.4,9,6.53,5,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
42,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,19,2002,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
43,Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,1997,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,3.5,3,0.86,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
45,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,de Bundesliga,26,1995,17.0,32,1.89,23,1,3,3,2,0,2,0.12,1,0,0,1,0,0,Matches
46,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,45,1.53,37,2,1,4,0,1,8,0.27,7,0,0,1,0,0,Matches
47,Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1998,1.8,4,2.28,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
48,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,28,1.77,14,12,1,0,0,1,2,0.13,0,2,0,0,0,0,Matches
49,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,7.3,27,3.69,17,0,6,2,2,0,4,0.55,3,0,1,0,0,0,Matches
50,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,89,3.03,82,3,0,2,2,0,14,0.48,13,0,0,1,0,0,Matches
51,Josué Albert,fr FRA,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
52,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,26.1,120,4.59,83,26,3,3,5,0,16,0.61,6,7,1,2,0,0,Matches
53,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,10,0.37,9,0,0,1,0,0,2,0.07,1,0,0,1,0,0,Matches
54,Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,31,1989,12.6,19,1.51,12,4,0,0,3,0,2,0.16,2,0,0,0,0,0,Matches
55,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,1993,8.7,15,1.71,12,0,1,2,0,0,6,0.69,5,0,1,0,0,0,Matches
56,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,17.0,67,3.93,57,0,1,7,1,1,6,0.35,6,0,0,0,0,0,Matches
57,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,12.3,39,3.18,28,5,1,2,3,0,1,0.08,1,0,0,0,0,0,Matches
58,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,17,0.64,14,1,1,0,0,1,2,0.07,2,0,0,0,0,0,Matches
59,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,26,1995,11.8,38,3.21,33,1,3,1,0,0,4,0.34,3,0,1,0,0,0,Matches
60,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
61,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,25.8,64,2.48,50,2,2,4,6,0,4,0.16,4,0,0,0,0,0,Matches
62,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,160,5.05,96,53,3,7,1,0,18,0.57,13,4,0,1,0,0,Matches
63,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,20.4,42,2.06,23,0,11,2,5,1,7,0.34,4,0,0,2,1,0,Matches
64,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
65,Allan,br BRA,MF,Everton,eng Premier League,30,1991,24.3,38,1.57,35,0,1,0,1,1,7,0.29,5,0,1,0,1,0,Matches
66,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,1995,16.5,53,3.21,32,4,9,6,1,1,3,0.18,2,0,0,1,0,0,Matches
67,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,1996,7.3,7,0.96,4,0,0,0,3,0,1,0.14,0,0,0,0,1,0,Matches
68,Dele Alli,eng ENG,"MF,FW",Everton,eng Premier League,25,1996,3.8,13,3.46,12,1,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
69,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,27,1994,19.1,49,2.57,36,0,3,8,2,0,4,0.21,3,0,1,0,0,0,Matches
70,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,93,3.86,66,16,3,6,2,0,10,0.42,7,2,0,1,0,0,Matches
71,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,27,1.66,16,3,1,7,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,17,0.82,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
74,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,34,2.79,26,7,0,0,1,0,4,0.33,4,0,0,0,0,0,Matches
75,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,1998,4.5,6,1.34,6,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
76,Ibrahim Amadou,fr FRA,"DF,MF",Metz,fr Ligue 1,28,1993,9.0,9,1.00,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
77,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,1,1.14,0,1,0,0,0,0,1,1.14,0,1,0,0,0,0,Matches
78,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,18,0.76,18,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
79,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,25,1996,9.8,23,2.34,11,1,2,4,4,1,3,0.31,1,0,0,2,0,0,Matches
80,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,6,1.31,4,0,0,0,2,0,1,0.22,0,0,0,0,1,0,Matches
81,Jordan Amavi,fr FRA,"DF,FW",Marseille,fr Ligue 1,27,1994,1.4,2,1.41,2,0,0,0,0,0,1,0.70,1,0,0,0,0,0,Matches
82,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,33,1.12,22,3,3,3,2,0,1,0.03,1,0,0,0,0,0,Matches
84,Nadiem Amiri,de GER,"MF,FW",Genoa,it Serie A,24,1996,7.6,30,3.96,24,4,1,0,1,0,1,0.13,1,0,0,0,0,0,Matches
85,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,24,1996,4.1,7,1.71,5,1,0,0,1,0,1,0.24,0,0,0,0,1,0,Matches
86,Ethan Ampadu,wls WAL,"MF,DF",Venezia,it Serie A,20,2000,25.4,45,1.77,39,4,1,0,0,1,6,0.24,5,1,0,0,0,0,Matches
87,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,10.5,18,1.72,16,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
88,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,33,1.02,30,1,0,1,0,1,4,0.12,3,0,0,1,0,0,Matches
89,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,1993,32.1,115,3.59,87,3,10,5,9,1,19,0.59,13,0,4,2,0,0,Matches
90,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,1991,14.0,20,1.43,16,0,0,1,2,1,4,0.29,3,0,0,0,1,0,Matches
91,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,1993,2.0,4,2.05,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
92,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,7,0.60,6,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
93,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,1990,30.6,56,1.83,46,2,2,3,1,2,5,0.16,4,0,0,1,0,0,Matches
94,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,10,2.55,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
95,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,24,1996,10.8,26,2.40,16,0,1,3,5,1,2,0.18,1,0,0,1,0,0,Matches
96,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,1994,20.2,38,1.88,27,0,2,5,3,1,6,0.30,3,0,0,3,0,0,Matches
97,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12.0,20,1.66,14,1,3,1,1,0,2,0.17,1,0,0,1,0,0,Matches
98,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,83,3.25,53,22,3,4,1,0,8,0.31,5,3,0,0,0,0,Matches
99,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
100,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,7.7,29,3.79,22,3,2,2,0,0,6,0.78,5,0,0,1,0,0,Matches
101,Janis Antiste,fr FRA,FW,Spezia,it Serie A,18,2002,8.8,14,1.58,12,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
102,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,37,1.28,31,0,1,2,2,1,2,0.07,2,0,0,0,0,0,Matches
103,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
104,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31,1990,33.0,97,2.94,65,1,11,11,9,0,17,0.51,10,0,1,4,2,0,Matches
105,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,27,1994,12.6,26,2.25,15,1,1,3,6,0,2,0.17,1,0,0,0,1,0,Matches
106,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,23,1998,27.8,101,3.63,77,3,6,9,4,2,6,0.22,5,0,0,1,0,0,Matches
107,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,19,2002,12.0,38,3.17,21,10,1,1,5,0,5,0.42,3,2,0,0,0,0,Matches
108,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,15,0.64,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,29.6,75,2.53,35,31,2,2,3,2,10,0.34,4,4,1,0,0,1,Matches
110,Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26,1995,23.3,75,3.21,31,22,2,5,15,0,11,0.47,7,1,0,0,3,0,Matches
111,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,17.5,41,2.34,35,3,1,1,1,0,6,0.34,5,0,1,0,0,0,Matches
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,14,0.48,12,0,1,1,0,0,2,0.07,2,0,0,0,0,0,Matches
113,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,15,0.59,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
114,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,20,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,4,1.91,1,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
117,Matias Arezo,uy URU,"FW,MF",Granada,es La Liga,18,2002,1.8,6,3.33,5,0,0,1,0,0,1,0.56,0,0,0,1,0,0,Matches
118,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,9,1.84,6,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
119,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,15.7,36,2.29,22,0,5,6,3,0,3,0.19,2,0,0,0,1,0,Matches
120,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,1992,16.4,54,3.30,42,2,2,3,4,1,3,0.18,1,0,1,0,1,0,Matches
121,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,89,2.97,71,0,7,9,2,0,7,0.23,5,0,1,1,0,0,Matches
122,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,106,3.19,56,45,2,0,3,0,4,0.12,2,1,0,0,1,0,Matches
123,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,18.4,48,2.60,30,5,1,4,7,1,8,0.43,3,0,0,2,3,0,Matches
125,Arthur,br BRA,FW,Fiorentina,it Serie A,23,1998,8.3,17,2.05,10,0,3,1,2,1,5,0.60,3,0,1,1,0,0,Matches
126,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,5.2,5,0.96,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,26,1994,17.9,49,2.74,35,0,4,6,3,1,7,0.39,6,0,0,0,1,0,Matches
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,26.4,39,1.48,32,1,1,1,2,2,1,0.04,1,0,0,0,0,0,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
130,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,2000,0.1,2,13.85,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,25,1996,19.2,70,3.64,42,12,5,9,2,0,6,0.31,3,0,1,2,0,0,Matches
132,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
133,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,8.4,7,0.84,5,0,2,0,0,0,1,0.12,1,0,0,0,0,0,Matches
134,Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,de Bundesliga,18,2002,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,15.0,30,2.00,22,3,0,3,2,0,3,0.20,3,0,0,0,0,0,Matches
136,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,120,3.50,90,7,6,11,6,0,15,0.44,9,0,1,5,0,0,Matches
137,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,18,2.63,13,0,0,3,2,0,1,0.15,1,0,0,0,0,0,Matches
138,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,11,1.26,8,3,0,0,0,0,1,0.11,0,1,0,0,0,0,Matches
139,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,31,2.45,22,0,3,1,4,1,3,0.24,2,0,0,0,1,0,Matches
140,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,1989,11.5,22,1.91,14,0,2,4,2,0,3,0.26,2,0,0,1,0,0,Matches
141,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,12.0,15,1.25,13,0,0,2,0,0,3,0.25,3,0,0,0,0,0,Matches
142,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,1997,28.4,5,0.18,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,49,1.84,34,4,5,1,3,2,2,0.08,2,0,0,0,0,0,Matches
144,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,fr Ligue 1,24,1997,0.9,1,1.07,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
145,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,es La Liga,27,1994,8.8,13,1.48,9,3,0,0,0,1,1,0.11,0,1,0,0,0,0,Matches
146,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,16,1.43,13,1,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches
147,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,27,1994,20.8,47,2.26,26,4,4,6,7,0,4,0.19,2,1,0,0,1,0,Matches
148,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,68,2.82,46,0,8,11,3,0,6,0.25,2,0,2,1,1,0,Matches
149,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
150,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,29,1991,22.4,61,2.72,41,1,2,3,13,1,6,0.27,5,0,0,0,1,0,Matches
151,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,8,0.53,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
152,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,33,1.31,24,1,0,7,0,1,5,0.20,1,0,0,3,0,1,Matches
153,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,26,1995,4.0,13,3.26,12,0,0,1,0,0,1,0.25,1,0,0,0,0,0,Matches
155,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,48,2.09,43,0,2,3,0,0,8,0.35,6,0,1,1,0,0,Matches
156,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,26,1.21,20,0,1,4,0,1,3,0.14,1,0,0,2,0,0,Matches
157,Carlos Bacca,co COL,FW,Granada,es La Liga,34,1986,5.7,13,2.27,9,0,0,2,2,0,2,0.35,1,0,0,0,1,0,Matches
158,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,5,0.46,3,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches
160,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,72,2.28,64,0,1,1,2,4,2,0.06,0,0,1,0,1,0,Matches
161,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,15,0.73,11,0,0,3,0,1,1,0.05,0,0,0,1,0,0,Matches
