,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Matches
57,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,10,9,855,9.5,14,1.47,54,41,75.9,2,1,6,2,22.2,1,1,0,0,0.0,Matches
58,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,13,11,"1,105",12.3,15,1.22,45,30,68.9,7,3,1,3,27.3,1,1,0,0,0.0,Matches
59,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,13,"1,166",13.0,29,2.24,81,51,65.4,1,5,7,2,15.4,2,1,1,0,50.0,Matches
60,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12,12,"1,080",12.0,24,2.00,69,47,66.7,3,2,7,1,8.3,1,1,0,0,0.0,Matches
61,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1,1,90,1.0,5,5.00,8,3,37.5,0,0,1,0,0.0,0,0,0,0,,Matches
62,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32,32,"2,880",32.0,39,1.22,141,103,73.8,15,9,8,10,31.3,2,2,0,0,0.0,Matches
63,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19,19,"1,710",19.0,35,1.84,101,68,67.3,6,5,8,3,15.8,2,2,0,0,0.0,Matches
64,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26,26,"2,340",26.0,49,1.88,116,67,60.3,5,5,16,4,15.4,4,3,1,0,25.0,Matches
65,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,1,0,10,0.1,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
66,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8,8,720,8.0,30,3.75,54,26,48.1,0,0,8,0,0.0,2,2,0,0,0.0,Matches
67,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,31,"2,790",31.0,45,1.45,135,92,72.6,8,8,15,8,25.8,8,8,0,0,0.0,Matches
68,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,2,1,108,1.2,3,2.50,3,0,0.0,0,0,1,0,0.0,0,0,0,0,,Matches
69,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38,38,"3,420",38.0,57,1.50,180,124,70.0,16,10,12,8,21.1,5,3,2,0,40.0,Matches
70,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
71,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34,34,"3,060",34.0,56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,0.0,Matches
72,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,27,1993,25,25,"2,250",25.0,25,1.00,67,43,68.7,14,5,6,10,40.0,4,4,0,0,0.0,Matches
73,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,32,1988,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
74,Ivo Grbić,hr CRO,GK,Lille,fr Ligue 1,25,1996,21,21,"1,890",21.0,28,1.33,85,58,69.4,8,7,6,2,9.5,2,2,0,0,0.0,Matches
75,Etienne Green,eng ENG,GK,Saint-Étienne,fr Ligue 1,21,2000,15,15,"1,197",13.3,27,2.03,67,42,61.2,2,5,8,1,6.7,1,1,0,0,0.0,Matches
76,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,24,1997,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
77,Lennart Grill,de GER,GK,Leverkusen,de Bundesliga,22,1999,1,1,90,1.0,2,2.00,6,5,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
78,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,34,1987,30,30,"2,655",29.5,33,1.12,116,83,74.1,9,11,10,11,36.7,3,3,0,0,0.0,Matches
79,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,31,1990,33,33,"2,967",33.0,34,1.03,111,78,72.1,17,7,9,9,27.3,3,3,0,0,0.0,Matches
80,Angus Gunn,sct SCO,GK,Norwich City,eng Premier League,25,1996,9,9,810,9.0,22,2.44,57,34,64.9,1,2,6,1,11.1,4,2,1,1,33.3,Matches
81,Samir Handanović,si SVN,GK,Inter,it Serie A,37,1984,37,37,"3,330",37.0,30,0.81,124,95,79.0,25,9,3,15,40.5,4,4,0,0,0.0,Matches
82,Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,34,1987,2,2,180,2.0,6,3.00,13,8,53.8,0,0,2,0,0.0,0,0,0,0,,Matches
83,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,28,1993,36,36,"3,240",36.0,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,42.9,Matches
84,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,33,1987,5,4,405,4.5,12,2.67,25,13,60.0,1,0,3,0,0.0,2,2,0,0,0.0,Matches
85,Timo Horn,de GER,GK,Köln,de Bundesliga,28,1993,13,13,"1,170",13.0,21,1.62,56,36,62.5,4,6,3,1,7.7,0,0,0,0,,Matches
86,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,31,1989,32,32,"2,880",32.0,44,1.37,154,109,72.7,17,7,8,8,25.0,4,2,1,1,33.3,Matches
87,Léo Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17,17,"1,530",17.0,20,1.18,66,47,75.8,6,6,5,8,47.1,4,4,0,0,0.0,Matches
88,Stefanos Kapino,gr GRE,GK,Arminia,de Bundesliga,27,1994,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
89,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,38,1983,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
90,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,22,1998,2,2,180,2.0,2,1.00,8,6,75.0,1,1,0,1,50.0,0,0,0,0,,Matches
91,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,1,0,36,0.4,0,0.00,4,4,100.0,0,0,0,0,,0,0,0,0,,Matches
92,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,29,29,"2,565",28.5,39,1.37,110,73,67.3,20,3,6,7,24.1,3,3,0,0,0.0,Matches
93,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,29,"2,610",29.0,62,2.14,165,105,66.7,4,5,20,5,17.2,8,7,0,1,0.0,Matches
94,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38,38,"3,420",38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9,Matches
95,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,27,27,"2,313",25.7,33,1.28,100,66,70.0,10,8,9,5,18.5,4,3,1,0,25.0,Matches
96,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38,38,"3,420",38.0,51,1.34,170,117,76.5,8,15,15,13,34.2,13,11,2,0,15.4,Matches
97,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4,4,360,4.0,9,2.25,19,10,52.6,1,0,3,1,25.0,0,0,0,0,,Matches
98,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,1,0,8,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
99,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,6,6,495,5.5,9,1.64,39,30,76.9,2,1,3,0,0.0,0,0,0,0,,Matches
100,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,12,"1,080",12.0,24,2.00,62,39,62.9,1,5,6,3,25.0,1,1,0,0,0.0,Matches
101,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38,38,"3,420",38.0,40,1.05,137,98,72.3,22,5,11,16,42.1,2,2,0,0,0.0,Matches
102,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,34,34,"2,982",33.1,45,1.36,148,105,71.6,14,11,9,8,23.5,4,3,1,0,25.0,Matches
103,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,36,36,"3,177",35.3,49,1.39,157,110,70.7,10,12,14,9,25.0,4,3,0,1,0.0,Matches
104,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,29,"2,610",29.0,31,1.07,86,55,68.6,15,6,8,10,34.5,4,4,0,0,0.0,Matches
105,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,2,180,2.0,5,2.50,7,2,28.6,0,0,2,0,0.0,0,0,0,0,,Matches
106,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,10,9,885,9.8,20,2.03,49,29,65.3,2,1,6,2,22.2,3,3,0,0,0.0,Matches
107,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2,2,180,2.0,2,1.00,9,6,88.9,0,1,1,0,0.0,2,1,1,0,50.0,Matches
108,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
109,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,27,"2,430",27.0,39,1.44,104,68,64.4,11,7,9,6,22.2,2,2,0,0,0.0,Matches
110,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,17,16,"1,485",16.5,27,1.64,84,57,73.8,1,4,11,1,6.3,6,5,0,1,0.0,Matches
111,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,32,"2,880",32.0,21,0.66,101,81,81.2,22,7,3,17,53.1,2,2,0,0,0.0,Matches
112,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,18,"1,620",18.0,20,1.11,75,55,76.0,5,7,6,8,44.4,2,2,0,0,0.0,Matches
113,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,9,810,9.0,7,0.78,26,20,73.1,6,2,1,5,55.6,0,0,0,0,,Matches
114,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,10,900,10.0,14,1.40,44,31,68.2,3,3,4,2,20.0,0,0,0,0,,Matches
115,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,1,0,11,0.1,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,Matches
116,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,36,"3,240",36.0,48,1.33,140,93,68.6,13,6,17,11,30.6,6,4,1,1,20.0,Matches
117,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches
118,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,35,35,"3,136",34.8,55,1.58,177,122,71.8,8,12,15,7,20.0,7,5,2,0,28.6,Matches
119,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17,17,"1,530",17.0,27,1.59,71,44,62.0,3,7,7,5,29.4,0,0,0,0,,Matches
120,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34,34,"3,060",34.0,31,0.91,102,72,75.5,19,10,5,14,41.2,6,6,0,0,0.0,Matches
121,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,7,7,619,6.9,6,0.87,29,23,79.3,5,1,1,2,28.6,0,0,0,0,,Matches
122,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,38,38,"3,384",37.6,79,2.10,220,142,66.4,9,11,18,5,13.2,5,5,0,0,0.0,Matches
123,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27,27,"2,430",27.0,33,1.22,80,46,67.5,9,7,11,4,14.8,8,7,1,0,12.5,Matches
124,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34,34,"3,060",34.0,50,1.47,137,88,65.0,13,10,11,4,11.8,3,2,1,0,33.3,Matches
125,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7,7,630,7.0,8,1.14,24,16,75.0,1,3,3,1,14.3,2,2,0,0,0.0,Matches
126,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30,30,"2,700",30.0,52,1.73,139,88,65.5,7,10,13,4,13.3,4,4,0,0,0.0,Matches
127,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,33,33,"2,932",32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0.0,Matches
128,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22,22,"1,980",22.0,38,1.73,91,56,62.6,3,8,11,4,18.2,5,4,0,1,0.0,Matches
129,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,21,21,"1,856",20.6,18,0.87,78,60,79.5,13,6,2,7,33.3,2,2,0,0,0.0,Matches
130,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3,3,270,3.0,4,1.33,14,10,71.4,2,1,0,0,0.0,0,0,0,0,,Matches
131,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,1986,28,28,"2,510",27.9,26,0.93,89,63,71.9,22,4,2,10,35.7,1,1,0,0,0.0,Matches
132,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,1996,38,38,"3,420",38.0,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0,Matches
133,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,1993,38,38,"3,420",38.0,43,1.13,106,65,66.0,21,8,9,12,31.6,8,7,1,0,12.5,Matches
134,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,31,1989,2,1,135,1.5,1,0.67,9,8,100.0,0,0,1,1,100.0,1,1,0,0,0.0,Matches
135,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,31,1990,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
136,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,1994,29,29,"2,587",28.7,41,1.43,158,117,75.9,10,4,15,8,27.6,4,3,1,0,25.0,Matches
137,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,1992,33,33,"2,970",33.0,53,1.61,176,125,73.9,4,13,16,6,18.2,7,7,0,0,0.0,Matches
138,David Ospina,co COL,GK,Napoli,it Serie A,32,1988,31,31,"2,790",31.0,25,0.81,106,82,77.4,19,6,6,13,41.9,1,1,0,0,0.0,Matches
139,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,1988,21,21,"1,875",20.8,39,1.87,91,54,60.4,2,8,11,3,14.3,3,3,0,0,0.0,Matches
140,Jesús Owono,gq EQG,GK,Alavés,es La Liga,20,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
141,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,29,1992,34,34,"3,053",33.9,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5,Matches
142,Daniele Padelli,it ITA,GK,Udinese,it Serie A,35,1985,3,3,270,3.0,8,2.67,21,13,61.9,1,0,2,1,33.3,0,0,0,0,,Matches
143,Ivor Pandur,hr CRO,GK,Hellas Verona,it Serie A,21,2000,3,3,270,3.0,6,2.00,15,9,66.7,1,0,2,0,0.0,1,1,0,0,0.0,Matches
144,Rui Patrício,pt POR,GK,Roma,it Serie A,33,1988,38,38,"3,420",38.0,43,1.13,146,104,74.0,18,9,11,15,39.5,6,5,1,0,16.7,Matches
145,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,40,1981,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
146,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,36,1985,1,1,90,1.0,3,3.00,7,4,57.1,1,0,0,0,0.0,0,0,0,0,,Matches
147,Juan Pérez,es ESP,GK,Osasuna,es La Liga,25,1996,2,2,180,2.0,3,1.50,4,2,25.0,0,1,1,0,0.0,0,0,0,0,,Matches
148,Mattia Perin,it ITA,GK,Juventus,it Serie A,28,1992,5,5,405,4.5,7,1.56,16,10,56.3,2,1,2,1,20.0,0,0,0,0,,Matches
149,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6,6,540,6.0,14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,0.0,Matches
150,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,1993,15,15,"1,350",15.0,22,1.47,65,45,69.2,3,3,9,2,13.3,2,2,0,0,0.0,Matches
151,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,1994,35,35,"3,150",35.0,58,1.66,170,116,66.5,10,6,19,7,20.0,1,1,0,0,0.0,Matches
