,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
474,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,23,1998,28.7,0,10,0,0.0,0.35,0.00,0.00,,12.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
475,Casemiro,br BRA,MF,Real Madrid,es La Liga,29,1992,28.5,1,41,9,22.0,1.44,0.32,0.02,0.11,25.1,1,0,0,2.5,2.5,0.06,-1.5,-1.5,Matches
476,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,23,1997,37.5,4,37,13,35.1,0.99,0.35,0.11,0.31,17.9,0,0,0,2.7,2.7,0.07,+1.3,+1.3,Matches
477,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,1986,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
478,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,23,1998,8.9,2,11,7,63.6,1.24,0.79,0.18,0.29,26.8,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
479,Francesco Cassata,it ITA,MF,Genoa,it Serie A,24,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
480,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,25,1995,23.6,1,7,3,42.9,0.30,0.13,0.14,0.33,15.2,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
481,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
482,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,1995,27.9,1,16,4,25.0,0.57,0.14,0.06,0.25,10.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
483,Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,26,1995,1.4,0,2,0,0.0,1.44,0.00,0.00,,14.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
484,Gonzalo Castro,de GER,"MF,FW",Arminia,de Bundesliga,34,1987,4.8,1,8,2,25.0,1.65,0.41,0.13,0.50,20.9,2,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
485,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,1994,11.4,2,10,5,50.0,0.88,0.44,0.20,0.40,18.9,0,0,0,1.0,1.0,0.10,+1.0,+1.0,Matches
486,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,1997,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,17.3,1,0,0,1.0,1.0,0.07,0.0,0.0,Matches
487,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,26,1994,19.0,1,12,4,33.3,0.63,0.21,0.08,0.25,28.0,3,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
488,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,1994,36.0,2,23,6,26.1,0.64,0.17,0.09,0.33,10.8,0,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
489,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,1989,26.6,0,3,0,0.0,0.11,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
490,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,34,1987,8.5,2,18,6,33.3,2.11,0.70,0.11,0.33,12.6,0,0,0,3.4,3.4,0.20,-1.4,-1.4,Matches
491,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,1996,3.1,0,10,4,40.0,3.26,1.30,0.00,0.00,20.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
492,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,1995,34.7,2,19,6,31.6,0.55,0.17,0.11,0.33,11.1,0,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches
493,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,1992,26.2,1,11,2,18.2,0.42,0.08,0.09,0.50,11.4,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
494,Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,19,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
495,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,1997,30.0,2,23,3,13.0,0.77,0.10,0.09,0.67,19.5,0,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
496,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,4,15,7,46.7,0.85,0.40,0.27,0.57,20.8,0,0,0,0.7,0.7,0.05,+3.3,+3.3,Matches
497,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,1,6,1,16.7,0.37,0.06,0.17,1.00,11.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
498,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,27,1994,20.0,4,22,9,40.9,1.10,0.45,0.18,0.44,16.2,0,0,0,3.1,3.1,0.16,+0.9,+0.9,Matches
499,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
500,Damir Ceter,co COL,FW,Cagliari,it Serie A,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
501,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,1998,5.4,0,3,1,33.3,0.55,0.18,0.00,0.00,13.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
502,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
503,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
504,Nassim Chadli,fr FRA,"MF,DF",Troyes,fr Ligue 1,20,2001,1.1,0,2,0,0.0,1.87,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
505,Kayky Chagas,br BRA,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
506,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
507,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,3,9,7,77.8,0.56,0.43,0.33,0.43,18.8,0,0,0,1.1,1.1,0.13,+1.9,+1.9,Matches
508,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,0,2,0,0.0,1.06,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
509,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,1,3,1,33.3,0.32,0.11,0.33,1.00,14.6,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
510,Dylan Chambost,fr FRA,"MF,FW",Troyes,fr Ligue 1,23,1997,8.4,0,10,1,10.0,1.20,0.12,0.00,0.00,20.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
511,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,0,13,3,23.1,0.97,0.22,0.00,0.00,15.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
512,Chapela,es ESP,"MF,FW",Cádiz,es La Liga,22,1999,4.4,0,3,0,0.0,0.68,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
513,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,3,14,6,42.9,0.47,0.20,0.21,0.50,13.7,0,0,0,1.4,1.4,0.10,+1.6,+1.6,Matches
514,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,1991,30.2,5,31,10,32.3,1.03,0.33,0.16,0.50,19.0,0,0,0,1.4,1.4,0.05,+3.6,+3.6,Matches
515,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,1991,2.4,0,3,0,0.0,1.23,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
516,Justin Che,us USA,"FW,DF",Hoffenheim,de Bundesliga,17,2003,0.5,0,1,0,0.0,2.20,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
517,Chema,es ESP,MF,Getafe,es La Liga,29,1992,0.5,0,1,0,0.0,2.00,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
518,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,17,2003,4.9,0,14,3,21.4,2.86,0.61,0.00,0.00,21.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
519,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,30,1990,6.3,0,10,4,40.0,1.60,0.64,0.00,0.00,16.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
520,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
521,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,0,4,0,0.0,0.27,0.00,0.00,,10.8,0,0,0,0.8,0.8,0.20,-0.8,-0.8,Matches
522,Federico Chiesa,it ITA,"MF,FW",Juventus,it Serie A,23,1997,9.6,2,28,9,32.1,2.92,0.94,0.07,0.22,16.9,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
523,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,3,13,6,46.2,2.16,1.00,0.23,0.50,17.7,0,0,0,0.9,0.9,0.07,+2.1,+2.1,Matches
524,Chiquinho,pt POR,"DF,FW",Wolves,eng Premier League,21,2000,2.3,0,5,2,40.0,2.16,0.87,0.00,0.00,9.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
525,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,0,9,2,22.2,0.35,0.08,0.00,0.00,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
526,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,29.3,3,21,6,28.6,0.72,0.20,0.14,0.50,21.2,0,0,0,1.0,1.0,0.05,+2.0,+2.0,Matches
527,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,1,18,3,16.7,0.55,0.09,0.06,0.33,20.9,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
528,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,eng Premier League,23,1997,3.2,0,1,0,0.0,0.32,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
529,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,0,5,0,0.0,0.30,0.00,0.00,,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
530,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,22.8,0,10,1,10.0,0.44,0.04,0.00,0.00,24.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
531,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,17,2003,3.3,0,4,1,25.0,1.20,0.30,0.00,0.00,17.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
532,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,22,1999,14.8,3,32,7,21.9,2.16,0.47,0.09,0.43,16.3,0,0,0,4.6,4.6,0.14,-1.6,-1.6,Matches
533,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,20.3,0,9,2,22.2,0.44,0.10,0.00,0.00,10.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
534,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,it Serie A,19,2002,2.5,0,3,1,33.3,1.19,0.40,0.00,0.00,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
535,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,16.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
536,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,1994,12.2,2,19,5,26.3,1.56,0.41,0.11,0.40,26.8,2,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
537,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,2003,0.4,1,3,1,33.3,7.11,2.37,0.33,1.00,12.4,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
538,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
539,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,11.3,0,7,1,14.3,0.62,0.09,0.00,0.00,7.8,0,0,0,1.1,1.1,0.15,-1.1,-1.1,Matches
540,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,1998,2.3,0,6,1,16.7,2.58,0.43,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
541,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,5,40,16,40.0,1.18,0.47,0.13,0.31,22.1,12,0,0,3.0,3.0,0.07,+2.0,+2.0,Matches
542,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,16.8,0,2,0,0.0,0.12,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
543,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,18.0,0,12,7,58.3,0.67,0.39,0.00,0.00,21.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
544,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,15.0,0,3,2,66.7,0.20,0.13,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
545,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,37.3,4,12,4,33.3,0.32,0.11,0.33,1.00,12.5,0,0,0,2.8,2.8,0.23,+1.2,+1.2,Matches
546,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,25,1996,10.3,1,12,3,25.0,1.16,0.29,0.08,0.33,17.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
547,Coke,es ESP,DF,Levante,es La Liga,34,1987,1.3,1,1,1,100.0,0.76,0.76,1.00,1.00,2.4,0,0,0,0.6,0.6,0.63,+0.4,+0.4,Matches
548,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,29.5,1,8,1,12.5,0.27,0.03,0.13,1.00,18.3,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches
549,Álex Collado,es ESP,"MF,FW",Granada,es La Liga,22,1999,11.3,2,17,8,47.1,1.50,0.71,0.12,0.25,25.2,1,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches
550,Ebrima Colley,gm GAM,"FW,MF",Spezia,it Serie A,21,2000,4.4,0,12,5,41.7,2.74,1.14,0.00,0.00,21.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
551,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,30.5,0,11,1,9.1,0.36,0.03,0.00,0.00,10.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
552,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,18.6,2,15,5,33.3,0.81,0.27,0.13,0.40,9.3,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
553,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,de Bundesliga,25,1996,15.1,6,46,20,43.5,3.05,1.32,0.13,0.30,17.2,0,0,0,4.0,4.0,0.09,+2.0,+2.0,Matches
554,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,8.8,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
555,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,1996,29.8,1,32,5,15.6,1.07,0.17,0.03,0.20,13.3,1,0,0,3.7,3.7,0.11,-2.7,-2.7,Matches
556,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
557,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,21,2000,1.7,0,2,0,0.0,1.15,0.00,0.00,,15.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
558,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,36.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
559,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,0,5,1,20.0,0.33,0.07,0.00,0.00,15.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
560,Andrea Conti,it ITA,"DF,MF",Sampdoria,it Serie A,27,1994,2.6,1,4,1,25.0,1.54,0.38,0.25,1.00,12.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
561,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
562,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,0,6,1,16.7,0.30,0.05,0.00,0.00,10.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
563,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,2004,0.2,0,1,0,0.0,5.63,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
564,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,0,1,0,0.0,0.36,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
565,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,1991,9.2,2,5,2,40.0,0.54,0.22,0.40,1.00,13.2,0,0,0,0.3,0.3,0.06,+1.7,+1.7,Matches
566,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,0,11,3,27.3,0.75,0.20,0.00,0.00,27.7,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
567,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,23,1997,3.6,0,7,1,14.3,1.92,0.27,0.00,0.00,10.9,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
568,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,18.6,1,7,1,14.3,0.38,0.05,0.14,1.00,18.0,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
569,Maxwel Cornet,ci CIV,"FW,MF",Burnley,eng Premier League,24,1996,19.6,9,46,22,47.8,2.34,1.12,0.20,0.41,16.9,4,0,1,6.7,5.9,0.13,+2.3,+3.1,Matches
570,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
571,Jesús Corona,mx MEX,"FW,DF",Sevilla,es La Liga,28,1993,12.9,2,12,3,25.0,0.93,0.23,0.17,0.67,13.1,0,0,0,1.6,1.6,0.13,+0.4,+0.4,Matches
572,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26,1995,20.6,12,50,23,46.0,2.42,1.12,0.24,0.52,17.0,0,0,0,7.3,7.3,0.15,+4.7,+4.7,Matches
573,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,1994,11.4,6,35,16,45.7,3.07,1.40,0.17,0.38,13.0,0,0,0,4.6,4.6,0.13,+1.4,+1.4,Matches
574,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,0,3,1,33.3,0.19,0.06,0.00,0.00,20.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
575,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,28,1993,8.1,0,2,0,0.0,0.25,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
576,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,20,2001,16.3,3,25,8,32.0,1.54,0.49,0.12,0.38,19.9,0,0,0,2.1,2.1,0.08,+0.9,+0.9,Matches
577,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1994,0.2,0,1,0,0.0,4.09,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
578,Hélder Costa,ao ANG,"MF,FW",Valencia,es La Liga,27,1994,12.4,0,9,2,22.2,0.72,0.16,0.00,0.00,17.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
579,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,0,11,2,18.2,0.54,0.10,0.00,0.00,19.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
580,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
581,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,24.5,0,11,4,36.4,0.45,0.16,0.00,0.00,17.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
582,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,9.4,5,26,10,38.5,2.75,1.06,0.19,0.50,9.2,0,0,0,4.7,4.7,0.18,+0.3,+0.3,Matches
583,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,1996,25.9,0,22,7,31.8,0.85,0.27,0.00,0.00,25.7,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
584,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,9.0,2,10,4,40.0,1.11,0.45,0.20,0.50,19.6,0,0,0,1.4,1.4,0.14,+0.6,+0.6,Matches
585,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,de Bundesliga,20,2001,12.0,0,13,3,23.1,1.08,0.25,0.00,0.00,16.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
586,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
587,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,29,1992,14.8,5,43,16,37.2,2.91,1.08,0.12,0.31,21.2,6,0,0,3.8,3.8,0.09,+1.2,+1.2,Matches
588,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,29,1992,5.6,2,23,6,26.1,4.12,1.07,0.04,0.17,19.0,2,1,1,3.1,2.3,0.10,-1.1,-1.3,Matches
589,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,2,6,3,50.0,0.19,0.10,0.33,0.67,14.5,0,0,0,1.6,1.6,0.26,+0.4,+0.4,Matches
590,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
591,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,30.3,2,18,3,16.7,0.59,0.10,0.11,0.67,20.5,8,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
592,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,1.6,0,1,0,0.0,0.64,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
593,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,18.0,6,17,0,0.0,0.95,0.00,0.00,,32.5,0,6,7,5.8,0.3,0.02,+0.2,-0.3,Matches
594,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,1995,29.8,2,40,5,12.5,1.34,0.17,0.05,0.40,17.0,0,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches
595,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,0.2,0,1,0,0.0,5.29,0.00,0.00,,33.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
596,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,1995,1.1,0,3,1,33.3,2.65,0.88,0.00,0.00,14.1,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches
597,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,1995,20.9,3,32,12,37.5,1.53,0.57,0.09,0.25,22.4,0,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
598,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1997,0.2,0,1,0,0.0,6.00,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
599,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,0,3,0,0.0,0.14,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
600,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,1988,27.6,4,36,13,36.1,1.30,0.47,0.11,0.31,21.4,5,0,0,1.7,1.7,0.05,+2.3,+2.3,Matches
601,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,1999,12.7,5,34,10,29.4,2.67,0.78,0.15,0.50,19.0,5,0,0,2.5,2.5,0.07,+2.5,+2.5,Matches
602,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,34.3,1,18,3,16.7,0.52,0.09,0.06,0.33,20.9,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
603,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,1998,0.3,0,1,0,0.0,3.91,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
604,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,1,16,7,43.8,0.54,0.23,0.06,0.14,12.4,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
605,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,0,6,1,16.7,0.59,0.10,0.00,0.00,20.5,2,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
606,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
607,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
608,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,6,37,14,37.8,3.13,1.19,0.16,0.43,15.4,0,0,0,5.8,5.8,0.16,+0.2,+0.2,Matches
609,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,0,2,1,50.0,2.81,1.41,0.00,0.00,11.1,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
