,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga,Goal_Creating_Action_per90
54,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33-204,1990.0,30.0,30.0,2700.0,30.0,51.0,1.7,121.0,74.0,61.0,12.0,7.0,11.0,8.0,27.0,5.0,4.0,1.0,0.0,20.0,0.0,7.0,5.0,41.3,0.34,-4.7,-0.16,77.0,199.0,39.0,1036.0,107.0,18.0,25.7,105.0,9.0,16.6,287.0,17.0,6.0,53.0,1.77,17.75,9.0,188.0,984.0,1146.0,86.0,20651.0,14372.0,342.0,346.0,99.0,450.0,461.0,98.0,182.0,323.0,56.00000000000001,,0.1,0.2,0.9,1.0,5.0,0.0,0.0,0.0,2.0,6.0,0.2,,1036.0,1205.0,8.0,1213.0,819.0,783.0,34.53,40.17,0.27,40.43,27.3,26.1,2,2,0,0,0,0,0.07
55,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32-067,1992.0,55.0,55.0,4950.0,55.0,70.0,1.27,245.0,174.0,71.0,29.0,13.0,13.0,13.0,24.0,9.0,6.0,1.0,2.0,11.0,0.0,11.0,0.0,80.9,0.33,10.9,0.2,256.0,715.0,36.0,1641.0,267.0,28.999999999999996,31.4,423.0,56.00000000000001,46.65,877.0,66.0,8.0,56.0,1.02,13.5,238.0,473.0,1555.0,2073.0,75.0,40575.0,29739.0,395.0,396.0,100.0,738.0,753.0,98.0,415.0,906.0,46.0,,0.8999999999999999,0.0,-0.8999999999999999,3.0,33.0,2.0,0.0,0.0,1.0,12.0,0.22,,1880.0,2191.0,14.0,2205.0,1325.0,1079.0,34.18,39.84,0.25,40.09,24.09,19.62,2,0,2,0,0,0,0.02
56,Marco Carnesecchi,it ITA,GK,Atalanta+Cremonese,it Serie A,23-252,2000.0,44.0,44.0,3960.0,44.0,65.0,1.48,226.0,160.0,71.0,13.0,12.0,19.0,10.0,23.0,8.0,5.0,2.0,1.0,25.0,3.0,8.0,1.0,64.4,0.28,0.40000000000000013,0.01,233.0,744.0,31.0,1180.0,218.0,45.0,37.8,326.0,66.0,51.9,611.0,44.0,7.000000000000001,53.0,1.2,14.05,215.0,527.0,957.0,1516.0,63.0,29659.0,22422.0,146.0,147.0,99.0,429.0,441.0,97.0,375.0,911.0,41.0,,0.2,0.1,0.8,2.0,38.0,1.0,0.0,0.0,2.0,9.0,0.2,,1472.0,1654.0,0.0,1654.0,879.0,678.0,33.45,37.59,0.0,37.59,19.98,15.41,2,0,0,2,0,0,0.05
57,Kepa Arrizabalaga,es ESP,GK,Real Madrid+Chelsea,es La Liga+eng Premier League,29-158,1994.0,41.0,41.0,3645.0,40.5,42.0,1.04,154.0,116.0,75.0,17.0,11.0,13.0,15.0,37.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,44.3,0.29,6.3,0.16,92.0,285.0,32.0,1206.0,205.0,17.0,26.4,241.0,32.0,30.2,470.0,19.0,4.0,62.0,1.53,16.2,77.0,205.0,1214.0,1447.0,84.0,27088.0,16545.0,369.0,372.0,99.0,591.0,597.0,99.0,250.0,473.0,53.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.02,,1252.0,1516.0,19.0,1535.0,935.0,872.0,30.91,37.43,0.47,37.9,23.09,21.53,2,1,1,0,0,0,0.0
58,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29-319,1994.0,61.0,61.0,5490.0,61.0,52.0,0.85,223.0,172.0,77.0,35.0,15.0,11.0,26.0,43.0,9.0,7.0,1.0,1.0,11.0,0.0,12.0,2.0,64.8,0.29,14.8,0.24,293.0,704.0,42.0,1767.0,246.0,34.0,32.599999999999994,283.0,34.0,31.9,664.0,60.0,9.0,58.0,0.95,14.3,95.0,607.0,1581.0,2055.0,77.0,42019.0,28297.0,339.0,340.0,100.0,685.0,695.0,99.0,531.0,986.0,54.0,,0.2,0.2,-0.2,2.0,30.0,2.0,0.0,2.0,1.0,9.0,0.15,,1626.0,2148.0,31.0,2177.0,1615.0,1147.0,26.66,35.21,0.51,35.69,26.48,18.8,2,0,0,0,2,0,0.02
59,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31-218,1992.0,53.0,53.0,4770.0,53.0,66.0,1.25,237.0,170.0,72.0,23.0,11.0,19.0,16.0,30.0,10.0,8.0,2.0,0.0,20.0,1.0,11.0,1.0,73.4,0.31,8.399999999999999,0.16,365.0,974.0,37.0,1910.0,230.0,40.0,34.65,318.0,66.0,48.85,825.0,78.0,9.0,59.0,1.11,13.35,209.0,764.0,1567.0,2232.0,70.0,45293.0,34224.0,275.0,276.0,100.0,789.0,796.0,99.0,497.0,1149.0,43.0,,0.0,0.30000000000000004,1.0,1.0,92.0,3.0,0.0,0.0,1.0,7.0,0.13,,1659.0,2324.0,35.0,2356.0,1431.0,1244.0,31.3,43.85,0.66,44.45,27.0,23.47,2,0,0,0,0,2,0.02
60,Benjamin Lecomte,fr FRA,GK,Montpellier+Espanyol+Montpellier,fr Ligue 1+es La Liga+fr Ligue 1,32-318,1991.0,54.0,54.0,4859.0,54.0,70.0,1.3,255.0,186.0,73.0,17.0,17.0,20.0,17.0,31.0,8.0,5.0,3.0,0.0,38.0,2.0,6.0,4.0,71.6,0.28,5.6000000000000005,0.1,318.0,853.0,37.0,1314.0,210.0,48.0,38.675,432.0,52.0,40.8,804.0,43.0,5.0,29.0,0.54,10.78,223.0,627.0,1146.0,1756.0,65.0,35060.0,27500.0,147.0,148.0,99.0,493.0,509.0,97.0,500.0,1082.0,46.0,1.0,0.7,0.1,0.3,4.0,16.0,0.0,0.0,0.0,2.0,15.0,0.28,,1506.0,1871.0,27.0,1896.0,1132.0,767.0,27.89,34.65,0.5,35.11,20.96,14.2,2,0,1,0,2,0,0.04
61,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,32-045,1992.0,28.0,26.0,2439.0,27.1,38.0,1.4,123.0,87.0,71.0,8.0,6.0,12.0,7.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,34.8,0.28,-1.2,-0.04,155.0,474.0,33.0,686.0,114.0,46.0,38.35,210.0,74.0,54.15,368.0,23.0,6.0,25.0,0.92,13.8,155.0,318.0,563.0,902.0,62.0,17801.0,14267.0,98.0,98.0,100.0,263.0,265.0,99.0,201.0,530.0,38.0,,0.0,0.1,0.0,1.0,30.0,1.0,0.0,1.0,0.0,7.0,0.26,,818.0,964.0,5.0,969.0,502.0,399.0,30.18,35.57,0.18,35.76,18.52,14.72,2,0,2,0,0,0,0.0
62,Neto,br BRA,GK,Bournemouth,eng Premier League,34-234,1989.0,51.0,51.0,4545.0,50.5,79.0,1.56,263.0,185.0,70.0,16.0,13.0,22.0,12.0,24.0,10.0,8.0,1.0,1.0,10.0,1.0,10.0,2.0,80.6,0.31,3.5999999999999996,0.07,290.0,816.0,36.0,1221.0,246.0,46.0,37.099999999999994,413.0,62.0,44.85,826.0,55.0,7.000000000000001,47.0,0.93,12.65,258.0,556.0,1041.0,1639.0,64.0,30930.0,23662.0,187.0,191.0,98.0,467.0,483.0,97.0,379.0,950.0,40.0,,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,1.0,6.0,0.12,,1495.0,1752.0,13.0,1764.0,917.0,632.0,29.6,34.69,0.26,34.93,18.16,12.51,2,2,0,0,0,0,0.02
63,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,38-240,1985.0,39.0,39.0,3510.0,39.0,71.0,1.82,206.0,135.0,66.0,4.0,16.0,19.0,5.0,13.0,11.0,10.0,1.0,0.0,9.0,1.0,9.0,1.0,67.19999999999999,0.33,-2.8,-0.07,210.0,713.0,28.999999999999996,986.0,111.0,50.0,38.95,356.0,62.0,45.7,631.0,20.0,3.0,18.0,0.46,12.7,222.0,490.0,801.0,1348.0,59.0,24969.0,18119.0,116.0,117.0,99.0,350.0,353.0,99.0,335.0,871.0,38.0,,0.0,0.1,0.0,0.0,20.0,1.0,0.0,0.0,2.0,6.0,0.15,,1236.0,1463.0,9.0,1472.0,675.0,553.0,31.69,37.51,0.23,37.74,17.31,14.18,2,0,0,2,0,0,0.05
64,Bernd Leno,de GER,GK,Fulham,eng Premier League,32-005,1992.0,63.0,63.0,5670.0,63.0,93.0,1.48,329.0,240.0,73.0,25.0,10.0,28.0,15.0,24.0,14.0,13.0,1.0,0.0,7.000000000000001,1.0,10.0,5.0,98.7,0.3,10.7,0.17,230.0,716.0,32.0,2125.0,300.0,25.0,29.45,370.0,48.0,43.05,796.0,47.0,6.0,76.0,1.21,14.7,177.0,537.0,1976.0,2500.0,79.0,48112.0,29110.0,397.0,398.0,100.0,1182.0,1187.0,100.0,393.0,906.0,43.0,,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,3.0,0.05,,2043.0,2645.0,15.0,2660.0,1589.0,1412.0,32.43,41.98,0.24,42.22,25.22,22.41,2,2,0,0,0,0,0.0
65,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29-277,1994.0,45.0,45.0,3972.0,44.1,74.0,1.68,249.0,176.0,71.0,17.0,11.0,17.0,6.0,13.0,7.0,7.0,0.0,0.0,0.0,1.0,10.0,1.0,70.4,0.28,-2.6,-0.06,181.0,494.0,37.0,1151.0,208.0,31.0,31.9,292.0,46.0,36.9,821.0,41.0,5.0,15.0,0.34,8.35,134.0,357.0,1094.0,1447.0,76.0,28636.0,20222.0,228.0,228.0,100.0,535.0,542.0,99.0,322.0,662.0,49.0,,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,6.0,0.14,,1381.0,1544.0,5.0,1549.0,1107.0,697.0,31.32,35.01,0.11,35.12,25.1,15.8,2,0,0,0,2,0,0.0
66,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26-226,1997.0,61.0,61.0,5392.0,59.9,70.0,1.17,276.0,206.0,75.0,23.0,18.0,20.0,20.0,33.0,6.0,5.0,1.0,0.0,17.0,2.0,8.0,1.0,76.2,0.28,7.2,0.12,271.0,744.0,36.0,2021.0,380.0,28.999999999999996,31.0,405.0,40.0,38.05,859.0,29.0,3.0,47.0,0.78,12.65,163.0,579.0,1872.0,2430.0,77.0,48219.0,31637.0,412.0,414.0,100.0,911.0,929.0,98.0,536.0,1070.0,50.0,,0.0,0.1,1.0,1.0,22.0,1.0,0.0,0.0,4.0,13.0,0.22,,2154.0,2571.0,14.0,2585.0,1591.0,1375.0,35.96,42.92,0.23,43.16,26.56,22.95,2,0,0,2,0,0,0.07
67,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30-261,1993.0,59.0,59.0,5310.0,59.0,86.0,1.46,309.0,219.0,71.0,19.0,15.0,25.0,15.0,25.0,17.0,11.0,5.0,1.0,28.999999999999996,0.0,9.0,1.0,95.3,0.31,10.3,0.17,394.0,1032.0,38.0,2020.0,263.0,41.0,37.0,390.0,49.0,42.2,780.0,64.0,8.0,63.0,1.07,13.35,193.0,836.0,1676.0,2416.0,69.0,50092.0,35901.0,263.0,266.0,99.0,742.0,763.0,97.0,657.0,1366.0,48.0,,0.30000000000000004,0.2,-0.30000000000000004,6.0,62.0,4.0,0.0,1.0,1.0,14.0,0.24,,2029.0,2551.0,42.0,2592.0,1812.0,1205.0,34.39,43.24,0.71,43.93,30.71,20.42,2,0,0,0,2,0,0.02
68,André Onana,cm CMR,GK,Manchester Utd+Inter,eng Premier League+it Serie A,27-342,1996.0,51.0,51.0,4590.0,51.0,63.0,1.24,218.0,158.0,72.0,28.0,5.0,18.0,15.0,28.999999999999996,5.0,5.0,0.0,0.0,0.0,1.0,12.0,3.0,60.3,0.28,0.2999999999999998,0.01,210.0,613.0,34.0,1804.0,212.0,27.0,30.05,279.0,41.0,39.3,711.0,42.0,6.0,40.0,0.78,13.3,115.0,496.0,1625.0,2089.0,78.0,39778.0,26529.0,424.0,425.0,100.0,781.0,799.0,98.0,406.0,844.0,48.0,,0.2,0.2,-0.2,5.0,43.0,3.0,0.0,7.0,1.0,12.0,0.24,,1745.0,2161.0,40.0,2201.0,1499.0,1317.0,34.22,42.37,0.78,43.16,29.39,25.82,2,1,0,1,0,0,0.02
69,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28-332,1995.0,65.0,65.0,5850.0,65.0,90.0,1.38,285.0,197.0,69.0,13.0,22.0,30.0,8.0,12.0,11.0,9.0,2.0,0.0,18.0,3.0,10.0,4.0,85.30000000000001,0.3,-0.7,-0.01,294.0,1039.0,28.000000000000004,1480.0,264.0,50.0,37.95,463.0,64.0,43.35,905.0,36.0,4.0,56.0,0.86,12.8,295.0,742.0,1145.0,1955.0,59.0,33330.0,25760.0,248.0,251.0,99.0,436.0,450.0,97.0,437.0,1217.0,36.0,,0.2,0.1,-0.2,3.0,18.0,2.0,0.0,0.0,1.0,7.0,0.11,,1840.0,2125.0,8.0,2133.0,1129.0,810.0,28.31,32.69,0.12,32.82,17.37,12.46,2,0,0,2,0,0,0.02
70,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,24-114,1999.0,55.0,55.0,4950.0,55.0,63.0,1.15,229.0,166.0,72.0,21.0,16.0,18.0,20.0,36.0,5.0,4.0,1.0,0.0,20.0,2.0,5.0,1.0,65.9,0.29,3.9,0.07,227.0,545.0,42.0,1685.0,315.0,26.0,30.700000000000003,296.0,36.0,35.7,772.0,66.0,9.0,64.0,1.16,13.3,107.0,436.0,1595.0,1990.0,80.0,42481.0,27565.0,229.0,233.0,98.0,856.0,872.0,98.0,505.0,870.0,57.99999999999999,,0.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,1.0,7.0,0.13,,1637.0,2096.0,17.0,2112.0,1602.0,1117.0,29.76,38.11,0.31,38.4,29.13,20.31,2,0,0,0,2,0,0.02
1,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31-011,1993.0,24.0,24.0,2114.0,23.5,38.0,1.62,140.0,101.0,75.7,10.0,6.0,8.0,4.0,16.7,6.0,4.0,2.0,0.0,33.3,0.0,2.0,1.0,41.0,0.26,4.0,0.17,127.0,344.0,36.9,495.0,113.0,45.3,37.0,184.0,65.2,46.1,377.0,20.0,5.3,5.0,0.21,9.3,119.0,224.0,440.0,683.0,64.4,13881.0,10091.0,55.0,56.0,98.2,198.0,199.0,99.5,185.0,422.0,43.8,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.04,0.0,651.0,758.0,6.0,764.0,383.0,269.0,27.7,32.26,0.26,32.51,16.3,11.45,,,,,,,
3,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21-289,2002.0,24.0,24.0,2160.0,24.0,44.0,1.83,109.0,66.0,62.4,8.0,6.0,10.0,7.0,29.2,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,37.5,0.33,-5.5,-0.23,132.0,401.0,32.9,827.0,114.0,34.2,33.5,167.0,70.7,53.5,308.0,15.0,4.9,24.0,1.0,14.7,118.0,282.0,705.0,996.0,70.8,20132.0,14871.0,124.0,126.0,98.4,342.0,346.0,98.8,239.0,522.0,45.8,0,0.0,0.1,0.0,0.0,22.0,1.0,0.0,1.0,0.0,2.0,0.08,0.0,777.0,1023.0,16.0,1039.0,612.0,537.0,32.38,42.62,0.67,43.29,25.5,22.38,,,,,,,
11,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34-365,1989.0,14.0,14.0,1260.0,14.0,25.0,1.79,74.0,49.0,68.9,3.0,3.0,8.0,4.0,28.6,3.0,2.0,1.0,0.0,33.3,0.0,5.0,1.0,20.7,0.24,-3.3,-0.24,44.0,184.0,23.9,400.0,75.0,34.8,33.0,90.0,50.0,40.8,236.0,11.0,4.7,10.0,0.71,12.4,45.0,139.0,339.0,494.0,68.6,8491.0,5766.0,73.0,73.0,100.0,184.0,188.0,97.9,81.0,228.0,35.5,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.14,0.0,456.0,530.0,2.0,532.0,314.0,245.0,32.57,37.86,0.14,38.0,22.43,17.5,,,,,,,
19,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,24-157,1999.0,25.0,25.0,2250.0,25.0,19.0,0.76,71.0,50.0,77.5,11.0,7.0,7.0,14.0,56.0,6.0,3.0,3.0,0.0,50.0,0.0,0.0,1.0,22.4,0.24,4.4,0.18,51.0,118.0,43.2,783.0,118.0,12.4,22.9,102.0,20.6,24.8,261.0,18.0,6.9,12.0,0.48,11.5,21.0,97.0,789.0,886.0,89.1,16151.0,9838.0,262.0,265.0,98.9,378.0,386.0,97.9,133.0,217.0,61.3,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08,0.0,778.0,922.0,4.0,928.0,762.0,585.0,31.12,36.88,0.16,37.12,30.48,23.4,,,,,,,
20,Elia Caprile,it ITA,GK,Empoli,it Serie A,22-197,2001.0,12.0,12.0,1080.0,12.0,14.0,1.17,52.0,37.0,76.9,3.0,4.0,5.0,3.0,25.0,3.0,2.0,1.0,0.0,33.3,0.0,3.0,0.0,14.6,0.23,0.6,0.05,58.0,160.0,36.3,338.0,60.0,37.0,35.0,78.0,44.9,41.0,205.0,10.0,4.9,15.0,1.25,16.3,35.0,125.0,302.0,417.0,72.4,8559.0,6508.0,43.0,44.0,97.7,153.0,155.0,98.7,106.0,217.0,48.8,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.33,0.0,362.0,451.0,4.0,454.0,247.0,220.0,30.17,37.58,0.33,37.83,20.58,18.33,,,,,,,
31,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25-348,1998.0,24.0,24.0,2160.0,24.0,41.0,1.71,129.0,88.0,72.9,7.0,8.0,9.0,1.0,4.2,9.0,6.0,2.0,1.0,25.0,0.0,9.0,2.0,40.9,0.26,1.9,0.08,123.0,346.0,35.5,947.0,72.0,30.0,32.1,132.0,47.0,42.0,357.0,22.0,6.2,37.0,1.54,14.2,62.0,284.0,830.0,1083.0,76.6,22163.0,14138.0,135.0,137.0,98.5,467.0,475.0,98.3,226.0,465.0,48.6,0,0.1,0.2,-0.1,1.0,35.0,1.0,0.0,3.0,0.0,7.0,0.29,0.0,742.0,1130.0,31.0,1160.0,740.0,630.0,30.92,47.08,1.29,48.33,30.83,26.25,,,,,,,
33,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29-337,1994.0,23.0,23.0,2070.0,23.0,29.0,1.26,111.0,83.0,73.9,5.0,9.0,9.0,6.0,26.1,2.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,33.8,0.31,6.8,0.3,102.0,286.0,35.7,484.0,102.0,43.8,36.3,158.0,46.8,36.9,322.0,18.0,5.6,17.0,0.74,13.2,73.0,211.0,434.0,645.0,67.3,12396.0,9352.0,81.0,81.0,100.0,191.0,193.0,99.0,156.0,361.0,43.2,0,0.4,0.0,-0.4,1.0,12.0,1.0,0.0,0.0,0.0,2.0,0.09,0.0,592.0,699.0,2.0,701.0,449.0,263.0,25.74,30.39,0.09,30.48,19.52,11.43,,,,,,,
41,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35-054,1989.0,13.0,12.0,1085.0,12.1,27.0,2.24,82.0,54.0,70.7,4.0,2.0,6.0,3.0,25.0,4.0,3.0,1.0,0.0,25.0,0.0,1.0,0.0,30.2,0.33,3.2,0.27,35.0,97.0,36.1,270.0,82.0,18.1,26.9,94.0,51.1,37.7,179.0,12.0,6.7,10.0,0.83,11.7,48.0,48.0,287.0,365.0,78.6,6807.0,3831.0,68.0,70.0,97.1,149.0,151.0,98.7,68.0,141.0,48.2,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,399.0,6.0,405.0,208.0,146.0,29.09,32.98,0.5,33.47,17.19,12.07,,,,,,,
48,André Ferreira,pt POR,GK,Granada,es La Liga,27-285,1996.0,15.0,14.0,1340.0,14.9,29.0,1.95,77.0,49.0,66.2,0.0,5.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,27.8,0.33,-0.2,-0.01,73.0,186.0,39.2,388.0,88.0,31.4,32.2,110.0,58.2,44.3,195.0,6.0,3.1,13.0,0.87,12.6,64.0,121.0,359.0,498.0,72.1,10011.0,7247.0,72.0,74.0,97.3,172.0,176.0,97.7,112.0,243.0,46.1,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.13,0.0,473.0,541.0,1.0,542.0,271.0,192.0,31.74,36.31,0.07,36.38,18.19,12.89,,,,,,,
50,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,33-055,1991.0,25.0,24.0,2199.0,24.4,63.0,2.58,165.0,106.0,63.6,3.0,4.0,17.0,1.0,4.2,4.0,3.0,0.0,1.0,0.0,0.0,8.0,4.0,57.5,0.34,-1.5,-0.06,171.0,518.0,33.0,650.0,83.0,55.1,40.5,214.0,74.8,53.2,404.0,17.0,4.2,34.0,1.39,15.4,160.0,358.0,485.0,873.0,55.6,16052.0,12848.0,84.0,85.0,98.8,193.0,203.0,95.1,208.0,575.0,36.2,0,0.0,0.1,0.0,0.0,17.0,2.0,0.0,0.0,0.0,2.0,0.08,0.0,766.0,929.0,19.0,946.0,485.0,315.0,31.39,38.07,0.78,38.77,19.88,12.91,,,,,,,
63,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30-350,1993.0,19.0,19.0,1706.0,19.0,26.0,1.37,65.0,40.0,63.1,5.0,5.0,9.0,6.0,31.6,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,19.6,0.27,-5.4,-0.29,108.0,324.0,33.3,417.0,60.0,53.5,40.7,133.0,75.9,53.4,316.0,23.0,7.3,10.0,0.53,10.8,100.0,223.0,321.0,555.0,57.8,10870.0,8212.0,41.0,42.0,97.6,135.0,139.0,97.1,145.0,369.0,39.3,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.11,0.05,501.0,593.0,3.0,596.0,322.0,262.0,26.37,31.21,0.16,31.37,16.95,13.79,,,,,,,
64,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21-328,2002.0,26.0,26.0,2340.0,26.0,48.0,1.85,150.0,103.0,70.7,7.0,8.0,11.0,3.0,11.5,4.0,4.0,0.0,0.0,0.0,1.0,7.0,1.0,45.0,0.28,-2.0,-0.08,108.0,274.0,39.4,753.0,130.0,25.9,30.3,176.0,44.9,38.9,484.0,24.0,5.0,25.0,0.96,13.5,79.0,195.0,736.0,932.0,79.0,18714.0,13731.0,169.0,169.0,100.0,393.0,395.0,99.5,171.0,361.0,47.4,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,0.08,0.04,901.0,1008.0,1.0,1009.0,573.0,470.0,34.65,38.77,0.04,38.81,22.04,18.08,,,,,,,
65,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,31-138,1992.0,26.0,26.0,2340.0,26.0,54.0,2.08,154.0,101.0,66.2,5.0,5.0,16.0,2.0,7.7,2.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,54.7,0.36,1.7,0.06,174.0,551.0,31.6,748.0,106.0,52.4,39.8,232.0,68.5,48.5,394.0,15.0,3.8,50.0,1.92,18.6,158.0,391.0,567.0,984.0,57.6,18137.0,14690.0,103.0,104.0,99.0,222.0,233.0,95.3,238.0,639.0,37.2,0,0.0,0.1,0.0,0.0,34.0,1.0,0.0,1.0,0.0,1.0,0.04,0.0,759.0,1044.0,20.0,1063.0,537.0,439.0,29.19,40.15,0.77,40.88,20.65,16.88,,,,,,,
69,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25-342,1998.0,22.0,22.0,1980.0,22.0,32.0,1.45,97.0,65.0,72.2,11.0,5.0,6.0,5.0,22.7,6.0,5.0,1.0,0.0,16.7,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3,75.0,174.0,479.0,667.0,71.8,13030.0,9307.0,81.0,81.0,100.0,238.0,240.0,99.2,159.0,344.0,46.2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.14,0.0,602.0,704.0,2.0,706.0,493.0,303.0,27.36,32.0,0.09,32.09,22.41,13.77,,,,,,,
78,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-027,1999.0,15.0,15.0,1350.0,15.0,9.0,0.6,42.0,33.0,81.0,11.0,4.0,0.0,7.0,46.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.33,5.6,0.37,19.0,54.0,35.2,374.0,72.0,11.0,24.0,78.0,16.7,27.2,192.0,21.0,10.9,18.0,1.2,13.3,13.0,41.0,403.0,453.0,89.0,8593.0,5218.0,101.0,101.0,100.0,237.0,241.0,98.3,62.0,106.0,58.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,483.0,2.0,485.0,275.0,262.0,28.0,32.2,0.13,32.33,18.33,17.47,,,,,,,
87,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-287,1998.0,26.0,26.0,2339.0,26.0,31.0,1.19,95.0,64.0,69.5,8.0,9.0,9.0,6.0,23.1,3.0,2.0,1.0,0.0,33.3,1.0,2.0,1.0,28.8,0.29,-1.2,-0.05,154.0,403.0,38.2,895.0,80.0,36.0,35.6,119.0,68.1,50.0,410.0,32.0,7.8,29.0,1.12,12.3,81.0,322.0,725.0,1016.0,71.4,21751.0,16046.0,96.0,98.0,98.0,360.0,370.0,97.3,267.0,540.0,49.4,0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,1.0,0.04,0.0,790.0,1060.0,11.0,1072.0,708.0,567.0,30.38,40.77,0.42,41.23,27.23,21.81,,,,,,,
